% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.380760472e+05 +4.380760472e+05 +4.381998772e+05 +4.381998772e+05 +1.9023e+00 -4.9822e+00 +4.4443e+00 -4.2128e+00 +3.6407e-01 +1.0661e-01 -1.6251e+00 -4.3118e-01 +4.9288e+00 +5.8737e-01 -3.7111e+00 -4.7571e+00 +1.6699e+00 -1.6216e+00 +1.2871e-01 +2.2687e+00 +2.1211e+00 -3.2083e+00 +1.5221e+00 -4.8775e+00
3 +3.140847202e+05 +3.140847202e+05 +3.142085502e+05 +3.142085502e+05 +2.5742e-01 -3.4125e+00 +2.9660e+00 +5.8263e-01 +2.7971e+00 +4.1293e+00 +4.3636e+00 +2.6585e+00 -3.2848e+00 -3.3727e+00 -4.7657e+00 +1.5497e+00 +8.2598e-01 +4.4100e+00 -2.0268e+00 +2.5931e+00 +4.0013e-02 -6.3432e-01 +1.9026e+00 +3.0421e+00
6 +7.401651993e+04 +7.401651993e+04 +7.414034993e+04 +7.414034993e+04 -6.8518e-01 -1.9656e+00 -6.6624e-02 -5.8566e-01 +2.0706e+00 -6.7518e-01 +2.8231e+00 +8.6986e-01 -1.9801e+00 +5.2062e-01 -4.4620e+00 -2.0296e+00 -6.9387e-01 +2.4891e+00 +3.5105e+00 +4.4564e-02 -4.7708e-01 +3.8867e+00 -3.5043e+00 -4.5787e-01
601 +6.264129996e+04 +6.264129996e+04 +6.276512996e+04 +6.276512996e+04 -6.8518e-01 -1.9656e+00 +3.5134e+00 -3.4851e+00 +2.0706e+00 +1.1397e-01 +2.8231e+00 +8.6986e-01 -2.5841e+00 -3.5533e+00 -1.6437e+00 -2.0296e+00 -7.1421e-01 -3.6803e-01 +3.5105e+00 +4.4564e-02 -4.7708e-01 +3.8867e+00 +1.7129e+00 -4.5787e-01
1324 +3.906276174e+04 +3.906276174e+04 +3.918659174e+04 +3.918659174e+04 -4.6975e-01 +5.3284e+00 -1.2099e-01 -1.0701e+00 +1.2395e-01 +1.7517e+00 +7.4582e-01 -2.5935e+00 +6.5749e-01 +1.3243e+00 -5.5551e-01 -3.0997e+00 -1.1665e-01 +1.2893e+00 -2.0984e+00 -4.1334e-02 -3.4871e+00 +1.2575e+00 -2.7005e-03 -5.2357e-01
1406 +2.044978226e+04 +2.044978226e+04 +2.057361226e+04 +2.057361226e+04 -2.0057e+00 +3.7493e+00 -8.2413e-01 -2.6509e+00 -2.4007e-01 +1.7881e+00 +2.4202e+00 -1.7974e+00 +1.0175e+00 -2.8713e-01 -1.3695e+00 -1.1508e+00 +7.7072e-01 -3.5433e-01 +1.4745e-01 -3.8901e+00 -2.3159e+00 -5.0098e-01 -8.2387e-01 +5.5624e-01
1804 +1.154782106e+04 +1.154782106e+04 +1.167165106e+04 +1.167165106e+04 -1.5689e-01 -3.6157e-01 +3.4402e+00 -6.4276e-01 +3.1764e-01 +1.2663e+00 +2.0742e-01 -1.3016e+00 -6.3718e-01 +9.9498e-01 -5.4514e-01 +6.2363e-02 -2.3941e+00 +2.8810e+00 +2.5875e-01 -3.4520e-01 -2.2450e+00 -7.6999e-01 +6.3321e-01 -1.4196e+00
2207 +9.637272882e+03 +9.637272882e+03 +9.761102882e+03 +9.761102882e+03 -2.0057e+00 +3.7493e+00 -8.2413e-01 +5.9527e-01 -2.4007e-01 +1.7881e+00 +2.4202e+00 -2.6561e+00 -7.8250e-01 -2.8713e-01 -1.5180e+00 -1.1508e+00 -1.4302e+00 -3.5433e-01 +1.4745e-01 -1.9544e+00 -1.5684e+00 -5.0098e-01 +3.4799e-01 -1.7989e+00
2529 +4.610252769e+03 +4.610252769e+03 +4.734082769e+03 +4.734082769e+03 -1.2748e+00 +1.5271e+00 +4.5361e-01 +2.6152e-01 -2.2171e-01 +1.1959e+00 +2.0509e+00 -7.2496e-01 -1.2479e+00 +6.8099e-01 -1.3728e+00 +1.4138e-01 -2.4405e+00 +1.2844e-01 -4.4690e-01 +3.6971e-01 -1.2221e+00 -4.5472e-02 -8.8992e-01 -9.6601e-01
2928 +3.283403819e+03 +3.283403819e+03 +3.407233819e+03 +3.407233819e+03 -2.2396e+00 +9.6212e-01 +2.4933e-01 -5.7078e-01 +4.1420e-01 +2.5066e+00 -3.7445e-01 +8.3115e-01 -9.6462e-01 +1.2829e+00 -3.9612e-02 -1.2384e+00 -4.2869e-01 +6.7572e-01 +1.1447e+00 -2.6178e+00 -3.4120e-01 +1.7045e+00 +5.3299e-01 -1.2217e+00
