% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.393874145e+05 +1.393874145e+05 +1.394636845e+05 +1.394636845e+05 +8.2591e-01 +1.4106e+00 -8.7095e-01 +3.6973e+00 -8.4685e-02 -3.2095e-01 +1.0633e+00 -3.4402e+00 +1.1316e+00 -4.1472e+00 +1.9395e+00 +6.4656e-01 +2.5467e+00 -2.5852e-01 -1.3521e-01 -6.7466e-01 +4.7218e+00 +8.5990e-01 -2.5497e+00 -4.1564e+00
53 +2.054882504e+04 +2.054882504e+04 +2.062509504e+04 +2.062509504e+04 +2.5350e+00 +3.3377e+00 +1.9990e+00 -4.0757e+00 -4.5562e+00 -1.7323e-01 +5.2124e-01 -3.6454e-01 +4.7230e+00 -2.1784e+00 +4.3817e-01 +9.5948e-01 -1.2235e+00 +6.2750e-01 -8.2235e-01 -9.6877e-01 -8.7396e-01 +2.0243e+00 +2.1282e+00 +3.4965e+00
150 +9.357188971e+02 +9.357188971e+02 +1.011988897e+03 +1.011988897e+03 +3.0178e+00 +4.3201e-01 -6.1594e-01 +2.8103e+00 -6.4295e-01 +8.1889e-01 +1.5622e+00 -4.9314e+00 -3.9633e+00 -1.6551e+00 -1.7738e+00 -1.3963e+00 +5.8123e+00 +2.1223e+00 +2.8486e+00 -1.6411e-01 +2.8625e+00 -2.6745e+00 +2.4468e+00 -3.6156e+00
357 +3.951619829e+02 +3.951619829e+02 +4.714319829e+02 +4.714319829e+02 +6.7709e-01 -3.2839e+00 +1.1581e+00 -9.4236e-01 -4.1842e+00 +1.4189e+00 -1.8262e+00 +3.9752e+00 -7.6086e+00 +1.2074e+00 +1.5995e+00 +5.2850e+00 +6.7643e-01 -1.5530e+00 +1.4465e+00 -2.1058e+00 -5.0680e+00 +2.9695e+00 +1.9788e+00 -2.3989e+00
3096 +2.430596565e+02 +2.430596565e+02 +3.193296565e+02 +3.193296565e+02 +8.1715e+00 -5.6338e+00 -2.3451e+00 +4.1487e+00 +4.5368e-01 -2.5354e+00 -3.2319e-01 +1.1477e+00 +4.3672e+00 -1.2796e+00 -3.3128e+00 -2.2946e+00 -1.4369e-01 -1.8108e+00 +3.9999e-01 -2.7715e+00 +3.6524e+00 +1.9224e-01 -2.1101e-01 -2.0888e+00
6943 +1.460218930e+02 +1.460218930e+02 +2.222918930e+02 +2.222918930e+02 +1.2526e+00 -1.9194e+00 -8.4830e-01 -1.2901e+00 +1.0122e+00 -2.0452e+00 +7.3859e-02 -1.7183e+00 +2.1597e+00 -2.3125e+00 +5.3626e-01 -6.6686e-01 +1.9928e-01 +1.0017e+00 +1.6114e+00 -2.6533e+00 +1.1933e+00 +2.4968e+00 -1.2815e+00 -3.3942e+00
8429 +8.973950046e+01 +8.973950046e+01 +1.660095005e+02 +1.660095005e+02 +5.1012e-01 -5.5220e-01 -4.8454e-01 +1.7861e+00 -5.5996e+00 -2.7585e-01 -5.4430e-01 +9.8713e-01 -3.1186e+00 +1.0620e+00 +1.3181e+00 +7.1445e-01 +1.2042e+00 +2.1900e+00 +6.1963e-02 +6.1541e-01 -1.3447e+00 -1.5566e+00 -7.9958e-01 -4.7071e-01
9533 +4.487570099e+01 +4.487570099e+01 +1.211457010e+02 +1.211457010e+02 +1.6084e-01 -2.8527e+00 -1.1444e+00 +5.1549e-01 -3.0218e+00 -3.6076e+00 -3.5158e+00 +3.5362e+00 -1.0418e+00 +7.6538e-01 +1.3399e+00 -1.4843e+00 -6.6945e-01 +2.4237e+00 -1.2418e+00 +1.5821e+00 +2.4243e+00 -3.5047e+00 -8.5972e-01 -1.6944e+00
9813 +3.842088405e+01 +3.842088405e+01 +1.146908840e+02 +1.146908840e+02 +3.6730e-01 -2.7791e+00 +3.1993e-01 +5.8825e-01 -2.8004e+00 -3.6810e+00 -2.2251e+00 +1.3335e+00 -1.0242e+00 +1.2156e+00 +2.7422e+00 -1.2444e+00 -1.0320e+00 +2.9458e+00 -2.8501e+00 +6.9572e-01 +8.7726e-01 -4.8860e+00 -1.0481e+00 -6.2245e-02
10904 +2.110655256e+01 +2.110655256e+01 +9.737655256e+01 +9.737655256e+01 -1.0265e+00 -2.0679e+00 +1.5943e-01 +3.5377e-01 -1.5421e+00 -3.4794e+00 -1.5196e+00 +1.3199e+00 -7.6287e-01 +1.0875e+00 +1.2052e+00 -6.2383e-01 -1.0349e+00 +3.5903e+00 -1.8453e+00 -1.0827e+00 +4.9888e-04 -4.5466e+00 -4.6897e-01 -1.3693e+00
11542 +1.363923533e+01 +1.363923533e+01 +8.990923533e+01 +8.990923533e+01 -3.5752e-02 -1.2621e+00 -8.2703e-01 +7.4460e-01 -1.7497e+00 -1.8541e+00 -1.2589e+00 +6.7621e-01 -4.0336e-02 +9.0543e-01 +1.5848e+00 -1.3602e+00 -1.8562e+00 +2.7618e+00 -2.0952e+00 -1.4225e+00 +7.3303e-01 -2.7400e+00 +1.5965e-01 -1.1304e+00
