% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.012038695e+06 +7.012038695e+06 +7.012114965e+06 +7.012114965e+06 +8.5337e-02 -1.3467e+00 -3.7198e+00 +2.1805e+00 +4.2184e+00 +1.7158e-01 +7.3646e-01 -1.5356e+00 +2.9900e+00 -2.8107e+00 -2.9532e+00 +4.2572e+00 -2.5712e+00 +1.8477e+00 +2.5866e+00 +4.0711e-01 -3.7272e+00 +1.4319e+00 -1.9378e+00 +1.1572e+00
3 +4.039787264e+02 +4.039787264e+02 +4.802487264e+02 +4.802487264e+02 -2.3701e+00 +2.2084e+00 -3.4176e+00 -3.0679e-01 +3.7537e+00 -1.7009e+00 -4.7231e+00 -2.1037e+00 +4.3611e+00 +3.4476e+00 +2.0479e+00 +1.6553e+00 +2.9366e-03 -4.9042e+00 +1.3663e-01 -7.3128e-01 -4.5400e+00 -4.8911e+00 -4.0942e+00 -1.7842e-02
8 +2.059653733e+02 +2.059653733e+02 +2.822353733e+02 +2.822353733e+02 -1.4658e+00 +2.5377e+00 -1.4647e+00 -2.7867e-01 -8.7122e-01 +3.0418e+00 -3.7093e+00 -8.5280e-01 -1.3962e+00 +2.2487e-01 -3.8785e+00 -2.4240e-01 +5.4051e-03 +4.0305e+00 -2.7889e+00 +1.1621e+00 -2.3899e+00 -1.7618e+00 -2.8443e+00 +1.0096e+00
4906 +1.243539632e+02 +1.243539632e+02 +2.006239632e+02 +2.006239632e+02 -5.1229e-01 +1.9054e+00 -1.3903e+00 +4.1529e-01 +7.3366e-01 +5.8061e-01 -3.3699e+00 -8.5413e-01 -1.2707e+00 +2.6784e+00 -7.8099e-01 +5.5236e-01 +1.1342e+00 +5.8914e-01 -1.3120e+00 +1.1550e+00 -9.4025e-01 -2.7874e+00 -1.6581e+00 +8.3150e-01
8100 +9.798223021e+01 +9.798223021e+01 +1.742522302e+02 +1.742522302e+02 -6.0643e-01 +1.4755e+00 -1.2153e+00 +1.2166e+00 +5.1571e-02 +2.5435e-01 -2.9865e+00 -1.5817e-01 -1.4600e+00 +2.5342e+00 -5.1001e-02 -7.8998e-01 +2.8380e+00 +1.4869e+00 -1.4741e+00 +1.5050e-01 -1.2285e+00 -1.8589e+00 -1.1728e+00 +3.5450e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.034037853e+06 +2.034037853e+06 +2.034015303e+06 +2.034015303e+06 +3.7721e+00 +4.3042e+00 -1.6315e+00 +3.8331e+00 +4.9828e+00 -2.1282e+00 -1.3364e+00 -1.7722e+00 +1.3788e+00 -3.6939e+00 +8.3338e-01 +2.1937e+00 -3.2838e+00 -1.3610e+00 +4.5682e+00 -4.5943e+00 -4.4689e+00 -4.0282e+00 -3.7592e+00 -2.7021e+00
4 +5.446175866e+05 +5.446175866e+05 +5.445950366e+05 +5.445950366e+05 +4.9052e+00 -1.4923e+00 +3.9025e+00 +3.1946e+00 +3.8011e+00 -3.3418e+00 +3.5566e+00 +8.6379e-01 +2.5203e+00 +1.1437e+00 -2.3185e+00 +3.2348e+00 -9.7093e-01 -5.7685e-01 -3.9988e+00 +4.0247e+00 +3.5754e+00 -1.5454e+00 +2.5297e+00 +9.2808e-01
5 +3.128755035e+02 +3.128755035e+02 +2.903255035e+02 +2.903255035e+02 +4.3329e+00 +2.3847e+00 -4.3709e+00 +5.0499e-01 -4.4008e+00 +4.4748e+00 +1.4526e+00 -1.3785e+00 +2.3865e+00 -4.5272e-01 -3.2486e+00 -4.2270e+00 -6.6783e-01 -4.8180e+00 -4.7279e+00 +1.8535e+00 +3.3282e+00 +3.9914e+00 +1.5329e+00 -1.0190e+00
2850 +2.339417335e+02 +2.339417335e+02 +2.113917335e+02 +2.113917335e+02 +2.5965e+00 +3.1164e+00 -3.3530e+00 -1.3207e+00 -1.7927e+00 +2.3220e+00 +5.6654e-01 -6.3387e-01 +1.6596e+00 +3.2220e-01 -2.4302e+00 -4.6506e+00 +2.8814e-01 -4.1956e+00 -4.6074e+00 +4.2185e+00 +7.8030e-01 +1.7126e+00 +3.1880e+00 -2.1449e+00
7871 +1.550142846e+02 +1.550142846e+02 +1.324642846e+02 +1.324642846e+02 +3.2492e+00 +5.0000e+00 -2.1658e+00 -9.7284e-01 -1.3925e+00 +2.2167e+00 -1.4987e+00 -5.0000e+00 +1.4999e+00 +4.0787e-01 -3.6019e+00 -4.3525e+00 +2.2806e+00 -4.0229e+00 -3.9237e+00 +2.2939e+00 +9.0656e-01 +5.5094e-01 +1.3989e+00 -2.0452e-01
17836 +8.725027471e+01 +8.725027471e+01 +6.470027471e+01 +6.470027471e+01 +1.8612e+00 +5.0000e+00 +1.0150e+00 -3.0464e+00 +1.8028e+00 -6.0745e-01 -2.9013e+00 -4.8238e+00 +2.6624e+00 -2.1094e+00 -1.6276e+00 -3.0403e+00 +2.7426e+00 -3.2863e+00 -3.3682e+00 +3.3248e+00 -2.5342e-01 -1.3345e+00 +3.6052e+00 +1.0804e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.700826099e+07 +1.700826099e+07 +1.700827465e+07 +1.700827465e+07 -2.2361e+00 +1.9500e+00 -4.4342e-01 +1.5552e+00 -3.3958e+00 +8.4653e-01 +2.7883e+00 +3.6567e+00 +3.1975e+00 -4.5857e+00 -2.8611e+00 +3.5226e+00 +4.9216e-01 +2.8002e-01 -1.5707e+00 +7.7234e-01 +1.4886e+00 -4.6328e+00 +3.0070e+00 -4.8810e+00
2 +1.264602465e+07 +1.264602465e+07 +1.264603831e+07 +1.264603831e+07 +6.2917e-01 -4.8634e+00 -4.6599e+00 -2.4195e+00 -1.7978e+00 -3.9127e+00 -2.1631e+00 -2.5799e+00 -4.3296e+00 +3.1499e+00 +3.3793e+00 +1.6750e+00 +3.9323e+00 +4.4040e+00 +4.3569e+00 -3.9809e+00 -2.1312e+00 -1.5172e+00 +4.4600e+00 -4.2373e+00
