% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.743016937e+03 +1.743016937e+03 +2.743016937e+03 +2.743016937e+03 -3.9357e+00 +2.3746e+00 -3.6539e+00 -1.1447e+00 +2.5631e+00 -4.8689e+00 +2.5668e+00 +3.1274e+00 +2.5895e+00 +4.5294e+00 +2.1705e+00 +7.3271e-01 -2.2344e+00 +1.4203e+00 +2.7219e+00 -4.6307e+00 +9.4127e-01 -6.2265e-02 +8.4696e-01 -2.0716e+00
3 +1.533166389e+03 +1.533166389e+03 +2.533166389e+03 +2.533166389e+03 -3.8094e+00 +4.1585e+00 +2.0639e+00 +3.5582e+00 -2.7585e+00 -3.1090e+00 -5.4576e-01 -1.7317e+00 -2.0713e+00 +2.8494e+00 -1.6248e+00 -5.4813e-02 -2.0921e-01 -3.8991e+00 -4.1061e+00 -2.6191e+00 +3.0294e+00 +1.7535e+00 -2.1773e+00 +3.4646e+00
16 +8.864175162e+02 +8.864175162e+02 +1.886417516e+03 +1.886417516e+03 -2.3826e+00 +9.1458e-01 +2.8639e+00 +3.5001e+00 +9.2221e-01 -2.2720e+00 +2.1795e+00 +3.3653e+00 +3.1614e+00 -4.3103e+00 -2.4624e+00 +2.7306e-01 -7.0669e-01 +2.7964e-01 -2.2868e+00 -1.4057e-01 +2.4927e-01 -1.0367e+00 -2.3448e+00 -2.1643e+00
175 +5.889210102e+02 +5.889210102e+02 +1.588921010e+03 +1.588921010e+03 -2.5006e+00 +5.0000e+00 +2.1571e+00 +2.9825e+00 +2.2043e+00 -5.0000e+00 +1.2998e+00 +2.4462e+00 -1.4361e+00 +2.4689e+00 +1.0011e+00 +1.8802e+00 -4.5230e+00 -1.9450e-01 +1.8327e-01 +2.9154e+00 +1.2942e+00 -5.0000e+00 +2.8818e+00 +1.7973e+00
474 +3.609907960e+02 +3.609907960e+02 +1.360990796e+03 +1.360990796e+03 -2.6393e+00 +3.9783e+00 +4.0329e+00 +5.0000e+00 +2.0344e+00 -5.0000e+00 -2.1202e+00 +7.8728e-01 -2.0680e+00 -4.1916e-01 -2.1768e+00 -3.5929e-01 +1.4768e+00 +0.0000e+00 +8.2881e-01 +3.5142e+00 +5.0000e+00 -2.1718e+00 +2.2094e+00 -5.0000e+00
7177 +1.994490231e+02 +1.994490231e+02 +1.199449023e+03 +1.199449023e+03 -5.3843e-01 +1.5415e+00 +5.4417e-01 +4.6837e+00 +3.9002e+00 -3.1612e+00 -1.7265e+00 +3.2604e-01 -2.2721e+00 +1.0637e+00 -1.1358e+00 -2.8990e-01 -3.4696e-01 -2.5362e+00 +1.3400e-01 +3.2097e+00 +4.2856e+00 -4.2309e-01 -4.4051e-02 -1.0481e-01
17914 +1.438246720e+02 +1.438246720e+02 +1.143824672e+03 +1.143824672e+03 -1.3880e+00 +2.2818e+00 +1.7406e+00 +4.0342e+00 +3.8759e+00 -3.5783e+00 -7.6850e-01 -2.7448e-01 -2.1109e+00 -1.0303e+00 -2.3277e+00 -1.6562e+00 -2.9866e-01 -3.2320e+00 +2.3480e+00 +3.6621e+00 +3.1325e+00 -7.3083e-01 -1.8678e+00 +3.6158e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.303469156e+03 +1.303469156e+03 +1.373499156e+03 +1.373499156e+03 -4.0741e+00 +3.7146e+00 +6.9106e-01 -2.5294e+00 -1.7354e+00 -4.3936e+00 -4.4151e+00 -2.4454e+00 -4.6091e+00 +6.8647e-01 -3.7496e+00 -4.2577e+00 -2.1546e+00 -3.2711e+00 +3.0791e+00 -1.6105e+00 -3.2468e+00 -2.2874e+00 -1.8198e+00 -2.7577e+00
10 +7.398070341e+02 +7.398070341e+02 +8.098370341e+02 +8.098370341e+02 -3.4581e+00 -4.1484e+00 -1.1878e+00 +3.4955e+00 +1.0279e+00 -3.4270e+00 -5.0547e-01 -9.6011e-01 -2.8879e+00 -1.2119e+00 +3.4918e+00 -7.6398e-02 -4.7451e-01 -3.1719e+00 +3.4678e+00 +1.1784e+00 -2.3463e+00 +4.4597e+00 -2.2931e+00 +1.2257e+00
87 +5.469124978e+02 +5.469124978e+02 +6.169424978e+02 +6.169424978e+02 -1.2648e+00 -1.5021e+00 -3.1259e+00 +1.0214e+00 -3.0184e+00 -3.4698e+00 -2.8367e-01 -3.4357e-01 +3.3492e-01 +5.8049e-01 -4.9743e-01 -2.4717e+00 -2.5743e-01 -1.7665e+00 +4.8513e+00 -1.2637e+00 -3.2444e-01 +2.0690e+00 -4.1936e+00 -1.6127e+00
1808 +3.726157780e+02 +3.726157780e+02 +4.426457780e+02 +4.426457780e+02 +2.3273e-01 -3.6473e-01 -7.0266e+00 +9.2566e-01 -1.8713e+00 -5.6992e+00 +4.2955e-01 +7.4041e-01 -3.3126e+00 -1.9963e+00 -1.0543e+00 -1.2793e+00 +3.2824e+00 -1.5265e+00 -3.7444e+00 -2.1405e+00 +7.5677e-01 +4.3186e+00 -5.0120e+00 +1.2967e+00
6577 +2.417514920e+02 +2.417514920e+02 +3.117814920e+02 +3.117814920e+02 -2.7566e-01 -2.0135e+00 -4.5165e+00 -1.9638e+00 +1.5324e+00 -2.8325e+00 +5.0094e-01 +3.2495e-01 -4.6687e+00 +1.0582e+00 -3.1979e+00 -2.3874e+00 +4.3907e+00 -3.3983e+00 -5.0679e+00 -3.6925e+00 +5.3364e-01 +3.8791e+00 -1.9147e+00 +1.2702e+00
16624 +1.345978197e+02 +1.345978197e+02 +2.046278197e+02 +2.046278197e+02 -8.7438e-01 -1.8632e+00 -3.9867e+00 -9.6427e-01 -9.1030e-01 -4.0322e+00 -4.1404e-01 +8.6764e-01 -3.0805e+00 +1.1501e+00 -1.4265e+00 -1.8383e+00 +3.8987e+00 -2.5258e+00 -1.5154e+00 -2.2211e+00 +1.9566e-01 +4.7970e+00 -3.0357e+00 +1.1691e+00
19437 +9.977696572e+01 +9.977696572e+01 +1.698069657e+02 +1.698069657e+02 -8.3003e-01 -1.8559e+00 -3.9893e+00 -9.8056e-01 -8.8303e-01 -4.0248e+00 -5.4940e-01 +8.5194e-01 -3.1083e+00 +1.3479e+00 -1.4409e+00 -1.8393e+00 +3.8818e+00 -2.7077e+00 -1.5500e+00 -2.1330e+00 +1.5659e-01 +4.8434e+00 -3.0188e+00 +1.2057e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.523766398e+03 +1.523766398e+03 +1.475546398e+03 +1.475546398e+03 -4.8826e+00 -4.7031e+00 +3.8105e+00 -4.5502e+00 -4.1192e+00 -4.8331e+00 +1.9050e+00 +3.9514e+00 -8.9183e-01 +3.8272e+00 +7.5157e-01 -3.7794e+00 -3.8290e+00 +3.1700e+00 -2.0432e-01 +2.8289e+00 +2.4292e+00 +2.6424e+00 -1.6790e+00 +7.1200e-01
2 +7.604283304e+02 +7.604283304e+02 +7.122083304e+02 +7.122083304e+02 -1.0025e+00 -3.1737e+00 -3.2734e+00 +2.5409e+00 +2.2240e+00 +2.7556e+00 -2.6245e+00 -2.8359e+00 +2.8279e-01 +4.4288e+00 +1.5343e+00 -3.0805e+00 -4.4961e+00 +2.2602e+00 +2.4951e+00 -2.1154e+00 -2.1962e-01 +3.0613e+00 +1.2674e+00 +4.1452e+00
41 +5.788627473e+02 +5.788627473e+02 +5.306427473e+02 +5.306427473e+02 -3.1539e+00 -1.3224e+00 -1.1895e+00 +4.4983e-01 -5.0000e+00 +1.6693e-01 -3.0950e+00 -1.0486e+00 -1.0876e+00 +4.4644e+00 +2.0085e+00 -2.9479e+00 -5.0000e+00 +1.5196e+00 +4.7260e+00 -2.1711e+00 +4.5515e-01 -1.4607e+00 +2.1898e+00 +2.4123e+00
185 +3.784525988e+02 +3.784525988e+02 +3.302325988e+02 +3.302325988e+02 -1.2164e+00 -3.4645e+00 -5.3863e-01 +6.2494e-01 -1.9872e+00 +3.5426e+00 -3.8056e+00 +4.0424e-01 -2.1961e+00 +4.6671e+00 +2.4211e+00 -1.4356e+00 -6.3446e-02 +1.8621e+00 -1.3991e+00 +1.8633e+00 -2.3823e+00 -3.1805e+00 +2.5843e+00 +3.1380e+00
