% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.335921305e+01 +1.335921305e+01 +2.022921305e+01 +2.022921305e+01 -4.4702e-02 -4.0007e+00 +2.3290e+00 +4.1850e+00 -3.5634e+00 -4.8124e+00 -4.6359e+00 -1.6544e+00 +4.1803e+00 +8.1963e-01 +2.2272e+00 -4.0991e+00 +9.3174e-01 +2.1537e+00 +4.0272e+00 -6.8832e-01 -2.9476e+00 -3.6690e+00 -4.2250e+00 -3.6523e+00
2 +7.478900265e+00 +7.478900265e+00 +1.434890026e+01 +1.434890026e+01 -3.5005e+00 +3.0723e-01 +2.6990e-01 +7.4058e-02 +3.0999e+00 +1.5332e+00 +2.5123e+00 -4.4996e+00 -3.0709e+00 +1.5080e+00 +1.1973e+00 +1.3699e+00 +1.5404e+00 -5.0809e-01 +3.6177e-02 -4.3550e+00 +6.2044e-01 -4.7811e+00 +4.3512e+00 -1.9962e+00
34 +5.535850758e+00 +5.535850758e+00 +1.240585076e+01 +1.240585076e+01 +3.1320e+00 -4.8910e+00 +9.3213e-01 +3.2797e+00 -1.0177e+00 -1.3493e+00 -1.8017e+00 -1.6975e+00 +3.3610e-01 +4.1951e+00 +4.8416e+00 -1.8411e-01 -2.3290e+00 -3.9981e+00 +3.3027e+00 +3.7178e+00 -1.7042e+00 -3.7744e+00 +6.7826e-01 +2.0848e+00
2641 +3.927700072e+00 +3.927700072e+00 +1.079770007e+01 +1.079770007e+01 -2.5045e+00 -3.5964e+00 +1.3025e+00 -4.0367e-01 -4.5945e+00 -3.2232e+00 +3.1167e+00 -3.4668e+00 -3.6783e+00 +7.0243e-01 +4.6288e+00 +4.1791e+00 -1.0444e+00 +4.0820e+00 +3.7346e+00 +3.8048e+00 +3.4137e+00 +1.9082e+00 -1.8698e+00 -3.8143e+00
13825 +2.027983384e+00 +2.027983384e+00 +8.897983384e+00 +8.897983384e+00 +2.4768e+00 -4.2462e+00 -2.4850e+00 +4.6532e+00 -4.6025e+00 -3.4661e+00 +1.3881e+00 -3.2586e+00 +6.7588e-01 +2.7937e-02 -9.1078e-01 +4.3187e+00 +2.5403e+00 -3.7504e+00 -4.2943e+00 +1.6833e+00 -1.9187e-01 +2.0712e+00 -2.0252e+00 +1.3518e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.518251626e+01 +1.518251626e+01 +1.519251626e+01 +1.519251626e+01 +3.9880e+00 -1.6138e+00 -4.7920e+00 -4.0357e+00 +1.3807e+00 -3.4982e+00 +3.2063e+00 -2.6764e-01 +2.4777e+00 +4.9102e+00 +6.2709e-01 +1.7457e+00 -3.7815e+00 -3.1625e-01 -1.3714e+00 -4.9575e+00 -3.4274e+00 -2.1318e+00 -4.6328e+00 -4.6092e+00
2 +8.381098626e+00 +8.381098626e+00 +8.391098626e+00 +8.391098626e+00 +2.0696e+00 -4.6799e-02 +9.5656e-02 +4.8157e+00 +8.3432e-01 +1.7509e+00 -2.1284e+00 +1.6264e+00 -4.6358e+00 +4.8264e+00 -3.1543e+00 +7.3425e-01 +3.3784e+00 -3.3881e-01 +1.1006e+00 +3.3623e+00 -9.5985e-01 +8.8105e-01 +9.2988e-02 +2.0067e+00
20 +5.781650871e+00 +5.781650871e+00 +5.791650871e+00 +5.791650871e+00 +3.3450e+00 -1.6659e+00 +2.5139e+00 -3.8388e+00 +1.2154e+00 +4.6206e+00 +4.7170e+00 -1.2606e+00 +7.7301e-01 -5.5873e-02 -4.3278e+00 +1.4370e+00 +8.8737e-01 -2.7670e+00 -2.9808e+00 -1.0323e+00 -9.3246e-01 -2.4320e+00 +3.8217e+00 -2.8185e+00
190 +3.512564241e+00 +3.512564241e+00 +3.522564241e+00 +3.522564241e+00 +2.2740e+00 +6.3190e-01 -4.7924e+00 +1.7146e+00 -2.7315e+00 -3.1894e+00 -3.7404e+00 +3.1524e+00 +3.8929e+00 -2.7201e+00 +2.4194e+00 +3.4945e+00 +2.0414e+00 -3.9603e+00 +3.1903e+00 -3.6826e+00 -1.8358e+00 +1.4836e+00 +4.8359e+00 -6.3055e-01
10120 +2.429567853e+00 +2.429567853e+00 +2.439567853e+00 +2.439567853e+00 -2.6311e+00 -2.2832e+00 +4.4322e+00 +4.5831e+00 -4.6718e+00 +9.0230e-01 +2.5391e+00 +2.4296e+00 +7.7301e-01 -5.5873e-02 -3.6119e-02 -2.5162e+00 +1.5407e+00 -2.0969e-02 +2.3681e+00 +3.0137e+00 -3.9912e+00 -6.4701e-01 -3.0975e+00 -2.9028e+00
