% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.178233711e+03 +1.178233711e+03 +7.161437106e+02 +7.161437106e+02 +4.0342e-01 -1.4939e+00 +3.0326e+00 -1.7173e+00 +4.3018e+00 -2.5576e+00 -3.3226e+00 -4.2968e+00 +2.6362e+00 +3.3912e+00 -3.2277e+00 -3.1369e+00 -1.2023e+00 -1.6426e+00 -2.9367e+00 -2.8246e+00 -1.9788e+00 +2.5093e-01 +1.5127e+00 -1.4093e+00
17 +9.545970040e+02 +9.545970040e+02 +4.925070040e+02 +4.925070040e+02 -1.3751e+00 -9.3131e-01 -4.9112e+00 -5.7648e-01 +8.2892e-01 +2.8394e+00 -2.9105e+00 +2.6225e+00 -4.3023e+00 -4.3284e-01 +6.2066e-02 -4.7650e+00 +3.9386e-01 -4.6176e+00 -3.2477e+00 -2.7781e+00 +2.6490e+00 -2.0498e+00 +2.7332e-01 +2.4404e+00
104 +5.566916807e+02 +5.566916807e+02 +9.460168069e+01 +9.460168069e+01 -1.3751e+00 -5.2845e-01 +4.4374e+00 -5.7648e-01 +8.2892e-01 +2.8394e+00 -2.9105e+00 +2.6225e+00 +1.4945e+00 -2.1166e+00 +6.2066e-02 +3.4477e-02 -2.0340e+00 -4.6176e+00 +7.9760e-01 -2.7781e+00 +1.8560e+00 +3.9045e+00 -3.2435e+00 +2.4404e+00
545 +3.831152606e+02 +3.831152606e+02 -7.897473935e+01 -7.897473935e+01 -8.5691e-01 -1.2016e+00 +6.0907e+00 -9.8900e-01 -2.2761e+00 +3.7757e+00 +2.4482e+00 +4.1835e+00 +5.8666e-01 -3.5608e+00 -2.8371e+00 -4.7409e+00 +8.2556e-01 -6.6545e+00 -1.9187e+00 -2.8547e+00 -5.9677e-01 +3.4134e+00 -2.2855e+00 +1.0554e+00
1802 +2.208161887e+02 +2.208161887e+02 -2.412738113e+02 -2.412738113e+02 -3.7200e+00 +2.0761e+00 +2.2583e+00 +1.4428e+00 +2.1266e+00 +3.6882e+00 +3.5232e+00 +1.2185e+00 +6.3863e-01 +6.0898e-01 -1.7970e+00 -5.3784e+00 -6.1027e-01 -2.9687e+00 -1.9105e+00 -2.8454e+00 +1.1733e+00 +2.5825e+00 -4.0102e+00 +1.3968e+00
3119 +1.424672290e+02 +1.424672290e+02 -3.196227710e+02 -3.196227710e+02 -4.8418e+00 +2.9678e+00 +5.8277e-01 -1.1250e-01 +2.3756e+00 +2.9766e+00 +2.8225e+00 +8.1486e-01 +1.2734e+00 +5.7484e-01 -1.3561e+00 -4.7951e+00 -1.8618e-01 -2.4570e+00 -9.1236e-01 -5.3727e+00 -3.0391e-01 +3.3199e+00 -2.4158e+00 +1.5777e+00
10093 +9.047250007e+01 +9.047250007e+01 -3.716174999e+02 -3.716174999e+02 -4.2264e+00 +1.3988e+00 +5.2212e-01 +2.5310e+00 +2.2985e+00 +2.1647e+00 +2.3832e+00 +3.2071e+00 +1.8214e+00 +5.2925e-02 -1.2572e+00 -4.2588e+00 -1.0531e+00 -3.3102e+00 -1.4425e+00 -4.2521e+00 -6.7087e-01 +2.5210e+00 -3.5731e+00 +2.1997e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.130647210e+03 +4.130647210e+03 +4.208307210e+03 +4.208307210e+03 -2.2775e+00 +4.1091e+00 +3.6490e+00 -1.8627e+00 -1.6062e+00 +3.4962e+00 -4.4211e+00 -3.5197e+00 +4.6129e+00 -1.8337e-01 -3.2503e+00 +2.1906e+00 -4.2760e+00 -8.0219e-01 -2.8112e+00 +4.1858e+00 -2.3461e+00 -1.5741e+00 +2.9035e+00 +3.0110e+00
2 +1.274493117e+03 +1.274493117e+03 +1.352153117e+03 +1.352153117e+03 -4.7845e+00 +1.3029e+00 +2.1944e+00 +7.6583e-01 -4.5433e+00 -1.5133e+00 -4.7246e+00 +3.7011e+00 -4.6425e+00 -4.5515e+00 -4.9784e-01 -1.1757e+00 +2.5382e-01 +3.8587e+00 -2.8433e+00 -2.9441e+00 -2.2051e+00 -6.7842e-01 -2.0053e+00 -2.4458e+00
