% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.130031368e+05 +2.130031368e+05 +2.124566368e+05 +2.124566368e+05 -4.9438e-01 -2.0920e+00 -3.9059e+00 -4.9371e+00 +1.4125e+00 -4.5010e+00 -4.5450e+00 -2.9148e-02 +7.7806e-01 -1.2110e+00 -2.6827e+00 -2.5019e+00 +9.8165e-01 -3.3188e+00 -2.9407e+00 +1.8972e+00 -3.1162e+00 +1.3801e+00 -3.0712e+00 +4.8212e+00
3 +7.395434291e+04 +7.395434291e+04 +7.340784291e+04 +7.340784291e+04 -2.0255e+00 +5.2803e-01 -1.2991e+00 +2.3735e+00 +3.0078e+00 +3.4496e-01 -6.6380e-01 -4.0919e+00 +4.1319e+00 +4.3805e+00 -2.6016e+00 -6.2359e-01 -3.0933e+00 -2.4394e+00 +2.5020e+00 -2.7005e+00 +5.9161e-01 -1.0138e+00 +1.1199e-02 +5.9524e-01
50 +5.620589686e+04 +5.620589686e+04 +5.565939686e+04 +5.565939686e+04 -1.1519e+00 +6.6403e-01 -2.1536e+00 +1.7417e+00 +2.7989e+00 +7.5021e-01 +3.4235e+00 -1.6226e+00 +1.5366e+00 -4.8854e-01 +2.8625e-01 -2.0854e-01 +1.2597e+00 -3.1578e+00 +6.6986e-01 -1.8018e+00 +5.3910e-01 -5.0036e-01 +2.3218e+00 +2.6611e+00
130 +1.589202083e+04 +1.589202083e+04 +1.534552083e+04 +1.534552083e+04 -2.7524e+00 +1.2824e+00 +0.0000e+00 +2.7635e+00 +2.3935e+00 +0.0000e+00 -4.9944e+00 +0.0000e+00 +2.0689e+00 -4.8854e-01 +2.4617e+00 -2.3169e-01 +4.3725e-01 -5.1358e-01 +0.0000e+00 -2.3676e+00 +2.7582e+00 -2.5866e-02 -3.1682e-02 +8.2987e-01
154 +1.147606850e+04 +1.147606850e+04 +1.092956850e+04 +1.092956850e+04 +0.0000e+00 -1.1661e+00 -2.9919e-01 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 -2.9352e+00 +0.0000e+00 -1.9577e-01 +0.0000e+00 +2.9903e+00 -5.3567e-01 +2.5179e-02 -2.0923e+00 +5.8333e-01 +8.0888e-02 +0.0000e+00 +7.1545e-01
221 +9.556226242e+03 +9.556226242e+03 +9.009726242e+03 +9.009726242e+03 -4.3592e+00 -9.2829e-01 +9.6229e-01 -1.1378e+00 +1.6044e+00 +2.0360e+00 +9.7461e-01 +1.4831e+00 +0.0000e+00 +1.0543e-01 +1.0996e+00 -1.2697e-01 +4.0459e+00 -7.4396e-01 +7.8166e-01 -1.2208e+00 +1.5908e+00 -4.8474e-01 +0.0000e+00 +6.3727e-01
425 +2.454099632e+03 +2.454099632e+03 +1.907599632e+03 +1.907599632e+03 -3.8306e+00 +2.3205e+00 +1.3755e+00 -9.8721e-01 -1.2803e+00 +1.1412e+00 +7.1606e-01 +7.7233e-01 -9.9707e-01 -4.5355e-01 +1.3924e+00 -1.3120e-01 +1.8687e+00 -1.1476e+00 +1.6856e+00 -1.3254e+00 -6.2064e-02 -1.3649e+00 -5.6426e-01 +2.2438e+00
1825 +9.592259127e+02 +9.592259127e+02 +4.127259127e+02 +4.127259127e+02 -2.4044e+00 +1.4602e+00 -2.2355e+00 +1.0872e+00 +2.5894e+00 -1.5641e+00 -1.6062e-01 +2.5763e-01 -1.4888e+00 +1.1879e-02 +1.2982e+00 +7.6416e-01 +2.5440e+00 -1.3168e+00 +2.1390e-01 -1.5817e+00 +2.5195e-01 -3.1347e+00 -7.6140e-01 +2.5000e+00
2051 +1.450964844e+02 +1.450964844e+02 -4.014035156e+02 -4.014035156e+02 -1.4961e+00 +8.4170e-01 +0.0000e+00 +2.5410e-01 +2.2486e+00 -1.0261e+00 -1.7636e+00 +1.5189e+00 -1.6859e+00 -3.8531e-01 -1.0846e-01 +1.7919e+00 +8.5084e-01 -6.3287e-01 +1.7905e+00 -1.7219e+00 +4.9904e-01 -1.4265e+00 -1.8215e+00 +9.4207e-01
2908 +2.908496664e+01 +2.908496664e+01 -5.174150334e+02 -5.174150334e+02 -1.7405e+00 +1.3671e+00 -6.8372e-01 -1.9542e+00 +2.3808e+00 -2.3597e+00 -5.1539e-01 +2.9194e+00 +0.0000e+00 +1.9307e+00 +1.6151e+00 +6.2318e-01 +1.8281e+00 -1.4876e+00 +5.2999e-01 -1.9406e+00 +1.6794e+00 -1.7224e+00 -1.6499e+00 +1.4561e+00
