% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.763130939e+06 +9.763130939e+06 +9.762921059e+06 +9.762921059e+06 -9.0503e-01 +3.5587e+00 +3.9085e+00 +1.6264e+00 -2.5171e+00 -4.8468e+00 -4.8471e-01 +4.6566e+00 +1.1523e+00 -9.8215e-01 -3.5575e+00 -3.1332e+00 -1.8162e+00 -4.4738e-01 -4.9099e-01 -2.3651e+00 +3.4223e+00 +4.9456e+00 -1.7037e+00 +3.8067e+00
12 +3.164324074e+06 +3.164324074e+06 +3.164114194e+06 +3.164114194e+06 +4.1889e+00 +3.0470e+00 -7.4526e-01 +3.5206e+00 +3.4236e+00 -3.8904e+00 +4.6220e+00 -2.4357e+00 +3.1186e+00 -4.6279e+00 +4.2592e+00 -2.9120e+00 -4.9152e-01 -2.3969e+00 +6.1121e-01 -1.2276e+00 -1.8839e+00 +3.5475e-01 -2.2227e+00 +2.7657e+00
131 +1.578845059e+06 +1.578845059e+06 +1.578635179e+06 +1.578635179e+06 -2.4889e+00 -1.0472e+00 -2.4846e+00 +4.8174e-01 +1.1776e+00 -1.1368e+00 +3.2628e-01 -1.6967e+00 -1.7999e+00 +2.7739e+00 +3.4336e+00 +1.0210e+00 -3.4385e-01 +4.3745e+00 +2.7959e-01 -3.4833e+00 -8.3750e-01 +1.9537e+00 -2.2217e+00 +1.8934e+00
680 +7.491835795e+05 +7.491835795e+05 +7.489736995e+05 +7.489736995e+05 -7.7208e-01 +7.5488e-01 +1.2001e+00 -3.2561e+00 -1.0653e+00 +1.3410e+00 -5.8216e-01 +3.3142e-01 -4.7216e+00 +5.5555e+00 -2.0866e-01 +1.9213e+00 +3.5063e+00 +9.2664e-02 -2.7867e+00 -3.5181e+00 -1.2468e+00 +1.9949e+00 -2.6243e+00 +2.0633e+00
713 +2.846897562e+05 +2.846897562e+05 +2.844798762e+05 +2.844798762e+05 +4.8558e-03 +1.7008e+00 +2.1512e+00 -2.7983e+00 +3.5734e+00 -2.4075e+00 -5.7111e-01 -1.4052e+00 -1.9164e+00 -5.2714e+00 +6.3732e+00 +1.2804e+00 +3.1613e+00 -9.1803e-01 -1.6508e+00 -4.8507e+00 -2.0880e+00 +2.7789e+00 -2.3040e+00 +1.9503e+00
1101 +1.262837596e+05 +1.262837596e+05 +1.260738796e+05 +1.260738796e+05 +4.8558e-03 +1.0789e+00 +3.6635e+00 -2.7983e+00 +1.7905e+00 -2.4075e+00 -1.1484e+00 -1.4052e+00 -2.9080e+00 -2.6995e+00 +4.7263e+00 +1.2804e+00 +3.1613e+00 -9.1803e-01 -1.6508e+00 -4.8507e+00 -3.2198e+00 +2.9783e+00 -2.3040e+00 +1.9503e+00
1942 +9.233035662e+04 +9.233035662e+04 +9.212047662e+04 +9.212047662e+04 -2.2372e+00 +1.4235e+00 +1.8145e+00 -7.1978e+00 +5.8088e+00 +1.3923e+00 -4.1127e-01 +9.5174e-01 -5.1605e+00 +2.0904e+00 -9.1578e-01 +1.4808e+00 +3.6771e+00 -3.1816e+00 -1.5001e+00 -4.2025e+00 -2.7828e+00 +3.0393e+00 -2.2099e+00 +1.8851e+00
2109 +3.806311786e+04 +3.806311786e+04 +3.785323786e+04 +3.785323786e+04 +4.8558e-03 +1.3700e+00 +1.5007e+00 -2.7983e+00 +3.8466e+00 -1.3121e+00 +7.7803e-01 -6.2596e-02 -5.0429e+00 +8.1222e-02 +4.9279e-01 +1.2804e+00 +3.7066e+00 -9.1803e-01 -1.6508e+00 -3.8141e+00 -2.8194e+00 +2.8273e+00 -2.3040e+00 +1.9503e+00
3202 +1.642311071e+04 +1.642311071e+04 +1.621323071e+04 +1.621323071e+04 -2.9551e+00 +7.1329e-01 +3.3566e+00 +3.9942e+00 +1.8487e+00 +1.0071e+00 -3.1106e-01 -4.7575e-01 -9.9213e-01 +2.5875e+00 -2.3041e-01 +1.8047e+00 +4.1774e+00 -1.2631e+00 -2.0123e+00 -3.7795e+00 -2.9465e+00 +3.1550e+00 -2.4569e+00 +1.9498e+00
3401 +9.710448018e+03 +9.710448018e+03 +9.500568018e+03 +9.500568018e+03 +1.3216e+00 +8.4144e-01 +1.5157e+00 +3.9942e+00 +1.3949e+00 -8.7422e-02 +1.4372e+00 -2.0810e+00 -3.2279e+00 +1.4042e+00 +8.1370e-01 +1.8047e+00 +3.6102e+00 -1.5601e+00 -1.8524e+00 -3.7795e+00 -3.0190e+00 +3.1204e+00 -2.3796e+00 +1.9479e+00
