% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.970538121e+03 +1.970538121e+03 +2.970538121e+03 +2.970538121e+03 -1.8095e+00 -2.4934e+00 +2.6632e+00 -1.1589e+00 +3.7748e+00 -1.3575e-01 +3.4692e+00 +4.4271e+00 +3.1489e+00 +4.2707e+00 -4.6650e+00 +2.9336e+00 +3.9448e+00 -4.9243e+00 -2.3011e+00 -1.7265e+00 +1.9697e+00 -1.4891e+00 -1.8984e+00 -3.2433e+00
3 +1.546974492e+03 +1.546974492e+03 +2.546974492e+03 +2.546974492e+03 +1.5010e+00 +2.1538e+00 -4.2320e+00 +2.8826e-02 +4.3970e-01 -1.5690e+00 -3.0205e+00 -3.1251e+00 +2.4055e+00 +4.3614e+00 -4.8915e+00 +2.0388e+00 +7.6099e-01 -1.1994e+00 +6.7348e-01 +3.9251e-01 +4.5526e+00 +1.6462e+00 +3.3157e+00 +2.9208e+00
49 +6.069619228e+02 +6.069619228e+02 +1.606961923e+03 +1.606961923e+03 +6.4130e-01 +8.4807e-01 -8.9715e-01 +3.0808e+00 +3.9397e+00 -2.5836e+00 -1.6085e+00 -1.4131e+00 -1.8195e+00 -2.1248e+00 -5.0000e+00 -5.0000e+00 -2.9844e+00 +2.6596e+00 +4.5300e-02 +6.1074e-01 -3.7202e-01 +9.1537e-01 -1.9974e+00 -3.0705e+00
307 +3.907762030e+02 +3.907762030e+02 +1.390776203e+03 +1.390776203e+03 +2.8174e-01 +3.4662e+00 +2.3712e+00 +2.3378e+00 +2.0801e+00 -1.8084e+00 -2.0030e+00 +2.1166e+00 -4.0870e+00 -1.6748e+00 -3.8882e+00 -5.0000e+00 -5.0931e-01 +1.8910e+00 +1.5289e+00 +1.1239e+00 +5.0000e+00 +1.8455e+00 -6.4195e-01 +9.1288e-01
668 +2.415144008e+02 +2.415144008e+02 +1.241514401e+03 +1.241514401e+03 -3.2143e+00 +3.1155e+00 +3.6552e+00 +1.4968e+00 +2.3613e+00 -3.9377e+00 -2.2388e+00 -4.9573e-01 -3.0948e+00 -8.0540e-01 -2.8147e+00 -3.8081e-02 -1.9621e+00 +2.1405e+00 +2.3209e+00 +2.0344e+00 +3.8479e+00 +1.9558e-02 -5.5748e-01 +5.9276e-01
3595 +1.570993554e+02 +1.570993554e+02 +1.157099355e+03 +1.157099355e+03 -3.3742e+00 +3.0763e+00 +4.2878e+00 +2.7682e+00 +2.4003e+00 -2.3693e+00 -1.1861e+00 +4.1876e-01 -3.3213e+00 -4.2055e-01 -2.1290e+00 -1.1654e+00 -2.2906e+00 -2.4084e+00 +1.6731e+00 +2.9587e+00 +4.1426e+00 +1.9441e+00 -2.2548e+00 +2.9525e-01
13887 +9.209131513e+01 +9.209131513e+01 +1.092091315e+03 +1.092091315e+03 -3.1998e+00 +2.9873e+00 +4.3026e+00 +3.0296e+00 +2.4446e+00 -1.5647e+00 -1.0666e+00 +4.7301e-01 -3.3087e+00 -4.0356e-01 -2.2193e+00 -1.2421e+00 -2.3466e+00 -2.4128e+00 +1.4049e+00 +2.9355e+00 +4.0700e+00 +1.9034e+00 -2.2304e+00 +2.5025e-01
30407 +6.305903028e+01 +6.305903028e+01 +1.063059030e+03 +1.063059030e+03 -3.1280e+00 +2.9605e+00 +4.3877e+00 +3.0181e+00 +2.4354e+00 -1.5531e+00 -1.0764e+00 +4.8668e-01 -3.2673e+00 -3.6862e-01 -2.2679e+00 -1.3379e+00 -2.3880e+00 -2.4410e+00 +1.4307e+00 +3.0728e+00 +3.9710e+00 +1.9033e+00 -2.3286e+00 +4.6379e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.381894426e+03 +1.381894426e+03 +1.451924426e+03 +1.451924426e+03 +9.4678e-01 +9.5380e-01 +4.0924e+00 -1.2830e+00 +4.7159e+00 -2.6896e+00 -4.5197e+00 -2.9017e+00 -3.2351e+00 +3.8418e+00 -1.4235e+00 -1.8954e+00 -1.1743e+00 -4.1690e+00 -2.8728e+00 +3.0272e+00 -1.1372e+00 +2.8228e+00 -4.3598e+00 +2.2643e+00
27 +8.500221467e+02 +8.500221467e+02 +9.200521467e+02 +9.200521467e+02 -4.2640e+00 -1.6616e+00 -2.2637e+00 +6.3877e-01 -5.6490e-02 +3.4077e-01 -2.9680e+00 +1.8433e+00 -1.2964e+00 -4.3452e+00 -3.7410e+00 -4.9768e+00 +4.0398e+00 +1.4532e+00 -3.5242e+00 -3.5432e+00 -2.9850e-01 -1.5099e+00 -1.4485e+00 -2.2232e+00
89 +6.104390574e+02 +6.104390574e+02 +6.804690574e+02 +6.804690574e+02 -1.1881e+00 -3.3595e+00 -2.2292e+00 +7.4996e-01 -1.3884e+00 -4.1148e-01 +1.1309e+00 -1.9908e+00 -6.0481e-01 +0.0000e+00 -3.0877e+00 -1.5378e+00 +5.0000e+00 -1.1789e+00 +6.9969e-01 -1.8596e+00 +0.0000e+00 -2.2108e+00 -5.9371e-01 +2.9389e-01
260 +3.828806294e+02 +3.828806294e+02 +4.529106294e+02 +4.529106294e+02 -1.7483e+00 -3.7242e+00 -2.2866e+00 -1.9067e+00 +1.6690e+00 -1.3129e+00 +9.6583e-01 +3.6768e+00 +2.7931e-01 +1.0608e+00 -2.7563e+00 -2.0921e+00 +5.0000e+00 -1.1763e+00 -1.4242e+00 -4.6293e+00 +4.5844e-01 +4.4912e+00 -7.2633e-01 -2.3839e-01
1146 +2.471881020e+02 +2.471881020e+02 +3.172181020e+02 +3.172181020e+02 -1.6350e+00 -3.8746e+00 -2.5436e+00 -6.3649e-01 -5.8264e-01 -1.6798e+00 -1.5322e+00 +2.8081e+00 -1.2466e+00 +4.8946e-01 -1.7126e+00 -4.1503e+00 +4.5054e+00 -1.3563e+00 -1.3743e+00 -4.6920e+00 +1.6724e-01 +5.0000e+00 -2.7126e+00 -6.5767e-01
1678 +1.529338971e+02 +1.529338971e+02 +2.229638971e+02 +2.229638971e+02 -1.5073e+00 -2.5756e+00 -3.0882e+00 -1.7300e+00 -1.5187e+00 -3.4753e+00 -4.0939e-01 +1.1952e+00 -3.9393e+00 -8.5830e-01 -1.2240e+00 -3.1360e+00 +4.7208e+00 -1.1088e+00 -3.5166e-01 -3.4468e+00 +1.2561e+00 +4.9500e+00 -1.7047e+00 +1.0915e+00
8069 +9.980011505e+01 +9.980011505e+01 +1.698301150e+02 +1.698301150e+02 -4.2158e-01 -2.6272e+00 -3.4526e+00 -1.3908e+00 -4.7110e-01 -3.3840e+00 -1.5063e-01 +1.1820e+00 -2.5600e+00 -8.1270e-02 -5.9581e-01 -3.7188e+00 +4.6881e+00 -5.0000e+00 -5.8399e-01 -3.4958e+00 +1.6223e+00 +4.7990e+00 -1.8431e+00 +1.0180e+00
14631 +6.186364644e+01 +6.186364644e+01 +1.318936464e+02 +1.318936464e+02 -3.3821e-01 -2.5459e+00 -3.3963e+00 -1.6081e+00 -4.5535e-01 -3.3682e+00 -1.4787e-01 +1.1983e+00 -2.5576e+00 -1.0686e-01 -4.9525e-01 -3.6514e+00 +4.7357e+00 -5.0000e+00 -4.8100e-01 -3.5349e+00 +1.6136e+00 +4.8977e+00 -1.8012e+00 +9.6941e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.755458373e+03 +2.755458373e+03 +2.707238373e+03 +2.707238373e+03 -7.8826e-01 +3.3319e-01 +1.8789e+00 +4.6799e+00 +2.5404e+00 +3.3067e+00 +2.2491e+00 +1.2212e-01 +2.8723e+00 +2.7445e+00 +3.1344e+00 +4.2016e-01 -1.0600e+00 +4.8923e+00 +4.2073e+00 -1.2099e+00 +2.2198e+00 -1.0957e+00 -5.2357e-01 +1.4293e-01
2 +1.757896386e+03 +1.757896386e+03 +1.709676386e+03 +1.709676386e+03 -9.7364e-01 +4.2874e+00 +2.6513e+00 +3.2036e+00 +1.0926e-01 -3.3122e+00 -1.8536e+00 -3.1008e+00 +4.6468e+00 -9.8471e-01 +1.7616e+00 -3.3202e-01 +3.5713e+00 -4.1447e-01 +1.6156e+00 +3.3318e+00 -2.1993e+00 +1.2526e+00 -2.3056e+00 +3.6871e+00
3 +1.340437889e+03 +1.340437889e+03 +1.292217889e+03 +1.292217889e+03 +4.6469e+00 -3.3902e-02 -2.1872e+00 +4.9981e+00 -3.0561e+00 -2.3979e+00 -2.2869e+00 +6.6077e-01 +1.5840e+00 +1.3780e-01 +2.4159e+00 +1.0664e+00 -5.2916e-01 +3.4025e+00 +1.3736e+00 +3.1381e-01 -1.9523e+00 +2.6559e+00 -2.9914e+00 -2.1246e+00
12 +8.192878945e+02 +8.192878945e+02 +7.710678945e+02 +7.710678945e+02 +1.3932e+00 -4.6709e+00 +2.6681e+00 +1.1846e+00 -3.4394e+00 +2.7689e+00 +1.1553e+00 -1.2182e+00 +1.7383e+00 +2.4721e+00 -3.7575e+00 -4.8556e+00 -2.6098e+00 +4.6273e+00 -4.1655e+00 +1.4554e+00 -1.8474e+00 -1.8554e+00 -2.1421e-01 +2.8894e+00
50 +6.068640823e+02 +6.068640823e+02 +5.586440823e+02 +5.586440823e+02 +2.3243e-01 -3.8409e+00 -7.2500e-02 -5.6512e-01 -2.9614e+00 +4.4470e+00 -2.2736e+00 +4.1730e-01 -2.5815e-01 +2.3758e+00 -5.0000e+00 -5.0000e+00 -3.6870e-01 +3.8193e+00 -4.6878e-01 +8.1348e-01 -1.6972e+00 -5.0000e+00 +6.2641e-02 +5.0000e+00
169 +3.380914184e+02 +3.380914184e+02 +2.898714184e+02 +2.898714184e+02 +0.0000e+00 -3.2990e+00 -4.8810e+00 -1.1517e+00 -4.8204e+00 +9.3424e-01 -2.0534e+00 +1.8411e+00 -5.5193e-02 +3.3533e+00 -1.7370e+00 -2.7850e+00 -4.7233e-01 +4.6689e+00 -1.6481e+00 -4.3555e+00 +2.6207e+00 -3.6305e-01 +3.4235e+00 +1.9143e+00
863 +2.497851321e+02 +2.497851321e+02 +2.015651321e+02 +2.015651321e+02 -2.1314e+00 -2.7238e+00 -4.5978e+00 -1.2128e+00 -4.6433e+00 +3.4129e+00 -2.1414e+00 +5.3557e-01 -9.5292e-01 +4.1924e+00 -5.8093e-01 -3.1213e+00 -5.3012e-01 +4.7816e+00 -7.7962e-01 -4.1919e+00 -1.0951e+00 -4.9524e-01 +4.9758e+00 +1.5737e+00
7167 +1.584713297e+02 +1.584713297e+02 +1.102513297e+02 +1.102513297e+02 -1.4163e+00 -1.7484e+00 -4.2789e+00 -1.4036e-01 -4.4528e+00 +3.3351e+00 -3.8320e+00 +3.7186e-01 -4.3915e-01 +3.3129e+00 +4.6801e-01 -2.9278e+00 -2.4071e+00 +4.9313e+00 -3.6895e+00 -3.8587e+00 -9.9775e-01 -4.3794e-01 +4.6457e+00 -1.4289e-01
