% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.245904546e+05 +1.245904546e+05 +1.240439546e+05 +1.240439546e+05 +3.7374e+00 +4.7892e+00 -1.7476e-01 +3.4067e+00 +2.0362e+00 +3.7456e+00 +3.5141e+00 +1.2014e+00 +3.4864e+00 +1.6000e+00 -1.7834e+00 -1.7852e+00 +1.1650e+00 +2.6490e+00 +5.7638e-01 -3.2354e+00 -4.1629e+00 -3.0229e+00 +1.9513e-02 -6.4451e-01
2 +8.715702499e+04 +8.715702499e+04 +8.661052499e+04 +8.661052499e+04 +1.0645e+00 +3.9749e-01 -1.6953e+00 -2.0220e+00 +3.2164e+00 +2.1136e+00 +1.4261e-01 +9.0088e-01 +4.4654e+00 -4.4595e-01 +4.3930e+00 -4.4599e+00 +1.1715e+00 +1.5330e-01 +2.6060e+00 -3.9393e+00 +4.6143e+00 -1.5735e+00 -1.3431e+00 +4.2412e+00
83 +5.783200029e+04 +5.783200029e+04 +5.728550029e+04 +5.728550029e+04 +3.7952e+00 +4.6354e+00 +6.0697e-01 +1.3168e+00 -5.3181e-02 -4.9015e+00 -1.6621e-01 +4.4517e+00 +8.6996e-01 +4.5944e+00 -3.7920e+00 +2.9458e+00 -1.9272e-01 -7.3789e-02 +1.9506e+00 -1.6773e+00 +4.7820e+00 -4.1570e+00 -2.2510e+00 +5.1382e-01
304 +1.843851030e+04 +1.843851030e+04 +1.789201030e+04 +1.789201030e+04 -7.7497e-01 -2.4442e+00 +4.2074e+00 +8.9412e-01 -2.8009e-01 -8.1762e-02 +1.8260e+00 -2.0997e+00 -4.1134e+00 +8.1893e-02 +5.1496e-01 +4.4774e+00 +1.0337e+00 -1.8239e+00 +2.6834e+00 -2.9052e+00 +1.3793e+00 -1.4960e+00 -3.5764e+00 -2.0632e-02
620 +1.420499698e+04 +1.420499698e+04 +1.365849698e+04 +1.365849698e+04 +8.1278e-01 +1.1517e+00 +3.1914e+00 +3.4159e-01 +5.5963e-01 +1.4518e+00 -2.5117e+00 +1.1635e-01 -2.0731e+00 +3.2759e+00 +1.8535e+00 +4.5613e+00 +1.1348e+00 -4.0225e-01 -6.3891e-02 -1.6913e+00 +2.4377e+00 -1.0183e+00 -3.6577e+00 +1.1310e+00
622 +9.754865408e+03 +9.754865408e+03 +9.208365408e+03 +9.208365408e+03 -9.6159e-01 +2.1865e+00 +1.1120e+00 +4.8017e-01 +4.6949e-01 -3.4056e+00 +1.3013e+00 -1.6600e+00 -1.7527e+00 -1.1581e+00 -8.2803e-01 +2.3505e+00 -1.5745e-01 -6.8979e-01 +2.9884e+00 -5.4405e-01 +3.4738e+00 -3.9020e-01 -3.4689e+00 +1.1108e+00
806 +5.169832319e+03 +5.169832319e+03 +4.623332319e+03 +4.623332319e+03 -8.6244e-01 +1.1517e+00 +3.1914e+00 +3.4159e-01 +5.5963e-01 +1.4518e+00 -2.5117e+00 +1.1635e-01 -2.0731e+00 +3.2759e+00 +1.8535e+00 +2.8262e+00 +1.1348e+00 -4.0225e-01 +2.5559e+00 -1.6913e+00 +2.4377e+00 +1.3806e-01 -3.6577e+00 +1.1310e+00
1002 +2.352567926e+03 +2.352567926e+03 +1.806067926e+03 +1.806067926e+03 +7.6237e-01 +2.9592e+00 +5.3116e-01 +1.5356e+00 +4.2052e-01 -3.6289e+00 +8.7404e-01 -9.0639e-03 -4.1298e-01 -3.6019e-01 +1.9389e+00 -9.6173e-01 -7.2816e-03 -2.6097e+00 +1.8497e+00 -1.5098e+00 +2.2771e+00 -1.6527e+00 -2.5993e+00 +1.1810e+00
1203 +8.585578024e+02 +8.585578024e+02 +3.120578024e+02 +3.120578024e+02 -1.6246e+00 +2.1936e-01 +2.1608e+00 +1.9358e-01 +5.5963e-01 +2.8988e-01 -1.4325e+00 -5.1335e-01 -1.5548e+00 +3.2759e+00 +1.8535e+00 +2.4646e+00 +1.1348e+00 -3.8239e-01 +2.6945e+00 -1.6913e+00 +2.0456e+00 -3.2647e-01 -2.2191e+00 +1.1310e+00
1520 +4.184419971e+02 +4.184419971e+02 -1.280580029e+02 -1.280580029e+02 -2.9094e-01 +6.5630e-01 +1.8178e+00 -1.8826e+00 -1.2422e+00 -1.9419e+00 -1.4954e-01 +8.7882e-01 +6.7498e-01 +8.1823e-01 +1.6043e+00 +2.9124e+00 +1.8340e+00 -1.9679e+00 +1.0416e+00 -1.5332e+00 +2.1955e+00 -1.4841e+00 -2.2905e+00 +1.2573e+00
1601 +7.004625255e+01 +7.004625255e+01 -4.764537475e+02 -4.764537475e+02 -2.9094e-01 +6.5630e-01 +1.8178e+00 -1.8826e+00 -1.2422e+00 -1.9419e+00 +7.4537e-02 +8.7882e-01 +6.7498e-01 +8.1823e-01 +1.6043e+00 +1.2834e+00 +1.8340e+00 -1.9679e+00 +5.5168e-01 -1.5332e+00 +9.1283e-01 -1.4841e+00 -1.9042e+00 +1.2573e+00
1712 +3.439614191e+01 +3.439614191e+01 -5.121038581e+02 -5.121038581e+02 -1.2955e+00 -2.1437e+00 +1.7418e+00 -7.1381e-01 -8.2365e-01 -1.2872e+00 +2.0080e-01 +6.7144e-02 -1.5095e+00 +6.2532e-01 -1.9361e-03 +8.2380e-01 +1.7267e+00 -8.8533e-01 +1.4016e+00 -3.2465e-01 +2.1882e+00 -7.9259e-01 -2.0422e+00 +1.8059e+00
1802 +6.827124211e+00 +6.827124211e+00 -5.396728758e+02 -5.396728758e+02 -2.9094e-01 +6.5630e-01 +1.3752e+00 -2.3243e+00 -1.2422e+00 -1.3254e+00 +8.3168e-03 +1.6751e+00 +6.7498e-01 +8.1615e-01 +1.6043e+00 +1.5901e+00 +1.3120e+00 -1.9679e+00 +4.5649e-01 -1.5332e+00 +9.2171e-01 -1.5666e+00 -2.1070e+00 +1.2573e+00
2120 +4.095367219e+00 +4.095367219e+00 -5.424046328e+02 -5.424046328e+02 +1.3017e+00 +2.7379e+00 -8.8789e-01 +1.3109e-01 +1.4721e+00 +8.4448e-01 -2.4626e+00 +1.1810e+00 -2.1380e+00 +2.1302e+00 +2.2560e+00 +8.1851e-01 +1.6772e+00 -1.3768e+00 +1.0061e+00 -1.9862e+00 +1.7357e+00 -1.5715e+00 -1.8686e+00 +1.9554e+00
2352 +3.666153781e+00 +3.666153781e+00 -5.428338462e+02 -5.428338462e+02 -2.1842e-01 -2.5395e-01 +7.6436e-01 +9.6004e-01 +1.9791e+00 -6.9238e-01 -2.3732e+00 +2.1097e+00 -1.0514e+00 +1.3572e+00 +1.9343e-01 +8.0258e-01 +1.6069e+00 -6.8236e-01 +1.0406e+00 -1.3163e+00 +8.8009e-01 -1.0360e+00 -2.1446e+00 +1.2084e+00
10901 +2.471335323e+00 +2.471335323e+00 -5.440286647e+02 -5.440286647e+02 +8.0275e-01 -7.4835e-01 +4.0310e-01 -1.5339e+00 +2.1037e+00 -6.5225e-01 -1.7373e+00 +2.1866e+00 -1.1013e+00 +2.3735e-01 +1.4762e+00 +1.5710e+00 +2.0984e+00 -2.0807e+00 +5.8462e-01 -9.3244e-01 +2.4170e+00 -1.6356e+00 -2.2105e+00 +2.1498e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.590745442e+05 +1.590745442e+05 +1.600745442e+05 +1.600745442e+05 -1.2771e+00 -3.7251e+00 -2.5457e+00 -2.9966e-01 +2.9143e+00 -2.5033e+00 +2.9480e+00 -3.3902e+00 +2.2910e+00 -4.9617e+00 -4.1302e+00 +1.9080e+00 +1.5017e-01 -4.1412e+00 +8.4088e-01 -2.9930e+00 +2.5416e+00 +3.2325e+00 -4.9181e+00 +2.2712e+00
4 +1.545674657e+05 +1.545674657e+05 +1.555674657e+05 +1.555674657e+05 -3.4287e+00 -4.6487e+00 +3.2906e-01 +2.4021e+00 -2.3007e+00 -3.7563e+00 -2.6564e+00 +2.7870e+00 +2.9000e+00 -4.2680e+00 +1.5507e+00 -2.7827e+00 +5.4868e-01 +1.2073e+00 +1.3277e+00 -1.9629e+00 -5.2045e-01 +5.1529e-01 -1.0322e+00 -4.4934e+00
36 +8.286442160e+04 +8.286442160e+04 +8.386442160e+04 +8.386442160e+04 +2.9348e+00 -2.9423e+00 +4.5666e-01 -3.7596e+00 -3.0513e+00 -4.0506e+00 +1.0269e+00 +6.6266e-01 +2.2080e+00 +2.8862e+00 -4.0211e+00 -2.4287e+00 +1.5599e+00 -4.7369e-01 -3.8148e+00 +1.5815e+00 +1.7508e+00 +4.9254e-02 -4.1529e+00 -1.0004e+00
37 +5.876417352e+04 +5.876417352e+04 +5.976417352e+04 +5.976417352e+04 -5.0534e-01 -2.5128e+00 -2.1759e+00 +3.4464e+00 -1.7806e+00 -1.9263e-01 -6.7035e-01 +4.2902e+00 -1.6433e+00 -1.5913e+00 -3.7950e+00 +4.5228e+00 -3.3394e+00 -2.0186e+00 -4.1918e+00 +2.5210e+00 -2.8227e+00 +1.0190e+00 -2.5351e-01 +1.9927e+00
99 +2.974094940e+04 +2.974094940e+04 +3.074094940e+04 +3.074094940e+04 -3.7451e+00 -9.3678e-01 +2.3673e+00 -1.9700e+00 -4.1614e+00 +1.7068e+00 -6.7461e-01 +3.8477e+00 -2.1394e+00 -4.0541e+00 -2.8815e+00 -1.6472e+00 -3.5096e+00 -1.3545e+00 -3.0168e+00 -2.2599e+00 -8.4318e-01 -4.8913e+00 -1.8546e+00 +1.7567e+00
302 +5.834336419e+03 +5.834336419e+03 +6.834336419e+03 +6.834336419e+03 -2.8167e+00 -5.3770e-01 -1.1870e+00 -1.3555e+00 -2.7328e+00 +1.7068e+00 -1.2480e+00 +3.8477e+00 +6.1732e-01 -2.2415e+00 -2.8815e+00 -7.3574e-01 -3.2471e+00 -2.5440e+00 -3.0168e+00 -7.2485e-01 -8.4318e-01 -1.4639e+00 -1.8546e+00 +2.7923e+00
1220 +2.566200943e+03 +2.566200943e+03 +3.566200943e+03 +3.566200943e+03 -7.9863e-01 +2.3461e+00 -2.8735e-01 +2.9236e-01 -8.7110e-01 -1.3071e+00 +1.0334e+00 +2.6691e+00 -1.9244e+00 -7.3189e-02 -3.8910e+00 -5.3299e-01 -2.4861e+00 -1.0288e+00 -1.9479e+00 -1.7158e+00 -5.1815e-02 -1.8643e+00 -9.8960e-01 +2.2841e+00
1305 +1.604346173e+03 +1.604346173e+03 +2.604346173e+03 +2.604346173e+03 +3.1741e-01 -8.4030e-01 +1.5655e+00 -1.5351e-01 +1.3581e+00 +2.0264e+00 +6.9000e-01 +1.5629e+00 -7.8710e-01 -9.4822e-01 -2.8522e+00 -6.1160e-01 -1.9325e+00 -2.6037e+00 -2.2369e+00 -2.4173e+00 +3.6088e-01 -1.3055e+00 -1.7803e+00 +1.7331e+00
1419 +1.371717640e+03 +1.371717640e+03 +2.371717640e+03 +2.371717640e+03 -2.5926e-01 -1.6957e+00 -7.6177e-02 -8.6287e-01 -4.0760e+00 +5.8324e-01 -3.4712e-02 +1.4351e+00 -7.8413e-01 -2.9175e+00 -9.0812e-01 -1.0663e+00 -5.5014e-01 -2.8772e-01 -2.9226e+00 -4.9999e-01 -2.3214e+00 -1.0388e+00 -2.4678e+00 +1.2095e+00
1533 +9.087279776e+02 +9.087279776e+02 +1.908727978e+03 +1.908727978e+03 -2.8226e+00 +2.6209e+00 -1.9421e+00 -9.8228e-01 +1.3519e+00 +2.3161e+00 -1.7318e+00 +2.0914e+00 -9.0493e-01 -3.0161e+00 -7.2106e-01 -4.2246e-02 -1.8503e+00 -7.3482e-01 -1.6846e+00 -1.1990e+00 -3.1841e-01 -1.3423e+00 -2.7773e+00 +1.4366e+00
1607 +1.578321636e+02 +1.578321636e+02 +1.157832164e+03 +1.157832164e+03 -7.9863e-01 +2.3461e+00 -7.1851e-01 +2.9236e-01 -8.7110e-01 +3.4054e-01 -3.2990e-01 +2.6691e+00 -1.9244e+00 +6.6309e-01 -3.3231e+00 -5.3299e-01 -2.4861e+00 -1.0288e+00 -1.9479e+00 -5.9763e-01 -2.2754e+00 -1.8643e+00 -1.5937e+00 +2.2841e+00
1864 +4.195061188e+01 +4.195061188e+01 +1.041950612e+03 +1.041950612e+03 +7.5046e-02 +1.4683e+00 +1.3828e+00 -8.2544e-01 -1.1671e+00 +1.3857e+00 -1.8279e+00 +8.8286e-01 -1.0374e+00 -2.1941e+00 -1.9647e-01 -2.4667e+00 -4.8114e-01 -1.9785e+00 -2.3435e+00 -2.2510e+00 -1.1942e+00 -1.9745e+00 -4.9960e-01 +2.0211e+00
2101 +1.652021575e+01 +1.652021575e+01 +1.016520216e+03 +1.016520216e+03 +6.8800e-01 +1.4683e+00 +1.2417e+00 -9.2822e-02 -1.1671e+00 +1.3857e+00 -1.8279e+00 +8.8286e-01 -9.2959e-01 -2.1941e+00 -7.3756e-01 -2.7225e+00 -1.4310e+00 -1.9785e+00 -2.3435e+00 -1.8267e+00 -1.8195e+00 -1.9745e+00 -7.0352e-01 +2.0211e+00
2203 +8.147755879e+00 +8.147755879e+00 +1.008147756e+03 +1.008147756e+03 -1.3088e+00 +1.1126e+00 -6.8895e-01 +5.3946e-01 -6.4358e-02 +4.1568e-01 -1.1250e+00 +1.1776e+00 -9.4691e-01 -2.1241e+00 -9.1318e-01 -1.4413e+00 -1.6796e+00 -9.6010e-01 -2.4859e+00 -1.0333e+00 -1.8585e+00 -6.9937e-01 -8.7449e-01 +1.3500e+00
2212 +5.713557702e+00 +5.713557702e+00 +1.005713558e+03 +1.005713558e+03 +2.0577e+00 +2.3102e+00 -4.0945e-01 -8.3112e-01 +9.2620e-01 +3.4752e-01 -1.6758e+00 -3.8332e-01 -2.6727e+00 -2.2089e+00 -2.3160e+00 -5.1323e-01 -1.1036e+00 -2.0220e+00 -1.8092e+00 -1.1322e+00 -1.8660e+00 -1.8562e+00 -2.2596e+00 +1.6770e+00
2302 +3.490589822e+00 +3.490589822e+00 +1.003490590e+03 +1.003490590e+03 -8.0484e-02 +1.2387e+00 -6.3428e-01 -2.0957e-01 -1.2890e+00 +7.4845e-01 -2.4306e+00 +8.0665e-01 -8.7093e-01 -8.3942e-01 -1.0744e+00 -5.5233e-01 -1.0509e+00 -1.5845e+00 -1.0738e+00 -1.0229e+00 -2.0960e+00 -1.1216e+00 -2.3569e+00 +8.9665e-01
9601 +2.481815960e+00 +2.481815960e+00 +1.002481816e+03 +1.002481816e+03 -1.0387e+00 -1.0322e-01 -2.5603e+00 +1.0016e+00 +6.2949e-02 +1.2873e+00 -6.4613e-01 +2.4771e+00 -1.4324e+00 -1.5919e+00 -2.1460e+00 -3.7897e-01 -1.9481e+00 -2.2075e+00 -5.2579e-01 -1.3165e+00 -2.2942e+00 -1.6910e+00 -1.2241e+00 +1.1058e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.509462855e+05 +2.509462855e+05 +2.511546655e+05 +2.511546655e+05 -4.3659e+00 +4.5438e+00 -3.2584e+00 -3.5643e+00 +4.1563e+00 +2.7182e+00 -7.2793e-01 +2.3031e+00 -1.2672e+00 +2.0273e-01 +9.5850e-01 +2.3727e+00 +4.3916e+00 -2.3112e+00 -1.8734e+00 -1.5551e+00 -4.0376e+00 -9.5676e-01 -2.6926e+00 -2.0104e+00
3 +1.346856637e+05 +1.346856637e+05 +1.348940437e+05 +1.348940437e+05 -7.6113e-01 -3.7077e+00 +4.3606e+00 -3.7322e+00 +1.1217e-01 -4.4708e+00 -3.8786e+00 -5.0875e-02 -1.2925e+00 +4.0962e+00 +1.3074e+00 -2.5505e+00 -3.6919e+00 -2.9539e+00 -1.2059e+00 -6.6986e-01 +3.2791e+00 -3.7112e+00 +4.6466e+00 +4.5927e+00
14 +7.265942786e+04 +7.265942786e+04 +7.286780786e+04 +7.286780786e+04 +4.7691e+00 +1.5596e-01 +2.4610e+00 +4.2706e-02 +3.9251e+00 +3.3377e+00 -1.6510e-01 -1.8309e+00 +1.7123e-01 -2.0500e+00 -1.2610e+00 +1.2052e-01 +1.8064e+00 -4.8448e+00 +2.7054e+00 -4.0216e+00 +2.7153e+00 -4.7526e-01 +2.1650e+00 +4.8147e+00
38 +6.057720803e+04 +6.057720803e+04 +6.078558803e+04 +6.078558803e+04 -3.7060e-01 -4.5977e+00 +3.3010e+00 -3.9711e+00 -6.4533e-01 +2.2883e+00 +3.8714e+00 -2.5338e+00 +1.1220e+00 +3.5230e+00 -7.5624e-01 +3.2923e+00 +3.0797e+00 +1.0382e+00 +2.2389e+00 -1.6484e-01 -1.1183e+00 -3.3311e-01 +3.5365e+00 -8.6128e-01
103 +3.734791299e+04 +3.734791299e+04 +3.755629299e+04 +3.755629299e+04 -2.4423e+00 -4.5977e+00 +3.3010e+00 +9.6279e-01 -6.4533e-01 +2.2883e+00 +2.9844e+00 -2.5338e+00 +2.0577e+00 +3.8630e+00 +6.9007e-01 +3.2923e+00 +7.5586e-01 +4.4324e-01 +1.2137e+00 -2.1072e+00 +1.6142e+00 -3.3311e-01 +1.2646e-01 -8.6128e-01
120 +1.817382995e+04 +1.817382995e+04 +1.838220995e+04 +1.838220995e+04 -1.5106e+00 -3.6921e+00 +4.1759e+00 -3.6210e+00 +3.0028e+00 -4.8664e+00 -1.1325e-02 +1.1123e+00 -1.4485e+00 -9.7272e-01 +2.4302e+00 +3.1432e-01 -1.2363e+00 -1.6393e+00 +2.2111e+00 -2.0596e-01 +2.6469e+00 +2.0761e+00 -8.2162e-01 +3.1310e+00
412 +1.378006874e+04 +1.378006874e+04 +1.398844874e+04 +1.398844874e+04 -3.7175e+00 +2.4484e+00 -1.4437e+00 +9.2723e-01 +3.0338e-01 -9.0358e-01 -2.2139e+00 +4.2721e+00 -1.7778e+00 +1.7463e+00 -1.2363e+00 +1.5172e+00 -3.6522e+00 +1.7132e+00 +3.2265e+00 -1.8590e+00 +2.9730e+00 +1.8377e+00 +2.0609e+00 +9.1662e-02
