% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.458894054e+01 +6.458894054e+01 +1.359389405e+02 +1.359389405e+02 -1.4397e+00 +3.6036e+00 +4.4022e+00 +3.2052e+00 -2.4677e-02 +2.4644e+00 -3.0798e+00 -3.9512e+00 +3.4009e+00 -3.4737e+00 -1.0778e+00 -5.1681e-01 +3.9063e-01 -3.5790e+00 +4.8976e-01 +2.8376e+00 +4.5381e+00 -1.2693e+00 +1.1291e-01 +4.2621e+00
2 +4.482642701e+01 +4.482642701e+01 +1.161764270e+02 +1.161764270e+02 -1.1591e+00 +2.8439e+00 +9.2597e-01 +2.7025e+00 +4.7112e+00 -4.2928e+00 +1.4413e+00 -9.0714e-01 -4.2570e+00 -1.5669e+00 -4.2603e+00 +3.5271e+00 -1.0151e+00 -7.7541e-01 +4.3212e+00 -4.1347e+00 +2.3082e+00 +1.7326e+00 -1.4946e-01 +4.2004e+00
8 +3.456764981e+01 +3.456764981e+01 +1.059176498e+02 +1.059176498e+02 -2.4145e+00 -2.1611e+00 -9.2075e-01 +2.6931e+00 +3.4994e+00 -3.3737e+00 +4.9388e-01 -9.2163e-01 +4.9656e+00 -2.2318e+00 -3.2922e-01 -3.8020e+00 +3.4545e+00 +2.4013e+00 +3.9999e+00 +3.2376e+00 -2.6288e+00 -7.9686e-01 +6.0417e-02 +2.5711e+00
2697 +2.193800075e+01 +2.193800075e+01 +9.328800075e+01 +9.328800075e+01 -1.9420e+00 -2.1084e+00 -8.1248e-01 +2.7636e+00 +4.0287e+00 -3.3571e+00 +1.3424e+00 -4.9952e+00 +4.9504e+00 -4.7668e+00 +3.2707e-01 -4.3028e+00 +3.1593e+00 -1.3890e+00 +4.0564e+00 +3.4824e+00 -2.9044e+00 +1.4693e+00 -8.2394e-01 +2.2789e+00
3945 +1.581672622e+01 +1.581672622e+01 +8.716672622e+01 +8.716672622e+01 -1.9459e+00 -2.2168e+00 -8.1234e-01 +2.8761e+00 +4.0074e+00 -3.3728e+00 +1.4175e+00 -4.9951e+00 +4.9587e+00 -4.7638e+00 +3.4701e-01 -4.1288e+00 +2.8330e+00 -1.1829e+00 +4.1077e+00 +3.4582e+00 -3.1862e+00 +1.3783e+00 -7.4585e-01 +2.2055e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.142451202e+01 +5.142451202e+01 -3.037954880e+02 -3.037954880e+02 -1.6016e+00 +4.0055e-01 -2.3140e+00 +1.1522e+00 +1.6302e+00 -5.1028e-01 +4.5804e+00 +4.4769e+00 -4.3429e+00 -4.4839e+00 -2.9427e+00 +2.5942e+00 -7.1146e-01 -4.0978e+00 -3.1445e+00 +4.5408e+00 +9.4574e-01 -1.5196e+00 +2.6885e+00 +4.9569e+00
20 +3.447674503e+01 +3.447674503e+01 -3.207432550e+02 -3.207432550e+02 +1.5603e+00 -4.8251e+00 -7.2243e-01 -2.8600e+00 +8.4268e-01 -6.6774e-01 +3.6372e+00 -2.4891e+00 -2.0157e+00 +2.9048e+00 +4.3471e+00 -1.9544e+00 -2.5943e+00 +1.8916e+00 +3.7653e+00 +1.8136e+00 +5.6318e-01 +3.9752e+00 -4.2692e+00 -3.9500e+00
2215 +2.295978858e+01 +2.295978858e+01 -3.322602114e+02 -3.322602114e+02 +4.9398e+00 -6.5271e-01 -1.1238e+00 -2.9535e+00 +4.0724e+00 -2.9240e+00 -3.9082e+00 -2.9476e+00 -2.5303e+00 +8.2033e-01 +4.4914e+00 -3.2897e+00 -3.5221e+00 -1.7591e+00 +4.2255e+00 +1.8372e+00 +1.9009e+00 +1.5819e+00 -3.8091e+00 -4.6091e+00
2975 +1.446856957e+01 +1.446856957e+01 -3.407514304e+02 -3.407514304e+02 +4.9327e+00 -4.1424e-01 -4.5957e-01 -2.9205e+00 +3.8679e+00 -3.0497e+00 -3.6850e+00 -3.3661e+00 -2.1953e+00 +1.0907e+00 +4.5697e+00 -3.2221e+00 -3.2528e+00 -2.3074e+00 +5.0000e+00 +1.9635e+00 +2.8444e+00 +1.7351e+00 -3.7884e+00 -4.7198e+00
