% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.008109878e+05 +6.008109878e+05 +6.009601378e+05 +6.009601378e+05 -2.2468e-01 -2.0738e+00 +3.8691e+00 -3.9579e+00 -8.8009e-01 +3.1505e+00 -1.4614e-01 +3.0403e+00 -1.0476e+00 -1.4263e+00 +2.3266e+00 -2.7294e+00 -3.1539e+00 -4.7322e+00 +3.5249e+00 +3.5115e+00 +2.9951e+00 -2.5862e+00 +2.6870e+00 +4.7812e+00
5 +2.910492390e+05 +2.910492390e+05 +2.911983890e+05 +2.911983890e+05 -1.7011e+00 +1.1795e+00 -4.4228e+00 -5.6254e-01 +4.1307e-01 +3.9341e+00 -4.5158e-01 -1.0608e+00 -6.7481e-01 -2.4793e-01 -5.9785e-01 +3.3704e+00 -1.5269e+00 -2.2035e+00 +2.1236e+00 +2.3304e+00 +1.5378e+00 -1.2886e+00 +2.2281e+00 -1.4557e-01
11 +2.258166345e+05 +2.258166345e+05 +2.259657845e+05 +2.259657845e+05 -3.9763e+00 +1.3039e+00 +4.4830e+00 +4.1500e+00 -4.9847e+00 +1.4323e+00 +2.5158e+00 -2.7707e+00 -3.9331e+00 +3.5772e+00 -4.8599e+00 -2.3639e-01 +1.0835e+00 -3.8396e+00 +1.6098e+00 +1.8678e+00 -4.5590e+00 +1.9350e+00 -3.7638e+00 +3.2464e+00
35 +1.354671051e+05 +1.354671051e+05 +1.356162551e+05 +1.356162551e+05 +7.8008e-01 +1.3703e+00 -3.4477e+00 -3.2313e+00 -4.9744e+00 -3.6517e+00 -3.1254e+00 -2.9606e-01 +4.1387e+00 +1.4502e+00 -1.5923e+00 +2.6488e+00 +9.3499e-01 -3.1823e+00 +1.1655e+00 -6.1473e-01 +1.8165e+00 -1.2247e+00 -4.4354e+00 +4.0840e+00
81 +9.467815699e+04 +9.467815699e+04 +9.482730699e+04 +9.482730699e+04 +2.2895e+00 -2.4387e+00 -4.9383e+00 -2.7456e+00 -1.9842e+00 +0.0000e+00 -1.3642e+00 -3.7670e+00 +8.5803e-01 +2.4394e+00 -3.2756e+00 +4.3424e-01 +2.6421e-02 +0.0000e+00 +1.1614e+00 +0.0000e+00 +2.0188e+00 -1.2813e+00 +4.4292e-01 +1.8662e+00
145 +5.618505106e+04 +5.618505106e+04 +5.633420106e+04 +5.633420106e+04 +4.1340e-01 -2.8147e+00 -1.8610e+00 -4.4824e-01 -8.4502e-01 +0.0000e+00 -3.8739e+00 -3.7053e+00 -1.5859e+00 +3.4720e+00 +0.0000e+00 +2.2111e+00 +2.0669e+00 -5.0000e+00 -3.9630e-01 -1.9248e-01 -1.1121e+00 -3.1056e+00 +0.0000e+00 +8.2937e-01
202 +2.447002399e+04 +2.447002399e+04 +2.461917399e+04 +2.461917399e+04 -1.2445e+00 -2.2610e+00 -3.8098e+00 +1.7991e+00 -8.5709e-01 -1.7443e+00 -3.9784e+00 -2.4591e+00 -5.8404e-01 +2.4211e+00 -7.3640e-01 +5.3113e-01 +3.4469e+00 -4.8912e-01 -3.0003e+00 -3.4426e-01 +2.3721e-01 -1.7631e+00 -1.0536e+00 +1.6711e+00
273 +1.190985112e+04 +1.190985112e+04 +1.205900112e+04 +1.205900112e+04 +5.9450e-01 -2.5025e+00 -2.2484e+00 +2.1693e-01 -4.1178e+00 -2.2334e+00 -2.2094e+00 -4.0845e+00 +0.0000e+00 +1.6408e+00 -9.5703e-01 -1.3756e+00 +2.9911e+00 -3.4485e+00 -2.2861e+00 -4.6958e-01 +7.2582e-01 +3.0287e-02 -6.8147e-01 +4.1414e+00
387 +9.141805447e+03 +9.141805447e+03 +9.290955447e+03 +9.290955447e+03 -8.1667e-02 -1.1769e+00 -1.3692e+00 +8.9926e-01 -4.7857e+00 -3.2818e+00 -3.1419e+00 -3.1075e+00 -8.9801e-01 +8.8722e-01 -1.1166e+00 -2.1782e+00 +1.7515e+00 -1.8591e+00 -3.2719e-01 +2.4366e-01 +3.9544e-02 -2.1276e+00 +4.5908e-01 +2.2534e+00
771 +5.397007676e+03 +5.397007676e+03 +5.546157676e+03 +5.546157676e+03 +1.2051e-02 -1.8585e+00 -2.1632e+00 +1.1199e+00 -4.6046e+00 -9.5614e-01 +5.5231e-02 -3.1080e+00 -1.5982e+00 -2.2489e-01 -2.1774e+00 +1.1117e+00 +2.5746e+00 -3.4708e+00 -4.3559e-01 -7.4353e-01 +2.2455e-01 -1.5950e+00 -7.8663e-01 +1.2814e+00
1207 +3.441519418e+03 +3.441519418e+03 +3.590669418e+03 +3.590669418e+03 -2.9887e-01 -2.2159e+00 -1.7475e+00 +1.6374e+00 -4.2222e+00 -3.5075e+00 -1.2487e-01 -2.8190e+00 -1.5993e+00 -1.7263e+00 -1.6652e+00 +9.0333e-01 +2.4072e+00 -2.8679e+00 -2.9892e-01 -6.7731e-01 -1.7147e+00 +1.3202e+00 -5.7487e-01 +7.2276e-01
1660 +2.405659153e+03 +2.405659153e+03 +2.554809153e+03 +2.554809153e+03 -2.0386e+00 -1.3849e+00 -1.0837e+00 +2.1428e+00 -3.9631e+00 -2.2914e+00 -2.7374e+00 -2.3263e+00 -1.5721e+00 +1.0575e-03 -2.3906e+00 -1.2450e-01 +2.1040e+00 -3.0263e+00 -1.7410e+00 -3.6979e-01 -1.9681e+00 +8.3209e-01 -8.6758e-01 +5.5958e-01
1965 +1.290406523e+03 +1.290406523e+03 +1.439556523e+03 +1.439556523e+03 -1.8891e+00 -1.3198e-01 -1.0527e+00 +1.5684e+00 -5.0000e+00 -2.2941e+00 -2.4633e+00 -2.4467e+00 -9.7585e-01 -8.0262e-01 -2.6964e+00 -3.1734e-01 +2.0706e+00 -1.7423e+00 -7.2259e-01 -3.8781e-01 +5.7103e-01 +1.2952e+00 -7.9212e-01 +4.9114e-01
