% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.323601365e+06 +1.323601365e+06 +1.323637265e+06 +1.323637265e+06 +4.0076e-01 -4.7968e+00 +2.3656e+00 -7.9895e-01 -4.3666e-01 -4.5504e+00 -4.6184e+00 -2.7604e+00 +3.5486e+00 -7.3749e-01 -3.4507e+00 +4.0194e+00 -8.6730e-01 +9.2631e-01 -9.3798e-01 -4.5473e+00 -3.9062e+00 +2.6787e+00 +4.5495e+00 +8.7950e-01
6 +6.948990533e+05 +6.948990533e+05 +6.949349533e+05 +6.949349533e+05 +1.2190e-01 +6.7493e-02 +4.6219e+00 -1.6166e+00 +2.1444e+00 -4.8356e+00 -1.8280e+00 -1.5429e+00 +2.0220e+00 +1.3127e+00 -2.0458e+00 -2.5783e+00 -3.8491e-01 +2.5159e+00 +2.1906e+00 +2.5591e+00 +2.2764e+00 +2.6186e+00 -3.2272e+00 -3.5332e+00
20 +4.189685794e+05 +4.189685794e+05 +4.190044794e+05 +4.190044794e+05 +3.8964e+00 +3.7404e-01 -4.4375e+00 +3.3371e+00 -3.5701e+00 -2.8255e+00 +1.3141e+00 -4.0404e+00 +2.0723e+00 +3.6589e-01 +3.7435e+00 +1.9473e+00 +7.1901e-01 +2.4953e+00 +4.8010e+00 -4.7197e+00 +4.7465e+00 +3.3364e+00 -1.8573e+00 -4.6262e+00
65 +3.338054130e+05 +3.338054130e+05 +3.338413130e+05 +3.338413130e+05 +5.6792e-02 +1.4500e+00 -8.2992e-01 +1.4415e+00 -1.7102e+00 -1.0447e+00 +2.0704e+00 -3.3667e+00 -1.4649e+00 +5.8274e-01 +1.1216e+00 -3.9563e-01 +5.0000e+00 -4.7982e+00 +5.0000e+00 -4.1457e+00 +4.9075e+00 +5.0000e+00 -2.5568e+00 -4.8852e+00
194 +2.297766814e+05 +2.297766814e+05 +2.298125814e+05 +2.298125814e+05 -5.8662e-01 -6.9934e-01 -1.0172e+00 +5.0000e+00 -2.4063e+00 -5.0000e+00 -2.4944e+00 -8.7744e-01 +7.1405e-01 +6.8435e-02 -1.5368e+00 +2.0130e+00 +4.0247e+00 +1.4860e-01 +1.0908e+00 -2.3825e+00 +5.0000e+00 +4.7275e+00 -3.4063e+00 -5.0000e+00
226 +1.581856492e+05 +1.581856492e+05 +1.582215492e+05 +1.582215492e+05 +0.0000e+00 +8.7657e-01 -3.4430e-01 +3.6414e+00 -9.4505e-01 -5.0000e+00 -3.0008e-01 -2.2853e+00 +1.3776e+00 -1.5442e+00 -2.8074e+00 -3.6335e-01 +0.0000e+00 +5.2410e-01 +3.7256e+00 -3.8283e+00 +5.0000e+00 +4.0347e+00 -4.4745e+00 -4.4760e+00
321 +6.881197325e+04 +6.881197325e+04 +6.884787325e+04 +6.884787325e+04 +3.5530e+00 +2.8055e+00 +4.5792e+00 +4.3813e+00 -3.2892e+00 -3.4708e+00 +0.0000e+00 -3.9535e+00 +1.8111e+00 -2.3900e+00 -3.0058e-02 -7.9405e-01 +0.0000e+00 -7.0551e-01 +4.6017e-01 -5.0000e+00 +4.9998e+00 +4.9223e+00 -4.9552e+00 -4.5021e+00
467 +5.435970379e+04 +5.435970379e+04 +5.439560379e+04 +5.439560379e+04 +1.5964e-01 +8.4720e-01 +3.0240e+00 +4.5663e+00 -2.2441e+00 -3.8753e+00 +5.7229e-01 -2.8520e+00 +1.7990e+00 -3.5264e+00 -9.0135e-01 -2.3558e+00 +2.0747e+00 +1.0607e+00 +5.3551e-01 -5.0000e+00 +4.9998e+00 +4.5516e+00 -4.7796e+00 -4.0703e+00
493 +2.027376859e+04 +2.027376859e+04 +2.030966859e+04 +2.030966859e+04 +5.6438e-01 +2.4329e+00 +3.5433e+00 +4.1761e+00 -2.8731e+00 -5.0000e+00 -4.2519e+00 -1.5973e+00 +1.8586e+00 -4.1423e+00 -2.6138e+00 -1.5788e+00 -2.3734e+00 -1.7874e+00 +9.9119e-01 -5.0000e+00 +4.9997e+00 +4.4286e+00 -3.8794e+00 -4.1887e+00
995 +1.473395808e+04 +1.473395808e+04 +1.476985808e+04 +1.476985808e+04 +5.2766e-01 +5.0000e+00 +4.1360e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -4.3468e+00 -5.0000e+00 -2.3374e-01 -5.0000e+00 -3.3033e+00 -2.9506e+00 -3.5459e+00 -3.8148e+00 +1.8280e-02 -5.0000e+00 +4.9995e+00 +4.7972e+00 -2.8097e+00 -2.7111e+00
