% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.608432418e+01 +9.608432418e+01 +1.674343242e+02 +1.674343242e+02 -4.1999e+00 -3.1044e+00 +1.5460e+00 -2.1538e+00 +2.9891e+00 +1.3100e-01 +5.7266e-01 -3.0704e+00 -3.0108e+00 +4.2507e+00 -1.1940e+00 +7.6208e-03 -3.8800e+00 +3.9835e-01 -8.3045e-01 +4.6850e+00 +3.6424e+00 -2.0028e+00 -1.9473e+00 +4.7549e+00
8 +5.831541178e+01 +5.831541178e+01 +1.296654118e+02 +1.296654118e+02 -2.3955e+00 +2.3241e+00 +2.4900e-01 +6.6861e-01 -4.0885e+00 -4.6466e+00 +2.4780e+00 +1.6140e+00 +3.5839e+00 -3.1915e+00 -2.9172e+00 -3.1628e+00 +4.8042e+00 -4.6707e-01 -1.8955e+00 -1.9684e+00 +9.2043e-01 +3.8593e+00 -4.3705e-01 -1.2695e+00
128 +3.837360622e+01 +3.837360622e+01 +1.097236062e+02 +1.097236062e+02 +5.7142e-02 +0.0000e+00 -1.7232e+00 -2.5819e-01 -1.7377e+00 -5.0000e+00 +8.8360e-01 +2.1624e+00 +4.1221e+00 +1.2440e+00 -3.6457e+00 -5.0000e+00 +3.0296e+00 -3.1124e+00 +1.1125e+00 -3.0837e+00 -8.7170e-01 +4.3050e+00 -2.0417e+00 +0.0000e+00
2717 +2.438480998e+01 +2.438480998e+01 +9.573480998e+01 +9.573480998e+01 +4.2225e+00 +1.7839e+00 +9.7837e-01 +4.6126e+00 +3.8142e+00 -1.0444e+00 -2.8903e-01 +3.9832e+00 +3.7726e+00 +2.3012e+00 -1.8937e+00 -4.3237e+00 -5.9210e-01 -3.6137e-01 -3.1873e-01 -5.0000e+00 -5.0000e+00 +7.1977e-01 -2.6734e+00 +4.1800e+00
4740 +1.498982001e+01 +1.498982001e+01 +8.633982001e+01 +8.633982001e+01 +3.2360e+00 +1.8013e+00 +1.0263e+00 +4.6274e+00 +3.4762e+00 -1.0864e+00 -2.7316e-01 +4.0531e+00 +3.7453e+00 +2.2738e+00 -2.1630e+00 -4.9251e+00 -5.7815e-01 -3.1824e-01 -4.6902e-01 -5.0000e+00 -5.0000e+00 +1.1742e+00 -2.7358e+00 +4.0293e+00
8062 +9.930787096e+00 +9.930787096e+00 +8.128078710e+01 +8.128078710e+01 +3.2142e+00 +2.1276e+00 +5.3480e-01 +4.6191e+00 +3.6084e+00 -1.0772e+00 -2.9251e-01 +4.0737e+00 +3.8371e+00 +2.1884e+00 -2.0463e+00 -4.9803e+00 -6.1961e-01 -5.2247e-02 -4.8224e-01 -5.0000e+00 -5.0000e+00 +1.2909e+00 -2.8105e+00 +4.0627e+00
13539 +6.232023697e+00 +6.232023697e+00 +7.758202370e+01 +7.758202370e+01 +3.2849e+00 +2.1060e+00 +4.6350e-01 +4.6249e+00 +3.5046e+00 -1.1303e+00 -2.0275e-01 +4.0690e+00 +3.8570e+00 +2.1686e+00 -2.0255e+00 -5.0000e+00 -6.4020e-01 -1.4162e-01 -4.8746e-01 -5.0000e+00 -5.0000e+00 +1.1994e+00 -2.6838e+00 +4.0722e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.666822585e+01 +7.666822585e+01 -2.785517742e+02 -2.785517742e+02 -4.3791e+00 +4.1162e+00 +2.8023e+00 +2.9317e+00 -2.5809e+00 -2.7800e-01 -4.5412e+00 +4.5873e-01 -1.4849e+00 +2.7296e+00 -1.2357e+00 +4.3466e+00 -2.6683e+00 +2.3535e+00 -4.2378e+00 -2.6118e+00 +3.5122e-01 +9.3789e-01 +3.8690e+00 -4.0385e+00
3 +5.418116758e+01 +5.418116758e+01 -3.010388324e+02 -3.010388324e+02 +2.1619e-01 -4.1327e+00 +2.2804e-01 +3.9915e+00 -4.3920e+00 +3.8582e+00 -2.6169e+00 +2.6277e+00 -1.8721e+00 +4.7220e+00 +2.9847e+00 +3.6375e+00 -4.9308e+00 -4.1700e+00 -8.0217e-01 +4.6447e+00 +3.7970e+00 +2.0820e+00 +3.1665e+00 +2.6725e+00
