% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.691716545e+07 +2.691716545e+07 +2.691711051e+07 +2.691711051e+07 +4.6286e+00 -7.3884e-01 -1.1633e+00 +3.9840e+00 +1.1148e+00 +2.9594e+00 +1.3066e+00 +4.8965e+00 +4.6392e+00 -2.7716e+00 +1.2535e-01 -3.9268e+00 -3.4697e+00 -1.5584e+00 -4.8265e+00 -4.2714e+00 -3.5269e+00 -5.5739e-01 +5.3285e-01 -1.4615e+00
3 +8.341068531e+06 +8.341068531e+06 +8.341013591e+06 +8.341013591e+06 +1.4835e+00 +3.3351e+00 -3.0375e+00 +4.6662e+00 -3.9222e+00 +1.8851e+00 +4.1278e-01 -4.9465e+00 +7.1793e-01 +3.7719e+00 +1.2377e+00 -4.9074e+00 +3.2485e+00 -3.3475e+00 -3.8983e+00 -4.7181e+00 +8.0747e-01 +4.4167e+00 +1.2656e-02 -1.1808e+00
7 +4.173464052e+06 +4.173464052e+06 +4.173409112e+06 +4.173409112e+06 +6.3269e-01 +4.6359e+00 -3.5466e+00 -3.0201e+00 -6.4624e-01 +4.1948e+00 +1.8159e+00 -1.0744e-01 -4.4430e+00 -4.0368e+00 +6.9815e-01 -2.0612e+00 +2.3113e+00 -3.9491e+00 -4.4898e-01 +3.7630e-01 +4.2511e+00 +3.3245e+00 -2.3867e+00 +3.0770e+00
37 +3.123521886e+06 +3.123521886e+06 +3.123466946e+06 +3.123466946e+06 -3.0974e+00 -4.8475e+00 +2.1315e+00 -1.1155e+00 +4.0808e+00 +4.4310e+00 +3.5206e+00 -1.1261e-01 +4.0065e+00 -5.3982e-01 -4.2242e+00 +3.5176e+00 +8.8457e-01 +3.8640e+00 +6.1282e-01 -5.4255e-01 -1.9530e+00 +4.5918e+00 -4.3510e+00 +3.6189e+00
48 +1.617324424e+06 +1.617324424e+06 +1.617269484e+06 +1.617269484e+06 -4.7211e+00 +3.0037e+00 -4.2948e+00 +3.4332e+00 +1.8679e+00 +1.6103e+00 +4.1067e+00 -7.4681e-01 -1.5520e+00 -3.5086e+00 -2.8014e+00 +9.7743e-01 +2.9057e+00 -1.7999e+00 +2.8177e+00 -2.9525e-01 +2.0220e+00 +1.1405e-01 -2.7102e+00 -1.6781e+00
88 +9.280360390e+05 +9.280360390e+05 +9.279810990e+05 +9.279810990e+05 -2.7955e+00 -1.1222e+00 +1.5961e+00 -2.7554e-01 +7.9748e-01 +3.0731e+00 +4.8266e+00 +1.0812e+00 -1.7940e+00 -2.8495e+00 +2.8625e+00 +1.9114e+00 +4.6499e+00 -2.3436e+00 +4.4737e+00 +2.4023e+00 +2.2287e+00 +3.7975e+00 +4.3782e+00 +3.0836e+00
1742 +5.608003378e+05 +5.608003378e+05 +5.607453978e+05 +5.607453978e+05 -3.5778e+00 -9.4099e-01 -7.9751e-02 +1.8545e+00 -2.6533e+00 +2.9589e+00 +4.6189e+00 -2.5188e-01 -2.9011e+00 -3.6675e+00 +4.9726e+00 +1.8001e+00 +2.6611e+00 -1.3237e+00 +7.0390e+00 -3.5546e+00 -8.6502e-01 +5.1088e+00 +5.7657e+00 -8.1810e-01
2436 +3.964957240e+05 +3.964957240e+05 +3.964407840e+05 +3.964407840e+05 -2.6309e+00 -4.9518e-01 -1.2137e+00 +5.1140e+00 -1.2261e+00 +4.2264e+00 -9.6798e-01 +3.0777e+00 -3.6617e+00 -6.1798e-01 -7.2576e-01 -1.3952e+00 -7.1274e-01 -4.3248e+00 +4.2057e+00 -2.9938e+00 -1.6343e+00 +2.3090e+00 +5.3626e+00 +2.0080e-01
3646 +2.175690554e+05 +2.175690554e+05 +2.175141154e+05 +2.175141154e+05 -5.7279e-01 -1.2905e-01 -2.9002e+00 +1.3321e+00 +8.5803e-01 -1.2811e+00 +3.2736e+00 +3.2351e+00 -1.8433e+00 +9.2292e-01 -9.2536e-01 +1.5284e+00 +1.3283e+00 -3.5649e+00 +3.4145e+00 -1.5773e+00 +2.6794e+00 +4.2504e+00 +5.6953e+00 +3.1610e+00
4702 +1.480108958e+05 +1.480108958e+05 +1.479559558e+05 +1.479559558e+05 -3.0869e+00 -9.5717e-01 -4.0838e+00 +1.2845e+00 +3.0956e+00 -3.5651e-01 -3.4009e+00 +3.8647e-01 -1.7518e+00 +6.6882e-01 -4.3440e-01 -1.6600e+00 +1.7193e+00 -3.3630e+00 +1.5678e+00 -1.5676e+00 +1.9047e+00 -7.3971e-01 +6.1760e+00 +1.5541e+00
5810 +9.289473327e+04 +9.289473327e+04 +9.283979327e+04 +9.283979327e+04 -1.9387e+00 -1.0221e+00 -3.5092e+00 +2.0652e+00 +9.7673e-01 -8.9660e-01 +5.4765e-01 +5.1419e-01 -2.6372e+00 +1.6908e+00 +1.0313e+00 -3.3877e-01 +2.3987e+00 -4.0968e+00 +3.8196e+00 +2.3814e+00 +1.7336e+00 +1.8348e-01 +2.5912e+00 +1.7185e+00
6801 +5.454053740e+04 +5.454053740e+04 +5.448559740e+04 +5.448559740e+04 -2.3242e+00 -1.2639e+00 -2.3379e+00 -1.8324e-01 +9.9498e-01 +1.3423e+00 -5.7649e-01 +3.1228e+00 +8.3924e-01 +1.4766e+00 -5.3499e-01 +4.9857e-01 +3.0021e+00 -5.1312e+00 +2.1819e-02 +1.1123e+00 +2.2895e+00 +2.0064e+00 +1.8355e+00 +4.1905e+00
8834 +3.053297609e+04 +3.053297609e+04 +3.047803609e+04 +3.047803609e+04 -2.7536e+00 -5.7393e-01 -2.1358e+00 +2.9575e+00 -5.1536e-01 +3.6504e-01 +8.0746e-01 +2.3080e+00 -1.2594e+00 +1.8366e+00 -6.5565e-01 -4.9676e-01 +2.9550e+00 -5.0591e+00 +3.4550e+00 +1.6080e+00 +1.7570e+00 +1.9084e+00 +3.3924e+00 +3.0331e+00
9202 +2.462100457e+04 +2.462100457e+04 +2.456606457e+04 +2.456606457e+04 -2.4712e+00 -9.3126e-01 -2.2351e+00 +2.1693e+00 +5.2343e-01 +6.0710e-02 +3.1530e-01 +2.3080e+00 -1.4506e+00 +1.0526e+00 +2.0749e-01 -4.9676e-01 +2.1111e+00 -5.0591e+00 +3.4550e+00 +1.6080e+00 +1.6065e+00 +1.6974e+00 +3.6492e+00 +2.4243e+00
