% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.129995591e+02 +3.129995591e+02 +3.037895591e+02 +3.037895591e+02 -3.5796e+00 -3.0582e+00 -1.7046e+00 -2.8788e-01 +3.5880e+00 +2.1823e+00 +7.1390e-01 -1.2271e+00 +4.3389e+00 -3.3076e+00 -1.2787e+00 +3.5869e+00 -3.0765e+00 +3.7451e+00 +3.9120e+00 +3.1094e+00 +4.8613e+00 +2.9423e+00 -3.4710e+00 +3.5062e+00
2 +2.186598347e+02 +2.186598347e+02 +2.094498347e+02 +2.094498347e+02 +4.7567e+00 -7.4383e-01 +2.1841e+00 +4.4566e+00 -2.7239e+00 +3.8319e+00 -6.0087e-01 +4.2746e+00 +3.3411e+00 +1.6239e+00 -2.3737e-01 -3.9967e+00 +4.2053e+00 +1.5882e+00 -9.9529e-01 -9.9028e-01 +4.5048e+00 -3.2498e-01 -3.0701e+00 +3.4214e+00
88 +1.357322356e+02 +1.357322356e+02 +1.265222356e+02 +1.265222356e+02 +5.0000e+00 +1.5733e+00 +5.0000e+00 +1.3565e+00 -5.0000e+00 +9.7703e-01 -9.7439e-02 +5.0000e+00 +0.0000e+00 -3.7230e+00 +1.7428e+00 -2.9439e+00 +4.1598e+00 +3.8137e+00 -2.4144e+00 -4.6699e+00 +5.0000e+00 +7.3515e-01 -4.7374e+00 +5.0000e+00
125 +5.835505534e+01 +5.835505534e+01 +4.914505534e+01 +4.914505534e+01 +5.0000e+00 +7.3657e-01 +1.2368e+00 +5.0000e+00 -5.0000e+00 +4.5829e+00 -3.5822e+00 +5.0000e+00 +3.5304e+00 -1.0709e+00 -3.8403e+00 -4.4196e+00 +4.5152e+00 +5.0000e+00 -5.0000e+00 -4.2502e+00 +5.0000e+00 +5.0000e+00 -4.7895e+00 +5.0000e+00
221 +3.897724967e+01 +3.897724967e+01 +2.976724967e+01 +2.976724967e+01 +5.0000e+00 -2.4023e-01 +4.4134e-01 +5.0000e+00 -5.0000e+00 +5.0000e+00 -2.8284e+00 +5.0000e+00 +5.0000e+00 -3.6021e+00 -5.0000e+00 -3.1822e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
273 +2.190743309e+01 +2.190743309e+01 +1.269743309e+01 +1.269743309e+01 +5.0000e+00 +3.5421e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +2.8871e+00 +2.2353e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -2.8000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -4.7376e+00 +5.0000e+00
309 +1.492159542e+01 +1.492159542e+01 +5.711595416e+00 +5.711595416e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +2.5623e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -3.2541e+00 +4.3875e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -4.8635e+00 +5.0000e+00
321 +7.378505070e+00 +7.378505070e+00 -1.831494930e+00 -1.831494930e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +2.2008e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -4.7463e+00 +5.0000e+00
381 +5.369939818e+00 +5.369939818e+00 -3.840060182e+00 -3.840060182e+00 +5.0000e+00 +4.1347e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +2.6033e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
402 +1.704963209e-01 +1.704963209e-01 -9.039503679e+00 -9.039503679e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00 +4.9176e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +5.0000e+00 +5.0000e+00 -5.0000e+00 +5.0000e+00
