% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.078733965e+02 +2.078733965e+02 +1.555233965e+02 +1.555233965e+02 +1.7301e+00 +4.7009e+00 +4.3140e+00 +2.6299e+00 -9.2850e-01 +3.6895e+00 +2.6960e+00 -4.4652e+00 +2.8503e+00 -8.1948e-01 -2.3671e+00 -4.4932e+00 +4.4307e-01 +3.3508e+00 -6.8165e-01 -2.8644e+00 -4.0444e+00 +3.6542e+00 -4.1497e+00 +1.5215e+00
6 +1.283577812e+02 +1.283577812e+02 +7.600778120e+01 +7.600778120e+01 +8.8779e-01 +8.4356e-02 -2.9301e+00 +3.4237e+00 -7.2062e-01 +1.8164e+00 +6.0390e-01 -4.3892e+00 +3.9365e+00 +1.6103e+00 +7.9398e-01 +1.6094e+00 +3.9644e+00 +3.9014e+00 +3.5179e+00 +3.2430e+00 -3.6278e+00 +4.8138e+00 -8.9827e-01 -3.9077e+00
7 +7.663720277e+01 +7.663720277e+01 +2.428720277e+01 +2.428720277e+01 -1.2342e+00 -6.9038e-01 -4.7088e+00 +2.4125e+00 -1.9914e+00 -3.3748e+00 -3.6368e+00 +2.1391e+00 -1.8510e+00 -4.7473e+00 +3.3632e+00 -1.8270e+00 +1.3852e+00 +9.6854e-01 -1.7114e+00 +4.9362e+00 -7.3323e-01 -2.2022e-01 +1.5279e+00 -5.7439e-01
37 +4.500185853e+01 +4.500185853e+01 -7.348141468e+00 -7.348141468e+00 -2.3740e+00 -3.6982e+00 -2.2326e+00 -1.9345e+00 +3.0045e+00 -2.4990e-01 -4.2550e+00 -4.7799e+00 +4.0059e+00 -3.6745e+00 +1.2062e+00 +4.9705e-01 +2.6497e+00 -2.7545e+00 +2.4497e+00 +2.5977e+00 -2.0846e+00 -1.7390e+00 -2.7898e+00 -3.9961e+00
129 +3.693044150e+01 +3.693044150e+01 -1.541955850e+01 -1.541955850e+01 +8.8779e-01 -5.7035e+00 -2.9301e+00 -1.9307e+00 +2.9426e+00 +1.8164e+00 -3.3913e+00 -4.3892e+00 +3.9365e+00 -2.0334e+00 +2.1501e+00 -4.6477e+00 +3.9644e+00 -3.0935e-01 -6.3335e-01 -2.7861e-01 -3.6278e+00 +4.8138e+00 +3.6918e-01 -5.2869e+00
316 +1.651890791e+01 +1.651890791e+01 -3.583109209e+01 -3.583109209e+01 -1.8166e+00 -2.8238e+00 +8.8610e-01 +4.2793e-01 -1.2417e+00 +4.6707e-01 -1.5356e+00 +8.2400e-02 +2.0697e+00 -2.4248e+00 +1.0478e+00 -2.7849e+00 +2.6510e+00 -2.6599e+00 +1.0702e+00 +1.5010e+00 +2.0701e-01 +8.8675e-02 +2.3832e+00 -1.3283e+00
1135 +1.363923068e+01 +1.363923068e+01 -3.871076932e+01 -3.871076932e+01 -1.3096e+00 -5.7189e-02 +3.9049e-01 -4.8513e-01 -9.9983e-01 +2.5195e+00 -7.8313e-01 +3.8175e-01 +2.9877e+00 -2.5383e+00 +1.4529e+00 -4.2099e+00 +1.6550e+00 +1.1731e+00 +2.0701e+00 -7.1109e-01 +8.6209e-01 +9.3299e-01 +3.2573e+00 -3.5872e+00
1748 +9.052708873e+00 +9.052708873e+00 -4.329729113e+01 -4.329729113e+01 -2.3767e+00 -3.0728e+00 +3.9547e+00 -2.2418e+00 -3.3892e+00 +4.9225e+00 -3.1708e+00 +1.0673e+00 +1.9487e+00 -1.5475e-01 +6.6133e-01 +8.2749e-01 +2.4295e+00 -3.5386e-01 -4.3253e-01 +6.0877e-01 -1.1760e-02 +2.8932e-01 +2.8251e+00 -4.2266e+00
2851 +5.432444175e+00 +5.432444175e+00 -4.691755582e+01 -4.691755582e+01 -7.3579e-01 -2.4842e+00 +2.2309e+00 -1.6913e+00 -1.5877e+00 +2.9875e+00 -2.8033e+00 +3.0610e-01 +2.9890e+00 -1.0674e+00 +2.3037e+00 -1.4341e+00 +3.7139e+00 -1.5223e-01 -1.5255e-02 +9.7696e-01 +1.0602e+00 +7.1034e-01 +2.5139e+00 -5.8965e+00
3635 +2.372579119e+00 +2.372579119e+00 -4.997742088e+01 -4.997742088e+01 -7.6449e-01 -1.6624e+00 +2.1084e+00 -2.0337e+00 -6.8119e-01 +2.5787e+00 -3.9407e+00 +9.0812e-02 +2.3382e+00 -8.9332e-01 +3.7523e+00 +7.0987e-01 +3.3536e+00 -2.1040e-01 -1.8745e+00 +9.0063e-01 -1.3022e+00 +2.0671e+00 +3.6962e+00 -4.6258e+00
5312 +1.204667962e+00 +1.204667962e+00 -5.114533204e+01 -5.114533204e+01 -8.0798e-01 -1.5275e+00 +2.7776e+00 -1.8612e+00 -8.3940e-01 +3.1963e+00 -3.4395e+00 +2.2609e-01 +2.6597e+00 -1.8787e+00 +3.2367e+00 -4.9546e-01 +3.5270e+00 -3.5216e-01 -1.6301e+00 +1.4423e+00 -1.1105e+00 +1.6618e+00 +3.4118e+00 -5.2052e+00
5889 +9.682750061e-01 +9.682750061e-01 -5.138172499e+01 -5.138172499e+01 -9.7635e-01 -7.1680e-01 +2.4352e+00 -2.1039e+00 -1.5089e+00 +3.6773e+00 -3.6231e+00 +3.5087e-01 +2.8017e+00 -1.9292e+00 +3.1661e+00 -6.4426e-01 +3.4752e+00 -4.1717e-01 -2.3319e+00 +1.7112e+00 -1.5663e+00 +1.0332e+00 +3.4881e+00 -4.6961e+00
6466 +4.477500275e-01 +4.477500275e-01 -5.190224997e+01 -5.190224997e+01 -1.2438e+00 -1.2841e+00 +2.6579e+00 -2.0867e+00 -1.6640e+00 +3.6336e+00 -3.8060e+00 -1.1270e-01 +2.6947e+00 -1.3963e+00 +3.0299e+00 -5.5027e-01 +3.4904e+00 -3.7195e-01 -1.9882e+00 +1.0201e+00 -1.4270e+00 +1.3725e+00 +3.5581e+00 -4.1756e+00
7126 +3.669838725e-01 +3.669838725e-01 -5.198301613e+01 -5.198301613e+01 -1.0771e+00 -1.2481e+00 +2.6075e+00 -1.9896e+00 -1.7733e+00 +3.6529e+00 -3.7073e+00 +1.4691e-02 +2.9478e+00 -1.7472e+00 +2.8644e+00 -8.7732e-01 +3.5078e+00 -3.2916e-01 -2.0063e+00 +1.2352e+00 -1.5006e+00 +1.8924e+00 +3.2591e+00 -4.0228e+00
8305 +2.349995262e-01 +2.349995262e-01 -5.211500047e+01 -5.211500047e+01 -6.4270e-01 -1.2163e+00 +2.5748e+00 -2.1732e+00 -1.4667e+00 +3.4920e+00 -3.7353e+00 -3.3106e-02 +2.9742e+00 -1.7546e+00 +3.3330e+00 -5.4828e-01 +3.5752e+00 -8.7601e-01 -1.8335e+00 +1.0260e+00 -9.4716e-01 +1.6120e+00 +2.8435e+00 -3.7343e+00
9906 +1.412719720e-01 +1.412719720e-01 -5.220872803e+01 -5.220872803e+01 -9.0008e-01 -1.1117e+00 +2.2417e+00 -2.3650e+00 -1.5648e+00 +3.6412e+00 -3.7102e+00 +2.9940e-02 +2.9893e+00 -1.6912e+00 +3.1195e+00 -5.5567e-01 +3.2328e+00 -1.0263e+00 -1.9790e+00 +1.1807e+00 -1.1483e+00 +1.8675e+00 +3.1713e+00 -3.9167e+00
10702 +8.635140296e-02 +8.635140296e-02 -5.226364860e+01 -5.226364860e+01 -9.3789e-01 -1.3368e+00 +2.5985e+00 -2.2777e+00 -1.3990e+00 +3.5005e+00 -3.8065e+00 -1.0775e-01 +2.8930e+00 -1.6494e+00 +3.0011e+00 -5.8007e-01 +3.7418e+00 -8.2936e-01 -1.9091e+00 +1.0880e+00 -1.0856e+00 +1.7363e+00 +2.9719e+00 -3.7655e+00
