% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.664302617e+03 +1.664302617e+03 +2.664302617e+03 +2.664302617e+03 -6.9975e-01 -4.6930e+00 +3.0688e+00 +1.1305e+00 +2.5730e+00 +4.9909e+00 +4.8486e+00 +3.5030e-02 -2.6509e+00 +2.9142e+00 -2.2136e+00 -4.2048e+00 +1.2170e+00 -4.2214e+00 -1.1258e+00 +3.1205e+00 -2.2957e+00 +9.4920e-01 +2.5182e+00 +2.7202e+00
2 +1.477212888e+03 +1.477212888e+03 +2.477212888e+03 +2.477212888e+03 +3.0694e+00 +4.4836e+00 +1.2201e+00 +5.6505e-01 -1.5262e+00 +6.5817e-01 -3.3671e+00 +4.3860e+00 -1.8170e+00 +6.9643e-01 +4.3589e+00 -3.7099e-01 -9.3684e-01 +4.6274e+00 +3.6372e+00 +7.0716e-01 -2.3059e+00 -4.1019e+00 -3.9167e+00 +6.2611e-02
6 +8.229134699e+02 +8.229134699e+02 +1.822913470e+03 +1.822913470e+03 -2.3893e+00 +3.2246e-01 -2.5995e+00 +1.6652e+00 +4.2194e+00 -3.3136e+00 +9.5166e-01 +3.9229e+00 +1.7112e+00 +3.1906e+00 +3.0519e+00 -2.7892e+00 -1.5701e+00 -4.2623e+00 +1.8149e+00 -4.8138e+00 +4.6112e+00 -2.2047e+00 +3.7995e+00 -8.0740e-01
42 +6.047125070e+02 +6.047125070e+02 +1.604712507e+03 +1.604712507e+03 -1.9306e+00 +5.0000e+00 +5.0000e+00 +4.9127e+00 +3.4738e+00 -4.9228e-01 +4.5134e-01 +5.0000e+00 -1.1412e-01 -1.4860e-01 -6.4110e-01 +1.1614e+00 -1.8678e+00 -3.7264e-01 +2.2768e+00 -9.3495e-01 +2.6941e+00 +8.9808e-01 +1.0833e+00 +3.0926e+00
458 +3.003431072e+02 +3.003431072e+02 +1.300343107e+03 +1.300343107e+03 -1.4444e+00 +1.4159e+00 +3.0301e+00 +3.6592e+00 +2.3995e+00 -1.2727e-01 -4.1514e+00 +1.4883e+00 -1.8234e+00 -1.9052e+00 -5.0000e+00 -9.7091e-01 -3.3655e+00 -3.2336e+00 +3.1029e+00 +5.0000e+00 +1.9680e+00 +1.6735e+00 -2.1928e+00 +9.2123e-01
909 +2.440699093e+02 +2.440699093e+02 +1.244069909e+03 +1.244069909e+03 -3.5419e+00 +3.3697e+00 +2.6345e+00 +3.7564e+00 +4.1000e+00 -2.3632e+00 -3.5971e+00 +1.5893e+00 -2.7508e+00 -1.9885e+00 -3.9422e+00 -1.8236e+00 -1.6453e+00 -5.1086e-01 +4.3523e+00 +4.1363e+00 +1.6393e+00 -4.7366e-01 -2.4175e+00 -1.6812e+00
5521 +1.512117434e+02 +1.512117434e+02 +1.151211743e+03 +1.151211743e+03 -3.3814e+00 +2.5917e+00 +4.1655e+00 +3.5884e+00 +3.4568e+00 -2.7918e+00 -7.6695e-01 +6.6997e-03 -3.1844e+00 -1.3207e+00 -1.4896e+00 -2.0720e+00 -1.6664e+00 -2.6559e+00 +2.7702e+00 +4.4638e+00 +1.8142e+00 -7.4052e-01 -1.8082e+00 +1.8755e-01
10861 +9.680492690e+01 +9.680492690e+01 +1.096804927e+03 +1.096804927e+03 -1.7217e+00 +2.4278e+00 +3.4007e+00 +4.2577e+00 +3.6891e+00 -2.2716e+00 -1.2594e+00 -1.9232e-01 -3.4467e+00 -1.6121e-01 -1.5550e+00 -2.0590e+00 -1.7182e+00 -2.1141e+00 +2.4738e+00 +4.6773e+00 +1.8544e+00 -6.5496e-01 -2.0153e+00 -9.7912e-02
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.842122159e+03 +3.842122159e+03 +3.912152159e+03 +3.912152159e+03 +4.6001e+00 +9.9018e-01 -3.4241e+00 +1.1608e+00 -1.9184e+00 -2.2168e+00 +4.2412e+00 -2.6762e+00 +4.0509e+00 -1.4883e+00 +2.1152e+00 -1.5270e+00 -2.6777e+00 +1.8631e+00 +2.7727e+00 +4.4765e+00 +3.5898e+00 +2.1027e+00 -5.4261e-01 -2.4731e+00
3 +1.741529132e+03 +1.741529132e+03 +1.811559132e+03 +1.811559132e+03 -6.2964e-02 +4.4278e+00 -4.9904e+00 +8.1845e-01 +1.6681e+00 +2.6792e+00 -2.4898e+00 +1.1457e+00 +1.4585e+00 -1.8439e+00 +2.6074e+00 +3.3546e+00 -2.6122e+00 -1.0095e-01 +2.3073e-01 -3.1096e+00 -2.0170e+00 +2.4959e+00 -1.1984e+00 +3.0714e+00
7 +1.366869112e+03 +1.366869112e+03 +1.436899112e+03 +1.436899112e+03 -6.9065e-02 +3.4775e+00 -1.5563e+00 +1.9120e+00 +1.3041e+00 -2.7736e+00 -1.2236e+00 -4.2299e+00 -2.0881e+00 +4.0799e+00 +3.2211e+00 +4.1860e+00 +1.8611e+00 -4.0906e+00 +1.1686e-01 -1.8854e+00 +3.9694e-01 -4.3228e+00 -4.7427e+00 -1.2346e+00
40 +7.537381266e+02 +7.537381266e+02 +8.237681266e+02 +8.237681266e+02 -2.9391e-01 -1.6966e+00 -4.8508e+00 +2.8688e+00 -1.6912e+00 -4.5584e+00 -1.8622e+00 +4.1084e+00 +4.4949e+00 -3.2260e+00 -2.3400e-01 +1.0986e+00 -1.6495e-01 -2.3322e+00 -2.5690e-03 -2.2456e+00 -1.6795e+00 +5.8028e-01 -2.0026e+00 +4.5073e+00
73 +5.132933191e+02 +5.132933191e+02 +5.833233191e+02 +5.833233191e+02 +5.3855e-01 -2.7886e+00 -1.7861e+00 +2.6478e+00 -1.8453e+00 -4.1200e+00 -1.6421e+00 +4.0205e-01 +2.8039e-01 -3.9259e-01 +3.1922e-01 +3.6545e+00 +2.2247e+00 -4.9022e+00 -1.2020e+00 -3.6653e+00 -2.1725e+00 +1.0071e+00 -5.0000e+00 -2.7542e+00
120 +3.964811724e+02 +3.964811724e+02 +4.665111724e+02 +4.665111724e+02 -1.1328e-01 -1.0711e+00 -1.1754e+00 +7.0089e-02 +1.9306e+00 -4.5103e+00 -2.0704e+00 +2.8391e+00 -3.9462e-01 +6.6793e-01 -2.4873e+00 -2.0855e+00 +1.1260e+00 -1.8863e+00 -1.5995e+00 -2.7028e+00 +3.0973e+00 +3.8825e+00 -2.0277e+00 +0.0000e+00
