% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.607736678e+01 +8.607736678e+01 -9.139226332e+02 -9.139226332e+02 +3.9333e-01 +3.6146e+00 -2.3843e-01 +7.6676e-01 -8.2141e-01 -4.7870e+00 -1.9767e-01 +4.1701e+00 +1.5104e+00 -3.5914e+00 -1.3195e+00 +1.7419e+00 +1.3251e+00 +4.6769e+00 +2.3938e+00 +2.0708e+00 +2.2316e+00 -1.2669e+00 +4.6242e+00 -1.0114e+00
2678 +6.110484454e+01 +6.110484454e+01 -9.388951555e+02 -9.388951555e+02 +1.1820e+00 -1.1640e+00 -2.4211e+00 +2.3476e+00 -4.8632e+00 +2.4994e+00 -4.0788e-01 +7.2047e-01 +3.7300e+00 -2.9909e-01 -2.7753e+00 +1.1396e-01 -3.4796e+00 -1.0639e-01 -1.6237e+00 +1.4867e-01 +5.1234e+00 +3.1142e+00 +8.8972e-01 +3.1368e+00
4517 +3.888104592e+01 +3.888104592e+01 -9.611189541e+02 -9.611189541e+02 +9.2614e-01 -1.3599e+00 +1.1461e+00 +4.9566e+00 -5.0951e+00 -6.5573e-01 -2.6745e+00 +9.6625e-01 +2.5600e+00 +5.8994e-01 -2.6101e+00 -1.3671e-01 -3.1488e+00 -3.9475e+00 -2.5780e+00 +1.2278e+00 +2.1244e+00 +5.0069e-01 +2.5526e+00 +2.5172e+00
5501 +2.156332390e+01 +2.156332390e+01 -9.784366761e+02 -9.784366761e+02 +2.3328e+00 -1.0306e+00 +1.2832e+00 +2.9901e+00 -4.6876e+00 +1.0758e+00 -2.4096e+00 +3.5593e+00 +5.3156e+00 -2.0342e+00 -3.3067e+00 +3.3666e+00 -3.2470e+00 -7.5001e-01 -1.4760e+00 -2.1568e+00 +6.6671e-01 +1.9937e+00 +2.6038e+00 +3.2212e+00
6624 +1.496532306e+01 +1.496532306e+01 -9.850346769e+02 -9.850346769e+02 +6.7815e-01 -1.5506e+00 +1.9562e+00 +4.0193e+00 -3.9653e+00 +1.8082e+00 -1.2668e+00 +2.9569e+00 +5.2144e+00 -1.5271e+00 -1.9682e+00 +2.5919e+00 -2.0236e+00 -3.7877e+00 -2.3930e+00 -7.1541e-01 +2.9257e+00 +3.5487e+00 +3.1735e+00 +4.2968e+00
6913 +7.679921266e+00 +7.679921266e+00 -9.923200787e+02 -9.923200787e+02 +1.7987e+00 -3.2695e+00 +1.8297e+00 +1.7018e+00 -3.0147e+00 +1.0663e+00 -1.5878e+00 +3.5067e+00 +4.5239e+00 -8.9303e-02 -2.7722e+00 +2.1786e+00 -2.8847e+00 -3.0322e+00 -1.6814e+00 -8.2016e-01 +3.5444e+00 +3.9800e+00 +3.2240e+00 +2.5051e+00
8703 +6.080679951e+00 +6.080679951e+00 -9.939193200e+02 -9.939193200e+02 +2.2804e+00 -1.8059e+00 +1.3836e+00 +3.5961e+00 -3.0147e+00 +1.0663e+00 -1.5878e+00 +3.8107e+00 +4.5239e+00 -4.9784e-01 -2.7722e+00 +1.9983e+00 -2.7482e+00 -3.0322e+00 -6.2970e-01 -7.6265e-01 +3.5444e+00 +3.9800e+00 +3.4877e+00 +2.5051e+00
9124 +3.251536811e+00 +3.251536811e+00 -9.967484632e+02 -9.967484632e+02 +2.2329e+00 -1.6626e+00 +1.6247e+00 +3.2988e+00 -4.4819e+00 +4.8739e-01 -1.9904e+00 +2.9683e+00 +4.6175e+00 -2.0093e-01 -3.3938e+00 +2.2794e+00 -3.7704e+00 -3.4795e+00 -8.2153e-01 +2.3627e-01 +2.2240e+00 +3.3927e+00 +2.9668e+00 +2.1923e+00
10025 +2.141908521e+00 +2.141908521e+00 -9.978580915e+02 -9.978580915e+02 +1.7664e+00 -1.6449e+00 +1.4646e+00 +3.5584e+00 -3.7348e+00 +4.8801e-02 -2.1028e+00 +4.0954e+00 +3.5064e+00 -7.4211e-01 -3.3875e+00 +1.8576e+00 -2.7048e+00 -1.9371e+00 -3.9314e-01 -8.5189e-01 +3.6702e+00 +3.7046e+00 +4.4969e+00 +2.7947e+00
13363 +1.507325836e+00 +1.507325836e+00 -9.984926742e+02 -9.984926742e+02 +1.8216e+00 -1.7246e+00 +7.4620e-01 +3.8046e+00 -4.3665e+00 +5.1932e-01 -2.2905e+00 +3.7839e+00 +4.1567e+00 -7.5313e-01 -3.0657e+00 +2.0431e+00 -3.0530e+00 -2.3382e+00 -7.2635e-01 -2.2175e-01 +3.4366e+00 +3.8214e+00 +4.4122e+00 +2.1949e+00
16005 +7.968369166e-01 +7.968369166e-01 -9.992031631e+02 -9.992031631e+02 +1.7085e+00 -1.7458e+00 +1.2689e+00 +3.7421e+00 -4.6259e+00 +5.5085e-01 -1.8617e+00 +3.3336e+00 +4.1461e+00 -1.0303e+00 -3.3731e+00 +2.1241e+00 -3.0156e+00 -2.4289e+00 -9.9762e-01 -1.2909e-01 +3.1004e+00 +3.7259e+00 +3.9408e+00 +2.7592e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.649847766e+01 +8.649847766e+01 +1.086498478e+03 +1.086498478e+03 +4.1322e+00 -4.6764e+00 +4.0926e+00 +2.5719e-01 +6.1147e-02 -2.5651e+00 +1.3486e+00 +4.0492e+00 +4.9819e+00 +4.1365e+00 -1.9694e-01 +3.0776e+00 +3.2168e+00 +1.2507e+00 +3.6556e-01 -1.3804e+00 +4.2026e+00 +4.1947e+00 +3.1858e+00 +4.8367e+00
