% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.364227770e+03 +2.364227770e+03 +1.902137770e+03 +1.902137770e+03 +4.4435e+00 -4.3547e+00 +4.9662e+00 +1.6833e-01 +8.8748e-01 +3.7959e+00 +3.5193e+00 -4.6206e+00 +4.1026e+00 -1.5764e+00 +3.1509e+00 +1.1433e-01 -1.7012e+00 +3.5702e-01 +2.9469e+00 -1.6580e+00 -4.1984e+00 +4.3565e+00 +2.3892e+00 +2.3396e+00
2 +1.414126877e+03 +1.414126877e+03 +9.520368768e+02 +9.520368768e+02 -4.7152e+00 -4.8778e+00 -1.1082e+00 +4.5203e-01 -3.7164e+00 +4.5940e+00 +1.7976e-01 +2.4751e+00 -3.9174e+00 -4.1887e+00 +2.6591e+00 -1.5868e+00 +2.2379e+00 +1.6329e+00 +3.4269e-01 -4.8987e+00 -4.0299e+00 -9.8903e-01 -1.3683e+00 -1.9144e+00
16 +7.902214445e+02 +7.902214445e+02 +3.281314445e+02 +3.281314445e+02 -4.5382e-01 -3.1877e+00 -2.9354e+00 +3.5833e+00 -1.8481e-01 +2.1921e+00 +8.1102e-01 -4.5059e+00 +3.5914e+00 -1.2778e+00 -1.0852e-01 +4.1711e-01 +9.1793e-01 +3.6295e-01 -1.0170e+00 -2.7103e+00 -1.4313e+00 +1.9785e-02 -1.9667e+00 +2.9581e+00
117 +6.032364091e+02 +6.032364091e+02 +1.411464091e+02 +1.411464091e+02 -1.7346e+00 -1.5718e+00 +2.1340e+00 +3.1100e+00 +2.3653e+00 +6.6242e-01 +5.0000e+00 -6.8030e-01 +3.3970e+00 +3.3612e+00 -3.3322e+00 -3.2050e+00 -1.5463e+00 -1.5065e+00 -1.8800e+00 +1.1345e-01 -2.0045e+00 +2.0737e+00 -1.2099e+00 +8.3575e-01
215 +3.925162061e+02 +3.925162061e+02 -6.957379394e+01 -6.957379394e+01 -2.6533e+00 +2.4263e+00 +2.9071e+00 +4.6248e+00 +8.6567e-01 +3.2284e+00 +1.3480e+00 +2.6445e+00 -7.3493e-01 +1.7562e+00 +6.4920e-02 -4.8108e+00 +2.8774e+00 -2.0931e+00 -2.5965e+00 -9.4581e-01 +5.0257e-01 +3.9788e+00 -2.1523e+00 +1.1751e+00
791 +2.470190418e+02 +2.470190418e+02 -2.150709582e+02 -2.150709582e+02 -4.5745e+00 +4.3689e+00 -3.2715e-01 +6.7154e-01 +1.9620e+00 +1.3179e+00 +1.9344e+00 +4.5297e+00 +1.3588e+00 -6.3363e-01 -2.1037e+00 -4.9230e+00 -9.7620e-02 -1.7660e+00 -7.4203e-01 -3.8830e+00 -2.9864e+00 +3.3046e+00 -3.3804e+00 +2.5079e+00
2628 +1.507288975e+02 +1.507288975e+02 -3.113611025e+02 -3.113611025e+02 -2.2372e+00 +4.8677e+00 +3.0338e+00 +2.3331e+00 +1.6500e+00 +4.0258e+00 +3.1174e+00 +2.2474e+00 +1.7998e+00 +6.3689e-01 -1.1254e+00 -4.8070e+00 -1.1571e-01 -2.8682e+00 -2.2718e+00 -3.8611e+00 +3.1925e-01 +3.2609e+00 -2.1139e+00 +1.1903e+00
5408 +9.499274635e+01 +9.499274635e+01 -3.670972536e+02 -3.670972536e+02 -2.5223e+00 +4.8857e+00 +1.4166e+00 +2.1164e+00 +1.4229e+00 +3.5010e+00 +1.8365e+00 +2.5203e+00 +1.1315e+00 +6.6693e-01 -1.1020e+00 -4.8356e+00 +3.9844e-01 -2.8725e+00 -1.8198e+00 -3.4349e+00 -7.0770e-01 +3.0214e+00 -2.0941e+00 +1.1391e+00
9523 +6.219636692e+01 +6.219636692e+01 -3.998936331e+02 -3.998936331e+02 -2.3309e+00 +4.8984e+00 +2.2174e+00 +2.4832e+00 +1.4297e+00 +3.5432e+00 +1.7450e+00 +2.5290e+00 +1.1124e+00 +6.1589e-01 -1.0624e+00 -4.8396e+00 +3.7639e-01 -2.9474e+00 -1.8547e+00 -3.5208e+00 -7.3115e-01 +2.9659e+00 -2.1851e+00 +1.1593e+00
15266 +3.870259615e+01 +3.870259615e+01 -4.233874038e+02 -4.233874038e+02 -2.3575e+00 +4.9491e+00 +2.2228e+00 +2.4864e+00 +1.4632e+00 +3.6181e+00 +1.7496e+00 +2.5930e+00 +1.1429e+00 +6.2773e-01 -2.2071e+00 -4.8069e+00 +3.7902e-01 -2.9621e+00 -1.8035e+00 -3.4510e+00 -3.7464e-01 +2.9592e+00 -3.1490e+00 +1.1211e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.532167424e+03 +1.532167424e+03 +1.609827424e+03 +1.609827424e+03 -1.0590e+00 +1.1498e+00 +4.4888e+00 -1.2884e+00 -1.0268e-01 +2.9211e+00 +1.3264e+00 +1.5671e+00 +1.4705e+00 +2.2216e+00 +1.0413e+00 +4.9707e+00 +6.4558e-01 -3.3413e+00 +1.5164e+00 -6.1138e-01 +1.6946e+00 -1.1661e+00 -2.3627e+00 -6.3106e-01
44 +9.591809110e+02 +9.591809110e+02 +1.036840911e+03 +1.036840911e+03 -5.3963e-01 +1.3288e-01 -2.0929e+00 -2.6357e+00 +4.5552e+00 +3.7525e+00 -3.9252e+00 +5.0000e+00 +2.4546e+00 -3.3829e+00 +3.1006e+00 -3.5523e-01 +2.5876e+00 +1.5615e+00 -1.4275e+00 -2.0242e+00 +2.6480e+00 -8.8359e-01 +1.2271e+00 -2.0128e+00
122 +6.215347986e+02 +6.215347986e+02 +6.991947986e+02 +6.991947986e+02 +3.1532e+00 +3.2124e+00 -7.0857e-01 +3.0210e+00 -3.1154e-01 -2.3027e-01 +1.2252e+00 -8.9536e-01 +2.2488e-01 -3.2285e+00 +4.2058e+00 +1.1823e+00 +5.0000e+00 -1.2800e+00 -1.8798e+00 -1.6735e+00 +2.8546e-01 -3.4288e+00 +5.0000e+00 -4.3590e+00
272 +3.874777687e+02 +3.874777687e+02 +4.651377687e+02 +4.651377687e+02 +1.6356e-01 +4.5798e+00 +1.7895e-01 +2.8000e+00 +2.1275e+00 -7.6844e-01 +1.9031e+00 -3.3021e+00 +4.4167e-01 -3.4782e+00 +3.3333e-01 +1.4799e-01 +2.6531e-01 -2.0370e+00 -1.2035e+00 -8.0553e-01 +1.0702e+00 -2.7393e+00 +2.3385e+00 -3.2370e+00
1382 +2.477299932e+02 +2.477299932e+02 +3.253899932e+02 +3.253899932e+02 +2.4909e+00 -8.6811e-01 -7.3866e-01 +2.6257e+00 -3.0118e-01 -2.5195e+00 -1.8000e+00 -3.9977e-01 -1.6767e+00 -3.7079e+00 +3.5892e+00 +1.3794e+00 +1.1986e+00 -1.7082e+00 -4.9039e+00 +8.1883e-01 +2.0178e-01 -2.4474e+00 +3.0536e+00 -2.6463e+00
3507 +1.441939483e+02 +1.441939483e+02 +2.218539483e+02 +2.218539483e+02 +2.6184e+00 -2.3602e+00 -2.9834e+00 +4.2153e+00 -2.3734e+00 -1.8975e+00 +1.8912e+00 -2.5425e+00 -4.6086e-01 -3.5238e+00 +4.0189e+00 +7.2310e-01 -1.0258e+00 -1.5737e+00 -4.9121e+00 +4.7135e-01 -6.4869e-01 -2.6721e+00 +2.4727e+00 -2.8089e+00
9668 +9.454391053e+01 +9.454391053e+01 +1.722039105e+02 +1.722039105e+02 +2.2094e+00 -2.4731e+00 -2.9788e+00 +4.2326e+00 -2.5501e+00 -1.9028e+00 -1.4999e-01 -1.8093e+00 +7.9001e-01 -3.3059e+00 +3.9938e+00 -3.1490e-01 -6.6323e-01 -1.6035e+00 -4.9098e+00 +4.9294e-01 -6.4326e-01 -2.7688e+00 +2.5014e+00 -2.8193e+00
18777 +6.276744693e+01 +6.276744693e+01 +1.404274469e+02 +1.404274469e+02 +2.3304e+00 -2.6774e+00 -2.9362e+00 +4.2299e+00 -2.4782e+00 -1.8983e+00 +5.7086e-01 -1.0878e+00 +7.4863e-01 -3.2953e+00 +3.9916e+00 -3.6855e-01 -1.6093e-01 -1.5839e+00 -4.9392e+00 +5.0528e-01 -6.6997e-01 -2.7636e+00 +2.4434e+00 -2.8207e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.328473523e+03 +1.328473523e+03 +1.444153523e+03 +1.444153523e+03 -1.7028e-01 +3.7750e+00 -4.8522e+00 -4.5595e+00 +1.1065e+00 +4.6801e+00 +1.8700e+00 -1.3793e+00 -2.6768e+00 -9.8320e-01 +3.1736e+00 +1.1720e+00 -2.0877e+00 -1.7262e+00 -2.4308e+00 -1.2405e-01 -1.7303e+00 -8.6614e-01 -2.7387e+00 +2.2801e-01
13 +8.765528165e+02 +8.765528165e+02 +9.922328165e+02 +9.922328165e+02 +4.1612e+00 -3.1450e+00 -3.4474e+00 -3.3787e+00 +3.5972e+00 +8.0913e-01 +2.2117e+00 -3.4875e+00 -2.7930e+00 -1.8656e+00 +4.5250e+00 -3.9836e+00 -4.3839e+00 -6.0463e-01 -1.5475e+00 -1.1429e+00 -3.0377e-01 +2.4266e+00 +4.9851e+00 -4.0260e+00
132 +5.719524776e+02 +5.719524776e+02 +6.876324776e+02 +6.876324776e+02 +3.8909e+00 -3.8460e+00 -2.5635e+00 -1.8412e+00 +3.7141e-02 -2.8700e+00 -3.4907e+00 +9.1926e-02 -5.0000e+00 -1.2632e+00 +5.0000e+00 -5.0000e+00 -4.2913e+00 -4.8020e-01 -8.6388e-01 +2.3267e+00 -1.3331e+00 -1.3567e-01 +1.8524e+00 -2.0104e+00
286 +3.696080760e+02 +3.696080760e+02 +4.852880760e+02 +4.852880760e+02 +7.8210e-02 -1.1460e+00 -1.0154e-01 +2.1520e+00 -3.2975e+00 -1.9000e+00 -4.2895e+00 -2.4398e+00 -4.8132e+00 -3.9047e+00 +3.5302e+00 -2.0542e+00 -3.9042e+00 +1.9607e+00 +1.5927e-01 -2.4310e-01 -2.8331e-01 +3.5414e+00 +3.0262e+00 -1.7090e+00
706 +2.475376890e+02 +2.475376890e+02 +3.632176890e+02 +3.632176890e+02 +2.1605e+00 -7.1891e-01 -8.2169e-01 +3.1002e+00 -2.1020e+00 -3.0662e+00 -3.8125e+00 -1.9176e-01 -4.4976e+00 +4.3690e-01 +4.6917e+00 -1.5410e+00 -4.3105e+00 -6.2308e-01 -1.7648e+00 -3.0841e-01 -5.5194e-01 +3.0376e+00 +4.4515e+00 -1.8965e-01
1975 +1.520959343e+02 +1.520959343e+02 +2.677759343e+02 +2.677759343e+02 +3.0164e+00 -9.8796e-01 -7.7380e-01 +3.9818e+00 -1.3271e+00 -3.1945e+00 -3.5316e+00 +2.3737e+00 -4.7215e+00 -2.0089e+00 +3.9110e+00 -1.4872e+00 -4.6845e+00 +3.8411e-01 -1.1501e+00 +1.4053e-01 -4.6174e-01 +2.8194e+00 +3.7766e+00 -3.2585e-01
3906 +9.143492641e+01 +9.143492641e+01 +2.071149264e+02 +2.071149264e+02 +0.0000e+00 +5.6892e-01 -7.1700e-01 +3.7741e+00 -2.0197e+00 -3.2437e+00 -3.5746e+00 +1.6129e+00 -4.6557e+00 -1.7895e+00 +3.8150e+00 -2.2708e+00 -4.6870e+00 +2.1153e-01 -1.1423e+00 +1.0755e-01 -3.9314e-01 +3.8320e+00 +3.7657e+00 -1.2226e+00
5832 +6.267927103e+01 +6.267927103e+01 +1.783592710e+02 +1.783592710e+02 -1.9785e+00 -8.5900e-02 -7.5974e-01 +3.7488e+00 -1.9918e+00 -3.2493e+00 -3.5505e+00 +1.6649e+00 -4.6468e+00 -1.8668e+00 +3.8119e+00 -2.3692e+00 -4.6782e+00 +2.6349e-01 -1.1609e+00 +1.4187e-01 -4.3981e-01 +3.8405e+00 +3.8168e+00 -1.1886e+00
8961 +3.859980013e+01 +3.859980013e+01 +1.542798001e+02 +1.542798001e+02 -2.2322e+00 -1.9040e+00 -7.1923e-01 +3.9785e+00 -2.7282e+00 -3.2938e+00 -3.5342e+00 +1.6622e+00 -4.5818e+00 -1.8907e+00 +3.7862e+00 -2.8375e+00 -4.6573e+00 +2.7226e-01 -1.1450e+00 +1.3488e-01 -4.3102e-01 +3.8685e+00 +3.8070e+00 -1.2050e+00
13430 +2.455203467e+01 +2.455203467e+01 +1.402320347e+02 +1.402320347e+02 -2.1566e+00 -1.9773e+00 -6.7990e-01 +4.0060e+00 -2.7467e+00 -3.2938e+00 -3.5244e+00 +1.6342e+00 -4.5965e+00 -1.9488e+00 +3.7887e+00 -2.3095e+00 -4.3457e+00 +1.6909e-01 -1.1365e+00 +1.1268e-01 -4.6581e-01 +3.8340e+00 +3.8437e+00 -1.2259e+00
18468 +1.583732215e+01 +1.583732215e+01 +1.315173221e+02 +1.315173221e+02 -2.1673e+00 -1.9523e+00 -6.7659e-01 +3.9985e+00 -2.7577e+00 -3.2789e+00 -3.5706e+00 +1.6519e+00 -4.5862e+00 -1.9554e+00 +3.7939e+00 -2.2783e+00 -3.3625e+00 +2.4264e-01 -1.1438e+00 +9.6890e-02 -4.4461e-01 +3.8590e+00 +3.8359e+00 -9.0762e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.043229831e+03 +1.043229831e+03 +1.039519831e+03 +1.039519831e+03 +2.8500e+00 +4.8406e+00 -2.6075e-01 -3.6638e+00 +1.9213e+00 +4.4039e+00 -1.8778e+00 -4.5381e+00 +2.7627e+00 -3.1011e+00 -8.0821e-01 +3.7832e+00 -2.7030e+00 +7.9455e-01 +1.3312e+00 -1.4199e+00 +1.4458e+00 -3.0480e+00 +3.5242e+00 -2.1860e+00
3 +7.986299716e+02 +7.986299716e+02 +7.949199716e+02 +7.949199716e+02 +1.7426e+00 -2.7252e+00 +4.0343e+00 -1.9655e+00 -1.9452e+00 -4.5434e+00 +1.3692e+00 +1.3722e+00 -3.5351e-01 +3.2321e+00 +3.1937e+00 -2.7358e-01 -1.6610e+00 -4.5953e+00 -3.8561e+00 -4.3829e+00 +2.1951e-01 +2.2205e+00 +2.8871e+00 -2.7187e+00
129 +5.590382048e+02 +5.590382048e+02 +5.553282048e+02 +5.553282048e+02 +4.4491e+00 +2.7824e+00 +4.8081e+00 -2.6763e-01 +1.6625e+00 +2.9170e+00 -1.8988e+00 +2.0704e+00 -4.3585e+00 +4.2462e+00 +3.3236e+00 +1.5499e+00 +3.5558e-01 -4.9374e+00 +0.0000e+00 -1.4038e+00 +1.1896e+00 +1.7826e+00 +1.6410e+00 -4.6043e+00
292 +3.719785646e+02 +3.719785646e+02 +3.682685646e+02 +3.682685646e+02 +4.8443e+00 +1.4929e+00 +5.0000e+00 -1.3963e+00 +1.7112e+00 +4.6710e-01 -1.3084e+00 -4.8915e-01 -3.5861e+00 +2.0658e+00 +3.8821e+00 +3.3536e+00 +5.0000e+00 -4.9349e+00 +1.2760e-01 -2.7020e+00 +1.1616e-01 +2.1952e+00 +3.1911e+00 -2.7832e+00
1019 +2.510479118e+02 +2.510479118e+02 +2.473379118e+02 +2.473379118e+02 +4.9781e+00 -2.4481e-01 +4.2063e+00 +3.2972e+00 +2.0474e+00 +2.9125e+00 +8.9592e-01 -8.5901e-01 -2.2300e+00 +2.4325e+00 +2.2411e+00 +9.1004e-01 +4.9698e+00 -3.9592e+00 +1.1493e+00 -3.9554e+00 +3.6581e-01 +1.5089e+00 +3.7443e+00 -2.6865e+00
2094 +1.546990647e+02 +1.546990647e+02 +1.509890647e+02 +1.509890647e+02 +2.3710e+00 +1.1212e+00 +4.4120e+00 +2.3440e+00 +3.1398e+00 +3.7110e+00 +1.5944e+00 -7.9034e-01 -2.4738e+00 +1.0906e+00 +2.7465e+00 +1.5722e+00 +4.9192e+00 -1.8568e+00 +1.6313e+00 -3.3029e+00 +2.3545e+00 +2.3409e+00 +3.9678e+00 -3.5140e+00
5020 +9.903485709e+01 +9.903485709e+01 +9.532485709e+01 +9.532485709e+01 +2.1464e+00 +1.1180e+00 +4.3962e+00 +2.4692e+00 +3.2096e+00 +3.6831e+00 +1.6941e+00 -8.2892e-01 -2.3095e+00 +6.9746e-01 +2.7050e+00 +1.6058e+00 +4.8536e+00 -1.7010e+00 +1.4340e+00 -3.2391e+00 +2.3442e+00 +2.3601e+00 +3.9414e+00 -3.5337e+00
8843 +6.143980855e+01 +6.143980855e+01 +5.772980855e+01 +5.772980855e+01 +2.1171e+00 +5.5669e-01 +4.2276e+00 +2.4394e+00 +3.1646e+00 +3.6656e+00 +8.7278e-01 -1.2168e+00 -2.2999e+00 +6.9780e-01 +4.3035e+00 +1.5895e+00 +4.8834e+00 -1.7006e+00 +1.4225e+00 -3.2299e+00 +2.3691e+00 +2.3482e+00 +3.9428e+00 -3.4895e+00
17646 +3.976933371e+01 +3.976933371e+01 +3.605933371e+01 +3.605933371e+01 +2.1274e+00 -2.3005e+00 +4.1780e+00 +2.3832e+00 +3.1541e+00 +3.6662e+00 +8.4717e-01 -1.3598e+00 -2.3360e+00 +6.7066e-01 +3.7507e+00 +1.5800e+00 +4.8773e+00 -1.7331e+00 +1.4382e+00 -3.2708e+00 +2.3854e+00 +2.3291e+00 +3.9551e+00 -3.5234e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.351300192e+03 +3.351300192e+03 +3.483480192e+03 +3.483480192e+03 +4.4362e+00 -1.7207e-01 -1.4493e+00 +2.2059e-01 -4.6731e+00 +3.6532e+00 +1.2498e+00 -4.8823e+00 -2.4396e+00 +3.5541e+00 +4.9972e+00 +1.4194e+00 +3.1217e+00 -3.6901e+00 -2.6581e+00 -1.8867e+00 +4.9707e+00 +4.8726e+00 +4.7462e+00 -1.3911e+00
2 +1.247764743e+03 +1.247764743e+03 +1.379944743e+03 +1.379944743e+03 -3.0938e+00 +1.2236e+00 +6.0767e-01 +2.7534e+00 -1.8341e+00 -6.4091e-01 +1.1871e+00 +4.7494e+00 +2.4587e+00 +1.1033e-01 -3.3261e+00 -5.3711e-01 -1.4140e+00 -2.8723e+00 -2.6234e+00 -1.6307e+00 +1.7270e+00 -1.2517e+00 +1.2378e+00 -3.6249e+00
17 +6.928826405e+02 +6.928826405e+02 +8.250626405e+02 +8.250626405e+02 +2.7920e+00 +2.0192e+00 -3.3851e+00 -3.0096e+00 +8.9714e-01 -1.2636e+00 -2.5639e+00 +2.6849e+00 -2.8512e+00 -7.1785e-01 +3.9512e-01 -2.0720e+00 +6.1505e-01 +3.7623e+00 -3.3075e+00 +2.5690e+00 +4.5071e+00 +1.3878e+00 -2.2788e+00 +2.2861e+00
44 +5.492999896e+02 +5.492999896e+02 +6.814799896e+02 +6.814799896e+02 +2.4197e+00 +1.0524e+00 +5.4331e-01 -1.7288e+00 +2.3473e+00 +1.7888e-01 -2.9663e+00 +3.5874e+00 -3.1278e-01 -2.1335e+00 -2.0113e+00 -6.0811e-01 -2.9069e+00 +1.7236e+00 -4.6679e+00 +2.0694e+00 +8.0031e-01 +1.4969e+00 -2.8639e+00 +2.7766e+00
297 +3.807371167e+02 +3.807371167e+02 +5.129171167e+02 +5.129171167e+02 -1.1338e+00 -4.6102e-01 +2.6459e+00 -2.7089e+00 -1.8061e+00 +1.6836e+00 -4.2978e+00 +3.4949e+00 +3.9996e+00 -3.1508e+00 -1.4021e+00 +2.4320e+00 -2.9158e+00 +9.8158e-01 -4.9039e+00 +2.3096e+00 +2.5542e+00 +1.1691e+00 -3.3312e+00 +7.1375e-01
641 +2.489966264e+02 +2.489966264e+02 +3.811766264e+02 +3.811766264e+02 -2.9582e+00 -1.4581e+00 -2.3312e+00 -2.8960e+00 -1.6617e+00 -9.6982e-01 -3.0950e+00 +1.5051e+00 +2.8822e+00 -1.1165e+00 +1.2301e+00 +2.3771e+00 +8.8640e-01 +3.8121e+00 -4.8237e+00 +2.0052e+00 +2.0864e+00 +3.4310e+00 -1.4263e-01 +9.9140e-01
2451 +1.353233703e+02 +1.353233703e+02 +2.675033703e+02 +2.675033703e+02 -3.8365e+00 +1.5079e+00 -2.2016e-01 -3.5243e+00 -9.3175e-01 -1.1845e+00 -3.0445e+00 +1.2164e+00 +2.2276e+00 -2.5290e-01 +1.3574e+00 +3.5407e+00 -1.1700e-02 +2.9027e+00 -4.8278e+00 +3.6889e+00 +1.8931e+00 +3.8670e+00 -1.0375e+00 +1.0094e+00
4711 +9.913373030e+01 +9.913373030e+01 +2.313137303e+02 +2.313137303e+02 -3.8432e+00 +1.4878e+00 -1.4210e-01 -3.4764e+00 -1.0070e+00 -1.0810e+00 -2.9626e+00 +8.9911e-02 +1.5289e+00 -1.2022e-01 +1.3706e+00 +2.9795e+00 +3.0309e-01 +2.8616e+00 -4.8229e+00 +2.7793e+00 +2.0253e+00 +3.7596e+00 -5.9238e-01 +1.1650e+00
