% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.096688961e+06 +2.096688961e+06 +2.096765231e+06 +2.096765231e+06 -2.1854e+00 +2.1036e+00 -1.8728e-01 +3.9981e+00 -4.8114e+00 +1.1381e+00 +2.1409e+00 +4.3468e+00 +1.0742e+00 +3.1773e+00 -1.4597e+00 +3.0003e+00 -1.3408e+00 -9.6130e-01 +4.9331e+00 -4.4211e+00 -2.3275e+00 -1.8088e+00 +1.6671e+00 +1.8567e+00
2 +1.192769765e+05 +1.192769765e+05 +1.193532465e+05 +1.193532465e+05 -3.6509e+00 -2.6803e+00 -6.2714e-01 +2.2421e+00 -1.1523e+00 +4.9139e+00 -8.8127e-01 -4.7739e+00 -2.6248e+00 +3.7997e+00 -1.8916e+00 +2.1422e+00 -4.4116e+00 +3.6925e+00 -2.5296e+00 -2.6078e+00 -1.8467e+00 -4.3627e+00 -3.0291e+00 -1.1862e+00
12 +2.174841201e+03 +2.174841201e+03 +2.251111201e+03 +2.251111201e+03 +3.4242e-03 +4.3382e+00 -4.9319e+00 -2.9779e+00 +9.3217e-01 -6.2432e-01 +1.0766e+00 +3.4124e-02 -3.8091e+00 +4.3621e-01 -4.2590e+00 +3.7338e-01 -3.7829e+00 +7.4371e-01 -2.1828e+00 +2.5535e+00 -1.8612e+00 -2.3029e+00 +1.1724e+00 +1.8658e+00
51 +1.175668330e+03 +1.175668330e+03 +1.251938330e+03 +1.251938330e+03 +2.2795e+00 -2.4946e+00 -3.6621e+00 +4.4540e+00 -3.7635e+00 +1.1933e+00 +2.1432e-01 -1.2529e+00 -1.1177e+00 +4.8505e+00 -2.9509e-01 -1.9052e-01 -2.0104e+00 +1.6885e+00 +3.6404e+00 +3.8166e+00 +2.1687e+00 +3.9275e+00 -3.3229e+00 +3.3189e+00
173 +3.431096534e+02 +3.431096534e+02 +4.193796534e+02 +4.193796534e+02 +4.0708e+00 -2.5797e+00 -4.6699e+00 +2.3216e-01 +4.7154e+00 +2.6785e+00 -4.3464e+00 -1.6406e+00 -3.5518e+00 +3.4623e+00 +3.5726e+00 -6.7826e-02 -3.7543e+00 +8.7422e-01 +2.1310e+00 +1.5078e+00 -3.8109e+00 +4.8882e+00 -4.6986e+00 -2.4593e+00
966 +2.440461692e+02 +2.440461692e+02 +3.203161692e+02 +3.203161692e+02 +3.3523e+00 +9.7851e-01 -4.9468e+00 +2.9880e+00 +2.0604e+00 -2.5740e+00 -4.2267e+00 -4.0684e+00 -1.9205e+00 +1.0802e+00 +1.3012e+00 -6.5594e-02 -1.2717e+00 -1.4908e+00 -4.0671e+00 -4.4645e+00 -2.4808e+00 -4.1606e-01 -4.6812e+00 +2.0503e-02
3286 +1.464352965e+02 +1.464352965e+02 +2.227052965e+02 +2.227052965e+02 -1.2771e+00 +1.1896e+00 -3.3584e+00 +1.6765e+00 -2.9659e+00 +1.1795e+00 +2.6750e-02 -3.7258e+00 -4.4746e-01 +1.5732e+00 +1.7094e+00 -9.1477e-01 -2.1103e-01 +1.3391e-01 -3.4271e+00 -1.1494e+00 -2.0559e+00 +1.8612e+00 -3.2430e+00 +3.8257e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.941514794e+06 +2.941514794e+06 +2.941492244e+06 +2.941492244e+06 +3.3119e+00 -3.8069e+00 -1.8764e+00 +9.6741e-01 -4.4279e+00 -9.5350e-01 +4.2466e+00 +3.6570e+00 -4.7657e+00 -4.5186e-01 +1.4939e-02 -1.2779e+00 +7.9820e-01 -9.6401e-01 -6.2498e-01 -1.5504e+00 +4.1480e+00 +1.0451e+00 +1.9206e-02 -1.8355e-01
2 +5.434760691e+05 +5.434760691e+05 +5.434535191e+05 +5.434535191e+05 +2.2573e+00 +4.9148e+00 +3.6049e+00 +1.7422e+00 +7.3678e-01 +4.6704e+00 +2.6603e+00 +3.5611e+00 +5.6214e-01 -2.4168e+00 +1.5977e+00 -3.8785e+00 +2.6417e+00 -9.4556e-01 +1.1850e-01 -1.9830e+00 -1.2987e+00 +1.1778e+00 +8.1804e-01 -7.2924e-01
5 +3.476120986e+05 +3.476120986e+05 +3.475895486e+05 +3.475895486e+05 -1.0596e+00 -2.4921e+00 -6.0844e-01 +3.9451e-01 +6.9018e-01 +9.2270e-01 +4.8357e+00 -2.0017e-01 +4.8511e+00 -1.3152e+00 -2.7867e+00 +4.7802e+00 -2.0605e+00 +4.3898e+00 -2.7325e-01 +2.0767e+00 -1.4465e+00 +2.2525e+00 -3.2935e+00 +1.6299e+00
30 +7.806616346e+04 +7.806616346e+04 +7.804361346e+04 +7.804361346e+04 +3.6828e+00 -1.6707e+00 +9.4426e-02 +2.4139e+00 -1.7510e+00 -4.0026e+00 -1.5466e+00 +3.1706e+00 +3.9616e+00 +1.5621e+00 +2.6320e-01 -3.3437e+00 -7.6556e-02 +4.5838e+00 -4.2091e+00 -1.2280e+00 -4.6188e+00 -7.6298e-01 -3.3896e+00 +7.6658e-01
36 +2.814532101e+04 +2.814532101e+04 +2.812277101e+04 +2.812277101e+04 -6.1754e-02 +7.5128e-01 +4.7100e+00 +1.3763e+00 +1.2158e+00 -1.7102e+00 +4.3348e+00 -2.0426e+00 +2.9241e+00 -3.2075e+00 +2.7781e+00 +2.1638e+00 +2.3560e+00 +4.9425e+00 +1.2297e+00 +3.0971e+00 +3.6711e+00 +4.5352e+00 -4.9150e+00 -3.3731e+00
39 +5.008058004e+03 +5.008058004e+03 +4.985508004e+03 +4.985508004e+03 -1.0802e+00 +2.8828e+00 -2.6506e+00 -8.8638e-01 -3.9877e-01 +4.9036e+00 +1.8545e+00 +4.1957e+00 +2.5822e+00 -6.7208e-01 -2.1883e+00 -1.0341e+00 -1.3066e+00 -1.6641e+00 -1.4287e+00 -3.6825e-01 +3.8011e+00 -4.3873e+00 +4.1602e+00 +3.3293e+00
178 +2.869364640e+03 +2.869364640e+03 +2.846814640e+03 +2.846814640e+03 -3.8740e-01 -4.2102e-01 -3.8770e+00 -1.0008e+00 -8.3767e-01 +9.9711e-01 -4.9107e+00 -6.8446e-01 -3.6529e+00 +1.1423e+00 +2.5762e+00 +3.4050e+00 +4.8060e+00 +3.1980e+00 -4.5741e+00 -1.8397e+00 -4.9628e-03 +6.3995e-01 -6.8695e-01 -1.4312e+00
237 +8.302666444e+02 +8.302666444e+02 +8.077166444e+02 +8.077166444e+02 +2.3112e+00 -4.4123e+00 +1.1934e+00 +3.4037e-01 +4.8701e+00 -4.3319e+00 +1.9304e+00 +4.7027e+00 +3.7686e+00 +2.2241e+00 +1.0870e-01 +4.6167e+00 -1.0076e+00 +4.2847e+00 +1.0750e+00 -2.6312e+00 +1.4480e-01 -4.0101e+00 -1.2051e+00 +2.4483e+00
341 +3.425417168e+02 +3.425417168e+02 +3.199917168e+02 +3.199917168e+02 +2.2442e+00 +8.2679e-01 +2.0444e+00 -2.7928e-01 +6.3062e-01 -3.5073e+00 -1.1929e+00 +4.3057e+00 -4.5654e+00 -1.3829e+00 +1.4542e+00 -4.3949e+00 -6.6460e-01 +4.6416e-01 -2.9010e-01 -8.2698e-01 -7.1159e-01 -3.9639e+00 +4.9177e+00 -3.8898e+00
907 +2.356887541e+02 +2.356887541e+02 +2.131387541e+02 +2.131387541e+02 +8.2431e-01 +1.4392e+00 -7.7559e-01 -4.6837e+00 +1.5794e-01 +4.5180e+00 -3.7661e+00 -1.8290e+00 -1.4320e+00 +1.3519e-01 +2.5041e+00 -3.8627e+00 -3.4450e+00 -9.2750e-01 +4.2443e+00 -1.3596e+00 +5.9878e-01 -2.9901e+00 -2.1560e+00 -2.0540e+00
3109 +1.192282003e+02 +1.192282003e+02 +9.667820033e+01 +9.667820033e+01 +4.1567e+00 +3.4659e+00 +2.2473e+00 -1.2862e-01 +3.9063e+00 -4.8349e+00 +4.2393e+00 -3.0685e+00 -1.9527e+00 +3.9046e+00 -5.2839e-01 -1.1619e+00 +2.1741e+00 -1.4885e+00 -9.7701e-01 -8.2698e-01 -7.1158e-01 -3.8389e+00 +7.3081e-01 +1.8636e+00
13366 +8.980895079e+01 +8.980895079e+01 +6.725895079e+01 +6.725895079e+01 +2.2442e+00 +8.2679e-01 +2.2473e+00 -1.2862e-01 +3.9063e+00 -4.8349e+00 +4.2413e+00 +1.1378e+00 +3.6423e+00 -2.1765e+00 +3.0950e+00 -1.1619e+00 +2.1741e+00 -1.4885e+00 -9.6920e-01 +1.5717e+00 +1.2078e+00 -2.9068e+00 +7.3081e-01 +1.8636e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.850783121e+06 +7.850783121e+06 +7.850796781e+06 +7.850796781e+06 -4.2496e+00 -6.9564e-01 -4.3968e+00 +4.8049e+00 -2.1258e+00 -6.2732e-01 +2.1335e+00 +1.7131e+00 -2.9399e+00 -1.4021e+00 +2.2572e+00 +3.7017e+00 +2.0445e+00 +4.7669e+00 -1.9286e+00 +4.5323e+00 +2.2826e+00 -8.8050e-01 -4.7863e-01 -6.0521e-01
4 +3.031082149e+06 +3.031082149e+06 +3.031095809e+06 +3.031095809e+06 +3.1246e+00 -1.7973e+00 -4.0503e+00 +2.2145e+00 -3.4329e+00 -4.1003e+00 +9.6516e-01 -4.4690e+00 -2.3300e+00 +4.8433e+00 +7.0419e-01 -4.1706e+00 -4.5350e+00 -2.3610e-01 -3.7970e+00 +1.8703e+00 -1.0752e+00 -2.2336e+00 -1.0265e+00 +3.8410e+00
5 +2.452906128e+04 +2.452906128e+04 +2.454272128e+04 +2.454272128e+04 +3.3817e+00 -3.4805e+00 -1.0551e+00 +1.3556e+00 +4.5864e+00 -1.1015e-01 -2.5728e+00 +3.0347e+00 +3.8768e+00 +2.3310e+00 +1.3651e+00 +2.8340e+00 -1.2325e+00 +1.4970e+00 +1.8035e+00 +3.4605e+00 -1.8467e+00 -2.0231e+00 +1.3801e+00 -1.3288e+00
16 +1.764607172e+03 +1.764607172e+03 +1.778267172e+03 +1.778267172e+03 +4.9223e+00 +7.5677e-01 -1.1667e+00 +7.0564e-01 +5.9119e-01 +3.4761e+00 -2.5837e+00 +5.3791e-01 +3.3400e-01 +1.1689e+00 +4.2063e+00 +1.8448e+00 -3.0900e+00 +3.3746e-01 -9.7614e-01 +4.3753e+00 +8.3789e-01 -2.6611e+00 -2.6016e+00 -6.0668e-01
38 +1.310506821e+03 +1.310506821e+03 +1.324166821e+03 +1.324166821e+03 -3.0731e+00 -2.8617e-01 +2.2800e-01 +4.0587e+00 +4.3053e+00 +1.4796e-01 +2.5552e+00 +4.4062e+00 -3.9917e+00 -2.8938e+00 +3.6706e+00 +3.1702e-01 +6.0768e-01 +2.1690e+00 -2.2483e-01 -1.8241e+00 +1.1210e+00 +7.0088e-01 -2.3953e+00 -2.0833e+00
145 +5.137685535e+02 +5.137685535e+02 +5.274285535e+02 +5.274285535e+02 +1.3971e+00 -3.3049e+00 +4.9118e+00 +4.5567e-01 -3.3795e+00 -2.3405e+00 +1.7191e+00 +3.0893e+00 -4.0289e+00 +3.3907e+00 -8.0999e-01 +1.3814e+00 -2.9164e+00 -4.6990e+00 +7.9681e-01 -4.3572e+00 -1.5221e+00 +2.9358e-01 -2.9935e+00 -2.8907e+00
352 +2.513451358e+02 +2.513451358e+02 +2.650051358e+02 +2.650051358e+02 +1.0318e-01 -3.9316e-01 -3.3301e+00 +4.1945e+00 -3.8659e+00 -4.0765e+00 -4.9065e-01 -3.0483e+00 -4.6040e-01 -4.9635e+00 +3.6489e+00 +4.5073e+00 -3.2792e+00 -3.4915e+00 -2.1742e+00 +2.2813e+00 +8.7138e-01 -3.8916e+00 +9.5566e-01 -4.7857e+00
1202 +2.365745909e+02 +2.365745909e+02 +2.502345909e+02 +2.502345909e+02 +3.6739e+00 +5.6984e-01 -4.3644e+00 +1.4732e+00 +2.8006e-01 +3.3135e+00 +5.3812e-01 -3.9776e+00 +8.6705e-01 -1.7839e+00 +3.4796e+00 -2.6808e+00 +1.1996e+00 +4.6672e+00 -6.4022e-01 +4.3168e+00 -5.6490e+00 -8.2002e-01 +6.4368e-01 -6.7312e-01
9881 +1.520812620e+02 +1.520812620e+02 +1.657412620e+02 +1.657412620e+02 -3.8501e-03 -1.1779e-02 -2.8761e+00 -1.3017e+00 -1.4883e-01 +1.5941e-01 -2.5939e+00 -1.4664e+00 +1.8766e+00 -3.7243e+00 -4.5475e+00 +2.3991e+00 -1.0358e-01 -7.3458e-01 +2.7635e+00 -1.3862e+00 +1.1987e+00 -3.5066e+00 -7.6181e-01 +1.5715e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.933299307e+04 +1.933299307e+04 +2.027083307e+04 +2.027083307e+04 -2.5661e+00 -1.3555e+00 -4.5210e+00 -3.4727e+00 +2.7402e+00 +1.2377e+00 -4.4506e+00 -2.5995e+00 -3.4830e+00 -4.0297e+00 -1.5677e+00 +5.2877e-01 +5.3453e-01 -4.6464e+00 -1.3139e+00 -5.3700e-01 -1.1142e+00 +9.1515e-01 +1.7339e+00 -3.4375e+00
10 +1.273668659e+03 +1.273668659e+03 +2.211508659e+03 +2.211508659e+03 -2.0239e+00 +4.4098e+00 +2.7786e+00 +3.5199e+00 -4.9011e+00 +4.9970e+00 +2.7216e+00 +3.1631e+00 +1.6321e+00 -2.4830e+00 +1.7673e-01 -1.6477e+00 -2.6772e+00 +3.3513e+00 +7.2119e-01 -3.7063e+00 +2.7919e+00 -7.9616e-01 -4.4157e+00 +4.3854e+00
33 +9.062704762e+02 +9.062704762e+02 +1.844110476e+03 +1.844110476e+03 -4.2976e+00 -3.3804e+00 -2.1715e+00 +2.0819e+00 -3.0151e+00 -2.6109e+00 +4.4085e+00 +4.2946e+00 -9.2929e-01 -4.9954e-01 -3.1460e+00 -1.0126e+00 +1.8259e+00 -2.1645e+00 -7.7937e-01 +4.8335e+00 -2.5166e+00 -2.3001e+00 -1.6644e-01 +4.5149e+00
211 +3.026865049e+02 +3.026865049e+02 +1.240526505e+03 +1.240526505e+03 +3.9354e+00 +1.8078e+00 +4.8142e+00 -3.3830e-02 +4.6966e-01 -7.7176e-01 +6.8904e-01 -3.9691e+00 +2.0121e+00 +3.9027e+00 -4.5836e+00 +1.1331e+00 -7.9938e-01 +1.6645e+00 +9.0565e-01 +2.6855e+00 +3.8741e+00 -2.5070e+00 -4.6945e-01 +4.2433e+00
868 +2.400230543e+02 +2.400230543e+02 +1.177863054e+03 +1.177863054e+03 -2.2856e+00 -7.4076e-01 +4.2662e+00 +1.5057e-01 +6.2621e-01 -1.0756e+00 -1.6023e+00 +3.7520e+00 +2.8644e+00 -1.8567e+00 +1.5064e+00 -4.1259e+00 +2.4116e+00 -4.9435e-01 -2.1077e+00 +4.0431e+00 -7.7790e-01 +1.0825e+00 +1.5687e-01 +3.5590e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.188968196e+07 +4.188968196e+07 +4.188960324e+07 +4.188960324e+07 -3.1827e+00 -1.4605e+00 -4.1811e+00 -3.2349e+00 -3.7790e-01 +2.4976e+00 +4.1030e+00 +4.1132e+00 +2.4875e+00 -2.2700e+00 +9.8929e-01 +4.2610e+00 -1.1150e+00 +1.6679e+00 +2.9133e+00 +4.5911e+00 -3.7485e+00 -1.8458e+00 -1.1990e+00 +3.8563e+00
2 +3.166573453e+07 +3.166573453e+07 +3.166565581e+07 +3.166565581e+07 -2.2670e+00 -3.9420e+00 +3.5338e+00 +6.9718e-01 -1.8582e+00 -2.3794e+00 -3.2669e+00 -4.4722e-01 +3.7739e+00 +4.6833e+00 +1.2362e+00 +1.4994e-01 +4.3804e-01 +4.0361e+00 -4.3389e+00 +3.3504e+00 -2.6695e+00 -4.8852e+00 +4.0231e+00 -3.4723e+00
3 +4.546141191e+06 +4.546141191e+06 +4.546062471e+06 +4.546062471e+06 +1.1943e+00 +6.2839e-01 +3.6728e+00 +2.6377e+00 -2.8826e+00 -1.6776e+00 +3.8205e+00 -4.7081e+00 +2.8695e+00 -4.3701e+00 +2.9386e+00 -4.6471e+00 -2.6528e+00 -4.3567e+00 -2.7013e+00 +2.4253e+00 -2.1214e+00 +4.3141e+00 -3.4238e+00 -1.9978e+00
