% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.465708640e+01 +8.465708640e+01 -9.153429136e+02 -9.153429136e+02 -3.0983e+00 +4.8678e+00 -1.0523e+00 -4.0479e+00 -2.7980e+00 -4.2059e+00 -2.1356e+00 -2.5778e+00 -2.0813e+00 +1.4357e+00 +3.4978e+00 +4.4776e-01 +2.4608e+00 -4.0266e+00 +3.7621e+00 -1.7274e+00 +2.0207e+00 -1.3442e+00 +4.0433e+00 -3.5390e+00
1378 +5.429486919e+01 +5.429486919e+01 -9.457051308e+02 -9.457051308e+02 -3.6609e+00 -3.6768e+00 +2.3463e+00 -5.6179e+00 +2.3734e+00 -2.3478e+00 -3.8057e+00 -5.3035e+00 +8.4303e-01 +3.7536e+00 -1.0061e+00 -1.3863e+00 +2.3270e+00 -5.8635e-01 -1.0900e+00 -4.0818e+00 +1.4793e+00 +1.5353e+00 +1.0097e+00 -2.6668e+00
2406 +3.677243496e+01 +3.677243496e+01 -9.632275650e+02 -9.632275650e+02 -3.5101e+00 -1.8003e+00 +2.1040e+00 -3.7640e+00 +5.5025e-02 -4.1701e+00 -2.8695e+00 -4.1760e+00 +2.1766e+00 +3.0003e+00 +1.8996e+00 -1.8600e+00 +3.4740e+00 -1.1926e+00 -1.1151e+00 -4.3392e+00 +4.0019e+00 +1.9476e+00 -2.1816e+00 -2.2719e+00
2622 +2.110804729e+01 +2.110804729e+01 -9.788919527e+02 -9.788919527e+02 -3.7254e+00 -4.0312e+00 +2.5213e+00 -4.6019e+00 +1.1252e+00 -2.5922e+00 -2.8301e+00 -4.3465e+00 +3.6189e+00 +3.0328e+00 +3.7943e+00 +3.2974e-01 +1.8587e+00 -2.0380e+00 -1.0536e+00 -3.4423e+00 +1.6596e+00 -8.0718e-01 +1.7782e+00 -1.6671e+00
3208 +1.225440208e+01 +1.225440208e+01 -9.877455979e+02 -9.877455979e+02 -3.6697e+00 -2.9831e+00 +2.2285e+00 -3.4481e+00 +1.4990e+00 -4.6006e+00 -1.4992e+00 -4.1989e+00 +2.0500e+00 +2.5942e+00 +2.9316e+00 -4.6048e-01 +1.0213e+00 -1.5949e+00 -2.1266e+00 -3.2818e+00 +4.2649e+00 +2.9712e-01 -2.3238e-01 -2.4717e+00
4301 +7.804204371e+00 +7.804204371e+00 -9.921957956e+02 -9.921957956e+02 -3.7185e+00 -2.7550e+00 +1.3688e+00 -4.3280e+00 +1.7529e+00 -3.5103e+00 -1.7088e+00 -4.4781e+00 +2.3406e+00 +2.1622e+00 +3.5787e+00 +5.1478e-02 +2.5566e+00 -1.2421e+00 -1.4985e+00 -2.5428e+00 +1.4277e+00 -4.2320e-02 +1.1284e-01 -2.0564e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.648738190e+01 +8.648738190e+01 +1.086487382e+03 +1.086487382e+03 +2.2041e+00 +2.3629e+00 -1.4404e+00 +3.6345e+00 +4.6534e+00 +3.7459e+00 -2.8078e+00 -1.0815e+00 -5.9726e-02 +1.0419e+00 +2.7013e+00 +2.9362e+00 +2.1606e+00 +3.1531e+00 -3.4983e+00 +5.8792e-01 +4.4795e+00 +2.0425e+00 +4.5858e+00 +1.6599e-01
3834 +5.103601532e+01 +5.103601532e+01 +1.051036015e+03 +1.051036015e+03 -2.6300e+00 -2.7900e+00 +1.2963e+00 -1.4326e+00 +1.7032e+00 -4.1159e+00 -7.9349e-01 -4.6089e-01 -2.7979e-01 -4.3578e+00 -2.9609e+00 -9.4339e-01 -2.6980e+00 -3.6225e+00 -1.1740e+00 -3.7406e+00 +6.2787e-01 -2.0580e+00 +3.5168e+00 +7.9564e-01
4709 +3.614927589e+01 +3.614927589e+01 +1.036149276e+03 +1.036149276e+03 -3.3472e+00 -5.5743e+00 +1.1609e+00 -3.2829e+00 +5.2946e-02 -1.6717e+00 +4.8368e-01 -1.4425e+00 -4.1175e+00 -2.3783e+00 -2.9906e+00 -4.5713e+00 -1.0702e+00 -4.4645e+00 -3.5427e+00 -4.0166e+00 +1.6405e+00 -1.4286e+00 +1.4875e+00 +9.4597e-01
