% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.902223343e+02 +2.902223343e+02 +3.697023343e+02 +3.697023343e+02 +2.3823e+00 -1.7862e+00 +4.2711e+00 -2.6572e+00 -1.0465e+00 +1.5053e+00 -2.3648e+00 +4.9354e-01 +3.6422e+00 -8.9931e-01 +4.4597e+00 +2.9202e+00 +7.8923e-01 +4.6373e+00 -2.8699e+00 +4.0782e+00 +4.3006e+00 +2.1909e+00 +2.6410e+00 -7.7469e-01
4 +2.346638076e+02 +2.346638076e+02 +3.141438076e+02 +3.141438076e+02 -2.5392e+00 +4.2394e+00 -2.3863e+00 -4.7395e+00 +1.4359e+00 -2.6301e+00 -1.5163e+00 -6.7699e-01 -9.4390e-03 -8.8302e-01 +3.1407e-01 +1.6241e+00 -4.4696e-01 -1.4327e+00 +9.1360e-01 -4.7599e+00 -4.3686e+00 -3.7639e+00 +2.2194e+00 +4.2240e+00
14 +1.371019464e+02 +1.371019464e+02 +2.165819464e+02 +2.165819464e+02 +3.9448e-01 +4.4012e-01 +4.8348e-01 +1.4991e+00 -1.6146e+00 +3.5031e-01 +1.8156e+00 +1.3600e+00 +1.6692e+00 +8.3155e-01 +8.0808e-01 +1.2714e-02 -4.6227e+00 -2.2247e+00 +2.1438e+00 -1.2604e+00 +1.0165e+00 -3.8636e+00 +4.3981e+00 +4.8884e+00
32 +9.528398356e+01 +9.528398356e+01 +1.747639836e+02 +1.747639836e+02 +5.2155e-01 +2.3430e+00 -2.5787e+00 +4.2627e+00 +1.0269e+00 +1.6148e+00 +2.3208e+00 +2.5343e+00 -2.0258e+00 -1.4305e+00 -3.0241e-01 +3.9858e+00 +2.7868e+00 +4.1848e+00 +3.4899e+00 +2.4741e+00 +1.4016e+00 -3.1281e+00 +3.4513e+00 +2.9054e+00
1527 +5.673477347e+01 +5.673477347e+01 +1.362147735e+02 +1.362147735e+02 +1.9776e+00 -1.7054e+00 -2.3347e+00 +2.6199e+00 +7.5188e-01 +1.0757e+00 -2.7684e-01 -1.1556e+00 -2.3666e+00 -2.5767e+00 -4.4555e-01 +1.0360e+00 -1.1692e-01 +2.6829e+00 +1.7309e+00 +5.1959e+00 -3.3729e-01 -2.2766e+00 +3.3950e+00 +1.9552e-01
2744 +3.682689168e+01 +3.682689168e+01 +1.163068917e+02 +1.163068917e+02 -2.1334e+00 -4.6534e-01 -1.4259e+00 +3.5749e+00 -3.8986e+00 -1.1811e+00 -1.3711e+00 +6.5797e-01 -2.0721e+00 -4.5888e+00 -5.7115e+00 +4.2919e+00 +2.8811e+00 -4.5717e-01 +2.5808e+00 +3.1606e+00 -1.2144e+00 -2.2212e+00 +1.1919e+00 +1.8685e+00
6519 +2.089532304e+01 +2.089532304e+01 +1.003753230e+02 +1.003753230e+02 -2.8597e-02 +4.5614e-01 -1.4899e+00 +2.8964e-01 -2.0411e+00 +4.7024e-01 +1.0163e+00 -1.5643e-01 -7.7884e-01 -4.1929e+00 -2.7857e+00 +8.8219e-01 +1.4665e+00 +9.7895e-01 +1.7739e+00 +3.9368e+00 -1.5322e+00 -3.1387e+00 +2.5526e+00 +8.8280e-01
10751 +1.510411309e+01 +1.510411309e+01 +9.458411309e+01 +9.458411309e+01 +1.1826e+00 -1.3826e+00 -7.9989e-02 +2.1289e+00 -3.9764e+00 +4.5829e-01 +7.5381e-01 +1.2178e+00 -3.7819e+00 -2.2501e+00 -5.0000e+00 +2.3760e+00 +3.6024e-01 -2.2836e-01 +3.9009e+00 +1.7610e+00 +2.8987e-01 -3.0212e+00 +1.7033e+00 +1.1359e+00
12652 +9.678714753e+00 +9.678714753e+00 +8.915871475e+01 +8.915871475e+01 +1.2381e+00 -1.5905e+00 -3.6661e-02 +2.1271e+00 -3.8156e+00 +6.3644e-01 +3.9809e-01 +2.2427e-01 -1.6425e+00 -1.5415e+00 -5.0000e+00 +2.2550e+00 +2.2000e-01 -6.8295e-01 +4.6475e+00 +3.2255e+00 -3.6749e-01 -3.9398e+00 +1.8214e+00 +9.1733e-01
13806 +6.047207960e+00 +6.047207960e+00 +8.552720796e+01 +8.552720796e+01 +5.4527e-01 -1.5523e+00 -3.0269e-01 +1.9342e+00 -3.3357e+00 +6.6992e-01 -2.0336e-01 -7.2682e-02 -1.3020e+00 -1.4943e+00 -5.0000e+00 +2.0314e+00 +6.1996e-01 -4.5792e-01 +4.0008e+00 +3.0249e+00 -5.8869e-01 -4.1216e+00 +2.7518e+00 +7.6545e-01
