% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.017361174e+01 +3.017361174e+01 -7.237638826e+01 -7.237638826e+01 -1.0858e+00 +1.3913e+00 -2.5732e+00 -3.5197e+00 -4.7078e+00 -4.7798e+00 +1.0388e+00 -4.7748e+00 +8.0253e-01 +1.2177e+00 +3.4446e+00 +4.7751e-01 -2.5000e+00 +6.5281e-01 +1.6666e+00 +4.2067e+00 +8.4551e-01 -1.2757e+00 -3.6854e+00 -2.6868e+00
46 +2.278137915e+01 +2.278137915e+01 -7.976862085e+01 -7.976862085e+01 -8.9840e-01 -2.9656e+00 +3.2898e+00 -5.5088e-01 -3.2044e+00 +2.9982e-01 -3.7015e+00 +6.7695e-01 +1.2881e+00 +6.6642e-01 -3.1785e+00 +2.1560e+00 +2.8383e+00 +2.1384e+00 +1.5394e+00 -6.1727e-01 -1.1309e+00 -1.8534e+00 +1.2709e+00 +4.0247e+00
401 +1.559044628e+01 +1.559044628e+01 -8.695955372e+01 -8.695955372e+01 -1.8486e+00 -3.8906e-01 +5.2886e-01 -1.5187e+00 -3.1251e+00 -1.3774e+00 -8.2430e-01 -4.1179e+00 +2.3686e+00 +1.2177e+00 -2.3643e-01 +4.7751e-01 +2.7781e+00 +2.0915e+00 -3.0025e-01 +2.4765e+00 -3.5517e+00 -1.6674e+00 -2.5400e+00 -2.1500e+00
1306 +9.073903234e+00 +9.073903234e+00 -9.347609677e+01 -9.347609677e+01 -1.0779e+00 -1.5537e+00 -2.0474e-01 -4.7688e-02 -1.0631e+00 +6.6878e-01 +1.1749e+00 -1.5611e+00 +1.9703e+00 -1.6395e+00 +1.3954e-01 +2.4802e+00 -1.3607e+00 -2.9454e-01 +1.4100e+00 -1.7776e+00 +4.8932e-01 -6.3418e-01 +6.7191e-01 +1.9255e+00
1611 +5.573127268e+00 +5.573127268e+00 -9.697687273e+01 -9.697687273e+01 -1.3986e+00 +5.9241e-01 -1.5439e-01 -2.2490e-02 -1.1241e+00 -1.8131e+00 +4.5509e-02 -1.2887e+00 -8.5482e-01 -2.9709e+00 -1.4459e+00 +2.3806e+00 +8.8457e-01 -5.0133e-01 -3.1967e-02 +1.5924e+00 -1.7058e+00 -8.9867e-01 -1.1804e-01 -6.5387e-01
49633 +3.132083508e+00 +3.132083508e+00 -9.941791649e+01 -9.941791649e+01 -7.3272e-01 +1.4024e-01 -9.9371e-01 +4.5455e-01 -8.1634e-01 -6.9492e-01 +1.1110e+00 -2.8591e-01 +2.9177e-01 -1.3214e+00 +5.3272e-01 +7.8521e-01 +8.7711e-01 -5.5458e-01 +1.0282e-01 +8.6723e-01 -1.2916e+00 -5.0196e-01 -2.8498e-01 -1.8055e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.552442290e+01 +6.552442290e+01 +1.372144229e+02 +1.372144229e+02 +2.4173e+00 -1.2609e+00 +5.9547e-02 -4.1881e+00 +1.4720e+00 +8.9127e-01 -3.1451e+00 -5.2264e-01 +3.7270e+00 -4.7688e+00 +1.0308e-01 +3.1402e+00 -2.2044e+00 +3.3120e+00 +4.1259e+00 -4.8038e+00 +4.0927e+00 +1.6306e+00 -1.8679e+00 +1.9729e+00
2 +5.615605770e+01 +5.615605770e+01 +1.278460577e+02 +1.278460577e+02 +8.5228e-01 +2.2212e+00 +1.3251e-02 -2.0276e+00 -7.1824e-01 -3.0272e+00 +1.9383e+00 +3.1705e+00 +2.6799e-01 -2.4965e+00 -4.5948e+00 +3.5284e+00 -3.9185e-01 -1.4314e-01 +9.4054e-01 -2.3182e+00 +2.9538e-02 +4.3155e+00 +4.6675e+00 +2.7305e+00
9 +2.713124823e+01 +2.713124823e+01 +9.882124823e+01 +9.882124823e+01 -8.2272e-01 +1.5556e-01 +1.5679e+00 +4.0756e+00 -4.3722e+00 +2.3258e+00 -2.1091e+00 +3.3362e-01 +1.7558e+00 -3.4140e+00 +8.2261e-01 +2.6884e+00 -9.0800e-02 -2.6898e+00 +4.1571e+00 +3.9192e+00 -1.6521e+00 -6.1460e-01 -1.1985e+00 +1.9161e+00
