% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.186227232e+03 +3.186227232e+03 +3.216197232e+03 +3.216197232e+03 +6.5861e-01 +3.2225e+00 +4.1106e+00 +2.7881e+00 -4.7805e+00 +2.8970e+00 -1.5576e+00 -4.5378e-01 -2.7302e+00 -2.8412e+00 +4.4615e+00 -2.1001e+00 -1.1494e-01 +1.3251e+00 +4.5051e+00 +3.9397e+00 -2.2436e+00 +1.7275e+00 +4.9820e+00 -3.2277e+00
2 +2.323056338e+03 +2.323056338e+03 +2.353026338e+03 +2.353026338e+03 -4.4090e+00 -9.9682e-01 +2.1377e+00 -4.4392e+00 +4.1412e+00 -4.9239e-01 -4.6036e+00 -4.6836e+00 -5.8744e-01 -8.3646e-01 -1.9215e+00 -3.1256e+00 +3.7185e+00 -2.6851e+00 +2.0862e+00 +4.1773e+00 -1.9937e-01 -7.7644e-01 +2.9756e+00 -1.8234e+00
180 +1.555365135e+03 +1.555365135e+03 +1.585335135e+03 +1.585335135e+03 +1.1341e+00 -2.4625e+00 -2.7676e+00 -1.0755e+00 +1.0975e+00 +2.5091e+00 -3.0825e-01 +0.0000e+00 -5.3202e-01 +2.0985e+00 +2.5161e+00 -1.0592e+00 +1.7106e+00 +1.5684e+00 +3.4299e-02 +2.4671e-01 -2.9787e+00 -4.8308e+00 -2.6684e-01 +2.4456e+00
577 +9.472675638e+02 +9.472675638e+02 +9.772375638e+02 +9.772375638e+02 +1.4823e+00 -1.5449e-01 -2.9175e+00 +9.7560e-02 +1.4395e+00 +1.4699e+00 -2.4034e+00 -3.7583e+00 +1.8323e+00 -3.1420e-01 +1.6054e+00 -1.4958e+00 +3.8457e+00 +2.1576e+00 -7.0493e-02 +3.1383e+00 -8.3585e-01 -3.7425e+00 +5.5425e-01 +7.1593e-01
1296 +6.298976045e+02 +6.298976045e+02 +6.598676045e+02 +6.598676045e+02 -9.8288e-02 -1.3572e+00 -1.9219e+00 -1.1345e+00 +1.6577e+00 +1.9161e+00 -3.4820e+00 -3.5246e+00 +1.7519e+00 -1.5485e+00 +2.0980e+00 -8.9922e-01 +4.8034e+00 +2.7057e+00 -1.2163e+00 +3.3696e+00 -1.4764e+00 -1.6897e+00 +1.7535e-01 -1.6291e+00
2047 +3.279017055e+02 +3.279017055e+02 +3.578717055e+02 +3.578717055e+02 +5.8421e-01 -1.4862e+00 -4.0897e+00 -1.8211e+00 +3.2719e+00 +3.8530e+00 -3.6923e+00 -3.4264e+00 +2.0134e+00 -1.5713e+00 +1.9720e+00 -1.7748e+00 +4.9598e+00 +2.5183e+00 -8.8974e-01 +2.5646e+00 -2.6819e+00 -1.3950e+00 +1.1529e+00 -3.7623e+00
2973 +2.453836242e+02 +2.453836242e+02 +2.753536242e+02 +2.753536242e+02 +5.6445e-01 -1.9882e+00 -3.8908e+00 -2.0224e+00 +3.2608e+00 +3.4588e+00 -4.4748e+00 -3.3656e+00 +1.5591e+00 -1.5897e+00 +1.1990e+00 -1.9010e+00 +4.9841e+00 +2.2507e+00 -1.2869e+00 +2.6400e+00 -2.3316e+00 -1.2979e+00 +1.4159e+00 -2.9118e+00
5190 +1.583636824e+02 +1.583636824e+02 +1.883336824e+02 +1.883336824e+02 +3.6548e-01 -1.8782e+00 -3.4972e+00 -2.0013e+00 +3.0852e+00 +3.6623e+00 -4.0716e+00 -3.1307e+00 +1.2836e+00 -1.4541e+00 +1.1224e+00 -1.8256e+00 +4.8234e+00 +2.5204e+00 -1.5520e+00 +2.6329e+00 -2.5452e+00 -1.2772e+00 +1.5790e+00 -3.2732e+00
7307 +9.773566962e+01 +9.773566962e+01 +1.277056696e+02 +1.277056696e+02 +5.2730e-01 -1.8325e+00 -3.5817e+00 -1.9474e+00 +2.9956e+00 +3.6123e+00 -3.8646e+00 -2.9135e+00 +1.3300e+00 -1.4983e+00 +1.6835e+00 -1.7831e+00 +4.7020e+00 +2.5298e+00 -1.5527e+00 +2.6366e+00 -2.4693e+00 -1.2667e+00 +1.2427e+00 -3.2080e+00
8760 +6.060000863e+01 +6.060000863e+01 +9.057000863e+01 +9.057000863e+01 +6.1792e-01 -1.7138e+00 -3.6732e+00 -1.7560e+00 +3.0631e+00 +3.6090e+00 -3.8726e+00 -2.7956e+00 +1.3393e+00 -1.6634e+00 +1.6210e+00 -1.7699e+00 +4.3079e+00 +2.4306e+00 -1.6212e+00 +2.6361e+00 -2.3178e+00 -1.3532e+00 +1.3488e+00 -3.2177e+00
