% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.018256688e+05 +3.018256688e+05 +3.019494988e+05 +3.019494988e+05 -2.5199e+00 -2.2828e+00 +1.2969e+00 +2.4647e+00 +5.1478e-01 -2.2584e+00 +3.0370e+00 -3.1129e+00 +3.2729e+00 -3.9165e+00 -4.9724e+00 +2.4700e+00 +3.8377e+00 -1.8367e+00 -1.1025e+00 -3.9222e+00 -4.0631e+00 -2.9604e+00 +2.8457e+00 -4.0986e-02
5 +1.388598218e+05 +1.388598218e+05 +1.389836518e+05 +1.389836518e+05 -2.3040e+00 -1.1435e+00 +6.9662e-02 -1.9425e+00 +2.3538e+00 +8.1576e-01 +3.8638e+00 +1.4725e+00 +2.2224e+00 -4.1101e+00 +2.3667e+00 -2.5148e+00 -6.2343e-01 +4.0354e+00 +3.5753e-01 -2.6669e+00 -2.7567e+00 +2.4651e+00 -3.5670e+00 -1.1143e+00
92 +9.053226582e+04 +9.053226582e+04 +9.065609582e+04 +9.065609582e+04 +4.3902e+00 +3.3891e+00 +4.3400e+00 +1.0209e+00 +2.4851e+00 -6.1314e-01 +9.7307e-01 +7.7548e-01 -1.3083e+00 -2.2799e-01 -1.3130e+00 +2.9366e+00 -3.1481e+00 +1.7574e+00 +1.5785e+00 -4.8492e+00 -1.8519e+00 -2.2482e+00 -8.3670e-01 -3.7272e-01
245 +3.572827332e+04 +3.572827332e+04 +3.585210332e+04 +3.585210332e+04 -3.5014e-03 -5.3559e+00 -1.8371e+00 +7.5653e-01 -3.1730e+00 +1.6865e+00 -1.4120e+00 +2.1353e+00 -4.7406e-01 -1.0042e+00 +1.7162e+00 +2.0047e-01 -6.6671e-01 -6.2706e-01 +4.8779e-01 +1.8318e+00 -3.1879e+00 -2.2018e+00 -7.7666e-02 +6.5590e-01
605 +7.768577047e+03 +7.768577047e+03 +7.892407047e+03 +7.892407047e+03 -3.0348e+00 -1.3063e+00 -3.0159e-01 +1.3603e+00 +7.1394e-01 +1.8183e-02 +2.0247e+00 -1.8280e-01 +4.3184e-01 -1.9224e+00 -1.5558e+00 -3.7663e-01 +8.5618e-01 -3.5051e-01 +1.0774e+00 +7.5118e-01 -5.1869e-01 -1.0393e+00 +2.3296e-01 +8.5536e-01
1102 +3.609025829e+03 +3.609025829e+03 +3.732855829e+03 +3.732855829e+03 -2.4730e-01 +1.4639e-01 +7.6424e-01 +1.0884e+00 -1.3999e+00 -7.3330e-01 +5.8943e-02 +9.5067e-01 -8.2156e-01 -1.0360e-01 +2.0801e-01 +7.0208e-01 -2.7198e+00 +5.9024e-01 +7.9655e-01 +3.2040e-01 -1.4674e+00 -1.0997e+00 -7.1298e-01 -9.9615e-02
1602 +2.285309434e+03 +2.285309434e+03 +2.409139434e+03 +2.409139434e+03 -1.6452e-01 +4.3701e-01 +5.7609e-01 +3.0834e-01 +4.9783e-01 -8.1086e-01 -6.0903e-01 +1.5234e-01 +9.1680e-02 +1.5265e-01 -1.2680e-01 -8.8458e-01 -9.7556e-01 +1.1540e+00 -4.4637e-01 -1.1158e+00 +1.1713e+00 +2.7885e-01 +6.0845e-01 -7.3121e-01
1828 +1.067672281e+03 +1.067672281e+03 +1.191502281e+03 +1.191502281e+03 -1.6837e-01 -1.6493e-01 -4.9301e-01 +1.9183e-02 -8.5730e-01 +1.4416e+00 +6.3474e-01 +5.1117e-01 -1.6539e-01 -1.1617e+00 +8.3820e-01 -7.2938e-01 -3.2338e-01 -5.8473e-01 -1.6825e-01 +7.0988e-01 +3.4115e-01 -3.7968e-01 -7.7644e-01 +1.2947e+00
2402 +7.127376618e+02 +7.127376618e+02 +8.365676618e+02 +8.365676618e+02 -3.2675e-01 -3.4299e-01 +9.1368e-02 -5.9980e-01 +5.5879e-03 -1.1583e+00 -7.0133e-01 -6.9246e-01 -5.2639e-02 -6.5686e-01 -8.6500e-02 +7.2044e-01 +6.4503e-01 +2.3197e-01 +4.7635e-01 +6.8565e-01 +3.6533e-01 +4.9792e-01 +4.2059e-01 +3.2593e-01
2703 +6.011337259e+02 +6.011337259e+02 +7.249637259e+02 +7.249637259e+02 -4.8525e-01 +2.4948e-01 +8.3618e-01 +2.0534e-01 -1.4244e+00 +6.9900e-01 +3.4723e-01 -1.1197e+00 +4.4955e-01 -9.1546e-01 +4.5824e-01 -1.2494e-01 -5.5826e-01 +5.3569e-01 +6.7851e-01 +1.4092e-02 -1.0368e+00 +8.6890e-02 +3.9126e-02 +2.8465e-01
