% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.003305244e+07 +1.003305244e+07 +1.003299750e+07 +1.003299750e+07 -7.0304e-01 -2.6244e+00 +2.9310e+00 -9.4888e-01 -7.1541e-01 -9.3181e-01 +3.7072e+00 -3.4995e+00 -3.4871e+00 +1.9401e+00 +1.6884e+00 -1.4914e+00 -1.4666e+00 +7.5474e-01 +3.8063e+00 -4.5423e+00 -4.7590e+00 +1.7100e+00 -4.5111e+00 -2.9552e+00
6 +8.484192553e+06 +8.484192553e+06 +8.484137613e+06 +8.484137613e+06 -2.5193e+00 +2.0963e+00 +4.3804e+00 -2.2918e+00 -3.1984e+00 +1.9867e+00 +2.4278e+00 -4.4432e+00 +2.2806e+00 +1.4567e+00 +2.5273e+00 -2.7913e+00 +1.2066e+00 -4.2740e+00 +3.6967e-01 -1.5580e+00 +3.3057e+00 -3.4185e+00 -3.9684e+00 +1.9116e+00
10 +4.927357206e+06 +4.927357206e+06 +4.927302266e+06 +4.927302266e+06 +6.0703e-01 -3.2376e+00 +6.7379e-01 -4.9427e+00 +1.3930e+00 -4.0117e+00 +4.3132e+00 +1.7691e+00 -1.3307e+00 -5.1212e-01 +3.3642e+00 +8.3347e-01 +3.1079e+00 -8.5818e-01 -1.2294e+00 +1.1950e+00 +4.6200e-01 +2.1211e+00 +2.0671e+00 +2.4253e+00
49 +3.652304001e+06 +3.652304001e+06 +3.652249061e+06 +3.652249061e+06 +2.1287e+00 -3.6326e+00 -2.6192e+00 -5.0000e+00 -3.9275e+00 -2.4766e+00 +3.5599e+00 +1.4551e+00 -6.0626e-01 +2.2656e+00 +3.2940e+00 +3.4024e+00 +1.8913e+00 -1.8129e+00 -1.2103e+00 +3.6749e+00 -1.2764e+00 +5.0000e+00 +2.4524e+00 +3.7813e+00
50 +6.499554441e+05 +6.499554441e+05 +6.499005041e+05 +6.499005041e+05 -1.9643e+00 -4.0158e+00 -1.3986e-01 -2.8006e+00 +5.0000e+00 -1.6509e+00 +2.4146e-01 +4.3556e+00 -3.5121e-01 +1.3803e+00 -2.7717e-01 +4.9875e+00 +1.0713e+00 -1.4150e+00 -4.4773e+00 +6.5343e-01 +1.1521e+00 -8.8783e-01 +3.8921e+00 +2.1940e+00
3446 +5.905904449e+05 +5.905904449e+05 +5.905355049e+05 +5.905355049e+05 -1.7956e+00 -3.8522e+00 +3.1881e-01 -1.5911e+00 +4.7986e+00 -9.5791e-01 +1.6464e+00 +3.2031e+00 +2.5371e-01 +1.2587e+00 +9.5278e-02 +5.8640e+00 +1.5110e-01 +1.6090e+00 -2.7922e+00 +8.4747e-01 -4.6727e-01 +2.3339e+00 +3.3916e+00 -2.8222e+00
3759 +1.986573411e+05 +1.986573411e+05 +1.986024011e+05 +1.986024011e+05 -8.8973e-01 -3.8056e+00 -2.8371e+00 -3.0001e+00 +5.0000e+00 -4.0423e+00 -2.0832e-01 +2.7132e+00 -2.2094e-01 +3.0491e+00 -6.5539e-01 +4.4806e+00 +1.0500e+00 +1.8569e-01 -1.7890e+00 +1.3502e+00 +1.3409e+00 +2.0940e+00 +5.0000e+00 +1.0817e+00
7113 +1.552443049e+05 +1.552443049e+05 +1.551893649e+05 +1.551893649e+05 +1.6675e+00 -3.4960e+00 -2.9037e+00 -3.3481e+00 +4.3290e+00 -5.8703e+00 +1.6366e-01 +3.3582e+00 -1.6546e+00 +4.2521e+00 +1.3826e+00 +4.3824e+00 +1.1110e+00 -2.3323e+00 -2.0961e+00 +3.0060e+00 +1.8320e+00 +2.7223e+00 +6.5636e+00 +1.1377e+00
9863 +8.991362984e+04 +8.991362984e+04 +8.985868984e+04 +8.985868984e+04 +1.2193e+00 -3.0446e+00 -3.6178e+00 -1.7586e+00 +3.8313e+00 -4.2985e+00 +7.1980e-02 +2.9084e+00 -2.4076e+00 +3.9290e+00 -3.5440e-01 +4.6990e+00 +2.9209e+00 -2.2222e+00 +2.9581e-01 +3.3303e+00 +1.0190e+00 +1.6548e+00 +4.6399e+00 +1.5532e+00
13136 +4.951563783e+04 +4.951563783e+04 +4.946069783e+04 +4.946069783e+04 +5.0000e+00 -3.0059e+00 -3.5735e+00 -2.6122e+00 +2.7356e+00 -3.5760e+00 +1.3944e+00 +3.5650e+00 -3.8745e+00 +4.4331e+00 +1.4989e+00 +4.5907e+00 +9.1414e-01 -5.0000e+00 -1.2325e-01 +3.0442e+00 +4.3441e-01 +3.3284e+00 +5.0000e+00 +3.0224e+00
