% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.055211183e+05 +5.055211183e+05 +5.055973883e+05 +5.055973883e+05 +3.1520e+00 -2.3209e+00 +6.0540e-01 -4.5551e+00 +4.8747e+00 -2.4051e+00 +3.4358e+00 +2.5582e+00 -4.7698e+00 +2.7760e+00 +2.6309e-01 +2.6431e+00 +2.4196e+00 +6.7434e-01 -4.4462e+00 -8.1860e-01 -3.6300e+00 +2.1288e+00 -1.5621e+00 -4.4167e+00
10 +1.304765441e+05 +1.304765441e+05 +1.305528141e+05 +1.305528141e+05 -2.8469e-01 -1.6428e+00 +1.6120e+00 +1.2957e+00 +3.3679e+00 +3.7209e+00 +9.7712e-01 -4.2880e+00 +2.3602e+00 +7.7285e-01 -1.0912e+00 -2.1650e+00 +2.7237e+00 +3.6670e+00 +2.1766e+00 +3.8296e+00 +4.0214e+00 -1.5273e+00 +4.3715e-01 +8.2408e-01
35 +5.750459137e+04 +5.750459137e+04 +5.758086137e+04 +5.758086137e+04 -7.3218e-01 -4.5488e+00 +2.3537e+00 +1.6586e-01 -3.3419e+00 -4.9545e+00 -2.3817e+00 -9.0166e-01 -1.1718e+00 -2.3440e+00 -1.1791e+00 +1.4805e+00 +5.1016e-02 +2.5554e+00 +4.5760e+00 -4.7066e+00 +6.1124e-01 +9.2541e-01 +2.3618e+00 +1.2867e+00
95 +2.422075588e+03 +2.422075588e+03 +2.498345588e+03 +2.498345588e+03 +1.5262e-01 -3.7669e+00 +1.2207e+00 -2.1531e+00 -3.8732e+00 -1.5574e-02 -3.3927e+00 -2.5154e+00 -3.9695e+00 -2.6225e+00 +1.0743e-01 -9.6252e-01 +1.3962e+00 +4.9988e+00 +5.0000e+00 -5.0000e+00 +1.5152e-01 +2.2611e+00 -1.5577e+00 -2.8263e-01
188 +1.402804147e+03 +1.402804147e+03 +1.479074147e+03 +1.479074147e+03 +1.0317e+00 -3.6454e+00 +1.3460e+00 -7.2517e-01 -9.8795e-01 -2.4556e+00 -3.1950e+00 -3.0033e+00 -3.7714e+00 +0.0000e+00 +1.1867e+00 -2.7914e-01 +1.3675e+00 +4.0170e+00 +5.0000e+00 -4.8479e+00 +1.6725e+00 +1.9461e+00 -9.2134e-02 -7.0410e-03
316 +7.316745485e+02 +7.316745485e+02 +8.079445485e+02 +8.079445485e+02 +4.3225e-01 -4.3722e+00 +1.7970e+00 +2.8414e+00 +1.9872e+00 -4.2233e+00 -4.9244e-01 -3.9198e+00 -1.0392e-03 -4.8261e+00 -3.0523e+00 +1.7028e+00 +1.1697e+00 +4.3775e+00 +3.3053e+00 -5.0000e+00 -5.0550e-01 +2.4314e+00 -3.8130e+00 +3.2335e+00
467 +2.639501077e+02 +2.639501077e+02 +3.402201077e+02 +3.402201077e+02 -2.7377e-01 -3.3234e+00 +1.4589e+00 +3.1483e+00 +2.1578e+00 -3.7649e-01 -2.6206e-01 -3.0249e+00 +2.6276e+00 -1.0799e+00 -1.5633e-01 +3.9090e-01 +1.0205e+00 +4.8499e+00 +5.0000e+00 +5.1844e-01 +5.9841e-01 +1.8372e-01 -3.5582e+00 +3.3350e-01
671 +2.507533270e+02 +2.507533270e+02 +3.270233270e+02 +3.270233270e+02 +1.4689e-01 -3.2806e+00 +1.5893e+00 +3.0213e+00 +1.3826e+00 +1.9075e+00 -6.6668e-01 -2.9082e+00 +2.8965e+00 -2.0797e+00 -2.7328e-01 +3.5314e-01 +9.7198e-01 +4.8220e+00 +4.9966e+00 -2.3829e-01 +4.3137e-01 +6.4030e-01 -4.1549e+00 -6.8480e-01
2896 +1.371934700e+02 +1.371934700e+02 +2.134634700e+02 +2.134634700e+02 +1.8131e+00 -9.5846e-01 -7.1432e-01 +1.1055e-01 -3.2413e+00 +4.2520e+00 -1.8884e+00 +1.9121e-01 -3.1531e-01 -3.9690e-01 +8.0673e-01 -2.1894e+00 +1.2498e+00 +3.4251e+00 +2.8545e+00 -1.7589e+00 +1.0157e+00 +4.2837e-01 -2.2142e+00 -2.3124e+00
10066 +9.706757632e+01 +9.706757632e+01 +1.733375763e+02 +1.733375763e+02 +5.2582e-01 -1.9198e+00 -4.7433e-01 +4.7464e-01 -3.0369e+00 +1.2899e+00 +9.3270e-01 -4.2174e-01 -2.1716e+00 +2.8845e+00 +7.1933e-01 -1.0207e+00 +1.2643e+00 +3.6171e+00 +3.0598e+00 -5.8644e-01 +4.8742e-01 +1.2699e+00 -2.3797e-01 -1.9449e+00
