% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.591675106e+01 +8.591675106e+01 +1.266967511e+02 +1.266967511e+02 +2.5289e-02 +1.5591e+00 -4.2661e+00 +1.9032e-01 +1.2240e+00 -4.2209e+00 +6.2776e-01 +4.5833e+00 -2.2396e+00 -2.5835e+00 +6.4308e-02 -3.6687e+00 +1.2406e+00 +4.4043e+00 -3.9928e+00 -3.6383e+00 -3.5420e+00 -2.7057e+00 +4.0856e+00 -4.0101e+00
2809 +5.706587575e+01 +5.706587575e+01 +9.784587575e+01 +9.784587575e+01 -2.5250e-01 +3.7469e+00 -1.9312e+00 +6.5006e-01 +9.3820e-01 +3.9820e+00 +1.7933e+00 -8.7857e-01 +2.9402e+00 -1.8273e-02 +3.8216e+00 +1.8855e+00 -8.7885e-01 -2.2981e+00 +6.1094e-01 +3.3702e-01 -1.7784e+00 -9.0866e-02 +1.6104e-02 -3.3263e+00
3730 +2.587797687e+01 +2.587797687e+01 +6.665797687e+01 +6.665797687e+01 +1.0830e+00 -1.2719e+00 +3.7786e+00 +5.4817e-02 -2.3926e+00 +1.2146e+00 -3.1746e+00 -2.0362e+00 +1.2455e+00 -1.8888e+00 -1.0596e+00 -2.3303e+00 +1.4602e+00 +2.5307e+00 +9.9767e-01 -3.3342e-01 +3.5558e+00 +3.0369e-01 +5.2353e-01 +3.5662e+00
3901 +2.241029123e+01 +2.241029123e+01 +6.319029123e+01 +6.319029123e+01 +9.2885e-01 -1.5150e+00 +3.2891e+00 -5.7148e-02 -2.5449e+00 +1.2888e+00 -2.5134e+00 -2.5528e+00 +1.3291e+00 -1.1619e+00 -1.0792e+00 -2.0252e+00 +1.3156e+00 +1.8846e+00 +1.1205e+00 -2.0260e-01 +3.3893e+00 +5.0680e-01 +4.3150e-01 +3.0591e+00
5312 +1.420178853e+01 +1.420178853e+01 +5.498178853e+01 +5.498178853e+01 -6.5946e-01 -2.0529e+00 +2.6238e+00 -1.1599e+00 -2.5295e+00 +2.6992e+00 -5.4645e+00 -3.2993e+00 +2.5585e+00 -1.5623e+00 -2.5786e-02 -3.0374e+00 +1.7454e+00 +2.7751e+00 -1.9043e-01 -2.5506e-02 +1.4881e+00 +1.9767e+00 +2.6597e+00 +1.8744e+00
5917 +9.240126314e+00 +9.240126314e+00 +5.002012631e+01 +5.002012631e+01 -2.1279e-01 -2.2183e+00 +3.8964e+00 -1.6636e+00 -4.1822e+00 +2.3872e+00 -3.4274e+00 -2.4751e+00 +2.3312e+00 -1.6691e+00 +1.7732e-01 -1.6486e+00 +1.7837e+00 +2.8484e+00 -6.9918e-02 -9.8277e-01 +1.5776e+00 +7.2498e-01 +1.2720e+00 +1.2227e+00
6906 +4.132537308e+00 +4.132537308e+00 +4.491253731e+01 +4.491253731e+01 -4.0843e-01 -2.2180e+00 +3.9737e+00 -2.5895e+00 -4.3163e+00 +6.6405e-01 -2.9735e+00 -2.5362e+00 +3.0074e+00 -1.8383e+00 +1.4505e+00 -1.5862e+00 +7.3976e-01 +1.3364e+00 +2.3766e-01 -1.3305e+00 +2.7303e+00 +7.6211e-01 +1.7494e+00 +3.8888e-01
6928 +3.936557541e+00 +3.936557541e+00 +4.471655754e+01 +4.471655754e+01 -8.2027e-01 -2.8928e+00 +3.0378e+00 -2.6723e+00 -4.0916e+00 +1.0970e+00 -4.6189e+00 -2.2646e+00 +2.9160e+00 -1.9042e+00 +2.5536e-01 -1.6155e+00 +1.4283e+00 +2.3468e+00 +5.6027e-01 -1.1655e+00 +2.3068e+00 +8.3122e-01 +2.0762e+00 +8.0853e-01
7302 +1.928420078e+00 +1.928420078e+00 +4.270842008e+01 +4.270842008e+01 -1.5770e+00 -2.3962e+00 +3.6872e+00 -2.7227e+00 -4.2482e+00 +1.6519e+00 -3.8953e+00 -2.0241e+00 +2.5228e+00 -2.0398e+00 +1.4217e-01 -2.3621e+00 +1.0050e+00 +1.9158e+00 +3.9490e-01 -1.1834e+00 +1.8672e+00 +2.6461e-01 +1.4506e+00 +1.1643e+00
8003 +8.360677513e-01 +8.360677513e-01 +4.161606775e+01 +4.161606775e+01 -2.0250e+00 -1.1244e+00 +3.3829e+00 -2.2242e+00 -3.4155e+00 +9.2226e-01 -2.4570e+00 -2.5220e+00 +2.1558e+00 -2.5037e+00 +1.5736e+00 -2.2015e+00 +7.5506e-01 +2.6982e+00 -2.0372e-01 -1.2313e+00 +1.6977e+00 +6.8143e-01 +1.1402e+00 +6.2807e-01
