% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.344695774e+03 +1.344695774e+03 +2.344695774e+03 +2.344695774e+03 -3.6090e+00 +3.5430e+00 -1.3262e+00 -4.8708e+00 -2.8196e-02 -2.7602e+00 +4.3358e-01 +4.9757e+00 +5.8385e-01 -3.8629e+00 -2.5092e+00 +3.8177e+00 +3.2381e+00 -2.0505e+00 +8.4819e-01 +4.1856e+00 -5.6434e-01 -4.0181e+00 -7.9380e-01 +3.0412e+00
9 +8.190906363e+02 +8.190906363e+02 +1.819090636e+03 +1.819090636e+03 -3.0644e+00 +3.0825e+00 +9.6516e-01 -1.4443e+00 +2.5051e+00 +3.2691e-01 +2.6624e-01 -1.7345e+00 +2.3232e+00 -2.5981e+00 -4.2940e+00 -4.8156e+00 -2.0357e+00 +1.2475e+00 +6.5200e-01 +1.6457e+00 -1.3595e-01 +2.6145e+00 -3.0350e+00 +2.5408e+00
397 +4.497577837e+02 +4.497577837e+02 +1.449757784e+03 +1.449757784e+03 -3.2129e-01 +1.2723e+00 +1.3895e+00 -1.6347e+00 +1.9297e+00 +2.5939e-01 -3.7360e+00 +4.2927e-01 -2.7250e+00 -1.0066e+00 -2.9338e+00 -3.8393e+00 -1.4233e+00 -3.6840e+00 -2.0452e-01 +3.5546e+00 +2.5268e+00 -5.0762e-01 +3.4732e+00 -7.2870e-01
1765 +3.955259159e+02 +3.955259159e+02 +1.395525916e+03 +1.395525916e+03 +1.6009e+00 +4.1878e+00 -4.4364e-01 +9.1624e-01 +4.0325e+00 -4.1465e+00 -4.8271e-01 +1.8111e-01 -3.3635e+00 -1.1869e+00 -3.0481e+00 -2.5145e+00 -2.9890e+00 -4.3834e+00 +2.4544e+00 +3.2940e+00 +3.8696e+00 +9.4454e-02 -6.3605e-01 +2.2078e+00
4917 +2.105381497e+02 +2.105381497e+02 +1.210538150e+03 +1.210538150e+03 -4.0734e+00 +1.0658e+00 +1.7308e+00 +4.9162e+00 +4.0323e+00 -4.1465e+00 -4.8271e-01 +5.0252e-02 -2.7250e+00 -1.0066e+00 +2.7464e-01 -4.0113e-02 -5.9788e-01 -4.5175e+00 +4.7231e+00 +3.5546e+00 +2.5268e+00 -5.0762e-01 -6.7288e-01 +6.2895e-01
9652 +1.498012509e+02 +1.498012509e+02 +1.149801251e+03 +1.149801251e+03 -3.2129e-01 +9.7859e-01 +2.7952e+00 +3.8528e+00 +4.8429e+00 -3.5086e+00 -2.8772e+00 +4.2927e-01 -2.6625e+00 -1.0066e+00 -3.0481e+00 -2.9084e+00 -6.7926e-02 -4.3627e+00 +2.1161e+00 +3.5546e+00 +3.6196e+00 +2.1945e-01 -1.4067e+00 -2.2870e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.291033846e+03 +1.291033846e+03 +1.361063846e+03 +1.361063846e+03 +4.1478e+00 -4.4100e+00 +8.1852e-01 +1.8048e+00 -8.6736e-02 +1.9136e+00 -1.6694e+00 +1.3693e+00 +1.5938e+00 +2.8172e+00 +6.4953e-01 -1.2680e+00 -9.7070e-01 -3.0089e+00 -3.1311e+00 -1.7562e+00 -2.0569e+00 +2.2890e+00 -1.1413e+00 +3.1132e+00
44 +6.071103843e+02 +6.071103843e+02 +6.771403843e+02 +6.771403843e+02 -4.7722e+00 -2.7174e+00 -4.1496e+00 -4.4778e+00 -3.8214e+00 -9.8256e-01 +3.6961e+00 +6.2635e-01 -2.2555e-01 -1.7495e+00 -3.9403e+00 -3.8537e+00 +2.7750e+00 -1.5401e+00 -3.2480e-01 +9.8941e-01 -3.7459e-01 +3.7786e+00 -3.3129e+00 +4.4786e+00
1912 +3.734256768e+02 +3.734256768e+02 +4.434556768e+02 +4.434556768e+02 -2.1887e+00 -4.6032e-01 -4.3719e+00 -1.2561e+00 +1.2112e+00 -1.0516e+00 +1.0956e+00 +7.3412e-01 -1.8689e+00 +1.8030e-01 +2.3359e+00 -4.6274e-01 +3.5586e+00 -3.1545e+00 -4.6285e+00 -1.8759e-01 -2.6219e-01 +3.6475e+00 -2.3737e+00 +1.8730e+00
4187 +2.494472930e+02 +2.494472930e+02 +3.194772930e+02 +3.194772930e+02 -3.4255e-01 -1.3681e+00 -4.5945e+00 -1.8143e+00 -1.1445e+00 -2.8369e+00 -8.8783e-01 +2.2986e-01 -1.2439e+00 -2.2851e+00 -1.6901e-01 -2.2465e+00 +2.6241e+00 -2.4138e+00 -2.5221e-01 -3.6939e+00 +1.3223e-01 +3.6475e+00 -2.3737e+00 +4.2373e+00
8204 +1.558366312e+02 +1.558366312e+02 +2.258666312e+02 +2.258666312e+02 -1.0737e+00 -2.5453e+00 -3.6277e+00 +6.8911e-01 +3.2837e-01 -3.7956e+00 +1.1117e+00 +2.2329e+00 -2.3597e+00 +2.4750e-01 -1.0298e+00 -3.0941e+00 +3.5586e+00 -3.1545e+00 -1.1765e+00 -4.2195e+00 +1.0861e+00 +2.1527e+00 -2.4558e+00 -9.9411e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.807597118e+03 +1.807597118e+03 +1.759377118e+03 +1.759377118e+03 -2.6115e+00 +4.1976e+00 +3.5676e+00 -2.5006e+00 -4.8094e+00 -1.3183e+00 -4.7989e+00 -3.6206e+00 +4.9057e+00 -4.4340e-01 -1.7101e+00 -3.3599e+00 +3.8033e+00 +3.5112e+00 +2.8775e+00 -1.5211e+00 +3.8759e+00 -9.0805e-01 +2.1954e+00 +3.8087e+00
8 +1.203464561e+03 +1.203464561e+03 +1.155244561e+03 +1.155244561e+03 -4.9393e+00 -2.1258e+00 -1.4350e-01 +3.9023e+00 -4.5577e-01 -1.2665e-01 +2.2441e+00 +3.8471e+00 -8.9559e-01 +1.9475e+00 -5.2684e-01 +1.6161e+00 +1.1444e+00 +4.5208e+00 -3.2853e+00 -2.9878e+00 -2.7446e+00 -1.5844e+00 -2.5315e-01 +1.9966e+00
55 +7.126679557e+02 +7.126679557e+02 +6.644479557e+02 +6.644479557e+02 -4.8228e+00 -2.1097e+00 -3.2669e+00 +4.1355e-01 -1.7272e+00 -2.6537e-01 -1.6250e+00 +1.6366e+00 -2.4820e-01 +4.5376e+00 -4.9878e+00 -2.2409e+00 -9.2020e-01 +2.9844e+00 -1.0183e+00 +2.1225e+00 +3.1165e+00 +2.5521e+00 +3.9147e+00 +4.7189e+00
