% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.682258697e+02 +9.682258697e+02 +5.061358697e+02 +5.061358697e+02 +4.8288e+00 +3.9849e+00 +2.1786e+00 -2.6078e+00 -2.0913e+00
2 +2.320076668e+02 +2.320076668e+02 -2.300823332e+02 -2.300823332e+02 +1.3194e+00 -9.8306e-02 +1.5805e+00 -4.0764e+00 -6.3419e-01
51 +1.509048895e+02 +1.509048895e+02 -3.111851105e+02 -3.111851105e+02 +2.8420e+00 +1.1921e-01 +8.5492e-01 -1.9650e+00 +6.0902e-01
129 +9.737545610e+01 +9.737545610e+01 -3.647145439e+02 -3.647145439e+02 -2.6162e+00 +4.2154e+00 +2.1499e+00 -1.0415e+00 +1.6339e+00
214 +5.589689514e+01 +5.589689514e+01 -4.061931049e+02 -4.061931049e+02 +2.0207e-01 +1.0981e+00 -9.3395e-02 +1.0581e+00 +2.0570e+00
354 +3.544678093e+01 +3.544678093e+01 -4.266432191e+02 -4.266432191e+02 +4.9292e-01 -2.3622e-01 +2.1401e+00 +3.4067e-01 +1.6041e+00
580 +1.791964730e+01 +1.791964730e+01 -4.441703527e+02 -4.441703527e+02 +3.4384e-01 +1.4318e+00 +2.1773e+00 +1.0896e+00 +1.6367e+00
626 +1.352821730e+01 +1.352821730e+01 -4.485617827e+02 -4.485617827e+02 +3.4384e-01 +1.4318e+00 +2.1773e+00 +3.6980e-01 +2.0078e+00
801 +9.882815553e+00 +9.882815553e+00 -4.522071844e+02 -4.522071844e+02 +3.4384e-01 +2.3094e+00 +2.1773e+00 +3.6980e-01 +1.9819e+00
1781 +6.205229923e+00 +6.205229923e+00 -4.558847701e+02 -4.558847701e+02 +1.3731e+00 +2.3295e+00 +1.7088e+00 +7.2486e-01 +1.9783e+00
1883 +3.507819566e+00 +3.507819566e+00 -4.585821804e+02 -4.585821804e+02 +1.3477e+00 +3.1356e+00 +1.6516e+00 +7.2638e-01 +2.2905e+00
2138 +2.276603119e+00 +2.276603119e+00 -4.598133969e+02 -4.598133969e+02 +1.3406e+00 +2.3000e+00 +1.6489e+00 +7.2797e-01 +2.2985e+00
2289 +1.260206051e+00 +1.260206051e+00 -4.608297939e+02 -4.608297939e+02 +1.3469e+00 +2.3026e+00 +2.1978e+00 +7.3700e-01 +2.2993e+00
2927 +9.987625687e-01 +9.987625687e-01 -4.610912374e+02 -4.610912374e+02 +1.3433e+00 +2.2986e+00 +2.2121e+00 +7.2740e-01 +2.2986e+00
20776 +3.707666644e-01 +3.707666644e-01 -4.617192333e+02 -4.617192333e+02 +2.3148e+00 +2.3177e+00 +2.2128e+00 +7.2035e-01 +2.2927e+00
20857 +1.182549521e-01 +1.182549521e-01 -4.619717450e+02 -4.619717450e+02 +2.3351e+00 +2.3054e+00 +2.2108e+00 +7.3060e-01 +2.2920e+00
21178 +5.607907898e-02 +5.607907898e-02 -4.620339209e+02 -4.620339209e+02 +2.3340e+00 +2.3083e+00 +2.2125e+00 +7.2939e-01 +2.2961e+00
21200 +3.750954459e-02 +3.750954459e-02 -4.620524905e+02 -4.620524905e+02 +2.3369e+00 +2.2989e+00 +2.2079e+00 +7.2757e-01 +2.2967e+00
21258 +1.769094516e-02 +1.769094516e-02 -4.620723091e+02 -4.620723091e+02 +2.3410e+00 +2.3018e+00 +2.2097e+00 +7.2957e-01 +2.2981e+00
21431 +1.434250958e-02 +1.434250958e-02 -4.620756575e+02 -4.620756575e+02 +2.3400e+00 +2.3011e+00 +2.2126e+00 +7.3056e-01 +2.2974e+00
21502 +7.063128927e-03 +7.063128927e-03 -4.620829369e+02 -4.620829369e+02 +2.3401e+00 +2.2986e+00 +2.2115e+00 +7.2630e-01 +2.2987e+00
21592 +2.287475936e-03 +2.287475936e-03 -4.620877125e+02 -4.620877125e+02 +2.3400e+00 +2.2995e+00 +2.2125e+00 +7.2705e-01 +2.2988e+00
21614 +8.829246636e-04 +8.829246636e-04 -4.620891171e+02 -4.620891171e+02 +2.3389e+00 +2.3000e+00 +2.2130e+00 +7.2809e-01 +2.2992e+00
21651 +2.997474238e-04 +2.997474238e-04 -4.620897003e+02 -4.620897003e+02 +2.3402e+00 +2.3000e+00 +2.2130e+00 +7.2809e-01 +2.2992e+00
21928 +1.931548695e-04 +1.931548695e-04 -4.620898068e+02 -4.620898068e+02 +2.3403e+00 +2.2997e+00 +2.2134e+00 +7.2802e-01 +2.2990e+00
22003 +1.559964694e-04 +1.559964694e-04 -4.620898440e+02 -4.620898440e+02 +2.3406e+00 +2.2995e+00 +2.2135e+00 +7.2794e-01 +2.2991e+00
22052 +4.502381205e-05 +4.502381205e-05 -4.620899550e+02 -4.620899550e+02 +2.3407e+00 +2.3003e+00 +2.2134e+00 +7.2797e-01 +2.2992e+00
22104 +2.601374331e-05 +2.601374331e-05 -4.620899740e+02 -4.620899740e+02 +2.3405e+00 +2.2999e+00 +2.2135e+00 +7.2792e-01 +2.2992e+00
22151 +2.012119285e-05 +2.012119285e-05 -4.620899799e+02 -4.620899799e+02 +2.3408e+00 +2.2999e+00 +2.2136e+00 +7.2799e-01 +2.2991e+00
22154 +9.223018196e-06 +9.223018196e-06 -4.620899908e+02 -4.620899908e+02 +2.3408e+00 +2.2999e+00 +2.2136e+00 +7.2797e-01 +2.2992e+00
22221 +4.051816632e-06 +4.051816632e-06 -4.620899959e+02 -4.620899959e+02 +2.3407e+00 +2.2999e+00 +2.2136e+00 +7.2804e-01 +2.2992e+00
22342 +3.381645286e-06 +3.381645286e-06 -4.620899966e+02 -4.620899966e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2796e-01 +2.2992e+00
22405 +1.020413890e-06 +1.020413890e-06 -4.620899990e+02 -4.620899990e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2802e-01 +2.2992e+00
22451 +9.757490602e-07 +9.757490602e-07 -4.620899990e+02 -4.620899990e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2801e-01 +2.2992e+00
22515 +3.966295594e-07 +3.966295594e-07 -4.620899996e+02 -4.620899996e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2800e-01 +2.2992e+00
22630 +2.144071232e-07 +2.144071232e-07 -4.620899998e+02 -4.620899998e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2801e-01 +2.2992e+00
22634 +1.027329972e-07 +1.027329972e-07 -4.620899999e+02 -4.620899999e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2800e-01 +2.2992e+00
22782 +7.287144399e-08 +7.287144399e-08 -4.620899999e+02 -4.620899999e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2800e-01 +2.2992e+00
22802 +4.172756007e-08 +4.172756007e-08 -4.620900000e+02 -4.620900000e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2801e-01 +2.2992e+00
22834 +3.721095254e-08 +3.721095254e-08 -4.620900000e+02 -4.620900000e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2800e-01 +2.2992e+00
22939 +1.866624189e-08 +1.866624189e-08 -4.620900000e+02 -4.620900000e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2800e-01 +2.2992e+00
22955 +8.629058357e-09 +8.629058357e-09 -4.620900000e+02 -4.620900000e+02 +2.3408e+00 +2.3000e+00 +2.2136e+00 +7.2800e-01 +2.2992e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.535910532e+02 +7.535910532e+02 +8.312510532e+02 +8.312510532e+02 +3.4588e+00 +6.4528e-01 -3.3318e+00 -3.3334e+00 -3.4030e+00
3 +3.348757713e+02 +3.348757713e+02 +4.125357713e+02 +4.125357713e+02 +3.0877e+00 -5.1963e-01 -3.2206e+00 -2.1093e+00 +9.7768e-01
6 +1.301264576e+02 +1.301264576e+02 +2.077864576e+02 +2.077864576e+02 +1.1297e+00 +1.6191e+00 +1.2966e+00 +3.8996e+00 +6.1928e-01
106 +8.546501445e+01 +8.546501445e+01 +1.631250145e+02 +1.631250145e+02 +2.1778e+00 -7.4511e-02 +9.6105e-01 +3.3213e+00 +4.8089e-01
202 +4.672508178e+01 +4.672508178e+01 +1.243850818e+02 +1.243850818e+02 -5.7971e-01 +4.2363e-02 -1.0281e+00 +2.1874e+00 +1.7857e+00
326 +3.889934735e+01 +3.889934735e+01 +1.165593474e+02 +1.165593474e+02 -1.4732e+00 -8.5967e-01 -1.0281e+00 +3.3570e+00 +1.7857e+00
681 +2.312632692e+01 +2.312632692e+01 +1.007863269e+02 +1.007863269e+02 +3.0103e-01 -8.1127e-01 +1.1800e+00 +3.7122e+00 +1.8424e+00
902 +1.541570647e+01 +1.541570647e+01 +9.307570647e+01 +9.307570647e+01 +2.3886e+00 -2.7542e-02 +1.4393e+00 +3.2541e+00 +2.1567e+00
1176 +8.314025808e+00 +8.314025808e+00 +8.597402581e+01 +8.597402581e+01 +1.3965e+00 -9.6738e-02 +6.6872e-01 +4.2278e+00 +2.1556e+00
1635 +6.264993666e+00 +6.264993666e+00 +8.392499367e+01 +8.392499367e+01 +1.4556e+00 -1.6726e-01 +6.6993e-01 +3.3233e+00 +2.1678e+00
1853 +3.594546501e+00 +3.594546501e+00 +8.125454650e+01 +8.125454650e+01 +2.3797e+00 -3.8067e-02 +7.1579e-01 +3.3303e+00 +2.1578e+00
2202 +2.128710596e+00 +2.128710596e+00 +7.978871060e+01 +7.978871060e+01 +2.3934e+00 -5.8940e-02 +1.2654e+00 +3.3285e+00 +2.1527e+00
15104 +1.537714453e+00 +1.537714453e+00 +7.919771445e+01 +7.919771445e+01 +2.3849e+00 -8.5797e-01 +7.0802e-01 +3.3206e+00 +2.4534e+00
15758 +9.981383425e-01 +9.981383425e-01 +7.865813834e+01 +7.865813834e+01 +2.3978e+00 -8.5811e-01 +6.7431e-01 +3.3235e+00 +2.4634e+00
29658 +3.878558011e-01 +3.878558011e-01 +7.804785580e+01 +7.804785580e+01 +2.3973e+00 -8.5811e-01 +1.2701e+00 +3.3275e+00 +2.4507e+00
29926 +2.497666628e-01 +2.497666628e-01 +7.790976666e+01 +7.790976666e+01 +2.3880e+00 -8.5579e-01 +1.2728e+00 +3.3297e+00 +2.4547e+00
29945 +1.501738963e-01 +1.501738963e-01 +7.781017390e+01 +7.781017390e+01 +2.3954e+00 -8.6287e-01 +1.2630e+00 +3.3224e+00 +2.4568e+00
30004 +7.454711781e-02 +7.454711781e-02 +7.773454712e+01 +7.773454712e+01 +2.3836e+00 -8.5458e-01 +1.2694e+00 +3.3255e+00 +2.4610e+00
30051 +6.157273811e-02 +6.157273811e-02 +7.772157274e+01 +7.772157274e+01 +2.3886e+00 -8.5458e-01 +1.2666e+00 +3.3255e+00 +2.4610e+00
30052 +1.063120275e-02 +1.063120275e-02 +7.767063120e+01 +7.767063120e+01 +2.3975e+00 -8.5231e-01 +1.2707e+00 +3.3251e+00 +2.4638e+00
30176 +6.403527569e-03 +6.403527569e-03 +7.766640353e+01 +7.766640353e+01 +2.3975e+00 -8.5231e-01 +1.2709e+00 +3.3226e+00 +2.4638e+00
30391 +3.069640364e-03 +3.069640364e-03 +7.766306964e+01 +7.766306964e+01 +2.3983e+00 -8.5509e-01 +1.2710e+00 +3.3223e+00 +2.4631e+00
30530 +1.439054500e-03 +1.439054500e-03 +7.766143905e+01 +7.766143905e+01 +2.3970e+00 -8.5644e-01 +1.2719e+00 +3.3226e+00 +2.4635e+00
30568 +4.638963752e-04 +4.638963752e-04 +7.766046390e+01 +7.766046390e+01 +2.3973e+00 -8.5547e-01 +1.2720e+00 +3.3235e+00 +2.4638e+00
30630 +2.225510279e-04 +2.225510279e-04 +7.766022255e+01 +7.766022255e+01 +2.3976e+00 -8.5616e-01 +1.2718e+00 +3.3231e+00 +2.4638e+00
30801 +1.532601809e-04 +1.532601809e-04 +7.766015326e+01 +7.766015326e+01 +2.3983e+00 -8.5658e-01 +1.2719e+00 +3.3233e+00 +2.4640e+00
30827 +6.342828927e-05 +6.342828927e-05 +7.766006343e+01 +7.766006343e+01 +2.3982e+00 -8.5624e-01 +1.2719e+00 +3.3231e+00 +2.4639e+00
30896 +2.580292043e-05 +2.580292043e-05 +7.766002580e+01 +7.766002580e+01 +2.3983e+00 -8.5595e-01 +1.2719e+00 +3.3232e+00 +2.4639e+00
30901 +2.338883590e-05 +2.338883590e-05 +7.766002339e+01 +7.766002339e+01 +2.3983e+00 -8.5595e-01 +1.2719e+00 +3.3233e+00 +2.4639e+00
30995 +8.869606020e-06 +8.869606020e-06 +7.766000887e+01 +7.766000887e+01 +2.3984e+00 -8.5605e-01 +1.2719e+00 +3.3232e+00 +2.4640e+00
31052 +5.594693903e-06 +5.594693903e-06 +7.766000559e+01 +7.766000559e+01 +2.3984e+00 -8.5605e-01 +1.2719e+00 +3.3232e+00 +2.4640e+00
31237 +3.509590385e-06 +3.509590385e-06 +7.766000351e+01 +7.766000351e+01 +2.3983e+00 -8.5598e-01 +1.2720e+00 +3.3232e+00 +2.4640e+00
31280 +1.431695580e-06 +1.431695580e-06 +7.766000143e+01 +7.766000143e+01 +2.3984e+00 -8.5596e-01 +1.2720e+00 +3.3232e+00 +2.4640e+00
31353 +2.925897888e-07 +2.925897888e-07 +7.766000029e+01 +7.766000029e+01 +2.3984e+00 -8.5600e-01 +1.2720e+00 +3.3232e+00 +2.4640e+00
31455 +2.458200470e-07 +2.458200470e-07 +7.766000025e+01 +7.766000025e+01 +2.3984e+00 -8.5601e-01 +1.2720e+00 +3.3232e+00 +2.4640e+00
31506 +4.480786231e-08 +4.480786231e-08 +7.766000004e+01 +7.766000004e+01 +2.3984e+00 -8.5600e-01 +1.2720e+00 +3.3232e+00 +2.4640e+00
