% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.451420748e+03 +2.451420748e+03 +2.544360748e+03 +2.544360748e+03 +1.7992e-01 -3.0570e+00 -3.0122e-01 -4.6272e+00 -4.9915e+00 +8.3858e-01 -3.2916e+00 -1.9671e-01 +4.0967e+00 +4.2995e+00 +2.1933e-01 -1.0620e+00 +1.9944e+00 +3.5085e+00 -2.7627e+00 +2.6357e+00 +4.8720e+00 +4.8003e+00 +2.0150e+00 +3.5416e-02
5 +7.247089054e+02 +7.247089054e+02 +8.176489054e+02 +8.176489054e+02 -3.0863e+00 +4.0006e+00 +3.2261e-01 +2.2313e+00 +4.5235e+00 +4.7060e+00 +1.3924e-01 +1.9216e+00 +3.9162e+00 +4.5671e-01 +2.4946e+00 -3.6112e+00 +1.5585e+00 +3.3380e+00 -4.8845e+00 +4.1969e+00 +3.9660e+00 +2.6394e+00 -7.6765e-01 -6.4486e-01
106 +5.951349091e+02 +5.951349091e+02 +6.880749091e+02 +6.880749091e+02 +3.5475e+00 +1.0312e-01 +2.9539e+00 +2.9715e+00 -3.7982e-01 +5.5895e+00 +5.4295e+00 +2.4306e+00 +1.2851e+00 -1.1939e-01 -1.5676e+00 -2.5223e+00 -8.4451e-01 -4.0590e+00 +2.2344e+00 +4.0584e+00 +1.0794e+00 -2.9529e+00 +2.6095e+00 +1.8610e+00
203 +3.732447473e+02 +3.732447473e+02 +4.661847473e+02 +4.661847473e+02 +2.2951e+00 +7.8031e-01 +2.5212e+00 +3.2738e+00 +6.6647e-01 +2.6744e+00 +2.9768e+00 -5.1952e-01 +1.5939e+00 +3.8998e+00 +2.5883e-01 -2.5329e+00 +3.6848e+00 +2.4951e+00 -1.3912e+00 +2.5471e+00 +4.5935e+00 -1.1155e+00 -1.1085e+00 -6.5240e-01
708 +1.552349966e+02 +1.552349966e+02 +2.481749966e+02 +2.481749966e+02 +2.7912e-01 +1.6945e+00 +1.7508e-01 +3.3502e+00 +1.4336e+00 +6.7036e+00 +4.7267e+00 -3.0019e-02 +3.8124e+00 +2.9634e+00 +1.5593e+00 -1.5349e+00 +2.0865e+00 +2.2421e+00 +3.0553e+00 -4.3100e+00 +3.1275e+00 -5.8961e+00 +1.7084e+00 +1.4228e+00
1903 +7.229893981e+01 +7.229893981e+01 +1.652389398e+02 +1.652389398e+02 -8.0516e-01 +8.9126e-01 +1.1300e+00 +2.4978e+00 +3.5814e+00 +5.4497e+00 +6.6565e-01 -9.5893e-03 +4.4567e+00 +3.8892e+00 -1.4171e+00 -4.1078e+00 +1.6229e+00 +4.2467e+00 +1.5313e+00 -2.1019e+00 +1.6062e+00 -1.4066e+00 +3.3371e+00 +2.2295e+00
2523 +6.042568403e+01 +6.042568403e+01 +1.533656840e+02 +1.533656840e+02 -2.1162e+00 +7.3233e-01 -4.0386e-01 +3.0935e+00 +1.6530e+00 +6.5307e+00 +3.6226e+00 +1.5876e-01 +3.9144e+00 +1.7368e+00 -2.3287e+00 -2.4051e+00 -8.3004e-01 +1.6511e+00 +7.2826e-01 -8.3704e-01 +2.6702e+00 -1.9879e+00 +1.1085e+00 +1.6547e+00
3420 +2.945790523e+01 +2.945790523e+01 +1.223979052e+02 +1.223979052e+02 +9.6387e-01 +2.0385e+00 +1.6760e+00 +1.7432e+00 +2.3886e+00 +5.3681e+00 +2.8025e+00 -8.8978e-01 +4.6224e+00 +2.6375e+00 +1.1184e+00 -3.0026e+00 -2.5218e-02 +1.0622e+00 +1.5160e+00 -6.7976e-02 +2.1690e+00 -3.2226e+00 +1.2723e+00 +5.5266e-01
4306 +1.767011722e+01 +1.767011722e+01 +1.106101172e+02 +1.106101172e+02 +6.1303e-01 +1.5337e+00 +9.4514e-02 +2.5255e+00 +2.7428e+00 +5.9031e+00 +1.9979e+00 -1.1309e+00 +2.6464e+00 +3.2100e+00 +1.1657e+00 -4.2659e+00 -1.6289e+00 +1.5693e+00 +1.8538e+00 +1.4307e-01 +2.5409e+00 -3.2687e+00 +1.3772e+00 +9.2776e-01
4901 +1.474480440e+01 +1.474480440e+01 +1.076848044e+02 +1.076848044e+02 +7.3509e-01 +6.2604e-01 +7.0342e-01 +2.8797e+00 +2.3741e+00 +5.2208e+00 +9.1900e-01 -4.5034e-01 +3.8084e+00 +3.1217e+00 +2.0334e+00 -3.6808e+00 -1.3623e+00 +1.5219e+00 +1.2903e+00 +1.2278e+00 +3.2098e+00 -3.3533e+00 +1.7926e+00 +1.0211e+00
