% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.114008539e+03 +3.114008539e+03 +3.143978539e+03 +3.143978539e+03 -4.8012e+00 +1.0661e+00 -4.7220e+00 +7.7895e-01 -2.0100e+00 +3.0035e+00 +8.8056e-01 -4.8517e+00 +1.6961e+00 +4.3709e-01 -1.6680e+00 +3.8804e+00 +5.3915e-01 -4.4881e-01 +4.5506e+00 +1.9824e+00 -4.4844e+00 +1.7632e+00 -4.6869e+00 +4.3696e+00
15 +2.279081982e+03 +2.279081982e+03 +2.309051982e+03 +2.309051982e+03 +4.5087e+00 -1.7055e+00 +3.6163e+00 -2.0406e+00 -7.6938e-01 -2.6727e+00 -1.4825e+00 -3.0723e+00 -3.6154e+00 -2.0750e+00 -1.2509e+00 -1.4562e+00 +1.9413e+00 +3.8866e+00 -2.5195e-01 +6.4665e-01 -3.4127e+00 -2.7745e-01 -5.5597e-01 -3.8099e+00
1066 +1.479514666e+03 +1.479514666e+03 +1.509484666e+03 +1.509484666e+03 +2.2085e+00 +3.2292e-01 -5.1199e+00 -3.1602e+00 +6.9426e-01 -1.4181e+00 -3.0503e+00 -2.2698e+00 -2.5877e+00 -2.9555e-01 +1.4773e-01 -5.3867e-01 +3.0133e+00 +4.8021e+00 +5.1261e-01 +5.3338e-01 -2.7339e+00 +4.0074e+00 -5.0386e-02 -2.5306e+00
2906 +9.584811011e+02 +9.584811011e+02 +9.884511011e+02 +9.884511011e+02 +1.2799e+00 -2.2265e+00 -3.7797e+00 -1.3958e+00 +2.0045e+00 +4.9279e-01 -2.0810e+00 -3.9495e+00 +4.6556e-01 -3.3908e+00 -8.8681e-01 +1.3110e+00 +3.3522e+00 +2.3660e+00 -2.1365e-01 +6.0828e-01 -3.4967e+00 +2.8740e+00 -7.0769e-01 -3.0000e+00
4749 +6.198659972e+02 +6.198659972e+02 +6.498359972e+02 +6.498359972e+02 -1.2891e-01 -2.0212e+00 -3.1102e+00 -2.5774e+00 +3.4022e+00 +2.5734e+00 -5.0182e+00 -4.1497e+00 +3.1195e-02 -2.1453e+00 -1.6517e+00 -4.5611e-01 +4.7007e+00 +2.3425e+00 -6.1754e-01 +3.6098e+00 -3.3945e+00 +4.7590e-03 +3.7048e-01 -3.2947e+00
6612 +3.410198291e+02 +3.410198291e+02 +3.709898291e+02 +3.709898291e+02 +2.0778e+00 -1.6604e+00 -2.8202e+00 -1.8177e+00 +2.5029e+00 +1.7733e+00 -4.4547e+00 -3.7043e+00 -5.8553e-01 -2.1099e+00 +4.6643e-01 -5.9208e-01 +2.9801e+00 +2.4127e+00 -9.8264e-01 +2.7035e+00 -3.7401e+00 +1.3396e+00 +1.6102e+00 -3.0424e+00
8016 +2.160562798e+02 +2.160562798e+02 +2.460262798e+02 +2.460262798e+02 +1.2948e+00 -1.9770e+00 -3.5213e+00 -2.0554e+00 +2.5582e+00 +2.3455e+00 -4.3102e+00 -3.6716e+00 -5.4809e-01 -1.4074e+00 +3.0941e-01 -9.3459e-01 +3.4567e+00 +1.9407e+00 -1.2464e+00 +2.9587e+00 -4.0550e+00 +5.4545e-01 +1.4561e+00 -4.4251e+00
10602 +1.461536374e+02 +1.461536374e+02 +1.761236374e+02 +1.761236374e+02 +1.1776e+00 -1.9276e+00 -3.7114e+00 -2.3106e+00 +3.1263e+00 +3.3204e+00 -4.4554e+00 -3.2094e+00 +6.3767e-01 -1.8112e+00 +8.9645e-01 -1.4457e+00 +3.7835e+00 +2.0789e+00 -1.3710e+00 +2.8218e+00 -3.4239e+00 -4.2575e-01 +1.6066e+00 -3.9079e+00
13103 +9.826419601e+01 +9.826419601e+01 +1.282341960e+02 +1.282341960e+02 +1.3604e+00 -1.6910e+00 -3.5245e+00 -2.2315e+00 +3.0187e+00 +3.0483e+00 -4.5099e+00 -3.3064e+00 +7.3839e-03 -1.9588e+00 +5.7310e-01 -1.4434e+00 +3.4797e+00 +1.9803e+00 -1.4316e+00 +2.7967e+00 -3.1337e+00 -3.0823e-01 +1.8327e+00 -3.6970e+00
16719 +5.711530397e+01 +5.711530397e+01 +8.708530397e+01 +8.708530397e+01 +1.3404e+00 -1.6915e+00 -3.4736e+00 -2.1981e+00 +3.1330e+00 +2.7679e+00 -4.3585e+00 -3.6141e+00 +4.8105e-02 -2.0404e+00 +5.1962e-01 -1.1915e+00 +3.6508e+00 +2.1612e+00 -1.2712e+00 +2.8816e+00 -3.3117e+00 +2.7195e-01 +1.7741e+00 -3.6811e+00
19449 +3.710231735e+01 +3.710231735e+01 +6.707231735e+01 +6.707231735e+01 +1.1695e+00 -1.7547e+00 -3.5073e+00 -2.0510e+00 +3.0031e+00 +2.8389e+00 -4.3094e+00 -3.4720e+00 +2.6508e-01 -1.9403e+00 +6.7391e-01 -1.2887e+00 +3.7618e+00 +2.2075e+00 -1.4240e+00 +2.8696e+00 -3.1715e+00 -9.8610e-02 +1.6666e+00 -3.6845e+00
22712 +2.502393025e+01 +2.502393025e+01 +5.499393025e+01 +5.499393025e+01 +1.2175e+00 -1.7192e+00 -3.4578e+00 -2.0765e+00 +3.0481e+00 +2.8270e+00 -4.2813e+00 -3.4776e+00 +2.2990e-01 -2.0054e+00 +6.9861e-01 -1.2360e+00 +3.6770e+00 +2.2078e+00 -1.3822e+00 +2.7578e+00 -3.1468e+00 -8.1628e-03 +1.6435e+00 -3.6965e+00
27903 +1.583325042e+01 +1.583325042e+01 +4.580325042e+01 +4.580325042e+01 +1.2213e+00 -1.7758e+00 -3.4769e+00 -2.0694e+00 +3.0113e+00 +2.8397e+00 -4.2557e+00 -3.4654e+00 +2.2509e-01 -1.9584e+00 +7.0134e-01 -1.2370e+00 +3.7109e+00 +2.2167e+00 -1.3827e+00 +2.7828e+00 -3.1366e+00 -2.1515e-02 +1.6579e+00 -3.6805e+00
33401 +9.821301771e+00 +9.821301771e+00 +3.979130177e+01 +3.979130177e+01 +1.2029e+00 -1.7516e+00 -3.4858e+00 -2.0687e+00 +3.0360e+00 +2.8660e+00 -4.2652e+00 -3.4507e+00 +2.4424e-01 -1.9345e+00 +7.3169e-01 -1.2623e+00 +3.7131e+00 +2.2004e+00 -1.3972e+00 +2.7829e+00 -3.1240e+00 -6.4167e-02 +1.6609e+00 -3.6769e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.336764793e+03 +3.336764793e+03 +3.285054793e+03 +3.285054793e+03 +6.9513e-02 +2.0944e+00 -1.8012e+00 +2.0522e+00 +2.7092e+00 -4.8319e+00 -1.7343e+00 -3.0012e+00 -2.3490e+00 +1.5678e+00 -2.8450e+00 +4.7909e+00 +2.0363e+00 -8.6154e-01 +2.0678e+00 +4.2277e+00 -2.3636e+00 +2.5768e+00 +4.4480e+00 +1.1683e-01
5 +2.500479944e+03 +2.500479944e+03 +2.448769944e+03 +2.448769944e+03 +3.0372e+00 -1.3837e+00 +1.7229e+00 -2.0199e+00 -2.0162e+00 -2.0268e-01 +1.1297e+00 -4.4801e-01 -1.0787e-01 -3.2599e+00 +2.3102e+00 -4.8257e-01 +1.6318e+00 +1.4899e+00 -4.5063e+00 +2.4368e+00 -1.8170e+00 +1.6644e+00 +2.7589e+00 +4.2745e+00
