% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.542201120e+06 +6.542201120e+06 +6.542277390e+06 +6.542277390e+06 -1.0212e+00 -3.2526e+00 +4.1139e+00 -8.4760e-01 +4.9962e-01 +3.4421e+00 -2.1924e+00 +1.4601e+00 +2.0046e+00 -2.5832e-01 +1.7242e+00 -2.9402e+00 -4.4038e+00 +4.9127e+00 +4.0996e+00 +1.2906e+00 -2.7120e-01 -1.5947e+00 +1.6458e+00 -1.1185e+00
2 +5.709944116e+04 +5.709944116e+04 +5.717571116e+04 +5.717571116e+04 -4.5701e+00 -2.3244e+00 -1.7588e+00 -7.0634e-01 -3.0627e+00 -3.2392e+00 -1.7063e+00 +2.5436e+00 -9.5899e-01 +1.8331e+00 +2.3055e+00 -1.6715e-01 -4.1721e+00 -2.2211e+00 -3.9989e+00 +3.5676e-01 +4.1836e+00 -4.2845e+00 +3.3187e+00 -1.9054e+00
46 +1.305033708e+04 +1.305033708e+04 +1.312660708e+04 +1.312660708e+04 +2.2543e+00 -1.2423e+00 +4.5730e+00 -3.4523e+00 +4.1265e+00 -5.3372e-01 +2.6919e+00 +2.6037e+00 -2.9547e+00 -2.8348e+00 +1.9160e+00 +3.5931e+00 +4.9237e+00 +8.3232e-01 +4.3556e+00 -1.3541e+00 -2.9591e+00 +6.0135e-01 +3.2243e-01 -4.0399e-01
53 +9.027263770e+03 +9.027263770e+03 +9.103533770e+03 +9.103533770e+03 +4.3729e+00 -3.2747e+00 -4.1449e+00 +4.0006e+00 +4.0080e+00 -4.8917e+00 +1.4915e+00 +1.1779e+00 -2.7020e+00 +3.6795e+00 -3.8761e+00 -3.1352e-01 -8.1002e-01 +1.9837e+00 -1.7939e+00 -3.5974e+00 +3.6612e+00 -2.6468e+00 -4.5739e+00 -4.7388e+00
101 +1.035500488e+03 +1.035500488e+03 +1.111770488e+03 +1.111770488e+03 +1.3259e+00 -3.3548e+00 -5.0022e+00 +2.6377e+00 +1.9015e-01 +2.8093e-01 -9.3196e-01 +3.6398e+00 -4.6105e+00 +6.0499e-01 +2.6681e+00 -1.3266e+00 -1.0371e+00 -3.0474e+00 -4.3988e+00 -2.8088e+00 +1.1986e+00 -7.5446e-01 -3.9936e+00 -1.9607e+00
119 +2.556812539e+02 +2.556812539e+02 +3.319512539e+02 +3.319512539e+02 +4.7958e+00 -1.0007e+00 +2.6281e+00 +1.2053e+00 -2.6094e+00 +2.9353e+00 +3.9480e+00 -5.7676e-01 -1.2809e-01 +4.5489e+00 +1.2327e+00 +3.7971e+00 +6.7837e-01 +5.3007e-01 -2.6737e+00 -3.4163e+00 -1.1121e+00 +3.9458e+00 -1.8403e+00 -2.9647e+00
3117 +2.341829495e+02 +2.341829495e+02 +3.104529495e+02 +3.104529495e+02 +5.2833e-01 +2.9345e+00 +4.5730e+00 -3.4523e+00 +1.7976e+00 -2.9470e-01 +3.4553e+00 -6.5357e-01 +1.1158e+00 -2.8348e+00 +1.4440e+00 +3.5931e+00 +1.9988e+00 +8.3232e-01 -7.0613e-01 -4.4353e+00 +4.5230e-02 -5.6349e-01 +1.8554e+00 -1.8238e+00
5825 +1.542532152e+02 +1.542532152e+02 +2.305232152e+02 +2.305232152e+02 -1.8832e+00 +1.2476e+00 -5.2127e-01 +1.3537e+00 -2.1086e+00 -5.9841e-01 -5.7510e-01 +2.5574e+00 -3.1531e+00 -1.8303e+00 +1.7786e+00 +2.0468e+00 -2.9081e+00 +3.1655e+00 -6.8956e-01 -3.8322e+00 +1.7677e+00 +1.6951e+00 +3.5914e+00 -3.4077e+00
12220 +8.883392040e+01 +8.883392040e+01 +1.651039204e+02 +1.651039204e+02 +3.5642e-01 +1.1735e+00 -4.9249e-01 +2.0069e-01 -2.1696e+00 -3.6481e-01 +1.7713e+00 +2.8496e-01 -8.9214e-01 +7.1925e-02 +2.5896e+00 +1.0804e+00 -1.8455e+00 +1.1578e+00 +2.6971e-01 -3.6572e+00 +9.0214e-01 +1.2489e+00 +2.3916e+00 -1.6212e+00
13002 +5.706202128e+01 +5.706202128e+01 +1.333320213e+02 +1.333320213e+02 -8.9707e-01 -1.2241e-01 -9.6605e-01 +1.0868e+00 -3.4782e+00 +5.4818e-02 -4.0456e-01 +1.9940e+00 -2.3428e+00 +9.3400e-01 +4.4377e+00 -9.4848e-01 -3.4735e-01 +1.7027e+00 -6.7641e-02 -2.1059e+00 +2.3171e+00 -2.5750e+00 -1.0755e+00 -1.8670e-01
13717 +3.629220803e+01 +3.629220803e+01 +1.125622080e+02 +1.125622080e+02 -2.3104e+00 -1.2891e+00 +3.2283e-01 +1.0783e+00 -2.2875e+00 +6.3447e-01 -1.0605e+00 +1.1317e+00 -1.9142e+00 +8.6224e-01 +1.7335e+00 +2.9953e-01 -9.4002e-01 +2.3414e+00 -7.7596e-01 -1.8663e+00 +1.1111e+00 -2.0243e+00 +8.9560e-01 -1.1837e+00
15024 +2.308440203e+01 +2.308440203e+01 +9.935440203e+01 +9.935440203e+01 -1.8442e+00 -2.3272e+00 -5.3466e-03 +7.5238e-01 -2.8105e+00 +1.4831e-01 -1.5804e+00 +1.4910e+00 -5.8475e-01 +1.7395e+00 +1.1742e+00 -5.5906e-01 -8.2537e-01 +2.3925e+00 -1.2505e+00 -1.6086e+00 +4.8723e-01 -2.9595e+00 -5.4782e-03 -2.2349e+00
15731 +1.582066068e+01 +1.582066068e+01 +9.209066068e+01 +9.209066068e+01 -1.6408e+00 -2.3726e+00 -1.2282e+00 +1.3299e+00 -1.9634e+00 -6.7640e-01 -2.8382e+00 +1.3215e+00 -1.3125e+00 +3.7539e+00 +2.0450e+00 -8.3308e-01 -2.1503e+00 +2.8238e+00 -1.4647e+00 -1.3250e+00 +1.0538e+00 -2.2121e+00 -9.3048e-01 -1.9518e+00
