% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.728217420e+01 +5.728217420e+01 -4.526782580e+01 -4.526782580e+01 +2.3237e+00 +3.3096e+00 -3.2717e+00 -5.7324e-01 -4.6794e+00 +2.1344e-01 +4.2579e+00 -2.9010e+00 +3.0972e+00 +1.6048e+00 +3.1612e+00 +3.9599e+00 -2.2486e+00 +3.4119e+00 +3.5543e+00 +3.3593e+00 -1.9353e+00 -2.0754e+00 +1.7726e+00 +1.4660e+00
2 +3.596307823e+01 +3.596307823e+01 -6.658692177e+01 -6.658692177e+01 +3.4010e+00 +1.5728e+00 -2.0117e-01 +8.6709e-01 -1.7918e+00 -1.6025e+00 -7.9525e-01 -2.0147e+00 -2.5582e-01 +1.3641e+00 +2.4039e+00 +4.0784e+00 +1.4175e+00 +3.0992e+00 -3.3289e+00 +2.4294e+00 +2.9446e+00 +4.6046e+00 +1.1476e+00 -2.3998e+00
7 +2.396887533e+01 +2.396887533e+01 -7.858112467e+01 -7.858112467e+01 -1.8667e+00 +3.0087e+00 -3.8928e-01 -2.7977e+00 -3.7324e+00 +2.5594e+00 -5.2072e-01 +1.5507e+00 -1.4734e+00 -1.7011e+00 -2.2827e+00 -1.4826e+00 +1.0691e+00 -1.0441e-01 -2.8539e-01 +9.2962e-01 -3.3123e+00 +3.8163e+00 +1.9531e-01 +2.6114e+00
220 +1.446622772e+01 +1.446622772e+01 -8.808377228e+01 -8.808377228e+01 -7.8956e-01 +2.8579e+00 -2.4678e+00 -3.8143e+00 +3.9439e-01 -1.1026e+00 -1.8072e+00 -1.5827e+00 -2.0510e+00 -1.2985e+00 +1.8051e+00 -1.8917e+00 -3.2664e-01 +0.0000e+00 +1.3674e+00 +1.4725e+00 -1.3689e+00 +2.9431e-01 +1.3499e+00 +1.0494e-01
426 +9.592708112e+00 +9.592708112e+00 -9.295729189e+01 -9.295729189e+01 -2.0493e+00 +2.6628e+00 -2.2815e+00 -2.6498e+00 -3.6741e-01 +5.5327e-02 -5.5774e-01 +0.0000e+00 +1.1270e+00 -1.7823e-01 +1.0162e+00 +3.6818e-01 -1.0997e+00 -9.6096e-01 -2.9567e-01 -2.4634e+00 +6.9692e-01 +7.1089e-01 -4.1385e-01 +1.0809e+00
6577 +6.199154607e+00 +6.199154607e+00 -9.635084539e+01 -9.635084539e+01 -2.3104e+00 -7.2939e-01 -3.0249e+00 -9.0464e-01 -1.9309e-01 -1.4133e+00 -2.1102e-01 -4.7172e-01 +6.2761e-01 +8.9478e-02 +9.0300e-02 -8.5827e-01 +3.9677e-01 -9.2762e-01 +7.4926e-01 -1.2288e-01 -2.5207e+00 +1.3606e+00 -1.2932e+00 -2.3788e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.598437973e+01 +2.598437973e+01 +9.767437973e+01 +9.767437973e+01 -1.9603e+00 -1.6664e+00 -1.2649e+00 -1.1945e+00 -2.9710e+00 -9.4171e-01 +7.0157e-01 +2.4851e+00 -1.6683e+00 -4.0328e-02 -8.9623e-01 +3.2514e+00 -2.3204e+00 +2.5611e+00 +2.3835e+00 -2.3482e+00 -4.7548e+00 -1.5585e-01 -2.3071e+00 +2.4445e+00
7 +2.352971194e+01 +2.352971194e+01 +9.521971194e+01 +9.521971194e+01 -2.3747e+00 +2.4627e+00 -6.0132e-01 -1.1373e+00 -4.9736e+00 +1.4533e+00 -3.3920e+00 +2.2374e+00 -4.3103e+00 +3.8986e+00 +5.4919e-01 -2.1304e-01 +3.9201e+00 -1.6643e+00 -1.3084e+00 -9.4416e-01 +4.9497e-01 -1.3308e+00 -3.8506e-01 -2.3184e+00
134 +1.515994231e+01 +1.515994231e+01 +8.684994231e+01 +8.684994231e+01 -2.2384e-01 +2.9352e+00 -3.0408e+00 -1.1072e-01 -3.8664e+00 +1.6380e+00 +3.5720e-01 +2.3778e+00 -8.8612e-01 +3.1592e-01 -3.7812e-01 +1.3387e+00 +2.8468e+00 +1.3320e+00 -2.2267e+00 +0.0000e+00 -3.9793e-01 +3.4882e+00 +1.8063e+00 -1.5943e+00
1164 +9.301385033e+00 +9.301385033e+00 +8.099138503e+01 +8.099138503e+01 -5.2580e-01 +2.5064e+00 -2.7817e+00 -3.3230e+00 -3.5200e+00 +6.7900e-01 -3.2490e-01 +5.7922e-01 -7.9623e-01 -7.6194e-01 +6.5571e-03 +4.3898e+00 +2.9250e+00 +8.1990e-01 -2.1083e+00 -3.1848e+00 +2.2661e+00 +2.9837e+00 +1.3168e+00 -2.4973e+00
2033 +5.817639968e+00 +5.817639968e+00 +7.750763997e+01 +7.750763997e+01 -9.7341e-01 -2.1773e-01 -1.2684e+00 -9.5110e-01 +2.8101e-01 +2.0768e-01 +5.1669e-01 +1.2099e+00 -7.4650e-02 -1.5552e+00 -1.4198e-01 +1.6104e+00 +9.6007e-01 +1.0277e+00 -7.3289e-01 -1.5378e+00 -3.0912e-01 +2.7507e+00 +9.7804e-01 -1.3977e+00
17233 +3.944698048e+00 +3.944698048e+00 +7.563469805e+01 +7.563469805e+01 -1.3820e+00 -7.7215e-01 -1.3460e+00 -1.6031e+00 +8.0713e-01 +1.2770e-01 +1.2913e+00 +2.2967e+00 -7.4624e-02 -1.6701e+00 -8.4373e-02 +4.3452e-01 +9.6223e-01 -3.1675e-01 -6.1722e-01 -9.1912e-01 +3.7814e-01 +2.6043e+00 +6.8806e-01 -1.4134e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.124565773e+02 +1.124565773e+02 +3.264665773e+02 +3.264665773e+02 +4.1006e+00 -3.5746e+00 +1.8163e+00 +2.5563e+00 -3.8196e+00 -1.2313e+00 +3.1802e+00 +1.8882e+00 -1.2632e+00 +3.1574e+00 -4.4564e+00 -2.0792e+00 -2.5731e+00 -3.7167e+00 +4.6315e+00 +3.4091e-01 -4.8602e+00 -1.7707e+00 +3.4081e+00 +4.3029e+00
2 +7.812452611e+01 +7.812452611e+01 +2.921345261e+02 +2.921345261e+02 -4.7915e+00 -3.5794e+00 -3.3109e+00 +1.5100e+00 +3.2274e+00 +2.2655e+00 -4.1894e+00 +1.4683e+00 +4.5284e+00 -1.3981e+00 -4.3712e+00 +2.8971e+00 +4.0659e+00 +5.8076e-01 +4.4777e+00 -3.4390e-02 +1.9521e+00 +2.1164e+00 +2.5011e+00 +4.1229e+00
3 +2.846249462e+01 +2.846249462e+01 +2.424724946e+02 +2.424724946e+02 -8.4433e-01 +3.7745e+00 -2.8337e+00 +3.3839e+00 -6.0244e-02 +3.4221e+00 +1.2632e+00 -1.7114e+00 +2.1912e+00 -1.0781e+00 -7.5129e-01 +2.6148e+00 +2.5351e+00 -2.9831e+00 -1.1116e+00 +4.0787e+00 -2.3800e+00 +1.7577e+00 -1.0409e+00 +3.4851e+00
72 +1.961780166e+01 +1.961780166e+01 +2.336278017e+02 +2.336278017e+02 -3.9321e+00 +1.0403e+00 -2.5014e-01 +7.2172e-02 +6.7363e-01 +2.2866e-01 +8.6840e-01 -3.2072e+00 +2.8730e+00 +3.7664e-01 +1.0068e+00 +2.0150e+00 +2.1804e+00 +3.5488e+00 +2.7353e+00 -1.5355e+00 -1.5736e-01 +2.8804e+00 -4.9499e+00 +1.6711e+00
121 +1.538840624e+01 +1.538840624e+01 +2.293984062e+02 +2.293984062e+02 -5.9304e-01 -7.3787e-02 -2.3596e-01 -8.9119e-01 +5.7595e-01 -8.1752e-01 +2.3615e+00 -1.8641e-01 +4.2925e+00 -2.2693e-01 -1.1972e+00 -9.5743e-01 -2.1206e+00 -3.5363e+00 -1.2747e-01 -1.4432e+00 +1.8457e+00 -4.1398e-02 +0.0000e+00 -8.1214e-01
541 +7.728410257e+00 +7.728410257e+00 +2.217384103e+02 +2.217384103e+02 -1.9745e+00 -1.9134e+00 -3.9961e-01 +1.8743e+00 +6.2669e-01 +2.5658e+00 -3.1186e-01 -2.5585e+00 +2.6653e+00 -1.6138e+00 +3.4779e-01 +8.5894e-01 -4.6396e-01 -3.1983e+00 +2.1359e-01 -8.1808e-02 -1.3072e+00 +1.1369e-01 -2.6060e-01 +1.1018e+00
