% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.002440040e+03 +3.002440040e+03 +3.095380040e+03 +3.095380040e+03 +1.4797e+00 +3.0853e+00 -7.7343e-01 +2.7247e+00 -3.8848e+00 +7.0157e-02 -1.4073e+00 -3.8016e+00 -2.9529e-01 +2.3249e+00 -1.3866e+00 -3.5886e+00 +2.1942e+00 -4.1935e-01 -3.0456e+00 +1.4602e+00 -4.1021e+00 +3.4707e+00 +3.0601e+00 +2.8366e+00
2 +2.105268247e+03 +2.105268247e+03 +2.198208247e+03 +2.198208247e+03 -1.2655e+00 -6.9453e-01 -4.0023e+00 +1.8237e-01 +2.6095e+00 +1.8948e+00 -1.5256e-01 +4.8414e+00 +4.0825e+00 +3.3305e+00 +4.1077e+00 +2.4825e+00 -2.7673e+00 +4.1337e+00 +3.8315e+00 -2.7448e+00 +4.7586e+00 +2.5004e+00 +4.3014e+00 -8.2875e-01
7 +1.441351865e+03 +1.441351865e+03 +1.534291865e+03 +1.534291865e+03 +5.9488e-01 +3.5364e+00 -2.8766e+00 +4.0007e+00 -4.2745e+00 +4.2729e+00 -3.9679e+00 -8.7820e-01 +2.9440e+00 +2.7222e+00 -7.7748e-01 -1.1985e+00 +1.3024e+00 -1.2667e+00 -3.6468e+00 -7.4299e-01 +4.4267e+00 +3.0535e+00 -1.1087e+00 +4.7926e+00
42 +9.926587518e+02 +9.926587518e+02 +1.085598752e+03 +1.085598752e+03 +7.4982e-01 -9.7043e-01 -5.0000e+00 +1.0921e+00 -5.7284e-01 +3.2803e+00 +1.6097e+00 -1.5864e-01 +5.0000e+00 +9.2700e-01 +5.4537e-02 +4.4854e-01 -3.8513e+00 +1.9113e+00 +3.8700e+00 -2.3925e+00 +1.2970e+00 -2.4996e+00 +3.0155e+00 -4.9459e+00
116 +4.755937974e+02 +4.755937974e+02 +5.685337974e+02 +5.685337974e+02 -2.0592e+00 -3.3189e-01 -4.6748e+00 +2.9593e+00 -4.5277e-01 +4.1378e+00 +1.9742e-01 +2.3660e+00 +5.9689e-01 +9.8273e-01 -5.1494e-01 -6.9801e-01 -4.4337e+00 -3.0127e+00 +3.0345e+00 +1.4011e+00 +4.0573e+00 +0.0000e+00 +6.1253e-02 +4.1083e-01
122 +2.472497139e+02 +2.472497139e+02 +3.401897139e+02 +3.401897139e+02 -3.0552e-01 -1.9990e+00 -4.7855e+00 +3.1996e+00 +1.3058e+00 +3.6018e+00 +9.7102e-01 +1.4968e+00 +1.0937e+00 +6.2323e-01 -6.6066e-01 -7.6363e-01 -4.2616e+00 -1.3909e+00 +1.6235e+00 -3.5029e-01 +5.0000e+00 -1.1804e+00 -6.0606e-01 -1.8231e+00
763 +1.417475470e+02 +1.417475470e+02 +2.346875470e+02 +2.346875470e+02 -3.6685e-01 -2.3833e+00 -4.8880e+00 +4.0668e+00 +8.6651e-01 +4.2207e+00 +8.1093e-01 +1.2912e+00 +1.5516e+00 +9.8129e-01 +1.7245e-01 -6.3040e-01 -2.9799e+00 +4.3580e-01 +3.0939e+00 +6.7118e-01 +4.8685e+00 -2.6910e+00 -6.3779e-01 -9.1167e-01
871 +9.990566844e+01 +9.990566844e+01 +1.928456684e+02 +1.928456684e+02 +9.2854e-02 -1.2232e+00 -4.7303e+00 +3.5985e+00 +8.0848e-01 +3.8772e+00 +9.2051e-01 +3.5375e-01 +6.4780e-01 +1.6282e+00 -9.3853e-02 -2.8302e+00 -2.9165e+00 +7.7314e-01 +2.9045e+00 +6.0098e-01 +4.6905e+00 -3.4279e+00 -1.3386e+00 +7.8539e-01
1684 +6.100132796e+01 +6.100132796e+01 +1.539413280e+02 +1.539413280e+02 +9.0101e-01 -9.0220e-01 -3.6606e+00 +4.1374e+00 +6.7661e-01 +4.2973e+00 +4.0238e-01 -6.7880e-01 +2.5060e+00 +2.4060e+00 +2.0705e+00 -3.1831e+00 -3.4633e+00 +1.0748e+00 +2.4195e+00 -7.4148e-01 +4.5522e+00 -4.2972e+00 -1.1095e+00 +1.8634e+00
2623 +3.737440728e+01 +3.737440728e+01 +1.303144073e+02 +1.303144073e+02 +9.8411e-01 -1.1144e+00 -2.7115e+00 +4.1543e+00 +1.0915e+00 +3.8395e+00 +9.0738e-01 -1.6652e+00 +2.6321e+00 +2.1241e+00 +2.3538e+00 -3.5935e+00 -3.3319e+00 +9.5506e-01 +2.5402e+00 +1.9588e+00 +4.5909e+00 -4.0430e+00 +2.1284e-01 +2.5118e+00
