% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.022977989e+05 +5.022977989e+05 +5.023336989e+05 +5.023336989e+05 +3.7570e+00 -2.7882e+00 +4.8092e+00 +2.7630e+00 -1.4441e+00 -5.0734e-01 -1.6799e+00 -1.5254e+00 -1.3744e+00 -1.7355e-01 -8.7951e-01 -5.0562e-01 -3.5716e+00 +4.3555e+00 +2.7254e+00 -3.9385e+00 +4.5223e+00 +4.6534e+00 -7.1026e-01 -3.9104e+00
103 +3.947672963e+05 +3.947672963e+05 +3.948031963e+05 +3.948031963e+05 +4.4516e+00 +2.8671e+00 -1.9576e-01 -2.8888e-01 +1.1604e+00 -6.4473e+00 +2.4230e+00 -4.6571e-01 -3.6520e+00 +3.9164e+00 -4.0497e+00 +1.9787e+00 -2.1298e+00 -6.4533e-01 +1.8409e+00 -3.6093e+00 +2.5499e+00 +7.3115e+00 +8.7291e-01 +2.7324e+00
526 +1.337258729e+05 +1.337258729e+05 +1.337617729e+05 +1.337617729e+05 +1.2453e+00 +4.7211e+00 +3.8409e+00 +6.8491e-01 -6.1084e+00 -2.2148e+00 +6.9942e+00 -5.3278e+00 +4.0131e+00 +2.5399e+00 -4.8659e+00 -7.1732e+00 +2.2186e+00 -1.2755e+00 +3.5000e+00 +1.3644e+00 +4.4352e-01 +1.0651e+01 -2.4449e+00 +3.0548e+00
708 +9.177868122e+04 +9.177868122e+04 +9.181458122e+04 +9.181458122e+04 -7.4655e-01 +8.4849e+00 +1.3409e+00 -1.2192e+00 +7.0109e-01 -1.2344e+01 +3.8443e+00 -6.3726e+00 +7.7847e+00 -3.2003e+00 -2.7913e+00 -7.5923e+00 +7.1581e-01 -3.7037e+00 +4.1828e+00 -5.9837e+00 +2.8328e+00 +1.0248e+01 -4.1842e+00 -2.3521e+00
1108 +6.235088031e+04 +6.235088031e+04 +6.238678031e+04 +6.238678031e+04 -4.2022e+00 +1.6232e+01 +1.6036e+01 -3.0752e+00 -3.1012e+00 -1.5021e+01 +4.2166e+00 -1.0575e+01 +1.1717e+00 -3.3336e+00 -8.2295e+00 -9.8884e+00 +1.6899e+00 -5.4838e+00 -2.2114e+00 -3.9502e+00 +5.1585e+00 +2.8411e+01 -6.4941e+00 -1.7741e+00
1133 +2.408407301e+04 +2.408407301e+04 +2.411997301e+04 +2.411997301e+04 -2.5405e+00 +9.5553e+00 +1.0140e+01 +1.5952e+00 -1.2258e+01 -1.2250e+01 +8.1726e+00 -7.7158e+00 +2.6704e+00 -8.4997e+00 +7.3583e-01 -9.0137e+00 -4.4560e-01 -1.1169e+01 -5.7343e+00 -4.9207e+00 +2.6865e+00 +9.3325e+00 -1.0365e+00 -1.3348e+00
1201 +1.141827397e+04 +1.141827397e+04 +1.145417397e+04 +1.145417397e+04 -3.6294e+00 +1.3086e+01 +1.0140e+01 +3.7548e+00 -1.1986e+01 -1.2250e+01 +1.1036e+01 -7.7158e+00 +4.0902e+00 -1.0114e+01 +1.1685e+00 -9.0137e+00 +5.1037e-02 -1.4614e+01 -5.7343e+00 -4.9207e+00 +2.6865e+00 +1.2684e+01 -1.0365e+00 -1.3348e+00
1224 +1.270699372e+03 +1.270699372e+03 +1.306599372e+03 +1.306599372e+03 +1.5690e+00 +1.3063e+01 +8.9139e+00 +1.1269e+01 -1.2402e+01 -1.6209e+01 -1.2431e+00 -8.8675e+00 +4.4620e+00 -1.0083e+01 -1.3160e+00 -1.4854e+01 -9.8235e-01 -6.8734e+00 +6.7251e+00 -6.3093e+00 +5.5973e+00 +1.8837e+01 -1.9360e+00 -4.1741e+00
3408 +8.740155329e+02 +8.740155329e+02 +9.099155329e+02 +9.099155329e+02 +2.0667e+00 +1.0175e+01 +8.0983e+00 +3.7303e+00 -8.5734e+00 -1.3048e+01 -1.4938e+00 -7.9007e+00 +3.2444e+00 -9.6257e+00 -5.3734e+00 -9.4117e+00 -2.8456e+00 -1.2284e+01 +1.5303e+00 -7.1686e+00 +5.3231e+00 +1.5302e+01 -1.9740e+00 -5.1546e+00
10703 +6.089656257e+02 +6.089656257e+02 +6.448656257e+02 +6.448656257e+02 +4.3165e-01 +7.8873e+00 +6.7854e+00 +2.8755e+00 -3.8214e+00 -9.8652e+00 +1.1510e+00 -6.0698e+00 +7.6261e+00 -1.3989e+00 -3.9212e+00 -6.0866e+00 -6.9238e+00 -3.4849e+00 -9.2160e-01 -6.1285e+00 +2.7609e+00 +1.5397e+01 -6.5034e+00 -4.2403e+00
14802 +3.943453189e+02 +3.943453189e+02 +4.302453189e+02 +4.302453189e+02 +5.1001e-01 +9.5737e+00 +5.6164e+00 +7.1164e+00 -2.3964e+00 -8.2602e+00 -3.3913e+00 -3.6836e+00 +4.0808e+00 -8.2209e+00 -4.4949e+00 -1.7043e+00 -4.8393e+00 -5.4787e+00 -3.2985e+00 -5.9589e+00 +3.2815e+00 +1.0364e+01 -3.6360e+00 -6.2136e+00
