% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.405232337e+06 +5.405232337e+06 +5.405022457e+06 +5.405022457e+06 +4.5674e+00 +2.4962e+00 -2.5942e+00 +4.2358e+00 +4.7550e-01 +2.2622e+00 +4.6134e+00 +2.3351e+00 -3.6471e+00 +4.6363e+00 -3.1730e+00 +2.5550e+00 +1.3635e+00 +1.8464e+00 +3.0797e+00 +4.8621e-01 -1.4437e+00 +3.0190e+00 -4.7400e+00 +2.8767e+00
35 +1.084217817e+06 +1.084217817e+06 +1.084007937e+06 +1.084007937e+06 +2.5483e+00 -2.3400e+00 -3.7955e-01 +2.5310e+00 -2.3322e+00 -2.0061e+00 -1.0739e+00 -4.9018e+00 +2.1808e+00 -2.5827e+00 -3.2807e+00 -4.7070e+00 -2.2501e+00 -3.2825e+00 -2.0814e-01 -3.3190e+00 -2.5994e+00 +3.5499e+00 -1.8874e+00 +2.5116e+00
237 +8.784968343e+05 +8.784968343e+05 +8.782869543e+05 +8.782869543e+05 +3.9592e+00 +8.0086e-01 -8.4255e-01 +1.1251e+00 -4.9890e+00 -2.5107e+00 +7.0923e-01 -1.0262e+01 +4.0147e+00 +9.3505e-02 -4.5466e+00 -4.4439e+00 +1.8564e-01 -2.2939e-01 +1.7766e+00 -3.3685e+00 -2.2215e+00 +2.7305e+00 -2.8286e+00 +2.2764e+00
861 +4.154458127e+05 +4.154458127e+05 +4.152359327e+05 +4.152359327e+05 +7.8429e+00 +9.9620e-03 -5.1106e+00 +2.1599e+00 -6.6569e-01 -3.5921e+00 -3.9395e+00 -9.7157e+00 +2.7890e+00 +2.5183e+00 -1.4325e+00 -5.0906e+00 +1.7351e+00 -5.7802e-01 -1.4202e+00 -4.7046e+00 -2.3423e+00 +3.6691e+00 -2.1718e+00 +1.8472e+00
1340 +3.638386129e+05 +3.638386129e+05 +3.636287329e+05 +3.636287329e+05 +2.1960e+00 +3.8772e+00 +5.1953e-01 +3.0774e+00 -2.7925e+00 -4.5677e+00 -3.4276e+00 -3.0960e+00 +5.1143e+00 +2.1608e+00 +3.6953e+00 -1.2224e+00 -2.5772e-01 -1.5438e+00 -1.1413e+00 -3.5801e+00 -3.1438e+00 +2.5221e+00 -2.2500e+00 +2.2701e+00
1807 +2.016542070e+05 +2.016542070e+05 +2.014443270e+05 +2.014443270e+05 +7.1981e+00 +4.0468e+00 +2.1788e-01 +2.8562e-01 -4.6317e+00 -1.4060e+00 -1.2392e+00 -8.7854e+00 +3.2228e+00 +5.0881e+00 -6.7022e-01 -1.7121e+00 +5.7971e+00 -1.1750e+00 -9.5634e-01 -3.0900e+00 -3.2421e+00 +2.5981e+00 -2.6272e+00 +1.8958e+00
2402 +1.311834250e+05 +1.311834250e+05 +1.309735450e+05 +1.309735450e+05 +8.1697e+00 +2.8851e+00 -6.3771e+00 -2.1149e-01 -2.1351e+00 -5.4258e+00 -4.2886e+00 -1.1608e+01 +1.4056e+00 +7.3918e+00 +1.6933e+00 -1.4130e+00 +4.9471e+00 +2.9844e-01 -1.2610e+00 -3.7626e+00 -2.7448e+00 +2.9512e+00 -2.4112e+00 +1.9465e+00
3381 +6.089980020e+04 +6.089980020e+04 +6.068992020e+04 +6.068992020e+04 +1.3024e+01 -6.5554e-01 -6.5788e+00 -2.0655e+00 -3.3811e+00 -1.9628e+00 +7.6725e-01 -1.8675e+00 -7.5854e-02 +6.9863e+00 +1.0836e+00 -1.7575e-02 +3.1979e+00 -2.1111e+00 -1.1843e+00 -3.7628e+00 -3.1269e+00 +2.8540e+00 -2.4106e+00 +1.8075e+00
4369 +2.606570368e+04 +2.606570368e+04 +2.585582368e+04 +2.585582368e+04 -1.6218e+00 -4.4440e+00 -5.1772e+00 -1.9649e+00 -1.3671e+00 +3.9480e+00 +2.1262e+00 -8.6247e-01 -1.5188e-01 +5.1929e+00 +2.0283e+00 +1.2980e+00 +4.1345e+00 -1.3280e+00 -1.0691e+00 -3.6293e+00 -2.7781e+00 +2.9921e+00 -2.3699e+00 +1.9019e+00
5195 +2.393388417e+04 +2.393388417e+04 +2.372400417e+04 +2.372400417e+04 +2.9054e+00 -2.9585e+00 -6.5684e+00 +1.7050e-01 +1.4136e+00 -1.6962e+00 -8.2872e-01 -2.3674e+00 -7.8713e-01 +2.9282e+00 +3.7707e-01 +3.8993e-01 +4.7917e+00 -1.5142e+00 -1.8775e+00 -3.6591e+00 -2.9418e+00 +3.0291e+00 -2.2712e+00 +1.9071e+00
6117 +1.537788235e+04 +1.537788235e+04 +1.516800235e+04 +1.516800235e+04 -1.5887e+00 -6.1035e+00 -3.4566e+00 -7.8267e+00 -5.7733e-01 +2.5005e+00 +4.6528e+00 -2.7962e+00 -7.1119e-01 +1.7650e+00 +2.1502e+00 +1.7605e+00 +4.0098e+00 -1.8337e+00 -1.4675e+00 -3.7132e+00 -2.8827e+00 +3.1439e+00 -2.3977e+00 +1.9581e+00
7231 +9.311717686e+03 +9.311717686e+03 +9.101837686e+03 +9.101837686e+03 -1.9889e+00 -5.3302e+00 -7.0947e+00 -5.1336e+00 -1.7485e+00 +1.6977e+00 +2.0776e+00 -2.7500e+00 +1.0242e+00 +2.0377e+00 +1.5709e+00 +1.6894e+00 +3.8662e+00 -1.2439e+00 -1.3655e+00 -3.8447e+00 -3.1418e+00 +2.9740e+00 -2.4048e+00 +1.9394e+00
8034 +5.581651196e+03 +5.581651196e+03 +5.371771196e+03 +5.371771196e+03 -3.1689e+00 -1.3197e+01 -5.8742e+00 +3.0768e+00 -3.9976e+00 +5.2701e+00 +1.8090e+00 +8.0884e-01 +7.4692e-01 +3.3452e+00 +9.9948e-01 +1.3733e+00 +4.5073e+00 -1.4736e+00 -1.5170e+00 -3.7694e+00 -3.0575e+00 +3.0864e+00 -2.3623e+00 +1.9208e+00
8179 +3.475244413e+03 +3.475244413e+03 +3.265364413e+03 +3.265364413e+03 +5.3811e+00 -5.2949e+00 -6.0020e+00 -7.9635e+00 +5.5859e-02 +1.0950e+00 +3.0476e+00 -5.5662e-01 -1.1544e+00 +3.2325e+00 +1.2373e+00 +1.7928e+00 +4.1866e+00 -1.4816e+00 -1.6045e+00 -3.8246e+00 -3.0619e+00 +3.0286e+00 -2.3816e+00 +1.9305e+00
10054 +2.432297852e+03 +2.432297852e+03 +2.222417852e+03 +2.222417852e+03 +2.3886e+00 +8.0354e-01 -1.6796e+00 -5.1947e+00 +2.2152e+00 +2.3493e+00 +2.8804e+00 +3.9505e-01 -1.3138e+00 +2.8797e+00 +8.4136e-01 +1.6583e+00 +3.9301e+00 -1.4640e+00 -1.5489e+00 -3.6465e+00 -2.9942e+00 +3.0709e+00 -2.3886e+00 +1.9020e+00
11101 +1.386938794e+03 +1.386938794e+03 +1.177058794e+03 +1.177058794e+03 -1.4658e+00 -7.2652e+00 -4.8705e+00 -1.1426e+00 -1.3868e-01 +3.2485e+00 +2.4866e+00 +2.4958e-01 -1.1491e+00 +2.6310e+00 +6.6274e-01 +1.8590e+00 +3.8670e+00 -1.4506e+00 -1.5473e+00 -3.7744e+00 -3.0835e+00 +3.0911e+00 -2.3745e+00 +1.9133e+00
11504 +9.878328987e+02 +9.878328987e+02 +7.779528987e+02 +7.779528987e+02 -2.3789e+00 -3.3023e+00 -8.4110e-01 +6.3259e-01 +7.0372e-01 +2.9793e+00 +1.5284e+00 -3.6201e-01 -4.7825e-01 +2.3738e+00 +1.0824e+00 +1.8142e+00 +3.8945e+00 -1.4917e+00 -1.5258e+00 -3.8046e+00 -3.0601e+00 +3.0859e+00 -2.3785e+00 +1.9201e+00
11609 +6.279706852e+02 +6.279706852e+02 +4.180906852e+02 +4.180906852e+02 +2.2427e+00 -1.1104e+00 -1.4165e-01 +9.9214e-01 +1.2727e+00 +1.7183e+00 +9.5416e-01 -2.5299e-01 -9.3893e-01 +2.5045e+00 +9.4145e-01 +1.4732e+00 +3.8731e+00 -1.4019e+00 -1.4843e+00 -3.7291e+00 -3.0515e+00 +3.0648e+00 -2.3789e+00 +1.9125e+00
12915 +3.900965421e+02 +3.900965421e+02 +1.802165421e+02 +1.802165421e+02 +1.5355e-01 -4.3868e+00 +9.9253e-02 +8.7315e-01 +1.3432e+00 +2.6513e+00 +1.4883e+00 -9.6097e-01 -1.3762e+00 +2.4506e+00 +8.1362e-01 +1.6035e+00 +3.9594e+00 -1.4301e+00 -1.5265e+00 -3.7555e+00 -3.0522e+00 +3.0570e+00 -2.3746e+00 +1.9181e+00
13508 +2.215280510e+02 +2.215280510e+02 +1.164805102e+01 +1.164805102e+01 +4.5620e-01 -2.2812e-01 +5.0379e-01 +7.2890e-01 +1.3301e+00 +2.7026e+00 +2.4637e+00 -3.6461e-02 -1.2375e+00 +2.4524e+00 +8.1057e-01 +1.4965e+00 +4.0378e+00 -1.4454e+00 -1.5422e+00 -3.7334e+00 -3.0629e+00 +3.0602e+00 -2.3760e+00 +1.9173e+00
14825 +1.337495379e+02 +1.337495379e+02 -7.613046214e+01 -7.613046214e+01 +1.7453e+00 -7.0141e-01 +3.3600e+00 +5.8930e-01 +1.3590e+00 +2.4029e+00 +2.1300e+00 +2.3308e-01 -1.3560e+00 +2.5639e+00 +9.6237e-01 +1.6023e+00 +4.0113e+00 -1.4376e+00 -1.5492e+00 -3.7711e+00 -3.0607e+00 +3.0589e+00 -2.3770e+00 +1.9170e+00
14955 +7.266924594e+01 +7.266924594e+01 -1.372107541e+02 -1.372107541e+02 +3.8883e-01 -2.9341e-01 +4.8056e+00 +2.7927e+00 +1.3866e+00 +2.7011e+00 +1.8573e+00 +8.3520e-02 -9.6067e-01 +2.5437e+00 +8.6487e-01 +1.5402e+00 +3.9294e+00 -1.4147e+00 -1.5298e+00 -3.7655e+00 -3.0610e+00 +3.0570e+00 -2.3804e+00 +1.9205e+00
16104 +5.788749902e+01 +5.788749902e+01 -1.519925010e+02 -1.519925010e+02 -6.0358e-01 -2.1349e-02 +4.0549e+00 +2.3600e+00 +1.3053e+00 +2.5954e+00 +2.3641e+00 +7.4480e-02 -9.8760e-01 +2.5280e+00 +9.4027e-01 +1.5216e+00 +3.9808e+00 -1.4348e+00 -1.5243e+00 -3.7644e+00 -3.0594e+00 +3.0675e+00 -2.3828e+00 +1.9169e+00
16604 +3.614249889e+01 +3.614249889e+01 -1.737375011e+02 -1.737375011e+02 +6.8383e-02 +8.6924e-01 +4.1946e+00 +1.9238e+00 +1.2515e+00 +2.1330e+00 +2.3857e+00 -8.4838e-02 -1.0604e+00 +2.6243e+00 +8.5859e-01 +1.5775e+00 +3.9661e+00 -1.4249e+00 -1.5328e+00 -3.7625e+00 -3.0562e+00 +3.0627e+00 -2.3831e+00 +1.9200e+00
17505 +2.449974809e+01 +2.449974809e+01 -1.853802519e+02 -1.853802519e+02 -3.8675e-01 +2.6735e-02 +3.8834e+00 +1.9396e+00 +1.5203e+00 +2.7509e+00 +2.1845e+00 -1.0652e-01 -1.1386e+00 +2.6363e+00 +8.6045e-01 +1.5817e+00 +3.9865e+00 -1.4128e+00 -1.5409e+00 -3.7637e+00 -3.0600e+00 +3.0576e+00 -2.3807e+00 +1.9197e+00
18312 +1.429730776e+01 +1.429730776e+01 -1.955826922e+02 -1.955826922e+02 -2.4165e-01 +8.4769e-01 +3.8849e+00 +2.2059e+00 +1.8519e+00 +2.6024e+00 +2.2373e+00 -1.2445e-01 -1.1751e+00 +2.5942e+00 +8.7228e-01 +1.5550e+00 +3.9873e+00 -1.4031e+00 -1.5382e+00 -3.7612e+00 -3.0629e+00 +3.0639e+00 -2.3805e+00 +1.9205e+00
19284 +8.743125239e+00 +8.743125239e+00 -2.011368748e+02 -2.011368748e+02 -6.8439e-02 +4.2645e-01 +4.0019e+00 +2.1228e+00 +1.7732e+00 +2.8407e+00 +2.1535e+00 -1.1562e-01 -1.1220e+00 +2.5917e+00 +9.0174e-01 +1.5574e+00 +3.9804e+00 -1.4177e+00 -1.5348e+00 -3.7712e+00 -3.0595e+00 +3.0626e+00 -2.3800e+00 +1.9206e+00
20002 +6.044897738e+00 +6.044897738e+00 -2.038351023e+02 -2.038351023e+02 +5.4672e-01 +1.6439e-01 +3.7344e+00 +2.3336e+00 +1.6229e+00 +2.7909e+00 +2.2202e+00 -1.1505e-01 -1.1440e+00 +2.5608e+00 +8.8458e-01 +1.5468e+00 +3.9762e+00 -1.4203e+00 -1.5368e+00 -3.7670e+00 -3.0640e+00 +3.0633e+00 -2.3794e+00 +1.9201e+00
21011 +3.533987565e+00 +3.533987565e+00 -2.063460124e+02 -2.063460124e+02 +8.3022e-01 +6.6649e-01 +3.8425e+00 +2.3037e+00 +1.6103e+00 +2.6745e+00 +2.2617e+00 -1.1834e-01 -1.1375e+00 +2.6247e+00 +8.9680e-01 +1.5703e+00 +3.9779e+00 -1.4192e+00 -1.5346e+00 -3.7691e+00 -3.0602e+00 +3.0627e+00 -2.3796e+00 +1.9196e+00
21625 +2.335570639e+00 +2.335570639e+00 -2.075444294e+02 -2.075444294e+02 +1.0816e+00 +2.5939e-01 +3.5508e+00 +2.2268e+00 +1.7467e+00 +2.5595e+00 +2.2538e+00 -6.7058e-02 -1.1206e+00 +2.5835e+00 +8.7955e-01 +1.5655e+00 +3.9783e+00 -1.4214e+00 -1.5335e+00 -3.7677e+00 -3.0608e+00 +3.0632e+00 -2.3801e+00 +1.9203e+00
22703 +1.471664596e+00 +1.471664596e+00 -2.084083354e+02 -2.084083354e+02 +1.2482e+00 +7.0483e-01 +3.5542e+00 +2.3566e+00 +1.7889e+00 +2.6832e+00 +2.2502e+00 -5.8290e-02 -1.1143e+00 +2.6048e+00 +8.7863e-01 +1.5641e+00 +3.9788e+00 -1.4234e+00 -1.5325e+00 -3.7687e+00 -3.0600e+00 +3.0629e+00 -2.3795e+00 +1.9200e+00
22901 +8.978911051e-01 +8.978911051e-01 -2.089821089e+02 -2.089821089e+02 +8.0570e-01 +5.1855e-01 +3.6622e+00 +2.3497e+00 +1.7551e+00 +2.6763e+00 +2.3204e+00 -5.6910e-02 -1.1198e+00 +2.6155e+00 +8.8859e-01 +1.5597e+00 +3.9796e+00 -1.4206e+00 -1.5338e+00 -3.7676e+00 -3.0618e+00 +3.0629e+00 -2.3798e+00 +1.9197e+00
23716 +6.139305581e-01 +6.139305581e-01 -2.092660694e+02 -2.092660694e+02 +9.7572e-01 +3.4425e-01 +3.5072e+00 +2.4407e+00 +1.8028e+00 +2.6978e+00 +2.3274e+00 -1.0697e-01 -1.1213e+00 +2.6067e+00 +8.8638e-01 +1.5575e+00 +3.9754e+00 -1.4195e+00 -1.5331e+00 -3.7675e+00 -3.0609e+00 +3.0636e+00 -2.3800e+00 +1.9204e+00
24004 +3.944552381e-01 +3.944552381e-01 -2.094855448e+02 -2.094855448e+02 +1.0987e+00 +4.0111e-01 +3.5464e+00 +2.4284e+00 +1.7896e+00 +2.6880e+00 +2.3291e+00 -9.6732e-02 -1.1155e+00 +2.5989e+00 +8.7890e-01 +1.5631e+00 +3.9795e+00 -1.4215e+00 -1.5338e+00 -3.7693e+00 -3.0608e+00 +3.0629e+00 -2.3800e+00 +1.9201e+00
24304 +2.018335113e-01 +2.018335113e-01 -2.096781665e+02 -2.096781665e+02 +1.1105e+00 +4.0545e-01 +3.5471e+00 +2.4282e+00 +1.7898e+00 +2.6877e+00 +2.3290e+00 -9.6613e-02 -1.1152e+00 +2.6006e+00 +8.7901e-01 +1.5590e+00 +3.9788e+00 -1.4216e+00 -1.5338e+00 -3.7690e+00 -3.0617e+00 +3.0631e+00 -2.3801e+00 +1.9198e+00
