% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.003640783e+03 +3.003640783e+03 +3.033610783e+03 +3.033610783e+03 +7.6620e-01 +4.8718e+00 +4.1728e+00 +2.0194e+00 +2.8832e-01 -2.1523e+00 +1.1610e+00 -6.3768e-01 -2.4477e-01 +1.5111e+00 -8.3902e-01 -1.7967e+00 -1.7696e+00 +9.9631e-01 -3.7837e+00 +4.4560e+00 +6.7363e-01 -2.5014e-01 -1.0383e+00 -4.4161e+00
11 +2.236918718e+03 +2.236918718e+03 +2.266888718e+03 +2.266888718e+03 +3.5383e+00 -4.1181e+00 -7.7358e-01 -1.6442e+00 -2.2030e+00 +4.7664e+00 +1.6498e+00 -1.4958e+00 -5.0288e-01 -5.2977e-01 +3.4496e+00 -2.6356e-01 +2.0967e+00 +3.4749e+00 -3.5071e+00 -2.3456e+00 -2.3429e-01 +4.2560e+00 +3.4058e+00 -1.9074e+00
415 +1.556900260e+03 +1.556900260e+03 +1.586870260e+03 +1.586870260e+03 +6.7270e+00 -5.9344e-01 -1.9632e+00 -1.7098e+00 -1.3261e-01 +1.3214e+00 -2.3102e+00 -2.2781e+00 -3.2114e-01 -3.2484e+00 +2.5994e+00 -7.0836e-02 +1.7222e+00 +3.1938e+00 -4.2110e+00 +2.3817e+00 -2.6681e+00 -2.7811e+00 +1.2901e+00 +1.2798e+00
1246 +9.605379926e+02 +9.605379926e+02 +9.905079926e+02 +9.905079926e+02 +7.7303e-01 -1.1251e+00 -4.4608e+00 -2.1689e+00 +4.1854e+00 +2.6279e+00 -4.7429e+00 -3.0777e-01 +1.2560e+00 +2.8160e-01 -5.4331e-01 -3.6679e+00 +3.9839e+00 +3.2700e+00 -2.3936e-01 +3.5380e+00 +1.3597e-01 -8.1217e-01 +8.0036e-01 -1.0114e+00
2312 +6.094117946e+02 +6.094117946e+02 +6.393817946e+02 +6.393817946e+02 +1.4507e+00 -2.6703e+00 -2.7196e+00 -1.6437e+00 +2.3762e+00 +4.2102e+00 -3.6391e+00 -2.9201e+00 +9.7152e-01 -3.1679e+00 +5.3792e-01 -1.7095e+00 +3.8253e+00 +3.3274e+00 -4.9920e-01 +1.4388e+00 -2.4922e+00 +2.7605e-01 +2.0327e+00 -3.3160e+00
3102 +3.754676022e+02 +3.754676022e+02 +4.054376022e+02 +4.054376022e+02 +7.0158e-01 -1.5158e+00 -4.1133e+00 -1.4153e+00 +2.7752e+00 +3.5693e+00 -3.5288e+00 -3.3119e+00 +1.4282e+00 -1.1722e+00 +1.8836e+00 -1.6115e+00 +5.1366e+00 +1.2728e+00 -1.8139e+00 +2.2219e+00 -1.9086e+00 -6.6790e-01 +1.1493e+00 -3.6237e+00
4004 +2.377031477e+02 +2.377031477e+02 +2.676731477e+02 +2.676731477e+02 +1.5352e-02 -1.2104e+00 -3.8791e+00 -1.2931e+00 +3.2312e+00 +3.2835e+00 -3.6999e+00 -2.6993e+00 +1.2958e+00 -1.4379e+00 +1.3000e+00 -1.7579e+00 +4.2110e+00 +2.1081e+00 -1.6721e+00 +2.1879e+00 -2.1677e+00 -1.5628e+00 +1.1267e+00 -2.4509e+00
4811 +1.571942712e+02 +1.571942712e+02 +1.871642712e+02 +1.871642712e+02 +1.4670e-01 -1.6247e+00 -3.7420e+00 -1.7639e+00 +3.3538e+00 +3.4373e+00 -3.6293e+00 -2.1427e+00 +1.1502e+00 -1.3861e+00 +1.2249e+00 -1.7738e+00 +4.1704e+00 +2.4617e+00 -1.2833e+00 +2.2411e+00 -2.2098e+00 -1.6253e+00 +1.2008e+00 -2.7846e+00
5617 +9.774355268e+01 +9.774355268e+01 +1.277135527e+02 +1.277135527e+02 +7.9963e-01 -1.9184e+00 -3.5275e+00 -2.0449e+00 +3.2298e+00 +3.2937e+00 -4.0265e+00 -2.5508e+00 +1.1415e+00 -1.6322e+00 +1.3121e+00 -1.8856e+00 +4.2541e+00 +2.4305e+00 -1.4411e+00 +2.8936e+00 -2.5035e+00 -1.2376e+00 +1.6444e+00 -3.0722e+00
6614 +5.055175112e+01 +5.055175112e+01 +8.052175112e+01 +8.052175112e+01 +7.4561e-01 -1.7554e+00 -3.6382e+00 -1.8887e+00 +3.0924e+00 +3.4596e+00 -4.0164e+00 -2.6456e+00 +9.8894e-01 -1.6675e+00 +1.5233e+00 -1.9238e+00 +4.1564e+00 +2.4802e+00 -1.5083e+00 +2.6849e+00 -2.4417e+00 -1.2778e+00 +1.5546e+00 -3.1987e+00
