% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.299279862e+07 +1.299279862e+07 +1.299274368e+07 +1.299274368e+07 -4.7954e+00 -1.3014e+00 +2.9908e+00 +4.6637e+00 -4.6114e+00 +2.0179e+00 -3.6534e+00 -1.2168e+00 -5.4655e-01 +3.9225e+00 -3.9712e+00 -1.0258e+00 +2.6789e+00 +2.4271e+00 +3.7583e+00 +2.4032e+00 +4.0386e+00 -1.4561e+00 +4.7087e+00 -8.8078e-01
3 +5.138648862e+06 +5.138648862e+06 +5.138593922e+06 +5.138593922e+06 +3.2698e+00 -3.2954e-01 -3.5640e+00 +4.4124e+00 -3.5936e+00 +3.0057e+00 +2.8355e+00 +1.2491e+00 -3.3301e+00 +4.5129e+00 +1.2806e+00 +4.8756e+00 +1.4972e+00 -1.4525e+00 -4.0812e-01 +2.0640e+00 +1.8047e-01 +4.3327e+00 -1.1829e+00 +3.8764e+00
4 +2.861673811e+06 +2.861673811e+06 +2.861618871e+06 +2.861618871e+06 -2.9785e+00 +1.5269e+00 +1.0528e+00 -3.0140e+00 -3.6730e+00 +3.5456e+00 -3.9942e+00 +4.2994e+00 -5.0459e-01 +2.9836e+00 +3.1090e+00 -2.7201e+00 -1.5907e+00 -2.4447e+00 -3.9824e+00 +3.2005e+00 +3.7954e+00 +1.4958e+00 -8.0393e-01 -9.8143e-02
25 +1.966600900e+06 +1.966600900e+06 +1.966545960e+06 +1.966545960e+06 -2.4012e+00 +1.0047e+00 -8.6300e-01 +2.1912e+00 +1.9546e-01 +7.6817e-01 -1.2069e+00 +2.0085e+00 -4.5732e+00 -4.6191e+00 +2.7398e+00 +3.2833e+00 -1.9181e+00 -2.0207e+00 -4.8865e+00 -4.2623e+00 +1.9627e+00 -1.1434e+00 +1.0389e+00 -4.8403e+00
162 +1.566616240e+06 +1.566616240e+06 +1.566561300e+06 +1.566561300e+06 -5.0000e+00 -2.9699e+00 -2.9468e+00 +2.8331e+00 +3.7187e+00 +4.8841e+00 -5.0000e+00 +4.0818e+00 -2.2355e+00 -4.6955e+00 +4.7821e+00 +4.0010e+00 -5.0000e+00 +2.6783e+00 -7.7405e-01 -3.7606e+00 +5.0000e+00 -3.4461e-01 -2.0215e+00 -5.0000e+00
182 +6.565331300e+05 +6.565331300e+05 +6.564781900e+05 +6.564781900e+05 -3.8285e+00 -2.6116e+00 -4.5913e+00 +3.9842e+00 +3.8628e+00 +3.4614e+00 -5.0000e+00 +2.6871e+00 -3.6611e+00 -3.1543e+00 +5.0000e+00 +3.2654e+00 -5.0000e+00 +2.2649e+00 -1.5591e+00 -5.0000e+00 +2.7316e+00 -5.0000e+00 -5.0000e+00 -4.4101e+00
242 +6.124872704e+05 +6.124872704e+05 +6.124323304e+05 +6.124323304e+05 -2.8106e+00 -3.4806e+00 -4.9082e+00 +5.0000e+00 +2.3083e+00 +2.8675e+00 -5.0000e+00 +9.6882e-01 -4.1676e+00 -2.1322e+00 +5.0000e+00 +3.3955e+00 -5.0000e+00 +1.0498e+00 -4.6637e+00 -5.0000e+00 +1.4634e+00 -5.0000e+00 -5.0000e+00 -4.2923e+00
659 +3.844510809e+05 +3.844510809e+05 +3.843961409e+05 +3.843961409e+05 -3.9693e+00 -3.0324e+00 -4.8471e+00 +4.7594e+00 +3.7777e+00 +3.7624e+00 -4.9240e+00 +1.8240e+00 -3.9363e+00 -3.2475e+00 +5.0000e+00 +3.3726e+00 -4.8439e+00 +1.6330e+00 -2.0338e+00 -5.0000e+00 +2.6125e+00 -4.9785e+00 -5.0000e+00 -4.4119e+00
1325 +2.446696518e+05 +2.446696518e+05 +2.446147118e+05 +2.446147118e+05 -4.6627e+00 -7.0418e-01 -4.8575e+00 +4.4558e+00 +3.7457e+00 +3.2928e+00 -4.9537e+00 -5.0930e-02 -3.8800e+00 -3.3807e+00 +5.0000e+00 +1.6646e+00 -4.5886e+00 +5.3051e-01 -2.1440e+00 -3.6285e+00 +5.0000e+00 -4.9773e+00 -5.0000e+00 -4.0000e+00
3436 +1.568922542e+05 +1.568922542e+05 +1.568373142e+05 +1.568373142e+05 -3.6288e+00 -1.0259e+00 -4.5737e+00 +5.0000e+00 +3.8473e+00 +3.3658e+00 -4.7708e+00 +9.2704e-01 -4.7779e+00 -1.7572e+00 +5.0000e+00 +1.3180e+00 -4.8870e+00 +5.7095e-01 -3.5848e-01 -1.5469e+00 +5.0000e+00 -4.9715e+00 -5.0000e+00 -3.5129e+00
5163 +8.843854845e+04 +8.843854845e+04 +8.838360845e+04 +8.838360845e+04 -2.7247e+00 -7.8775e-01 -4.8037e+00 +5.0000e+00 +3.3512e+00 +4.6725e+00 -4.6929e+00 +6.4404e-01 -4.9503e+00 -6.5326e-01 +5.0000e+00 +2.5802e+00 -2.1298e+00 +8.2038e-01 +1.8274e-01 -1.2284e+00 +4.9998e+00 -4.9879e+00 -5.0000e+00 -3.0000e+00
7052 +5.627288650e+04 +5.627288650e+04 +5.621794650e+04 +5.621794650e+04 -2.3630e+00 -1.0597e+00 -4.2143e+00 +4.9845e+00 +3.5073e+00 +4.9756e+00 -4.7142e+00 +1.1077e+00 -4.9679e+00 +8.4812e-01 +5.0000e+00 +3.2196e+00 -1.4261e+00 +7.1625e-01 -2.3960e-01 +1.4015e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 -2.9161e+00
14048 +3.973385526e+04 +3.973385526e+04 +3.967891526e+04 +3.967891526e+04 -2.0623e+00 -1.1180e+00 -3.7893e+00 +5.0000e+00 +3.3224e+00 +5.0000e+00 -4.6486e+00 +1.6589e+00 -4.9994e+00 +1.8806e+00 +5.0000e+00 +3.5254e+00 -9.0073e-01 +1.0379e-01 -1.5545e-01 +2.1096e+00 +4.9949e+00 -5.0000e+00 -5.0000e+00 -2.6102e+00
29593 +2.506138268e+04 +2.506138268e+04 +2.500644268e+04 +2.500644268e+04 -1.9391e+00 -1.0785e+00 -3.0848e+00 +5.0000e+00 +2.7389e+00 +5.0000e+00 -4.1708e+00 +1.3388e+00 -5.0000e+00 +3.1496e+00 +5.0000e+00 +3.4726e+00 -3.0197e-01 -5.5033e-01 +1.9876e-02 +2.8307e+00 +4.9973e+00 -5.0000e+00 -5.0000e+00 -1.7539e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.555141590e+07 +3.555141590e+07 +3.555147503e+07 +3.555147503e+07 -3.1257e+00 +1.0627e+00 -3.7292e-01 -4.8963e+00 +1.8308e+00 -1.9443e+00 -4.7377e+00 -4.0719e-01 +2.2573e+00 +4.0913e+00 -4.3358e+00 +1.0143e+00 +3.0535e+00 -3.8858e+00 +1.8195e+00 +4.4707e-01 +3.2456e+00 -3.6280e+00 +4.1519e+00 +3.0612e+00
2 +1.674079023e+07 +1.674079023e+07 +1.674084936e+07 +1.674084936e+07 -4.6852e+00 -2.0072e+00 +1.7167e+00 +1.4698e+00 -4.8255e+00 -2.8500e+00 -2.8651e+00 -7.8382e-01 +1.7657e+00 +1.3426e+00 +3.0179e+00 -2.4677e+00 +1.3238e+00 -3.8843e+00 -2.5142e+00 -3.7484e+00 +5.6536e-01 -1.8921e+00 +1.6577e+00 +3.9307e+00
