% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.655467073e+01 +8.655467073e+01 -9.134453293e+02 -9.134453293e+02 -8.5746e-01 -3.7029e+00 +4.7594e+00 +3.1297e+00 -3.9996e+00 -3.1697e+00 -4.8203e+00 +4.0730e+00 -4.3842e+00 +2.2070e+00 -8.5846e-01 +4.8886e+00 -3.3422e+00 +1.1843e+00 +2.4078e+00 +2.8815e+00 -2.1139e+00 -2.9973e+00 +2.4470e+00 +2.3215e+00
502 +5.733407580e+01 +5.733407580e+01 -9.426659242e+02 -9.426659242e+02 -1.2900e+00 +1.2108e+00 +4.0322e+00 +1.2578e+00 +4.9839e+00 -2.7580e+00 -2.0479e+00 -4.1359e+00 -5.5577e-01 +8.2138e-01 +2.1387e+00 +1.7964e+00 -2.8663e+00 -1.6822e+00 +1.4570e+00 -6.4974e-01 +6.1176e-01 -2.1417e+00 +1.6976e+00 +1.9243e+00
537 +3.947219415e+01 +3.947219415e+01 -9.605278058e+02 -9.605278058e+02 -4.7919e-01 +8.0568e-01 +2.0809e+00 +2.0257e+00 +4.3002e+00 -2.1353e+00 -2.8113e+00 -3.2061e+00 +3.2860e-01 +2.1386e+00 +2.9582e+00 +2.3089e+00 -2.5729e+00 -1.5751e+00 +2.5346e+00 -3.7454e-02 +4.0140e-01 -2.5744e+00 +1.7725e+00 +3.2398e+00
986 +2.314590829e+01 +2.314590829e+01 -9.768540917e+02 -9.768540917e+02 -1.5323e-02 +1.2965e+00 +2.7284e+00 +6.8992e-01 +3.1784e+00 -2.5402e+00 -2.6944e+00 -2.9915e+00 -1.2553e-01 +1.4846e+00 +1.9842e+00 +1.5261e+00 -2.8018e+00 -3.2732e+00 +3.5587e+00 +1.1300e+00 +1.9153e+00 -3.1818e+00 +1.6999e+00 +2.3832e+00
1507 +8.530800989e+00 +8.530800989e+00 -9.914691990e+02 -9.914691990e+02 -1.5258e-01 +1.2830e+00 +3.2825e+00 +1.7704e+00 +2.6678e+00 -3.3098e+00 -2.5664e+00 -1.7549e+00 +1.6034e+00 +1.3598e+00 +1.6647e+00 +1.2870e+00 -1.9991e+00 -5.8050e-01 +3.2130e+00 +1.0789e+00 +2.2553e+00 -3.8563e+00 +2.6311e+00 +1.5978e+00
2722 +5.267139825e+00 +5.267139825e+00 -9.947328602e+02 -9.947328602e+02 +3.4577e-02 +9.1472e-01 +2.8859e+00 +2.3653e+00 +2.7271e+00 -2.1966e+00 -2.6029e+00 -1.5466e+00 +1.8001e+00 +1.3419e+00 +2.2032e-01 +1.1684e+00 -1.8694e+00 -8.2605e-01 +2.5619e+00 +1.2002e+00 +2.1719e+00 -3.5814e+00 +2.3806e+00 +8.7859e-01
2843 +3.892893857e+00 +3.892893857e+00 -9.961071061e+02 -9.961071061e+02 -9.2224e-01 +7.4124e-01 +3.2599e+00 +2.3077e+00 +2.6768e+00 -2.5585e+00 -2.9234e+00 -1.6617e+00 +1.4799e+00 +1.0739e+00 -2.3204e-02 +1.4817e+00 -1.8135e+00 -7.7711e-01 +2.7483e+00 +9.9741e-01 +2.2482e+00 -3.6968e+00 +2.4364e+00 +1.3362e+00
3843 +2.411822297e+00 +2.411822297e+00 -9.975881777e+02 -9.975881777e+02 -3.5298e-01 +8.0859e-01 +3.1541e+00 +2.2800e+00 +2.6853e+00 -2.1664e+00 -2.9800e+00 -1.0886e+00 +1.5870e+00 +1.3352e+00 -7.3538e-03 +1.4514e+00 -2.0386e+00 -7.8447e-01 +3.1529e+00 +1.4976e+00 +2.1597e+00 -3.7063e+00 +2.5110e+00 +1.0999e+00
6199 +1.537357272e+00 +1.537357272e+00 -9.984626427e+02 -9.984626427e+02 -4.0250e-01 +7.7189e-01 +2.9919e+00 +1.8891e+00 +2.2282e+00 -1.7840e+00 -2.8427e+00 -5.7215e-01 +2.3081e+00 +4.6985e-01 -2.4742e-01 +1.3323e+00 -1.9455e+00 -9.0492e-01 +3.0052e+00 +1.6172e+00 +2.6388e+00 -3.6589e+00 +2.4116e+00 +1.3092e+00
7223 +9.432861263e-01 +9.432861263e-01 -9.990567139e+02 -9.990567139e+02 -3.4986e-01 +6.6295e-01 +2.9990e+00 +1.8766e+00 +2.3898e+00 -1.6909e+00 -2.7988e+00 -7.6526e-01 +2.4563e+00 +9.8513e-01 -1.5560e-01 +1.2587e+00 -1.8467e+00 -8.9965e-01 +2.9948e+00 +1.4952e+00 +2.6350e+00 -3.6483e+00 +2.5519e+00 +1.0926e+00
