% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.782047473e+07 +4.782047473e+07 +4.782026485e+07 +4.782026485e+07 -4.2356e+00 +1.7453e+00 +4.9308e+00 -4.8955e-01 +3.3147e-01 +3.6563e+00 +1.5035e+00 -4.4856e+00 -1.4975e+00 -6.2838e-01 -8.2413e-01 +2.4580e-01 +2.6155e+00 +3.9304e+00 -1.0994e+00 +4.6866e+00 +1.3469e+00 -4.5791e+00 -4.4192e+00 -3.4590e+00
2 +1.597381884e+07 +1.597381884e+07 +1.597360896e+07 +1.597360896e+07 -2.3483e+00 -9.7023e-01 -1.4737e+00 +3.1443e+00 -2.0636e+00 -4.0189e+00 +4.4674e+00 +7.3105e-01 +1.9626e+00 +3.1095e+00 -1.9202e+00 -1.9901e+00 +2.0896e+00 -2.0249e+00 +2.7032e-01 +4.8754e+00 -3.6926e+00 +3.7097e+00 -7.2920e-02 -1.1342e+00
3 +1.331819620e+07 +1.331819620e+07 +1.331798632e+07 +1.331798632e+07 +1.6919e+00 +3.6119e+00 +2.2408e+00 +9.7099e-01 +3.5194e+00 -3.6090e+00 -4.0947e+00 -2.8724e+00 +9.5318e-01 -2.6278e+00 +1.4906e+00 -3.2001e+00 -7.8887e-01 +8.7008e-01 -2.9756e+00 -2.6823e+00 +1.7989e+00 +1.9610e+00 -3.9184e+00 -1.0850e+00
13 +3.802775232e+06 +3.802775232e+06 +3.802565352e+06 +3.802565352e+06 +2.4054e+00 -4.4839e+00 +2.0614e+00 +8.1098e-01 -1.3513e-01 -3.9714e+00 +1.7533e+00 +4.0844e+00 +3.0921e+00 +4.7818e+00 -3.3499e+00 -3.4423e+00 +4.7210e+00 +3.2623e+00 +4.8372e+00 +1.8375e-01 -3.2436e+00 +3.5413e+00 -1.3728e+00 +9.6279e-01
63 +2.238433560e+06 +2.238433560e+06 +2.238223680e+06 +2.238223680e+06 -4.6391e+00 -1.1902e+00 +2.9313e+00 +4.9920e+00 +1.4538e+00 +1.1631e+00 -5.1494e-01 -5.9805e-02 -7.8134e-01 +3.9666e+00 -1.4858e+00 -2.1735e+00 -2.1541e-01 -1.5985e+00 +8.2101e-01 -1.2149e-01 -4.6820e+00 +2.9978e+00 -1.9733e+00 +9.9702e-01
451 +1.463497474e+06 +1.463497474e+06 +1.463287594e+06 +1.463287594e+06 +6.5789e-01 +5.3857e+00 -5.5513e+00 -9.9114e+00 -5.6420e+00 -9.5103e+00 +3.5642e-01 -5.9935e+00 +7.7739e+00 +7.6239e+00 +4.5119e+00 +4.2661e-01 +9.9548e+00 +8.1446e-01 -2.0983e+00 -3.6336e+00 -5.3503e+00 +2.0527e+00 -3.1876e+00 +1.9808e+00
512 +9.135596907e+05 +9.135596907e+05 +9.133498107e+05 +9.133498107e+05 -5.8841e+00 +2.8721e+00 +7.8685e+00 +9.0056e+00 -4.9667e+00 +1.3916e+00 +2.2452e-01 +2.0595e+00 +4.5267e+00 +6.3641e+00 -1.3278e+00 +2.2890e+00 +2.0207e+00 -1.4780e+00 -1.3524e+00 -3.3488e+00 -1.8263e+00 +4.6316e+00 -2.2790e+00 +1.5643e+00
1003 +4.036280956e+05 +4.036280956e+05 +4.034182156e+05 +4.034182156e+05 -8.9668e+00 +4.4182e+00 +1.2983e+01 +1.7673e+01 -5.6397e+00 +7.4709e+00 -8.8643e+00 +5.4720e+00 +5.6149e+00 +3.9010e+00 -5.7036e+00 +4.8281e+00 +2.8631e+00 -5.0381e-01 +1.3021e+00 -4.2875e+00 -2.6470e+00 +3.2097e+00 -2.2703e+00 +1.9992e+00
1732 +3.690397718e+05 +3.690397718e+05 +3.688298918e+05 +3.688298918e+05 -9.5889e+00 +9.0021e+00 +1.4034e+01 +1.4877e+01 -6.8404e+00 +1.0896e+01 -1.9802e+00 +8.6644e+00 +2.3491e+00 +4.4848e+00 -5.6588e+00 +3.9996e+00 +1.4661e+00 -2.3150e+00 -2.4198e+00 -3.8915e+00 -2.2321e+00 +2.3591e+00 -2.6487e+00 +1.8252e+00
2405 +2.183108959e+05 +2.183108959e+05 +2.181010159e+05 +2.181010159e+05 -9.5969e+00 +1.0145e+01 +5.4292e+00 +5.7429e+00 -7.9636e+00 +6.6134e+00 -1.1451e+01 +1.5254e+00 -1.8993e-01 +1.0857e+01 +9.9674e-01 +3.2148e+00 +2.2518e+00 -2.2760e+00 -5.0489e-01 -3.7684e+00 -3.7034e+00 +3.2166e+00 -2.4267e+00 +1.7288e+00
