% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.486393217e+05 +2.486393217e+05 +2.480928217e+05 +2.480928217e+05 +7.2167e-01 -3.9465e+00 -1.0045e+00 -2.3502e+00 -1.3125e+00 -1.1387e+00 -2.8876e+00 +2.8726e+00 +1.6004e+00 -2.0521e+00 -3.9672e+00 -3.2908e+00 -1.4642e+00 -3.0760e+00 +3.6121e+00 +4.9782e+00 +1.4948e+00 +4.4001e+00 +1.7780e-01 +4.3766e-01
3 +7.730340660e+04 +7.730340660e+04 +7.675690660e+04 +7.675690660e+04 -4.8750e+00 +4.6227e+00 +2.7712e+00 -3.6082e-02 +2.9230e+00 -4.3782e+00 +1.6550e+00 +6.9022e-01 -3.2440e+00 -3.9712e+00 +1.2016e+00 +3.5294e+00 +2.9912e-01 -3.7041e+00 +4.9266e+00 -2.8456e+00 -2.7434e+00 -1.6593e+00 +4.0007e-01 +3.0107e+00
5 +6.125164888e+04 +6.125164888e+04 +6.070514888e+04 +6.070514888e+04 -3.7916e+00 +3.8775e+00 +4.0021e+00 +4.2282e-01 +3.7516e+00 +7.2248e-01 +4.2491e+00 -2.8585e+00 -8.5581e-01 -1.2877e+00 +3.8479e+00 -3.4524e+00 +1.5962e+00 -4.8090e+00 -2.1401e+00 -1.4215e+00 +7.2428e-01 -1.8721e+00 -3.1529e+00 +1.5782e+00
45 +3.876941472e+03 +3.876941472e+03 +3.330441472e+03 +3.330441472e+03 +1.2084e+00 -1.1225e+00 +5.0000e+00 -2.5904e-02 -1.2484e+00 -1.1204e+00 -3.4722e-01 +2.1415e+00 +4.1569e-01 +1.3864e+00 +1.3777e+00 +1.5476e+00 +5.3547e-01 +1.9100e-01 +1.4896e+00 -2.6775e-01 +3.4634e+00 -1.2202e+00 -1.1211e+00 +1.3907e+00
249 +2.075773830e+03 +2.075773830e+03 +1.529273830e+03 +1.529273830e+03 +6.4180e-01 -7.8169e-01 +5.0000e+00 -4.4737e-01 -9.4758e-01 -1.4721e+00 +1.0049e-01 +3.3917e+00 +7.6062e-02 +3.2504e+00 +1.7330e+00 +1.4188e+00 +8.9772e-01 -2.1188e+00 +2.8015e-01 -2.5409e+00 +2.0972e+00 -2.0791e+00 -9.6294e-01 +2.2020e+00
937 +1.204007268e+03 +1.204007268e+03 +6.575072682e+02 +6.575072682e+02 -5.0763e-01 -2.1209e+00 +5.0000e+00 -2.0496e-01 -5.4413e-01 -1.8242e+00 -6.7824e-01 +3.9462e-01 +1.0357e-01 +2.5016e+00 +2.7710e-01 +2.5006e+00 +4.7990e-01 -2.7258e+00 +1.2281e+00 -3.5904e-01 +1.4249e+00 -2.2399e+00 -1.5611e+00 +1.1856e+00
978 +9.995223421e+02 +9.995223421e+02 +4.530223421e+02 +4.530223421e+02 -2.1342e+00 -2.0310e+00 +3.9590e+00 +1.2756e-01 -4.7758e-01 -1.6356e+00 +3.8612e-02 -1.3665e-01 +3.1493e-01 +7.5731e-01 +6.6386e-01 +2.3651e+00 +4.4331e-01 -2.2640e+00 +1.0795e+00 -3.0296e-01 +9.1226e-01 -2.4583e+00 -7.9764e-01 +5.3975e-01
1016 +5.727860191e+02 +5.727860191e+02 +2.628601915e+01 +2.628601915e+01 -1.3324e+00 -3.0788e+00 +4.1096e+00 +2.8738e-01 -7.4752e-01 -2.4369e+00 -6.2243e-01 +6.6557e-01 -3.4386e-01 +1.6586e+00 +4.3545e-01 +2.4379e+00 +2.6657e-01 -2.8207e+00 +1.0782e+00 -1.6134e+00 +7.3816e-01 -2.3332e+00 -8.3574e-01 +1.9316e+00
1109 +2.849719730e+02 +2.849719730e+02 -2.615280270e+02 -2.615280270e+02 -7.5121e-01 -2.0302e+00 +3.9691e+00 +6.2725e-02 +5.4262e-01 -2.0551e+00 -5.8419e-01 +8.1956e-01 +4.2717e-01 +1.9669e+00 +1.1855e+00 +2.8040e+00 +2.7526e-02 -2.8809e+00 +1.1552e+00 -1.3304e+00 +7.4875e-01 -1.6224e+00 -1.5920e+00 +2.4504e+00
1334 +1.003239653e+02 +1.003239653e+02 -4.461760347e+02 -4.461760347e+02 -1.9661e+00 -1.4274e+00 +3.7124e+00 +8.9405e-01 +1.1451e+00 -7.4292e-01 -1.0773e+00 +5.5743e-01 -1.9845e+00 +1.8717e+00 +6.0250e-01 +2.6141e+00 -8.8962e-02 -2.7457e+00 +1.1572e+00 -1.2655e+00 +4.7423e-01 -1.9852e+00 -1.0555e+00 +2.1488e+00
