% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.134421568e+10 +1.134421568e+10 +1.134421506e+10 +1.134421506e+10 -1.4665e+00 -4.8138e+00 -1.8539e+00 +8.9898e-01 +9.5942e-01 +2.3756e+00 +4.1092e+00 -4.6369e+00 +1.7839e+00 +3.0845e+00 -1.8272e-01 -5.0352e-01 +2.9914e+00 -4.3971e+00 +1.2798e+00 -8.9332e-01 -3.3718e-01 -4.5316e+00 -2.8120e+00 -3.4494e+00
2 +4.765050970e+09 +4.765050970e+09 +4.765050349e+09 +4.765050349e+09 +1.7278e+00 +3.2740e-01 +3.6084e+00 -7.2920e-01 +4.8341e+00 -4.7138e+00 -4.6526e+00 +1.8725e+00 -4.6361e+00 -2.0672e+00 +1.6876e+00 -3.5768e+00 -9.8191e-01 +1.2592e+00 +3.1841e+00 +2.6944e+00 -4.0021e+00 -3.7301e+00 +1.7648e+00 -1.2707e+00
3 +2.359724880e+09 +2.359724880e+09 +2.359724259e+09 +2.359724259e+09 -3.3078e+00 -5.0408e-01 -4.3523e+00 +4.2449e+00 +6.7431e-01 +2.0547e+00 +1.4995e+00 -3.8371e+00 +9.0993e-01 -3.8173e+00 +7.5618e-01 +1.0143e+00 +8.2499e-01 +2.1620e+00 +2.8628e+00 +1.2522e+00 -7.8500e-01 -2.8757e+00 +3.4241e+00 +2.9040e-01
7 +1.172332008e+09 +1.172332008e+09 +1.172331386e+09 +1.172331386e+09 +2.7046e+00 +2.7038e+00 -2.7659e+00 -2.3956e+00 -2.4482e+00 +4.2647e+00 -3.4116e+00 -2.3050e+00 +4.7036e+00 +9.0128e-01 -1.6887e+00 -3.3842e+00 -9.5554e-02 -2.5102e+00 -3.8826e+00 -9.2231e-01 +1.3120e-01 +2.9241e+00 -1.3460e+00 +2.2116e+00
9 +9.856844021e+08 +9.856844021e+08 +9.856837809e+08 +9.856837809e+08 -3.1368e+00 -5.3645e-01 -4.2738e+00 -4.0377e+00 -2.6017e+00 -1.2356e+00 -4.1646e-01 -1.3293e+00 +9.7893e-01 -2.7832e+00 +4.4632e+00 +3.3541e+00 -1.5231e+00 -2.5422e+00 -3.9420e+00 +2.4118e+00 +2.2620e+00 +2.3464e+00 +1.9355e+00 +4.8399e+00
13 +3.704401308e+08 +3.704401308e+08 +3.704395097e+08 +3.704395097e+08 +1.4211e+00 +2.7836e+00 -1.6592e+00 -4.7949e-01 -5.8724e-01 -3.3679e+00 +4.5014e+00 -2.7029e+00 -3.6258e+00 +4.2635e+00 -1.7745e+00 +3.7217e+00 +2.7181e+00 +4.0898e-01 -1.1489e+00 -4.0089e-01 +6.1641e-01 +1.4978e+00 -2.3946e-01 +1.1379e-01
126 +2.152167627e+08 +2.152167627e+08 +2.152161415e+08 +2.152161415e+08 -1.3844e+00 +2.2080e+00 -1.5410e+00 -2.1900e+00 -4.3569e+00 -4.5713e+00 +1.7931e+00 -2.3181e+00 -1.4614e+00 +2.7321e+00 -3.5697e+00 -4.5602e+00 +4.4688e+00 +1.3034e+00 +4.2532e+00 -4.5847e+00 +2.9915e+00 +3.0999e+00 -3.4053e+00 -1.3498e+00
666 +1.106090137e+08 +1.106090137e+08 +1.106083926e+08 +1.106083926e+08 -2.8326e+00 +3.7995e+00 +1.0082e+00 -4.5843e+00 -8.8866e-01 -3.6825e+00 +3.6138e+00 -1.3098e+00 +1.4290e+00 -3.1500e+00 +2.2226e+00 +2.3235e+00 +4.3334e+00 +3.4283e+00 +2.9535e+00 -1.8567e+00 +4.7660e+00 +4.5752e+00 +1.3094e+00 -4.4097e+00
1548 +7.442482989e+07 +7.442482989e+07 +7.442420878e+07 +7.442420878e+07 -7.0419e-01 +4.1731e+00 +1.3106e+00 -1.9881e+00 +2.5442e-01 -3.6825e+00 +3.6138e+00 -2.0469e-01 +3.5141e+00 -3.8383e+00 -3.2833e+00 +4.6406e+00 +2.3011e+00 +2.3442e+00 -1.3010e+00 -8.1290e-01 +3.1156e+00 +3.5346e+00 +2.6692e+00 -7.4085e-01
1781 +5.553427051e+07 +5.553427051e+07 +5.553364940e+07 +5.553364940e+07 +2.0491e+00 +2.4699e+00 -1.3013e+00 -3.5998e+00 -2.1018e+00 -1.7383e+00 +3.5254e+00 +1.1299e+00 +2.0358e+00 -6.7872e-01 -9.7399e-01 +6.7050e-01 +3.5909e+00 +2.2068e+00 +2.7142e+00 +1.0205e-02 -9.1708e-01 +2.6203e+00 +3.2815e+00 +2.5822e+00
