% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.968034227e+02 +3.968034227e+02 +3.444534227e+02 +3.444534227e+02 +4.8391e+00 +4.6511e+00 -3.6166e+00 -4.2051e+00 +2.4898e+00 +4.7158e+00 +4.3547e+00 +2.6219e+00 -1.5236e+00 +4.7071e+00 -4.5949e+00 +3.2339e+00 -4.5954e+00 +2.6050e+00 -2.4815e-01 +3.8035e+00 -2.2808e-01 -1.7388e-01 -1.0681e+00 -6.5329e-01
2 +2.081298771e+02 +2.081298771e+02 +1.557798771e+02 +1.557798771e+02 +1.2150e+00 -8.2464e-01 +7.6753e-01 -1.4731e+00 +3.4009e+00 -1.4432e+00 -4.8159e+00 -6.7655e-01 -9.2939e-01 +4.8376e+00 -2.7944e-01 -5.5842e-01 +3.6432e+00 +1.8357e+00 -8.8222e-01 -3.9136e+00 +2.2040e-01 +1.5966e+00 +1.1760e+00 +1.6380e+00
4 +1.033133474e+02 +1.033133474e+02 +5.096334745e+01 +5.096334745e+01 -3.1479e+00 -2.0831e+00 -2.5412e+00 +1.5799e+00 -1.1277e+00 +1.3018e+00 +1.6008e+00 +4.2138e+00 -4.3948e+00 -1.6124e+00 +1.2157e+00 +4.0261e+00 -3.2972e+00 +7.9500e-01 +3.9769e+00 +1.9661e-01 -1.4412e-01 +1.6208e+00 -1.1841e+00 -3.1340e+00
10 +3.723391606e+01 +3.723391606e+01 -1.511608394e+01 -1.511608394e+01 +2.1419e+00 -1.3064e+00 +3.1520e+00 -3.4190e+00 +1.9260e+00 -1.8974e+00 -2.1450e+00 -2.1233e+00 +1.5134e+00 +1.5434e+00 +3.9624e+00 +3.6708e+00 +3.3749e+00 -5.0963e-01 -2.6795e+00 +1.8842e+00 +2.3187e+00 -1.9151e-01 +2.0360e+00 -4.6433e+00
484 +1.536174096e+01 +1.536174096e+01 -3.698825904e+01 -3.698825904e+01 -6.8689e-01 -1.7201e+00 +4.2052e-01 -2.3277e+00 -2.0189e+00 -2.7219e-01 -5.0000e+00 -2.7960e+00 +3.0992e+00 -4.4438e+00 +2.6235e+00 -1.2887e+00 +5.0000e+00 -3.8576e+00 +1.0305e+00 -1.1393e+00 +9.0543e-02 -1.9855e-01 +1.8231e+00 -2.5309e+00
5834 +7.189722633e+00 +7.189722633e+00 -4.516027737e+01 -4.516027737e+01 -1.4124e+00 +2.2791e+00 +2.1828e+00 -1.9523e+00 -1.9596e+00 +5.0000e+00 -5.0000e+00 -9.6599e-01 +2.0214e+00 -9.9368e-01 +2.4413e+00 +5.9957e-01 +3.5835e+00 +3.2743e-01 -2.3463e+00 -3.6421e-02 -2.8308e+00 +1.5313e+00 +5.0000e+00 -2.4318e+00
9583 +6.098606307e+00 +6.098606307e+00 -4.625139369e+01 -4.625139369e+01 -4.6174e-01 -1.5855e+00 +3.2240e+00 -2.6993e+00 +1.7333e-01 +5.0000e+00 -2.5732e+00 -2.5378e-01 +2.8436e+00 -1.3321e+00 +1.9122e-01 -3.9024e-03 +3.5076e+00 +1.8920e-01 -3.9204e+00 +3.4360e-01 -9.2535e-01 +3.2274e+00 +4.8821e+00 -3.5374e+00
11445 +3.695920453e+00 +3.695920453e+00 -4.865407955e+01 -4.865407955e+01 -5.7816e-01 -1.3064e+00 +1.5316e+00 -2.4761e+00 -8.1450e-01 +4.4290e+00 -3.5187e+00 +1.0914e-01 +3.6390e+00 -6.3462e-01 +3.1477e+00 -1.1386e+00 +3.1520e+00 -6.0666e-01 -1.0894e+00 +8.7433e-01 -8.4451e-01 +7.8562e-01 +4.8288e+00 -3.5645e+00
12356 +2.159087408e+00 +2.159087408e+00 -5.019091259e+01 -5.019091259e+01 -8.1344e-01 -1.1488e+00 +2.5321e+00 -2.2544e+00 -8.0207e-01 +4.5894e+00 -4.2135e+00 +1.5364e-01 +2.5120e+00 -1.5871e+00 +3.3419e+00 -1.0229e-01 +3.1784e+00 -4.6563e-01 -1.3830e+00 +6.0650e-01 -1.0496e+00 +7.2577e-01 +4.6645e+00 -3.8318e+00
12947 +1.527360886e+00 +1.527360886e+00 -5.082263911e+01 -5.082263911e+01 -8.5843e-01 -1.0401e+00 +2.8898e+00 -1.7087e+00 -1.3359e+00 +4.4237e+00 -4.2013e+00 -3.4929e-01 +1.9386e+00 -1.7514e+00 +2.7537e+00 -2.2619e-01 +3.1490e+00 -3.9968e-01 -1.7944e+00 +7.8670e-01 -8.8435e-01 +2.3659e+00 +4.4914e+00 -4.5823e+00
