% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.706274333e+01 +5.706274333e+01 +4.012274333e+01 +4.012274333e+01 +4.3677e+00 +2.5180e-02 -1.3362e-01 +1.7388e+00 +4.1085e-01 -3.6228e+00 -1.8806e+00 -4.7905e+00 -3.3818e+00 +7.8855e-01 +2.1530e+00 +2.0228e+00 -2.2761e-01 +4.7379e+00 +4.2904e+00 +4.0223e+00 -1.9313e+00 -6.0934e-01 +2.4616e+00 +4.2050e+00
12 +3.008019844e+01 +3.008019844e+01 +1.314019844e+01 +1.314019844e+01 +4.7950e+00 +2.2345e+00 -2.1842e+00 -1.6373e-01 +4.8599e+00 +4.6315e+00 +1.2050e+00 +3.2110e+00 -3.9507e+00 +2.2007e+00 +1.7574e+00 -1.2954e-01 +2.0973e+00 +3.6030e+00 -1.4994e+00 -5.9386e-01 +2.0750e+00 -2.9369e+00 +4.2785e+00 +4.2686e+00
43 +1.628439758e+01 +1.628439758e+01 -6.556024219e-01 -6.556024219e-01 -4.2400e+00 -8.9644e-01 +3.9511e-01 -3.4067e+00 +4.5071e+00 -1.0072e+00 -7.0818e-01 -5.0000e+00 -7.0383e-01 -1.0572e+00 +8.5382e-01 -2.4817e+00 -3.9818e+00 -3.6801e-01 +1.9082e+00 +3.4169e+00 +2.1660e+00 +4.5014e+00 +2.4736e+00 +3.9920e+00
121 +1.534400004e+01 +1.534400004e+01 -1.595999962e+00 -1.595999962e+00 -1.5915e-02 +4.5844e-01 -1.0483e-01 -4.9595e+00 +2.7035e+00 -5.1977e-01 +3.9554e-01 +2.3784e-01 -9.8987e-01 -3.1740e+00 +6.0478e-01 -3.9799e+00 +9.5509e-01 -3.0265e+00 -2.4051e+00 +5.2083e-01 +1.2898e-01 +4.1457e+00 -2.1041e+00 +2.3755e+00
460 +9.682494712e+00 +9.682494712e+00 -7.257505288e+00 -7.257505288e+00 -3.9814e+00 +3.9866e+00 -1.6227e+00 -4.1796e+00 +4.6285e+00 -4.9157e+00 +5.0000e+00 -5.0000e+00 -2.9969e+00 -5.0000e+00 +3.1392e+00 -2.2586e+00 +5.2901e-02 -2.7305e+00 -4.5458e-01 +4.6344e+00 +5.0000e+00 +2.4617e+00 +4.8631e+00 +9.5378e-01
5330 +6.047172621e+00 +6.047172621e+00 -1.089282738e+01 -1.089282738e+01 +1.5754e+00 +2.5193e+00 -4.9876e+00 +2.5625e-01 +2.0272e+00 -4.5141e+00 +3.9960e+00 -4.3765e+00 -3.9349e+00 -2.8122e+00 +3.3676e+00 +1.3977e+00 -5.4732e-01 +1.1030e+00 +4.2850e-01 +4.6875e+00 +3.9963e+00 -9.7749e-02 +1.3159e+00 -5.5916e-01
8384 +3.824185129e+00 +3.824185129e+00 -1.311581487e+01 -1.311581487e+01 +4.3756e+00 +2.2523e+00 -1.1189e+00 +8.8151e-01 +2.5099e+00 -1.8838e+00 +4.1646e+00 +2.5208e-01 -1.5610e+00 -2.2438e+00 +2.7330e+00 +2.1341e+00 -1.7911e+00 +6.4622e-01 +3.7052e+00 +4.9214e+00 +2.4372e+00 -4.9898e-01 +2.1676e+00 +9.5501e-01
14455 +2.251148719e+00 +2.251148719e+00 -1.468885128e+01 -1.468885128e+01 +4.7415e+00 +2.8481e+00 -1.9131e+00 +4.4861e-01 +2.1069e+00 -1.9988e+00 +2.8073e+00 -2.7902e+00 -4.4091e-01 -2.0153e+00 +3.1661e+00 +1.1699e+00 -2.8813e+00 -1.4336e+00 +1.6895e+00 +3.5402e+00 +3.6977e+00 -1.4211e+00 +1.2211e+00 +3.8429e+00
16581 +1.548221363e+00 +1.548221363e+00 -1.539177864e+01 -1.539177864e+01 +4.2055e+00 +3.1753e+00 -1.3533e+00 +9.7113e-01 +5.6802e-01 -2.1595e+00 +2.9783e+00 -1.7699e+00 -6.5794e-01 -1.3382e+00 +4.0941e+00 +1.2120e-01 -2.1906e+00 -1.3551e+00 +3.1747e+00 +3.4898e+00 +3.6917e+00 -3.3388e-02 +1.2708e+00 +1.9870e+00
17305 +8.204054478e-01 +8.204054478e-01 -1.611959455e+01 -1.611959455e+01 +4.3713e+00 +2.8185e+00 -1.7701e+00 +1.6879e+00 +1.2161e+00 -2.2135e+00 +3.4367e+00 -2.1017e+00 -1.6055e-01 -2.5010e+00 +3.6740e+00 +8.0569e-01 -2.2773e+00 -1.5768e+00 +2.5212e+00 +3.0791e+00 +3.6359e+00 -6.5504e-01 +5.7884e-01 +2.7045e+00
