% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.829629661e+02 +3.829629661e+02 +3.660229661e+02 +3.660229661e+02 -2.2646e+00 +6.0141e-01 -3.4984e+00 +4.8293e+00 -3.6411e+00 -1.4562e-01 -4.5547e+00 -4.9997e+00 -5.2715e-01 -3.5020e+00 -1.2345e+00 -4.5226e+00 -1.3160e+00 -1.6407e+00 -8.5931e-01 -1.8700e+00 +4.4395e-01 +4.5730e+00 -8.9062e-01 -2.8316e+00
4 +1.102237701e+02 +1.102237701e+02 +9.328377014e+01 +9.328377014e+01 -3.4237e+00 -2.3032e-01 -2.2838e+00 +1.7777e+00 +4.4184e+00 +8.9608e-01 -2.5287e+00 +2.9109e+00 +3.3892e+00 -1.5467e+00 -1.1193e+00 +2.0430e+00 +1.9005e-01 -3.3137e+00 +5.9954e-01 -1.7521e+00 +3.5273e+00 +8.4429e-01 -1.1611e+00 +1.2257e+00
23 +7.163653745e+01 +7.163653745e+01 +5.469653745e+01 +5.469653745e+01 +3.2579e+00 +2.5520e+00 -5.6972e-01 -4.9422e+00 +2.3343e+00 +6.3991e-01 -2.7055e+00 -4.8526e+00 +2.0071e+00 -2.5351e+00 +3.6802e+00 +1.7890e+00 -2.2798e+00 -3.2085e+00 +1.9822e+00 -4.7871e+00 +3.5861e+00 +2.0185e+00 -1.3139e+00 -1.6200e+00
237 +6.265927281e+01 +6.265927281e+01 +4.571927281e+01 +4.571927281e+01 +4.1735e+00 +4.6373e+00 -5.2919e-01 -1.0004e+00 +4.9198e+00 -3.1757e+00 +1.1159e-01 -2.5803e+00 -3.1289e+00 -3.4571e+00 -1.2966e+00 +4.2685e-01 +4.8323e+00 -2.1352e+00 -4.9132e-01 +1.8574e+00 +2.7932e+00 +9.5430e-01 -2.9862e+00 +2.3573e+00
1166 +3.028344253e+01 +3.028344253e+01 +1.334344253e+01 +1.334344253e+01 +1.1068e+00 +2.5120e+00 -2.7516e+00 +2.4622e+00 +2.8199e+00 -2.4146e+00 +2.2595e+00 +2.4581e-01 +6.9005e-01 -1.0614e+00 +3.0299e+00 -1.9913e+00 -1.3255e-01 -2.5814e+00 +3.2634e+00 +1.6697e+00 +2.8968e+00 -6.5621e-01 -5.2900e-01 -9.5112e-01
2833 +2.166899096e+01 +2.166899096e+01 +4.728990958e+00 +4.728990958e+00 +3.7639e+00 +3.2886e+00 -4.9193e+00 +1.7170e+00 +1.8095e+00 -5.3142e-01 +4.8768e+00 -1.3049e+00 -2.4729e+00 -2.7058e+00 +3.6367e+00 -6.8925e-01 +4.0446e-01 -2.0692e+00 +3.2634e+00 +1.6697e+00 +2.8968e+00 -6.5621e-01 -1.3586e+00 +2.8905e+00
5520 +1.422482894e+01 +1.422482894e+01 -2.715171064e+00 -2.715171064e+00 +3.7555e+00 +4.7479e+00 -3.5643e+00 -8.4337e-01 -4.5542e-01 -2.4146e+00 +4.9809e+00 -1.3753e+00 -1.4493e+00 -3.4571e+00 +3.5779e+00 -7.7674e-01 -1.3255e-01 -2.4521e+00 +2.5426e+00 +2.5477e+00 +3.7130e+00 -1.7642e+00 +1.1107e+00 +2.3361e+00
8508 +9.922766745e+00 +9.922766745e+00 -7.017233255e+00 -7.017233255e+00 +4.0643e+00 +2.5120e+00 -5.2918e-01 +2.4622e+00 +2.8199e+00 -2.4146e+00 +2.2595e+00 -2.9203e+00 -2.2460e-01 -4.1460e+00 +4.3112e+00 +5.8133e-01 -3.1879e+00 -1.2350e+00 +2.5426e+00 +2.5477e+00 +2.8968e+00 +2.6513e-01 -3.0818e-01 +2.3573e+00
11460 +6.183620002e+00 +6.183620002e+00 -1.075638000e+01 -1.075638000e+01 +2.7880e+00 +2.5124e+00 -2.7517e+00 +2.4622e+00 +2.9449e+00 -2.4146e+00 +2.2595e+00 -1.7180e+00 -6.1421e-01 -2.7058e+00 +3.6367e+00 +5.8133e-01 -2.0304e+00 -1.0287e+00 +3.1602e+00 +2.5998e+00 +3.7293e+00 -6.5621e-01 -3.0818e-01 +2.1112e+00
16930 +3.953018894e+00 +3.953018894e+00 -1.298698111e+01 -1.298698111e+01 +4.0643e+00 +2.7309e+00 -1.5292e+00 +1.7092e+00 +1.7783e+00 -1.9829e+00 +3.6295e+00 -2.9203e+00 -3.4960e-01 -1.8114e+00 +4.5433e+00 +4.8984e-01 -2.2795e+00 -1.0131e+00 +2.5426e+00 +2.5477e+00 +3.9244e+00 -1.1545e-01 +6.4136e-01 +2.3573e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.621123297e+02 +1.621123297e+02 +1.809223297e+02 +1.809223297e+02 -2.7969e+00 +4.1425e+00 -1.4975e-01 -1.2883e-01 +4.8694e+00 +2.6887e-01 -3.6470e+00 -2.5887e+00 +3.3426e-01 -1.2638e+00 +7.4957e-01 +1.1324e+00 -3.0222e+00 -2.5466e+00 +1.2216e+00 +3.5331e+00 -4.8296e+00 -4.4790e+00 -3.2297e+00 +2.8692e+00
3 +1.358430326e+02 +1.358430326e+02 +1.546530326e+02 +1.546530326e+02 +3.0884e+00 -2.9793e+00 +5.0361e-01 +1.6750e+00 -2.0929e+00 +2.0810e+00 -3.8237e-01 -8.3128e-01 -4.8262e+00 +7.5464e-01 +3.4623e+00 -1.6996e+00 -4.1144e+00 -3.7569e-01 -1.2085e+00 +1.6625e-01 +9.4943e-01 +2.8348e+00 +2.1666e+00 +7.5749e-02
4 +8.182435818e+01 +8.182435818e+01 +1.006343582e+02 +1.006343582e+02 +4.2197e+00 +3.8550e-01 -1.2001e-01 +2.4427e+00 -4.9358e+00 -3.8700e+00 +4.8570e+00 -1.9805e+00 +1.9860e+00 -4.9029e+00 -7.7025e-01 -3.4577e+00 +4.3578e-01 +2.4552e+00 +1.7843e+00 +4.5970e+00 -4.1192e+00 +2.5638e+00 -3.4872e+00 +4.3713e+00
10 +5.926958537e+01 +5.926958537e+01 +7.807958537e+01 +7.807958537e+01 +2.7381e+00 -1.4321e+00 -7.0836e-01 -9.8147e-01 +3.3058e+00 -4.3111e+00 +1.8862e+00 +1.2038e+00 +3.4765e+00 +3.9304e+00 -4.0611e+00 +3.4590e+00 -2.7453e-01 +1.0581e+00 +1.1905e+00 +4.1199e+00 -1.9827e+00 +3.2046e+00 -1.9804e+00 -1.2848e+00
750 +3.881016625e+01 +3.881016625e+01 +5.762016625e+01 +5.762016625e+01 +1.5867e+00 +1.4169e+00 -3.1655e+00 -1.1612e+00 +4.4609e+00 -3.0281e+00 +6.6478e-01 -1.2745e+00 +5.7612e-01 +4.4628e+00 -3.4018e+00 -1.1333e+00 +4.7607e+00 -4.2043e+00 +2.0083e+00 -4.3386e+00 +4.0768e-01 +4.5030e+00 +4.0408e+00 +1.7951e+00
