% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.927130276e+03 +2.927130276e+03 +2.957100276e+03 +2.957100276e+03 -4.4501e-01 -7.1547e-01 -2.1219e+00 -7.3733e-01 -2.2860e+00 -1.5976e+00 -3.0962e+00 +3.5060e+00 +2.0252e-01 -2.3406e+00 +1.9769e+00 -4.0872e+00 -4.5039e+00 +8.7666e-01 -3.8984e+00 -9.5493e-01 -4.1246e+00 -4.7252e+00 -1.5002e+00 +4.7051e-01
31 +2.403124120e+03 +2.403124120e+03 +2.433094120e+03 +2.433094120e+03 -2.5152e+00 -4.2168e+00 -3.2061e+00 -6.3119e-01 +1.3230e+00 +1.7418e+00 -2.1887e+00 +4.3451e+00 -3.5931e+00 +6.1059e-01 -2.0506e-01 +4.2197e+00 +3.7455e+00 -3.5203e+00 +2.9038e+00 +3.3123e-01 -4.9299e+00 -1.0602e+00 +3.6769e-01 -2.0085e+00
1579 +1.536706336e+03 +1.536706336e+03 +1.566676336e+03 +1.566676336e+03 -1.9327e+00 +1.5385e+00 -4.6045e+00 +3.9513e+00 +1.5991e+00 +2.6497e+00 -1.1681e+00 +3.0190e-01 +1.4421e+00 +2.2531e+00 +1.8838e+00 -1.6959e+00 +3.8596e+00 +1.2537e+00 -1.2211e+00 -2.0988e+00 -1.5324e+00 -3.6701e+00 +9.6233e-01 -2.5784e+00
4053 +9.339677205e+02 +9.339677205e+02 +9.639377205e+02 +9.639377205e+02 -1.3397e+00 -4.4951e+00 -3.9602e+00 -6.9271e-01 +4.0661e+00 +4.3888e+00 -3.8526e+00 -2.6006e+00 +2.0030e+00 -3.5394e+00 +3.3676e+00 -1.8555e+00 +4.5666e+00 +3.7690e+00 -2.3155e-01 +2.0845e+00 -2.4182e+00 -2.6342e+00 +1.9586e+00 -4.6473e+00
5985 +5.995915114e+02 +5.995915114e+02 +6.295615114e+02 +6.295615114e+02 -3.4296e-02 -1.9866e+00 -3.4664e+00 -1.0168e+00 +2.1170e+00 +2.5315e+00 -3.5496e+00 -4.4069e+00 +2.0710e+00 -4.8493e-01 +2.6259e+00 -1.3111e-01 +4.7214e+00 +2.2637e+00 -1.8402e+00 +2.5666e+00 -1.5324e+00 -1.3735e+00 -1.0616e-01 -3.3127e+00
8528 +3.924472984e+02 +3.924472984e+02 +4.224172984e+02 +4.224172984e+02 -4.2109e-02 -1.9875e+00 -3.4586e+00 -1.0158e+00 +2.1170e+00 +3.2792e+00 -4.1419e+00 -3.2336e+00 +1.0012e+00 -2.4508e+00 +1.8838e+00 -1.6960e+00 +4.7214e+00 +2.2634e+00 -1.8401e+00 +2.5666e+00 -2.7856e+00 -1.3735e+00 +9.3791e-01 -3.3127e+00
13150 +2.032247131e+02 +2.032247131e+02 +2.331947131e+02 +2.331947131e+02 -4.2109e-02 -1.9875e+00 -3.4664e+00 -1.7126e+00 +2.9203e+00 +3.7729e+00 -3.5497e+00 -3.2336e+00 +1.4494e+00 -1.4478e+00 +1.7588e+00 -1.6959e+00 +4.7214e+00 +2.2637e+00 -1.3956e+00 +2.5666e+00 -2.7856e+00 -1.3735e+00 +9.3791e-01 -3.3127e+00
18703 +1.570051495e+02 +1.570051495e+02 +1.869751495e+02 +1.869751495e+02 +5.4211e-01 -1.9879e+00 -3.4664e+00 -1.7439e+00 +2.8852e+00 +3.4003e+00 -4.0169e+00 -3.2336e+00 +1.4499e+00 -1.4478e+00 +1.7746e+00 -1.6721e+00 +4.7214e+00 +2.3887e+00 -1.8361e+00 +2.8286e+00 -2.2500e+00 -1.3735e+00 +1.2941e+00 -3.3127e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.014070349e+03 +3.014070349e+03 +2.962360349e+03 +2.962360349e+03 +4.0837e+00 -1.1992e+00 +1.8093e+00 -3.3144e+00 +3.8675e+00 -2.0909e+00 +4.2437e-01 +3.8919e+00 +4.7729e-01 -2.3788e+00 +4.3094e+00 -4.6326e+00 +3.8271e-01 -4.5747e+00 -1.0134e+00 +4.2041e+00 +3.0285e+00 +4.4769e-02 +2.5777e-01 -1.2030e-01
18 +2.296399474e+03 +2.296399474e+03 +2.244689474e+03 +2.244689474e+03 +4.7149e+00 +4.8509e+00 +1.7267e+00 +1.8596e-02 +3.9189e+00 -4.6301e+00 -4.6380e+00 +4.2042e+00 +4.7541e-01 -1.7368e+00 +7.8859e-01 +3.0092e+00 +3.8708e+00 -2.5554e+00 -3.1310e+00 +1.2917e+00 -4.7731e+00 +3.8759e+00 +2.1690e+00 -1.0744e+00
1927 +1.200552705e+03 +1.200552705e+03 +1.148842705e+03 +1.148842705e+03 +1.4236e+00 +1.7379e+00 -4.2597e+00 -1.2541e+00 +1.2378e+00 +3.9579e+00 -4.1784e+00 +2.2720e+00 -2.3558e+00 -1.6115e+00 +1.3967e+00 +2.4888e+00 +2.2678e+00 +7.0778e-01 -9.3531e-01 +4.6590e+00 -4.0624e+00 +4.2113e+00 +4.1966e+00 +3.2841e+00
3643 +8.510708677e+02 +8.510708677e+02 +7.993608677e+02 +7.993608677e+02 +3.0895e+00 +3.9751e+00 -3.6676e+00 -2.2902e+00 +2.9556e+00 +5.6826e-01 -3.5705e+00 +2.9249e+00 -3.4689e+00 -2.1075e+00 +3.1500e+00 +4.1529e-01 +2.8796e+00 +7.6008e-01 -2.9805e+00 +1.0939e+00 -4.5142e+00 +2.3400e+00 +2.9643e+00 +3.4970e+00
6432 +5.733704470e+02 +5.733704470e+02 +5.216604470e+02 +5.216604470e+02 +3.0114e+00 +1.6831e+00 -3.7952e+00 -3.5083e+00 +1.5715e+00 +6.9602e-01 -4.7078e+00 +2.6522e+00 -2.3558e+00 +8.2534e-01 +4.8301e+00 +3.0665e+00 +1.6606e+00 -8.7975e-01 -2.5818e+00 +1.7860e+00 -4.7731e+00 +3.8759e+00 +2.3749e-01 +3.8778e+00
9067 +3.773284641e+02 +3.773284641e+02 +3.256184641e+02 +3.256184641e+02 +3.0895e+00 +3.4982e+00 -3.0905e+00 -3.8769e+00 +1.5883e+00 +1.3127e+00 -3.8373e+00 +3.1845e+00 -3.2064e+00 +8.2534e-01 +2.7550e+00 +2.4889e+00 +2.8872e+00 +7.5227e-01 -3.1315e+00 +3.4713e+00 -4.7731e+00 +3.8759e+00 +2.0440e+00 +2.4610e+00
12221 +2.471615214e+02 +2.471615214e+02 +1.954515214e+02 +1.954515214e+02 +3.0895e+00 +2.1724e+00 -3.5924e+00 -3.6332e+00 +1.2378e+00 +1.3149e+00 -3.8373e+00 +2.9327e+00 -3.2188e+00 +5.2851e-01 +3.8422e+00 +2.4889e+00 +2.8875e+00 +2.5227e-01 -3.1320e+00 +3.0939e+00 -4.5142e+00 +4.0603e+00 +8.6204e-01 +3.1278e+00
16553 +1.551305076e+02 +1.551305076e+02 +1.034205076e+02 +1.034205076e+02 +3.0895e+00 +2.4224e+00 -3.5915e+00 -3.9079e+00 +1.2378e+00 +1.3149e+00 -3.8373e+00 +2.9327e+00 -3.2189e+00 +5.2851e-01 +3.9828e+00 +2.2028e+00 +2.8875e+00 +2.0875e-01 -3.1320e+00 +3.0939e+00 -4.5142e+00 +3.6127e+00 +1.5284e+00 +3.1278e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.335925876e+03 +3.335925876e+03 +3.055975876e+03 +3.055975876e+03 +1.3705e+00 +2.8464e+00 -6.6616e-01 +3.6795e+00 +3.6917e+00 -2.3295e+00 +4.3584e+00 -6.6679e-01 -4.9925e-02 +2.3962e+00 +3.3464e+00 -3.5980e+00 +2.9504e+00 -1.4478e+00 +2.4345e+00 +3.7159e+00 -5.8788e-02 +3.2725e+00 +3.9572e+00 +1.8352e+00
34 +2.372489951e+03 +2.372489951e+03 +2.092539951e+03 +2.092539951e+03 -3.3474e+00 -3.5137e+00 -1.5515e-01 -2.0689e-01 -1.6163e+00 -1.4747e+00 +2.8349e+00 +1.1976e+00 -3.0004e-01 -2.4466e+00 -1.7169e+00 -1.2256e-01 -4.8965e+00 -3.9631e+00 +6.6013e-01 -4.3316e+00 -9.1101e-01 -1.9842e+00 -1.0866e-01 -6.0655e-01
1924 +1.568370258e+03 +1.568370258e+03 +1.288420258e+03 +1.288420258e+03 -4.9892e+00 -6.2050e-01 +2.1542e+00 -6.9503e-02 -2.1096e+00 -1.2031e+00 +4.8393e-02 -4.4259e+00 -5.1860e-01 -2.9465e+00 -4.1618e+00 +4.7990e+00 -4.6279e-01 -3.4778e+00 +9.5941e-03 +3.7602e+00 +1.3690e+00 +2.3195e+00 +4.8278e+00 +2.1952e+00
4017 +9.207961145e+02 +9.207961145e+02 +6.408461145e+02 +6.408461145e+02 -3.2567e+00 -1.8297e+00 +1.9405e+00 -2.2095e+00 -4.7081e+00 -5.4387e-01 +7.5726e-01 -1.5693e+00 +3.9634e+00 -2.6127e+00 -7.8394e-01 -3.4355e-01 -3.5145e+00 -3.7650e+00 +4.8018e-01 +2.4824e+00 +1.8751e+00 +3.0073e+00 +2.4319e+00 +8.5489e-01
6606 +6.297033434e+02 +6.297033434e+02 +3.497533434e+02 +3.497533434e+02 -3.3653e+00 -4.1845e+00 +3.7764e+00 -1.5322e+00 -3.3189e+00 -1.1965e+00 -2.1901e+00 -1.3577e+00 +1.7568e+00 -3.3482e+00 -1.4355e+00 -3.4355e-01 -3.5145e+00 -1.7650e+00 +4.7188e-01 +2.9827e+00 +3.5137e+00 +3.5073e+00 +2.4319e+00 +3.0706e+00
9217 +3.914077917e+02 +3.914077917e+02 +1.114577917e+02 +1.114577917e+02 -3.3663e+00 -3.8609e+00 +2.9832e+00 -1.7981e+00 -3.5748e+00 -1.8334e+00 -1.0062e+00 +3.3153e-01 +1.8181e+00 -4.0521e+00 -1.4355e+00 +2.7324e-01 -3.5770e+00 -2.8106e+00 +5.6289e-01 +3.7909e+00 +3.6122e+00 +2.5691e+00 +2.4319e+00 +3.0718e+00
13043 +2.489812003e+02 +2.489812003e+02 -3.096879970e+01 -3.096879970e+01 -3.3653e+00 -4.1845e+00 +3.5342e+00 -1.2324e+00 -3.5708e+00 -1.8412e+00 -1.0023e+00 -1.1077e+00 +1.7567e+00 -3.7863e+00 -1.6457e+00 +1.5306e+00 -3.5145e+00 -2.8106e+00 +4.7908e-01 +3.9824e+00 +3.6122e+00 +2.7566e+00 +2.4319e+00 +3.0716e+00
16657 +1.556068181e+02 +1.556068181e+02 -1.243431819e+02 -1.243431819e+02 -3.3507e+00 -4.1845e+00 +3.5342e+00 -1.2324e+00 -3.5709e+00 -2.5663e+00 -1.2832e+00 -3.3950e-01 +1.8181e+00 -3.7863e+00 -1.6457e+00 +1.5306e+00 -3.5145e+00 -2.8106e+00 +4.7908e-01 +3.9824e+00 +3.6122e+00 +2.7566e+00 +2.4329e+00 +3.0716e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.635404441e+03 +3.635404441e+03 +4.567394441e+03 +4.567394441e+03 -5.6137e-01 +9.9941e-01 -3.8600e+00 +9.4535e-01 +2.9152e+00 +2.0545e+00 -3.5358e+00 +4.0376e+00 +1.4867e+00 +1.4081e+00 -6.0975e-01 -2.1869e-03 -1.1125e+00 -8.7761e-01 -4.6491e+00 +4.4069e+00 +4.7428e+00 -5.5904e-01 -1.1648e+00 -4.9085e+00
