% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.756767706e+03 +6.756767706e+03 +6.294677706e+03 +6.294677706e+03 -4.7458e+00 -1.3681e+00 -1.0939e-01 +2.2731e+00 +1.1070e+00 +4.0703e+00 +4.4487e+00 +3.4280e+00 +3.7099e+00 +2.7332e+00 -3.7848e+00 -4.4060e+00 -4.3880e+00 +1.0442e+00 -7.5538e-01 -3.7613e+00 +4.6221e+00 -4.9097e-01 +4.9260e+00 -4.7098e+00
2 +3.231855728e+03 +3.231855728e+03 +2.769765728e+03 +2.769765728e+03 -3.2406e+00 -1.3030e+00 +2.5309e+00 +2.8293e+00 +2.9196e+00 +2.7088e+00 -2.5714e+00 +1.0303e+00 +4.0856e+00 -2.7457e+00 +4.2032e+00 +3.9920e+00 -4.3048e+00 +1.2546e-01 +1.8568e+00 +5.7608e-01 -1.5724e+00 +4.4978e+00 +1.2683e+00 -3.9740e+00
4 +1.178467628e+03 +1.178467628e+03 +7.163776284e+02 +7.163776284e+02 -3.6896e+00 +1.9590e-01 +2.1787e+00 -9.6926e-01 +1.9545e+00 +2.3363e+00 +2.5609e+00 +3.1705e+00 +9.6504e-01 +1.6298e+00 -7.6069e-01 +1.6026e+00 +2.1381e+00 -2.0893e+00 +1.6661e-01 -4.7990e+00 +4.5223e+00 +4.7544e+00 -4.8761e+00 +3.9592e+00
85 +9.912900909e+02 +9.912900909e+02 +5.292000909e+02 +5.292000909e+02 +3.5779e+00 +1.7566e+00 -2.2199e+00 -1.6817e+00 +2.9041e+00 -4.8151e+00 +1.9888e-01 -1.6334e+00 -4.0777e+00 +2.9923e+00 +7.4431e-01 -9.8383e-01 +7.2404e-01 -4.7436e+00 -2.7992e+00 -1.6197e+00 -4.9590e-01 -1.6102e+00 -2.6068e-01 +2.8356e+00
504 +5.518709418e+02 +5.518709418e+02 +8.978094176e+01 +8.978094176e+01 -1.0908e+00 -2.6110e+00 +3.7623e+00 -4.2135e+00 -2.4788e-01 +7.2216e-01 -6.4828e-01 -5.0436e-01 +2.8087e+00 +1.5354e+00 -6.9533e+00 -2.1668e+00 -6.5177e-01 -2.6111e+00 +2.9000e-01 -4.3425e+00 -1.4932e+00 -1.3518e+00 -3.1537e+00 +6.0386e-01
1011 +3.754794814e+02 +3.754794814e+02 -8.661051857e+01 -8.661051857e+01 +3.4281e+00 -4.9012e+00 +4.1277e-01 -1.1560e+00 +2.1333e+00 +2.1720e+00 -1.1801e+00 +1.8215e+00 +3.5526e-01 -4.0879e-01 -4.3614e+00 -2.4094e+00 -8.1629e-01 -4.5405e+00 -2.2879e+00 -2.4345e+00 +1.1574e+00 +1.2972e+00 -2.0681e+00 +6.7055e-01
2820 +2.333045743e+02 +2.333045743e+02 -2.287854257e+02 -2.287854257e+02 -4.2014e+00 +3.1613e+00 +5.7715e-01 -6.6791e-01 +3.5065e+00 +3.5289e-01 +1.0741e+00 -5.8322e-02 +1.0161e+00 +1.4119e+00 -3.3073e+00 -5.2261e+00 -6.3988e-02 -2.4508e+00 -1.6899e+00 -4.2947e+00 -9.4636e-01 +1.4966e+00 -2.0998e+00 +1.4706e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.044957013e+03 +9.044957013e+03 +9.122617013e+03 +9.122617013e+03 -4.1238e+00 -2.6076e+00 -9.5506e-02 +3.1259e+00 +2.4596e+00 +1.2154e+00 -3.9832e+00 +2.3455e+00 +1.1259e+00 +3.7560e+00 -4.8733e+00 +2.6470e+00 -2.9192e+00 -1.1931e-02 -3.8393e+00 +2.6472e+00 +2.5193e+00 +3.2622e-01 -2.9083e+00 +4.6345e+00
2 +1.565468545e+03 +1.565468545e+03 +1.643128545e+03 +1.643128545e+03 +1.4126e+00 +4.0786e+00 -3.2128e+00 -3.7834e+00 -2.2168e+00 +3.2041e+00 -4.0396e+00 -3.7275e+00 -6.9007e-02 +3.3672e+00 +4.1780e+00 +2.8333e+00 -1.5174e+00 -3.9670e+00 -2.2428e+00 -3.8521e-01 +3.5537e+00 -2.1392e+00 +3.4913e+00 +7.5330e-02
