% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.480117720e+03 +4.480117720e+03 +4.018027720e+03 +4.018027720e+03 -1.4520e+00 -2.0960e+00 +2.8325e+00 -2.1952e+00 +2.4456e+00 +1.8131e+00 +1.2153e+00 +1.8700e+00 +3.6489e+00 -3.5954e+00 -5.5468e-01 -9.5622e-01 -1.4349e+00 +2.8852e+00 -2.4138e+00 +1.3146e+00 -3.5554e+00 +4.7649e+00 +4.6590e+00 +4.5533e+00
2 +1.391598669e+03 +1.391598669e+03 +9.295086692e+02 +9.295086692e+02 +1.0406e+00 +4.0739e-01 +2.3542e+00 -2.7006e+00 -4.2838e+00 -3.0855e+00 +1.7706e+00 +4.2891e+00 -1.2600e+00 +2.4631e+00 -2.8125e+00 -2.9596e+00 -1.0796e+00 +1.0547e+00 +1.2579e-01 +2.7070e+00 -1.0950e+00 +2.8451e+00 +3.6124e+00 -5.6445e-01
31 +8.142201120e+02 +8.142201120e+02 +3.521301120e+02 +3.521301120e+02 -8.8191e-01 +2.8996e+00 +3.0784e+00 -3.5019e+00 -3.3174e+00 -1.9025e+00 +1.3445e+00 +2.5362e+00 -1.4681e+00 -3.5137e+00 +1.7349e+00 -2.3732e+00 -2.5774e+00 -2.2272e+00 -1.8746e+00 +1.6752e+00 -2.4577e+00 +2.7219e+00 +2.5899e+00 +4.6061e-01
2498 +5.519724232e+02 +5.519724232e+02 +8.988242321e+01 +8.988242321e+01 +2.5988e-01 -9.7396e-02 -9.4514e-02 -3.2678e+00 -1.1851e+00 +1.7143e+00 +2.4458e+00 -1.4732e+00 -7.1907e-01 +2.2213e+00 -2.5183e+00 -3.7829e+00 +3.7628e-02 -1.7988e-01 +1.7858e+00 -3.9243e+00 -2.3888e-01 +1.9068e+00 +1.8245e+00 -1.0291e-01
8731 +3.687875575e+02 +3.687875575e+02 -9.330244247e+01 -9.330244247e+01 +4.0244e-01 +3.8292e+00 -1.2085e+00 +1.0733e+00 +1.0778e+00 +2.7278e+00 +1.3145e+00 -1.1815e+00 +1.1735e+00 -8.5449e-01 +1.5657e+00 -1.8211e+00 -1.2220e-01 +5.0684e-01 +2.6796e-02 -3.0995e+00 +3.2516e-01 +2.1281e+00 +2.4487e+00 +1.7013e+00
14270 +2.429882690e+02 +2.429882690e+02 -2.191017310e+02 -2.191017310e+02 +5.0543e-01 +5.0000e+00 +4.4936e-01 -8.7950e-01 +1.7036e+00 +9.7281e-01 +2.6904e+00 +4.6089e+00 +5.5134e-02 -6.4421e-01 +5.7870e-01 -5.0000e+00 -9.3387e-01 -2.9433e+00 -2.5061e-01 -3.8729e+00 -1.9611e-01 +1.4230e+00 +2.1101e+00 +2.2885e+00
19765 +1.531268121e+02 +1.531268121e+02 -3.089631879e+02 -3.089631879e+02 +4.6254e-01 +2.7761e-01 +1.3451e+00 -1.8581e-01 +1.4027e+00 +1.3814e+00 +1.8382e+00 +3.7455e+00 -5.9626e-02 -1.5592e+00 -2.6530e-01 -4.7731e+00 -3.8029e-01 -2.7990e+00 +5.0649e-01 -3.9049e+00 -3.0167e-02 +3.3420e+00 +2.3795e+00 +1.5681e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.337200114e+03 +3.337200114e+03 +3.414860114e+03 +3.414860114e+03 -3.4502e+00 -9.4883e-01 -3.3913e+00 +1.3654e+00 -5.8556e-01 +1.0474e+00 +1.2118e+00 -1.8998e+00 +3.4257e+00 -3.3587e+00 -2.2911e-01 -4.7924e+00 -1.6517e+00 -4.9959e+00 +5.5924e-01 +2.4815e+00 -2.3853e+00 -1.9338e+00 +6.3487e-01 -2.5842e+00
2 +7.895496391e+02 +7.895496391e+02 +8.672096391e+02 +8.672096391e+02 -1.5545e+00 +2.0232e+00 -1.5854e+00 +3.1413e+00 -4.4146e+00 +1.3964e+00 -2.9794e+00 +2.3406e+00 +2.2101e-01 -4.6391e+00 -1.0234e+00 -3.0022e+00 -4.6485e-01 +1.4892e+00 -6.8274e-01 -1.5685e+00 -2.3757e+00 -1.8412e+00 -7.6320e-01 -1.2860e+00
178 +6.106568259e+02 +6.106568259e+02 +6.883168259e+02 +6.883168259e+02 +7.9843e-01 -2.3045e+00 -9.8120e-01 +2.0864e+00 -9.2975e-01 +8.5055e-01 +5.9022e-01 -4.7333e-02 -1.8486e+00 -2.6299e+00 -9.2807e-01 -6.1832e-01 -2.6933e+00 -2.2343e+00 -3.0724e+00 -9.2080e-02 -5.4873e-01 -4.5525e+00 +1.4554e+00 -5.3502e+00
2656 +3.952918770e+02 +3.952918770e+02 +4.729518770e+02 +4.729518770e+02 +2.1731e+00 -2.6794e+00 -2.7075e-01 +3.6082e+00 -1.1377e-01 -5.7924e-01 -1.5291e+00 +6.1809e-01 -2.7199e+00 -4.2467e+00 +2.9461e+00 +1.1058e+00 -2.1198e+00 -2.2729e+00 -1.5303e+00 -7.6363e-02 -7.1975e-01 -4.4961e+00 +1.6563e+00 -4.0874e+00
14336 +2.445808035e+02 +2.445808035e+02 +3.222408035e+02 +3.222408035e+02 -5.0739e-01 +1.2897e+00 +6.6943e-01 +1.3104e+00 +5.0069e-01 -9.6104e-01 -2.8123e-01 -6.7915e-01 -4.4507e-01 -1.6323e+00 +2.5396e+00 -3.9335e-01 -2.4179e-01 -2.1943e+00 +2.3751e+00 +7.0585e-01 -2.4184e-01 -2.2956e+00 +2.1645e+00 -3.7629e+00
18938 +1.552803308e+02 +1.552803308e+02 +2.329403308e+02 +2.329403308e+02 -1.7396e+00 -2.3281e+00 +2.9078e-01 +4.1691e+00 +1.7363e+00 +6.2228e-01 -2.3909e+00 -1.7910e+00 -5.1532e-01 -3.7712e+00 +1.8763e+00 +6.5922e-02 -2.4362e-01 -1.9377e+00 +1.8927e+00 +2.3001e-01 -7.9446e-01 -2.4372e+00 +2.4697e+00 -4.1299e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.355327154e+03 +5.355327154e+03 +5.471007154e+03 +5.471007154e+03 -3.9095e+00 -4.5868e-01 +4.7679e+00 -2.1656e+00 +9.5446e-02 -7.3332e-01 -4.3444e+00 +3.7648e+00 +2.3217e+00 +3.5703e+00 -4.8549e+00 -1.6377e+00 +4.1298e+00 +1.6205e+00 +3.2788e+00 +2.2814e+00 -3.5598e+00 +1.0070e-01 -2.5721e+00 +4.3121e+00
2 +3.608002521e+03 +3.608002521e+03 +3.723682521e+03 +3.723682521e+03 -3.3934e+00 -4.9463e+00 +4.4620e+00 +4.6838e-01 +3.5130e+00 -4.4515e+00 -4.0443e+00 +4.1060e+00 +7.5256e-01 -2.2300e+00 -3.0757e+00 -3.8022e+00 +1.7617e+00 +4.8543e+00 -1.0084e+00 -4.4223e+00 -6.3161e-01 -3.4601e+00 +3.9937e-01 -4.3534e+00
3 +2.425396241e+03 +2.425396241e+03 +2.541076241e+03 +2.541076241e+03 -1.4670e+00 -1.2268e+00 -1.2691e+00 +1.8993e+00 +9.3175e-02 +6.5730e-01 -4.9280e+00 -3.9846e+00 -1.2061e+00 -4.4880e+00 -2.6215e+00 +3.8581e+00 +4.3733e+00 -4.4922e+00 +5.9618e-01 +4.3644e+00 +1.3463e+00 +7.5198e-01 -8.6435e-01 +3.4449e+00
