% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.732910852e+05 +4.732910852e+05 +4.734402352e+05 +4.734402352e+05 -2.3508e+00 +2.2128e+00 +5.8223e-01 +2.4889e+00 -3.0983e+00 +2.8804e+00 -2.2081e+00 -3.2524e+00 -4.3184e+00 -3.0667e+00 -4.4394e+00 -3.5452e+00 +1.6974e-01 +2.8528e+00 -1.9264e+00 -3.1570e+00 -1.2045e+00 -3.8844e+00 +4.7743e+00 -7.9123e-01
5 +1.149615744e+05 +1.149615744e+05 +1.151107244e+05 +1.151107244e+05 -3.9537e+00 +4.8709e-01 -2.4574e+00 -1.6890e+00 -3.2617e+00 -3.1671e+00 +1.3884e+00 -3.4603e+00 -3.7036e+00 +1.7125e+00 +6.3936e-01 +2.1808e+00 +3.2312e-01 -8.1290e-01 +3.1516e+00 -3.1434e+00 -3.5900e-01 +2.2952e+00 -1.5969e+00 -5.5206e-01
27 +9.055504419e+04 +9.055504419e+04 +9.070419419e+04 +9.070419419e+04 -1.7283e-01 +2.0680e+00 -6.9141e-02 +4.8206e+00 -2.6363e+00 -9.2619e-01 -4.1130e+00 +1.2193e+00 -3.3032e+00 +7.7496e-01 -7.9605e-01 +3.5180e+00 -4.9378e-01 -4.5429e-01 -2.8932e+00 -1.5337e-01 +1.4094e+00 -2.3236e+00 -9.0060e-01 +6.5576e-01
201 +4.306866374e+04 +4.306866374e+04 +4.321781374e+04 +4.321781374e+04 -4.2984e+00 +2.1650e+00 -1.2250e+00 -8.4281e-01 -1.5887e+00 -3.9107e+00 -2.4242e-01 -1.2178e+00 +1.4409e-01 -2.2002e+00 -4.5977e+00 -6.5801e-01 +9.9342e-01 +8.1077e-02 +7.3573e-01 +1.7001e+00 +1.1478e+00 -2.3168e+00 -2.2683e+00 -4.4099e+00
304 +3.830875544e+04 +3.830875544e+04 +3.845790544e+04 +3.845790544e+04 +1.0557e+00 +2.0400e+00 +2.6047e-02 +3.7391e-01 -3.7063e+00 -4.3718e+00 -2.1511e+00 -2.9468e+00 -3.1592e+00 -1.2733e+00 -6.0531e-01 +2.1660e+00 +4.4143e-01 -2.9968e+00 +4.5621e-01 -2.6496e+00 -2.5063e+00 -3.1609e+00 -2.2821e+00 -3.7393e+00
502 +1.701472823e+04 +1.701472823e+04 +1.716387823e+04 +1.716387823e+04 -3.1825e+00 +1.4234e+00 +2.6047e-02 -1.6114e+00 -3.7063e+00 -2.7764e+00 -2.1511e+00 -3.2097e+00 -1.4442e-01 +2.1340e-01 -1.0869e+00 -1.3300e+00 +4.4143e-01 -2.9968e+00 +4.5621e-01 -2.3460e+00 -9.6115e-01 -2.0257e+00 -2.2821e+00 -3.7393e+00
1012 +1.311231249e+04 +1.311231249e+04 +1.326146249e+04 +1.326146249e+04 -1.8328e+00 -1.8241e+00 +1.1901e+00 +2.0884e+00 -1.3271e+00 -2.0559e+00 -4.2543e+00 -2.5932e+00 +5.2603e-01 -8.2547e-01 -3.6476e+00 +1.0038e+00 +3.0014e+00 -8.8820e-02 -3.0382e+00 -2.4432e+00 -3.1632e-01 -9.1970e-01 -3.5619e+00 -1.8924e+00
1105 +5.958786367e+03 +5.958786367e+03 +6.107936367e+03 +6.107936367e+03 -3.1825e+00 +1.3744e-01 +2.6047e-02 -1.1485e+00 -3.9277e+00 -2.7764e+00 -2.1511e+00 -3.2097e+00 -1.4442e-01 -7.5614e-01 -1.0869e+00 -5.5392e-01 +4.4143e-01 -1.5531e+00 -1.2459e+00 -2.3460e+00 -9.6115e-01 -8.1241e-01 -3.0257e+00 -2.9934e+00
1893 +3.413498102e+03 +3.413498102e+03 +3.562648102e+03 +3.562648102e+03 -5.0924e-01 -2.8009e+00 -8.7400e-01 +1.3209e+00 -4.3688e+00 -2.7748e+00 -1.8778e+00 -4.6571e-01 -7.3806e-01 -1.2380e+00 -1.8468e+00 -2.8865e-01 +2.2462e+00 -1.9221e+00 -6.0135e-02 -9.1260e-01 -2.2174e+00 -6.6854e-01 -1.8874e+00 -3.0443e+00
1901 +2.456827668e+03 +2.456827668e+03 +2.605977668e+03 +2.605977668e+03 -5.0924e-01 -2.8009e+00 -9.0935e-01 +1.3209e+00 -3.9463e+00 -2.7748e+00 -1.8778e+00 -1.0736e+00 -6.4779e-01 -1.2380e+00 -1.8468e+00 -2.8865e-01 +2.2462e+00 -1.9221e+00 -6.0135e-02 -8.0905e-01 -2.2174e+00 -1.6997e-01 -1.8874e+00 -3.0443e+00
