% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.155343756e+01 +3.155343756e+01 -7.099656244e+01 -7.099656244e+01 -2.6601e+00 +3.7648e+00 -2.3432e+00 +1.2738e+00 +3.2528e+00 +2.9848e+00 +3.3461e+00 -2.6389e+00 +1.5289e+00 +4.4120e+00 +3.5559e+00 -2.0829e+00 +1.8367e+00 +8.6447e-01 +4.6236e+00 +2.2232e+00 -7.0518e-01 -3.2127e-01 +3.5755e+00 -2.7822e+00
23 +2.183999784e+01 +2.183999784e+01 -8.071000216e+01 -8.071000216e+01 -5.5958e-01 -2.8863e-01 -3.3324e+00 +4.4404e-01 +1.7965e+00 -6.6069e-01 +4.2741e+00 +1.8523e-01 -1.4758e+00 +1.1353e+00 -1.7212e+00 +4.5772e+00 -2.0171e+00 +2.0526e+00 -3.6432e+00 +1.9164e+00 -3.5113e-02 +2.0745e+00 +1.5545e+00 -2.9974e+00
205 +1.406987842e+01 +1.406987842e+01 -8.848012158e+01 -8.848012158e+01 -2.2262e+00 -1.5573e+00 -1.1030e+00 -1.8244e+00 +2.1665e+00 -1.2101e+00 -1.0545e+00 -3.0761e+00 +1.8397e+00 +2.8948e-01 -1.1280e+00 +7.7355e-01 +3.8295e-01 +2.6197e-01 -4.6949e+00 +8.2859e-01 -8.0634e-01 +5.2614e-01 +1.7233e+00 -2.7469e+00
5218 +9.927387684e+00 +9.927387684e+00 -9.262261232e+01 -9.262261232e+01 -1.3751e+00 +2.3521e+00 -3.6083e+00 -1.7671e+00 -1.3523e+00 -1.2437e+00 +2.7849e+00 -1.5542e+00 +3.0209e+00 +3.6250e-01 +2.4283e+00 -1.6316e-02 -8.6502e-01 +5.0632e-01 +2.7609e+00 -1.2304e-01 -9.6217e-01 -7.8687e-01 -1.5300e+00 -4.1679e-01
13695 +5.549990820e+00 +5.549990820e+00 -9.700000918e+01 -9.700000918e+01 -1.5568e+00 -7.4189e-01 -1.0425e-01 -1.2467e+00 +6.1449e-01 -3.4614e-01 -3.6870e-02 +1.1880e-01 -1.2079e-01 -1.1921e+00 +7.7293e-01 +7.6275e-01 -1.3604e-01 +5.9318e-01 -7.7446e-01 +5.7720e-02 +1.1257e+00 +1.1993e-03 +1.0950e-01 +1.3075e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.363434484e+01 +3.363434484e+01 +1.053243448e+02 +1.053243448e+02 +2.2015e+00 +3.4679e+00 +1.1276e+00 -4.5848e-01 -4.4754e-01 -3.4029e+00 -2.4382e+00 -7.5292e-01 +7.6939e-01 +1.3426e+00 +1.0370e+00 +4.7928e+00 +1.0493e+00 +7.8963e-01 +4.6476e+00 -1.7745e+00 -2.9880e-02 -2.8713e+00 +4.8619e+00 -1.2786e+00
59 +1.607073345e+01 +1.607073345e+01 +8.776073345e+01 +8.776073345e+01 -1.7102e+00 +1.7100e+00 +1.0356e+00 +5.5978e-01 +9.8757e-01 +1.1932e-01 -1.5735e+00 -1.4174e+00 +6.6324e-01 -3.6647e+00 -1.7474e+00 -2.3500e+00 -4.1578e+00 -2.9403e+00 +1.8534e-01 -2.8382e+00 +1.3026e+00 -1.4891e+00 +1.3464e+00 +1.9877e+00
94 +1.302366588e+01 +1.302366588e+01 +8.471366588e+01 +8.471366588e+01 +7.3082e-01 +7.0403e-01 +8.6705e-01 -3.5117e-01 +2.9505e+00 -3.0270e+00 -2.7315e+00 +1.1411e+00 -1.7008e-01 +3.9001e-01 -1.8051e+00 -5.7173e-01 +4.1841e+00 -7.4121e-01 +1.5655e+00 +2.2234e-01 -4.5038e-01 +8.4533e-01 +2.6441e+00 -5.4974e-01
5968 +8.781341531e+00 +8.781341531e+00 +8.047134153e+01 +8.047134153e+01 +4.5066e-01 -7.1488e-01 -6.2763e-02 -3.0187e-01 -9.1509e-01 +9.5169e-02 +3.8701e-01 +8.4337e-01 +8.3512e-01 -1.4460e+00 +5.6327e-02 +7.9485e-01 -1.6751e+00 -9.7740e-01 +1.0486e-01 +5.5379e-01 -1.1779e+00 -3.0152e+00 +1.9398e+00 -1.5441e+00
