% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.149825139e+07 +3.149825139e+07 +3.149804151e+07 +3.149804151e+07 +3.6519e+00 -3.2123e+00 +4.8481e+00 +1.7055e+00 +7.7523e-01 +3.9538e+00 -3.5222e+00 -3.4892e+00 -3.1067e+00 +4.2294e+00 +9.1971e-01 -3.9011e+00 -2.8807e+00 +4.6004e+00 -1.6302e-01 +3.1310e+00 +4.4891e-01 -3.3444e+00 -1.7237e+00 -2.2830e+00
5 +1.108585615e+07 +1.108585615e+07 +1.108564627e+07 +1.108564627e+07 -3.3053e+00 +4.8414e+00 +4.1373e+00 +9.4197e-02 -1.7753e+00 -3.5976e+00 -1.1929e-01 -5.7670e-01 +1.6225e+00 -4.4933e+00 +2.0592e+00 -2.3208e+00 -4.6744e+00 -4.3763e+00 +1.6353e+00 +4.6171e+00 +1.3142e+00 +3.7733e+00 -2.9959e+00 -5.0378e-02
7 +5.227355314e+06 +5.227355314e+06 +5.227145434e+06 +5.227145434e+06 -1.1674e+00 +4.3278e+00 +1.3362e+00 +1.1347e+00 -3.3994e+00 +3.3786e+00 -2.4478e+00 -4.8243e+00 -4.7866e+00 +6.6415e-02 -5.8783e-01 -2.6281e+00 +3.6785e-01 -1.5516e+00 -1.6535e+00 -1.9635e+00 -3.4219e-01 +4.6503e+00 +2.1634e-01 +1.9863e+00
46 +2.203926907e+06 +2.203926907e+06 +2.203717027e+06 +2.203717027e+06 -1.7922e-01 +3.3354e+00 +9.0312e-02 +4.1498e+00 -5.0000e+00 +5.0000e+00 -8.5024e-01 -4.0598e+00 -5.0000e+00 -1.0606e+00 -4.1541e+00 +9.4096e-02 -4.7839e+00 -5.4798e-01 -1.8894e+00 -2.1828e+00 -4.7870e+00 +3.4947e+00 -8.8267e-01 +2.2976e+00
143 +1.184055247e+06 +1.184055247e+06 +1.183845367e+06 +1.183845367e+06 -2.8861e+00 +3.1110e+00 -9.8975e-01 +8.4410e-01 -2.3336e+00 +2.7834e+00 +1.5838e+00 +0.0000e+00 -1.6795e+00 +1.6007e+00 -4.1210e+00 -7.9551e-01 -2.3752e+00 -2.3552e+00 -2.2597e+00 -3.5036e+00 -2.5301e+00 +4.5182e+00 -1.9426e+00 +1.3517e+00
220 +9.075532162e+05 +9.075532162e+05 +9.073433362e+05 +9.073433362e+05 -4.3289e+00 +2.7167e+00 -1.1906e+00 -1.2424e+00 -3.1590e+00 +2.1701e+00 +2.4400e-01 -9.2734e-01 +3.4518e-01 +1.9878e+00 -2.9425e+00 -1.1257e+00 -1.7431e+00 -1.3324e+00 -2.4570e+00 -3.6733e+00 -3.3615e+00 +4.3798e+00 -1.9291e+00 +2.2331e+00
258 +5.564424183e+05 +5.564424183e+05 +5.562325383e+05 +5.562325383e+05 -3.0462e+00 +2.7740e+00 -4.5972e+00 -3.3560e+00 -4.2002e+00 +2.1460e+00 -3.2073e-01 +1.3505e+00 +6.6049e-01 +3.5878e+00 -3.3615e+00 -2.7317e+00 -2.0749e+00 -3.2405e+00 -2.4473e+00 -3.6371e+00 -3.6772e+00 +3.9022e+00 -2.6258e+00 +1.9479e+00
459 +3.373450955e+05 +3.373450955e+05 +3.371352155e+05 +3.371352155e+05 -3.0851e+00 +4.6392e+00 -1.7521e+00 -4.0793e+00 -4.2948e+00 +3.5167e+00 -1.9990e-01 -7.6099e-01 +2.6036e+00 +5.0000e+00 -3.4297e+00 -1.7715e+00 +3.2623e+00 -3.2762e+00 -1.5814e+00 -3.7079e+00 -3.7331e+00 +3.7454e+00 -2.0851e+00 +2.0517e+00
578 +2.453632217e+05 +2.453632217e+05 +2.451533417e+05 +2.451533417e+05 -5.0000e+00 +2.8410e+00 +3.3587e+00 -1.3595e+00 -4.6365e+00 +4.2339e+00 -1.9496e+00 -5.0000e+00 -4.2269e+00 +4.6370e+00 -3.5116e+00 -1.2559e+00 +5.0000e+00 -2.5963e+00 -7.0972e-01 -3.8622e+00 -2.6538e+00 +3.0848e+00 -1.9223e+00 +1.7505e+00
735 +1.317744220e+05 +1.317744220e+05 +1.315645420e+05 +1.315645420e+05 -3.1639e+00 +3.4074e+00 +1.7201e+00 -3.7727e+00 -3.9058e+00 +2.0385e-01 -2.1463e+00 -3.8210e+00 -4.0400e+00 +1.9647e+00 -3.9590e+00 +2.6025e-02 +4.1542e+00 -2.3502e+00 -1.5041e+00 -3.2968e+00 -3.5646e+00 +2.9033e+00 -2.2951e+00 +1.7776e+00
