% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.634868448e+02 +4.634868448e+02 +4.542768448e+02 +4.542768448e+02 -4.5034e+00 +1.0594e+00 -3.6973e+00 +7.3254e-01 +3.9054e+00 +2.1928e+00 +4.4557e+00 +6.3105e-01 -1.7695e+00 -3.7725e+00 +4.0092e+00 -2.3727e+00 -2.6128e+00 -9.5628e-01 +3.3141e+00 -1.6086e+00 -4.3289e+00 +1.3334e+00 +4.5212e+00 +1.5955e+00
3 +3.559284624e+02 +3.559284624e+02 +3.467184624e+02 +3.467184624e+02 -2.1343e+00 -5.2752e-01 +2.3159e+00 +2.0032e+00 -7.6323e-01 -1.0630e-01 +2.9386e+00 +2.8048e+00 +4.1317e+00 +2.4539e+00 -4.4404e+00 -4.7036e+00 -3.8003e+00 +4.4860e+00 -1.9326e-01 +1.1567e+00 +3.9149e+00 -1.6460e+00 +3.9930e+00 +1.1952e+00
113 +2.121047658e+02 +2.121047658e+02 +2.028947658e+02 +2.028947658e+02 +1.5623e+00 -4.1162e-01 +2.6792e+00 -6.6000e+00 +5.7076e+00 -4.4933e+00 -3.3064e-01 -4.3435e+00 +1.3613e+00 -9.2418e-01 +1.6740e+00 -1.0570e+00 +4.8683e+00 +1.3876e+00 -3.1803e+00 -3.2232e+00 +4.2497e+00 +7.3696e+00 -5.3977e+00 +3.7938e+00
218 +1.398831379e+02 +1.398831379e+02 +1.306731379e+02 +1.306731379e+02 +2.6890e+00 +1.5218e+00 +4.3683e+00 +5.8162e-01 -4.0228e+00 -1.0642e+00 +3.0775e+00 +5.4817e+00 -5.5902e+00 -3.5327e+00 -2.2824e+00 -3.3087e+00 +5.4751e+00 +5.5762e+00 -5.0371e+00 -5.6826e+00 +4.1464e-01 +4.9060e+00 -3.9771e+00 +2.9706e+00
522 +9.202379706e+01 +9.202379706e+01 +8.281379706e+01 +8.281379706e+01 -7.5321e+00 +1.3786e+01 +9.2735e+00 +9.6118e+00 -4.0323e+00 +1.6841e+00 -2.1070e+00 +3.2219e+00 +5.8410e+00 -5.8266e+00 +1.0277e+00 -6.3998e+00 +1.6832e+01 +6.7992e+00 -6.7717e+00 -2.1626e+00 +3.2517e+00 +1.5189e+01 -8.2336e+00 +4.6896e+00
674 +5.414489894e+01 +5.414489894e+01 +4.493489894e+01 +4.493489894e+01 +1.2631e+00 +7.4392e+00 +6.2194e+00 +5.3388e+00 -4.2041e+00 +2.6544e+00 +2.6871e+00 +9.5849e+00 -5.2340e+00 -5.3924e+00 -3.2862e+00 -1.1103e+01 +1.9316e+01 +7.8290e+00 -9.9967e+00 -3.8164e+00 +7.0846e+00 +1.2885e+01 -6.3959e+00 +1.0893e+01
818 +3.840154769e+01 +3.840154769e+01 +2.919154769e+01 +2.919154769e+01 -3.2072e+00 +6.8589e+00 +1.1408e+01 +1.2484e+01 -4.4203e+00 +5.3862e-01 +4.8683e+00 +6.1899e+00 -2.8899e+00 -6.1694e+00 -6.5538e+00 -6.8138e+00 +2.3173e+01 +1.2965e+01 -9.5981e+00 -6.7924e+00 +1.1716e+01 +1.4344e+01 -5.7121e+00 +1.2866e+01
1015 +2.111977742e+01 +2.111977742e+01 +1.190977742e+01 +1.190977742e+01 -1.3545e+00 +2.0084e+01 +1.5698e+01 +1.1407e+01 -1.1551e+01 +7.4006e+00 +7.5871e+00 +1.9843e+01 -6.0000e-01 -9.7938e+00 -6.4187e+00 -1.1290e+01 +4.2512e+01 +1.8228e+01 -1.2923e+01 -6.7580e+00 +1.4552e+01 +2.6661e+01 -1.2389e+01 +1.3828e+01
1142 +1.269717791e+01 +1.269717791e+01 +3.487177909e+00 +3.487177909e+00 +1.9510e+00 +1.8484e+01 +1.6196e+01 +1.0692e+01 -8.5564e+00 +8.9060e+00 +6.9156e+00 +2.0248e+01 +1.3407e+00 -1.2670e+01 -1.0569e+01 -9.0952e+00 +3.6823e+01 +1.9591e+01 -1.4929e+01 -6.3990e+00 +1.2628e+01 +1.9107e+01 -9.0390e+00 +1.1767e+01
1203 +6.984195340e+00 +6.984195340e+00 -2.225804660e+00 -2.225804660e+00 +6.6374e+00 +2.4572e+01 +2.3265e+01 +9.1015e+00 -9.6299e+00 +9.8843e+00 +7.3596e+00 +1.9063e+01 +2.3511e+00 -1.4038e+01 -1.1723e+01 -7.1624e+00 +3.9105e+01 +2.0423e+01 -2.0369e+01 -5.1903e+00 +1.1900e+01 +1.7220e+01 -9.8128e+00 +1.1649e+01
1227 +4.818031319e+00 +4.818031319e+00 -4.391968681e+00 -4.391968681e+00 +1.8197e-01 +2.8857e+01 +2.1836e+01 +1.9559e+01 -1.1583e+01 +1.1237e+01 +5.6826e+00 +2.5490e+01 +5.3056e+00 -1.4090e+01 -1.1730e+01 -1.2210e+01 +5.3417e+01 +2.1664e+01 -2.0643e+01 -7.8301e+00 +1.8262e+01 +2.6514e+01 -1.6907e+01 +1.2236e+01
