% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.335199892e+07 +1.335199892e+07 +1.335178904e+07 +1.335178904e+07 +9.1966e-01 -4.5158e-01 -2.0003e+00 +2.8122e+00 +2.1197e+00 +1.2328e+00 +2.0079e+00 -1.8735e+00 -1.1320e+00 +3.9512e+00 +2.9814e+00 -3.9487e-01 +8.6763e-01 -1.4003e-01 +4.8369e+00 -2.8245e+00 +3.7104e+00 -5.0511e-01 -3.1798e-02 +1.1524e+00
10 +8.619143461e+06 +8.619143461e+06 +8.618933581e+06 +8.618933581e+06 +2.8685e+00 -4.3516e+00 -1.5182e+00 -1.2798e+00 -1.2752e+00 +2.4960e+00 -4.8752e-01 -9.0367e-01 -4.1784e+00 -3.3032e+00 +3.7026e+00 +3.9340e+00 +1.2745e+00 -1.0423e+00 -2.5799e+00 -2.8380e+00 +2.4279e+00 +4.9500e+00 +4.1679e-01 +2.6031e+00
36 +4.089713010e+06 +4.089713010e+06 +4.089503130e+06 +4.089503130e+06 -2.8857e-01 -4.4610e+00 -3.8022e+00 -3.6332e+00 -7.9964e-01 -8.6263e-01 +4.9364e+00 -1.1814e+00 -4.0144e+00 -1.3949e-01 -2.5974e+00 +3.1179e+00 -1.7839e+00 -2.6451e+00 +1.6456e+00 -2.1346e-01 +1.2396e+00 +1.2727e+00 -2.5825e+00 +1.9428e+00
119 +2.440106601e+06 +2.440106601e+06 +2.439896721e+06 +2.439896721e+06 -9.8793e-01 -7.3380e-01 -7.2059e+00 -5.3568e+00 -2.0961e+00 +1.6857e+00 +2.4421e-01 -4.4349e+00 -2.2859e+00 +2.1100e+00 +1.9077e+00 +3.0516e+00 -1.7496e+00 -5.2800e+00 -3.4055e+00 -2.2839e+00 -2.4879e+00 +7.8925e-01 -1.6678e+00 +2.5016e+00
332 +1.216205414e+06 +1.216205414e+06 +1.215995534e+06 +1.215995534e+06 +1.0439e+00 -8.3180e-01 -1.4626e+01 -1.9470e+00 -4.2751e+00 -1.3035e+00 -3.9333e-01 -7.2935e+00 -5.4691e+00 -3.2385e+00 +6.6415e-01 +2.6060e+00 +6.2116e+00 -2.1467e+00 +1.3402e+00 -4.6263e+00 -3.8581e+00 +2.0334e+00 -1.4936e+00 +1.4180e+00
508 +7.096235626e+05 +7.096235626e+05 +7.094136826e+05 +7.094136826e+05 -2.5796e+00 -1.3956e+00 -2.0078e+00 -4.7585e+00 -4.6332e+00 +3.5922e-01 -1.1639e+00 -4.3165e+00 -1.4393e+00 -2.0560e+00 +6.2628e+00 -2.4457e+00 +4.4021e+00 -2.5365e-01 -2.9032e-01 -6.0902e+00 -2.2936e+00 +2.1431e+00 -2.2743e+00 +1.8908e+00
1020 +5.398334972e+05 +5.398334972e+05 +5.396236172e+05 +5.396236172e+05 +2.2542e+00 -5.5599e+00 -5.9645e+00 -1.1033e+01 -5.9322e+00 -7.5709e-01 +9.7073e+00 -6.4230e+00 -4.3139e+00 -1.4103e+00 +6.6643e-01 -3.3767e+00 +7.1595e+00 -3.8876e+00 -9.3567e-01 -2.0342e+00 -2.4853e+00 +3.0654e+00 -2.5575e+00 +2.2231e+00
2002 +1.792059896e+05 +1.792059896e+05 +1.789961096e+05 +1.789961096e+05 -2.3917e+00 +5.2731e+00 -1.4551e+01 +6.0280e+00 -3.6798e+00 +1.0804e+00 -4.1424e-01 -2.7069e+00 -7.1286e+00 +3.7400e-01 -1.7188e+00 +3.2281e+00 +1.9065e+00 +1.4564e-01 -1.8008e+00 -3.5114e+00 -2.5111e+00 +3.4556e+00 -2.5077e+00 +1.9987e+00
2423 +1.465041908e+05 +1.465041908e+05 +1.462943108e+05 +1.462943108e+05 -1.7359e+00 -3.8035e+00 -7.6125e+00 +5.9361e+00 -3.5804e+00 +6.3548e-01 +2.5647e+00 -1.0535e+00 -5.4733e+00 +1.4028e+00 -2.6087e+00 -1.2473e+00 +4.0243e+00 -2.4264e+00 -9.2006e-01 -4.3359e+00 -3.3397e+00 +3.4692e+00 -2.4590e+00 +2.0209e+00
3505 +9.861451449e+04 +9.861451449e+04 +9.840463449e+04 +9.840463449e+04 -4.5447e+00 -3.9805e+00 -8.7889e+00 +5.7034e+00 +3.7373e+00 -9.8249e-01 +9.9597e-01 +6.4086e-01 -4.6048e+00 +1.0720e+00 +2.1928e+00 +4.8190e-03 +3.7695e+00 -1.2381e+00 -1.5450e+00 -3.4233e+00 -2.4157e+00 +3.1048e+00 -2.5406e+00 +1.9951e+00
3920 +5.504661961e+04 +5.504661961e+04 +5.483673961e+04 +5.483673961e+04 -3.5302e+00 -3.7707e+00 -6.7544e+00 +9.9369e+00 +1.7624e+00 +6.0290e-01 +1.7093e+00 +2.1623e-01 -5.9727e+00 +1.8866e+00 -2.2719e+00 -1.0270e-01 +5.0087e+00 -1.4931e+00 -1.3200e+00 -3.7298e+00 -3.1208e+00 +2.9649e+00 -2.5221e+00 +1.9520e+00
4204 +3.965311070e+04 +3.965311070e+04 +3.944323070e+04 +3.944323070e+04 -4.2704e+00 -1.0628e+01 +3.7777e+00 +9.7975e+00 +3.1705e+00 +1.7363e+00 +3.9714e+00 +2.6397e-01 -3.7083e+00 +2.2693e+00 +3.7989e-01 +2.4252e+00 +5.0438e+00 -1.8308e+00 -2.0862e+00 -3.6152e+00 -3.2544e+00 +3.0585e+00 -2.5004e+00 +1.9789e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.265446723e+07 +1.265446723e+07 +1.265437514e+07 +1.265437514e+07 -3.3897e+00 +1.1126e+00 +7.3462e-01 -4.5684e+00 +4.7654e+00 -2.6855e+00 -1.7662e+00 +4.8791e+00 +1.0672e+00 +2.6647e+00 -4.9023e+00 -1.4590e-01 -2.7388e-02 -4.9563e+00 -4.3121e+00 +3.0030e+00 -1.4851e+00 -2.2990e+00 +2.9688e+00 -2.9702e-01
6 +3.436828148e+06 +3.436828148e+06 +3.436736058e+06 +3.436736058e+06 +4.1007e+00 -7.1703e-01 -3.7780e+00 -8.5527e-01 -3.6516e+00 -2.5412e+00 +2.5967e+00 -1.9570e+00 -3.7687e+00 +4.5426e+00 -4.2549e+00 +1.2183e+00 +4.8314e+00 +4.0559e+00 +1.1682e+00 +3.8358e+00 -1.6075e+00 +1.4585e+00 +1.6184e+00 -7.6132e-01
