% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.207913113e+02 +3.207913113e+02 +3.038513113e+02 +3.038513113e+02 +4.4841e+00 +4.7420e-01 -4.5069e+00 +3.1226e+00 +1.9421e+00 -3.9803e+00 -2.3552e+00 +1.9834e+00 -2.1611e-01 +3.4584e+00 -2.4895e+00 +4.5848e+00 +2.8710e+00 -4.6825e+00 -4.4423e-01 -1.5855e+00 +1.3591e+00 -4.4939e+00 -1.7545e+00 -4.6078e+00
3 +2.490626750e+02 +2.490626750e+02 +2.321226750e+02 +2.321226750e+02 -1.7582e+00 +2.9334e+00 +3.4128e+00 +4.0746e+00 +4.0808e+00 +1.8235e+00 +2.2535e+00 +3.1885e+00 +5.6785e-03 -2.3458e+00 +6.0407e-02 -2.4598e+00 +2.2000e+00 +6.1440e-01 -3.2514e+00 +2.1972e+00 -1.9021e+00 +4.6443e+00 -3.4584e+00 -9.0692e-01
11 +9.983257616e+01 +9.983257616e+01 +8.289257616e+01 +8.289257616e+01 +4.8779e+00 +4.4244e+00 -1.3790e+00 +4.8729e+00 +8.1178e-01 +2.7788e+00 +7.5414e-01 -3.5396e+00 +2.4832e+00 -4.9344e+00 +3.9504e+00 -1.8481e+00 -3.4463e-01 +9.8120e-01 +3.9573e+00 +3.0109e-01 +1.0841e+00 +7.4065e-01 +1.6047e+00 +4.2721e-01
57 +6.184703070e+01 +6.184703070e+01 +4.490703070e+01 +4.490703070e+01 +5.5183e-02 +3.7972e+00 +3.0347e-01 -6.0751e-01 +4.1788e+00 -1.2801e+00 +4.1762e+00 -6.0823e-01 -2.8576e+00 -5.0000e+00 -6.2670e-01 +3.7253e+00 -2.1898e-01 -2.6081e+00 +3.7986e+00 +1.1383e+00 -3.1375e-01 +3.2884e-01 +9.7485e-01 -4.7884e-01
167 +3.417580117e+01 +3.417580117e+01 +1.723580117e+01 +1.723580117e+01 +4.7159e+00 +3.6406e+00 -2.0511e+00 -3.3141e+00 +3.7694e-01 -1.1243e+00 +1.3357e+00 -2.0217e+00 -1.6946e+00 -3.6037e+00 +4.2164e+00 -2.5998e-01 -4.4500e+00 +7.7511e-02 +5.4698e-01 -1.6526e+00 +3.5799e+00 +7.6915e-01 -4.4109e-01 +2.0624e-01
336 +2.483316756e+01 +2.483316756e+01 +7.893167560e+00 +7.893167560e+00 +3.8853e+00 +3.6372e+00 -1.8947e-01 -9.8068e-01 +1.6825e+00 -2.7517e+00 +4.7825e+00 -5.0000e+00 +1.9608e-01 -3.4740e+00 +5.0000e+00 +9.9986e-01 -4.6059e+00 +0.0000e+00 +1.8840e+00 +4.9325e-01 +1.1149e+00 +3.0318e-01 -4.5371e-02 -3.0648e+00
998 +1.575118154e+01 +1.575118154e+01 -1.188818460e+00 -1.188818460e+00 +2.5902e+00 +4.1468e+00 -1.8595e+00 -1.2787e+00 -2.9762e-01 -4.9580e+00 +3.7969e+00 -2.0733e+00 -8.4314e-01 -2.7253e+00 +5.0000e+00 +2.3760e-01 -4.7700e+00 -3.3051e-01 +3.0710e+00 +5.0000e+00 +4.1077e+00 -1.2160e+00 +1.4970e-01 +2.7312e-01
1658 +9.915099030e+00 +9.915099030e+00 -7.024900970e+00 -7.024900970e+00 +3.0821e+00 +5.0000e+00 -2.4415e+00 -1.0689e+00 -9.4523e-01 -4.5871e+00 +4.9517e+00 -2.8458e+00 -5.7470e-01 -2.5827e+00 +4.8324e+00 +5.2109e-01 -4.6067e+00 +6.4984e-01 +3.0997e+00 +4.6165e+00 +5.0000e+00 -1.3626e+00 -5.0923e-01 -2.1791e-01
3441 +6.226939950e+00 +6.226939950e+00 -1.071306005e+01 -1.071306005e+01 +4.8613e+00 +4.9121e+00 -2.0621e+00 -7.6565e-01 +6.0970e-01 -4.9510e+00 +4.7055e+00 -3.3038e+00 -5.9139e-01 -2.1813e+00 +4.7210e+00 +8.3821e-01 -4.8415e+00 -2.0781e-01 +3.5343e+00 +4.9451e+00 +4.7535e+00 -1.3370e+00 -2.2364e-01 -7.0355e-01
6239 +3.821320600e+00 +3.821320600e+00 -1.311867940e+01 -1.311867940e+01 +4.8355e+00 +4.9386e+00 -2.0217e+00 -7.6639e-01 +7.1048e-01 -4.9427e+00 +4.5823e+00 -3.2963e+00 -5.3106e-01 -2.0661e+00 +4.7973e+00 +1.0542e+00 -4.8222e+00 -3.1140e-01 +3.4949e+00 +4.9496e+00 +4.5929e+00 -1.2926e+00 -3.9379e-01 -4.7596e-01
11115 +2.493309684e+00 +2.493309684e+00 -1.444669032e+01 -1.444669032e+01 +4.8319e+00 +4.8990e+00 -2.0257e+00 -7.5796e-01 +6.0189e-01 -4.9489e+00 +4.5830e+00 -3.2057e+00 -6.6730e-01 -2.0618e+00 +4.8029e+00 +1.0056e+00 -4.8158e+00 -1.4157e-01 +3.5108e+00 +4.9497e+00 +4.6513e+00 -1.2535e+00 -5.0558e-01 -3.7791e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
