% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.521740865e+02 +5.521740865e+02 +5.352340865e+02 +5.352340865e+02 -9.0728e-01 -1.7009e+00 -4.0417e-01 -3.5316e+00 -1.1614e+00 -4.9878e+00 +2.7130e+00 -2.0004e+00 -6.5260e-02 +2.9269e+00 +4.1947e+00 -1.8677e+00 -3.0271e+00 -1.1935e+00 -3.4804e+00 +2.1071e+00 -3.9000e+00 +1.8846e+00 +2.2668e+00 +4.3670e-01
3 +2.248838078e+02 +2.248838078e+02 +2.079438078e+02 +2.079438078e+02 -2.2113e+00 +3.6119e+00 -1.3504e+00 -4.3157e+00 +4.9143e+00 +1.0297e-01 -1.1330e+00 +3.3170e+00 -3.6077e+00 +1.0538e+00 +3.9667e+00 +2.5188e-01 -1.1649e+00 +3.5534e+00 +4.6789e+00 +3.2068e+00 -4.0034e+00 +2.6846e+00 +2.9665e+00 +3.4389e+00
7 +1.288627452e+02 +1.288627452e+02 +1.119227452e+02 +1.119227452e+02 -2.5325e+00 +2.7533e+00 +2.5853e+00 +9.8434e-01 +1.8795e+00 -1.9120e+00 +4.7009e+00 +6.6409e-01 +4.4115e+00 +5.4107e-01 +6.8966e-01 +3.5089e+00 -4.4298e+00 +2.3646e+00 +1.0823e+00 +1.9568e+00 +1.3905e-01 +2.5797e-02 -1.2495e+00 +3.8816e+00
14 +8.164453648e+01 +8.164453648e+01 +6.470453648e+01 +6.470453648e+01 -1.3122e+00 +1.5110e+00 -4.3168e+00 +8.5326e-02 +4.1315e+00 +4.6826e+00 +3.2069e+00 +1.8651e+00 +2.1716e+00 -3.9380e+00 -8.8851e-01 -3.4184e+00 -3.4485e+00 +2.8994e+00 -2.4575e+00 -4.6623e+00 +4.5431e+00 -4.6711e-01 -2.7128e+00 +1.7110e-03
129 +5.815585078e+01 +5.815585078e+01 +4.121585078e+01 +4.121585078e+01 -4.5988e+00 -1.2340e+00 -2.6236e+00 +1.3529e+00 +2.6797e+00 +2.0841e+00 +3.5223e+00 -3.0830e+00 -2.8605e+00 -4.0634e-02 -1.4778e+00 +8.2779e-01 -4.3195e+00 -2.4168e-01 +2.0191e+00 -1.7023e+00 +4.0796e+00 -3.4756e+00 -1.7094e+00 -4.3245e+00
287 +3.700121526e+01 +3.700121526e+01 +2.006121526e+01 +2.006121526e+01 -2.6505e+00 -2.4108e+00 -1.1016e+00 +2.8181e+00 +4.5254e+00 +2.2735e+00 +1.8127e+00 -3.4841e-01 -4.3020e-01 -2.2453e+00 +1.4097e+00 +3.6575e-01 +7.5587e-01 -1.6693e-01 +1.3152e+00 -2.3174e+00 +4.8263e+00 +7.7210e-01 -3.2892e+00 +2.5175e-01
842 +2.196386786e+01 +2.196386786e+01 +5.023867859e+00 +5.023867859e+00 -3.2778e-01 +1.5188e+00 -1.1652e+00 +3.2173e+00 +4.9691e+00 -4.0384e-01 -1.2814e+00 -4.9533e-01 -1.5027e+00 -1.8070e+00 +3.7453e+00 -1.3920e+00 -1.8332e+00 -2.1571e+00 +5.0000e+00 +1.8880e+00 +4.1937e+00 -1.9369e+00 -2.5920e+00 -3.8839e-01
1370 +1.572245847e+01 +1.572245847e+01 -1.217541530e+00 -1.217541530e+00 -1.1422e+00 +3.1988e+00 -1.2967e+00 +2.8728e+00 +4.8221e+00 +6.9876e-01 +1.1690e+00 -5.0793e-01 -1.8358e+00 -4.7835e+00 +2.9073e+00 +2.8410e-01 -1.4450e+00 -9.6646e-02 +4.3514e+00 +4.7633e+00 +5.0000e+00 -3.7504e-01 -8.5320e-01 +3.2558e+00
4536 +8.990252030e+00 +8.990252030e+00 -7.949747970e+00 -7.949747970e+00 +2.2377e+00 +3.0437e+00 -1.8504e+00 +3.5666e+00 +4.8238e+00 -1.0629e+00 +1.7263e+00 -1.2547e+00 -2.3578e+00 -4.5029e+00 +3.3075e+00 -9.2616e-02 -2.7514e+00 -1.1489e+00 +4.1533e+00 +3.4568e+00 +4.9256e+00 -1.9561e-01 -1.6092e+00 +2.6861e+00
9572 +6.158308414e+00 +6.158308414e+00 -1.078169159e+01 -1.078169159e+01 +1.2701e+00 +2.9664e+00 -1.9895e+00 +3.1796e+00 +4.5272e+00 -1.1507e+00 +1.3734e+00 -1.1263e+00 -2.1725e+00 -4.2916e+00 +3.4366e+00 -1.2335e-01 -2.9214e+00 -6.0179e-01 +4.7292e+00 +3.7464e+00 +4.5398e+00 -1.1203e+00 -1.7042e+00 +2.3167e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.826233738e+01 +8.826233738e+01 +1.070723374e+02 +1.070723374e+02 -4.8089e+00 +1.0864e+00 +4.9047e+00 +1.0939e+00 +8.2242e-02 -4.9093e+00 +4.9540e+00 +4.0045e+00 +2.9890e+00 -4.9933e-01 +7.7905e-01 +4.7419e+00 +3.7437e+00 +3.0281e+00 -3.7924e+00 -2.6009e+00 +1.9575e+00 -1.8096e+00 -2.7134e+00 +4.2399e+00
