% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.830499394e+02 +3.830499394e+02 -7.904006063e+01 -7.904006063e+01 +3.9041e+00 -3.6062e+00
2 +1.699406621e+02 +1.699406621e+02 -2.921493379e+02 -2.921493379e+02 +1.9271e-01 -1.5155e+00
4 +5.622861348e+01 +5.622861348e+01 -4.058613865e+02 -4.058613865e+02 +1.7579e+00 +4.4749e-01
10 +3.830539511e+01 +3.830539511e+01 -4.237846049e+02 -4.237846049e+02 +2.6637e+00 +2.0781e+00
13 +1.623143464e+01 +1.623143464e+01 -4.458585654e+02 -4.458585654e+02 +5.2372e-01 +2.9019e+00
41 +1.140195740e+01 +1.140195740e+01 -4.506880426e+02 -4.506880426e+02 -3.2608e-01 +3.0404e+00
45 +6.831630762e+00 +6.831630762e+00 -4.552583692e+02 -4.552583692e+02 -1.3050e+00 +2.9551e+00
102 +3.807068195e+00 +3.807068195e+00 -4.582829318e+02 -4.582829318e+02 -2.3432e+00 +2.6051e+00
154 +1.224138322e+00 +1.224138322e+00 -4.608658617e+02 -4.608658617e+02 -2.3049e+00 +2.6665e+00
241 +2.222095539e-01 +2.222095539e-01 -4.618677904e+02 -4.618677904e+02 -2.3090e+00 +2.3045e+00
386 +3.979336294e-02 +3.979336294e-02 -4.620502066e+02 -4.620502066e+02 -2.3407e+00 +2.3045e+00
521 +3.418971505e-03 +3.418971505e-03 -4.620865810e+02 -4.620865810e+02 -2.3407e+00 +2.3015e+00
551 +5.413304717e-04 +5.413304717e-04 -4.620894587e+02 -4.620894587e+02 -2.3420e+00 +2.2997e+00
557 +8.934817322e-05 +8.934817322e-05 -4.620899107e+02 -4.620899107e+02 -2.3402e+00 +2.3001e+00
685 +4.017458207e-05 +4.017458207e-05 -4.620899598e+02 -4.620899598e+02 -2.3411e+00 +2.2999e+00
692 +4.524191297e-06 +4.524191297e-06 -4.620899955e+02 -4.620899955e+02 -2.3409e+00 +2.3000e+00
722 +7.010329455e-07 +7.010329455e-07 -4.620899993e+02 -4.620899993e+02 -2.3408e+00 +2.3000e+00
795 +5.871636404e-07 +5.871636404e-07 -4.620899994e+02 -4.620899994e+02 -2.3408e+00 +2.3000e+00
805 +1.125459903e-08 +1.125459903e-08 -4.620900000e+02 -4.620900000e+02 -2.3408e+00 +2.3000e+00
