% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.728955144e+07 +2.728955144e+07 +2.728949650e+07 +2.728949650e+07 +6.5343e-02 -4.6799e+00 -4.9318e+00 -2.4565e-01 -2.3728e+00 -3.1545e+00 -5.1974e-01 -2.4427e+00 -7.8743e-01 -3.3568e+00 -4.2024e+00 +1.8033e+00 +2.3235e+00 -4.9358e+00 -1.8755e+00 -4.5738e-01 -3.0820e-01 +1.8142e+00 +1.0609e+00 -2.8551e+00
2 +1.572290042e+07 +1.572290042e+07 +1.572284548e+07 +1.572284548e+07 +3.6897e-01 +4.1808e+00 -2.9247e+00 -2.8996e-01 -3.8131e+00 +4.7318e+00 +2.4961e+00 +2.4605e+00 +3.0964e+00 -4.8453e+00 +3.1267e+00 +4.4590e-01 +4.0754e+00 +2.8361e+00 -3.6185e+00 -3.6261e+00 +1.4813e+00 +4.2670e-01 -1.4353e+00 -4.8665e+00
6 +6.881972460e+06 +6.881972460e+06 +6.881917520e+06 +6.881917520e+06 -3.4203e+00 +2.0239e+00 -2.2122e-01 -1.4837e+00 -7.7576e-01 -1.4889e+00 +3.7713e+00 -4.3370e+00 +2.6240e+00 +3.1498e+00 -1.2653e+00 +2.4176e-01 +7.0655e-01 -3.3600e+00 +4.9536e+00 -4.8898e+00 +3.6937e+00 +3.7146e+00 -4.0714e-01 +7.3826e-02
7 +3.246256604e+06 +3.246256604e+06 +3.246201664e+06 +3.246201664e+06 -4.0348e+00 -2.8816e+00 -3.0118e+00 -6.3715e-02 +3.5732e+00 -2.4457e+00 -3.0341e+00 +2.7772e-01 +2.9426e-02 -2.5608e+00 +1.6286e+00 -2.2297e+00 -3.2992e+00 -3.9958e+00 -4.3898e+00 +3.9919e+00 +3.7718e+00 -3.9805e+00 +9.8880e-01 +3.4435e+00
20 +2.339175538e+06 +2.339175538e+06 +2.339120598e+06 +2.339120598e+06 -1.3891e+00 -1.2922e+00 -2.5512e+00 +3.4793e+00 +2.6141e-01 +1.5323e+00 +1.4131e+00 +2.2916e+00 -1.9496e+00 -3.3808e+00 -1.6658e+00 -1.5763e+00 -2.3716e+00 -2.1528e+00 +4.3915e+00 +2.5720e+00 -2.6157e+00 +2.8678e+00 -3.9873e+00 -3.6701e+00
341 +1.532945187e+06 +1.532945187e+06 +1.532890247e+06 +1.532890247e+06 -9.4976e-01 -2.4296e+00 +1.5148e+00 +7.9472e+00 -1.3497e+00 -6.3707e-01 +8.2952e+00 +6.8748e+00 -3.8554e+00 -4.2156e+00 -9.3031e+00 +1.0489e+00 -3.4913e+00 -4.8444e+00 +4.9813e+00 +3.5877e-01 -5.5217e+00 +6.6190e+00 +4.5671e+00 +2.3811e+00
551 +9.663001756e+05 +9.663001756e+05 +9.662452356e+05 +9.662452356e+05 -1.9395e+00 -7.0776e+00 -2.9240e+00 +1.0558e+00 +5.3296e-01 +1.7988e+00 +3.7922e+00 -1.4064e+00 -4.1697e+00 -2.8829e+00 +5.2231e+00 +1.7874e+00 +2.9816e+00 -2.6785e-01 +8.0956e+00 +1.4315e+00 -2.6298e+00 +1.8903e+00 +2.4623e+00 +4.0876e+00
1060 +5.977970873e+05 +5.977970873e+05 +5.977421473e+05 +5.977421473e+05 -1.5492e+00 -5.9231e+00 -1.6782e+00 +8.9412e-01 +1.2792e+00 +4.7441e+00 -2.4593e-01 -3.4874e+00 -2.2679e+00 +3.4150e+00 +6.6996e+00 +4.5549e+00 +6.6710e+00 +3.4546e+00 +6.1175e+00 +3.1334e+00 +1.0657e-01 +6.8044e-01 -9.2281e-01 +4.3863e+00
1801 +3.301439896e+05 +3.301439896e+05 +3.300890496e+05 +3.300890496e+05 -3.0871e+00 -2.3237e+00 -4.9212e-01 -5.7939e-01 +3.0048e-01 -3.7550e-01 +5.2110e+00 -3.6586e+00 +3.0145e-01 -3.4336e+00 +9.0794e-01 -2.8175e+00 +1.6602e+00 -3.0767e+00 +1.9228e+00 +2.3535e+00 +3.3078e-01 +5.0473e+00 +6.1113e+00 +6.5172e+00
1902 +1.543698857e+05 +1.543698857e+05 +1.543149457e+05 +1.543149457e+05 -3.1929e-01 -2.8046e+00 -1.4279e+00 -9.2948e-01 +3.4752e+00 -5.1571e-01 +6.2649e+00 +2.9796e-01 -1.7492e+00 -2.1768e+00 +1.4937e+00 +3.4492e+00 +3.0835e+00 -2.7092e+00 +3.4875e+00 +1.6892e+00 -2.9867e-01 +5.8042e+00 +8.4474e+00 +4.2591e+00
