% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.610894884e+01 +5.610894884e+01 -4.644105116e+01 -4.644105116e+01 +2.4227e-01 -4.4191e+00 -4.2783e+00 +3.2949e+00 +6.8700e-01 -4.4597e+00 -7.2537e-01 -8.6072e-02 +5.5174e-01 -3.0320e+00 -4.2991e+00 -4.6532e+00 -2.0514e+00 +4.7235e+00 -1.7023e+00 +3.4135e+00 +7.8365e-01 -4.3314e+00 +3.2003e+00 +3.5951e-01
9 +3.275474929e+01 +3.275474929e+01 -6.979525071e+01 -6.979525071e+01 +4.3246e-01 -1.2369e+00 -2.6612e+00 +3.3877e-01 -2.6377e+00 +3.8501e+00 -3.6938e+00 +2.3367e+00 -1.3931e-01 -2.2318e+00 -2.9325e+00 +3.0498e+00 -2.1732e+00 -7.1854e-01 -4.1337e+00 -2.4707e+00 +2.5492e+00 +2.9180e+00 -4.4596e+00 +1.9107e+00
15 +2.203516162e+01 +2.203516162e+01 -8.051483838e+01 -8.051483838e+01 +1.5093e+00 +4.8879e+00 +1.5510e+00 +1.4463e+00 +1.8427e-01 -2.6800e+00 +1.3882e+00 -2.3941e+00 -3.2942e+00 +2.2606e-01 +4.4108e-02 +1.8901e+00 -4.3447e-01 -2.9307e+00 -1.3330e+00 +1.5336e-01 +3.4805e+00 -7.6952e-01 -1.0733e+00 +4.1168e-01
116 +1.557855915e+01 +1.557855915e+01 -8.697144085e+01 -8.697144085e+01 -1.7418e-02 +1.8564e+00 +1.6563e+00 -2.2788e-01 +1.7440e+00 +4.5185e-01 -5.4408e-01 -3.0040e+00 +2.2148e+00 +1.5390e+00 +0.0000e+00 +2.5059e-01 +1.1843e+00 +2.8001e-01 +1.9352e+00 +4.7251e-01 -4.3800e-01 -1.8701e+00 -3.3050e+00 +4.6763e-02
2032 +7.455227134e+00 +7.455227134e+00 -9.509477287e+01 -9.509477287e+01 +1.6423e+00 +1.7762e+00 +2.6180e+00 +3.1459e+00 +2.3261e-01 +6.0615e-01 -1.3753e+00 +5.6621e-02 -1.6041e+00 -1.8924e+00 -1.0319e+00 +2.7745e+00 +1.8744e+00 +1.1095e+00 -6.1973e-02 +2.1912e-01 -1.0637e+00 -1.2248e+00 -1.3473e+00 +1.2040e+00
7333 +5.271748091e+00 +5.271748091e+00 -9.727825191e+01 -9.727825191e+01 +8.1703e-01 +2.2180e+00 +1.7422e+00 +2.2149e+00 +0.0000e+00 +7.4920e-01 -1.2500e+00 -7.1276e-01 -1.6488e+00 -2.3361e+00 -5.2508e-01 +1.1309e+00 +1.5461e+00 +1.4528e+00 -3.6452e-01 -5.5315e-01 +0.0000e+00 -2.5000e+00 +8.3123e-01 +3.3954e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.212785303e+01 +3.212785303e+01 +1.038178530e+02 +1.038178530e+02 -3.3981e+00 +5.9618e-01 +2.4114e+00 +6.1314e-01 +4.7625e+00 +2.6621e+00 -4.7397e+00 +3.7908e+00 -1.0555e-01 -4.1333e+00 -6.4210e-01 -1.3906e+00 -1.1000e+00 +3.1931e+00 -2.7768e-01 -2.2840e-01 -4.1474e+00 -3.2487e+00 +2.3067e+00 -1.1662e+00
6 +2.179937252e+01 +2.179937252e+01 +9.348937252e+01 +9.348937252e+01 +4.7934e+00 +2.8920e+00 +1.3812e-01 -2.1349e+00 -5.1232e-01 +1.3223e+00 +1.8528e-01 -2.1095e+00 -8.5870e-02 -7.0595e-01 +2.8541e+00 -8.1655e-02 -1.7561e-01 -4.1123e+00 -7.3246e-01 +7.1037e-02 +9.8725e-01 +1.2354e+00 +1.3641e+00 -1.6311e+00
68 +1.454978783e+01 +1.454978783e+01 +8.623978783e+01 +8.623978783e+01 +2.9801e+00 -7.6291e-01 -8.1464e-01 +6.7311e-01 +7.5926e-01 +3.3240e-01 +3.9985e+00 +1.2981e+00 -4.7033e+00 -2.1368e+00 +1.9379e+00 +1.7753e+00 +9.0376e-01 -9.0737e-01 +1.3331e+00 -8.9566e-01 -1.3819e+00 +3.1489e+00 +6.1770e-01 -1.7167e+00
