% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.589005777e+03 +4.589005777e+03 +4.126915777e+03 +4.126915777e+03 -3.6927e+00 +4.6025e+00 -3.0810e+00 +1.9472e+00 -4.7671e+00 +5.7189e-01 +3.7911e+00 +4.1253e+00 -3.9811e+00 +2.3239e+00 +1.8621e+00 +2.5950e+00 +4.0815e+00 -4.1971e+00 -2.3882e+00 +3.2183e+00 -2.4291e+00 -6.6171e-01 +2.4484e+00 -3.3897e+00
3 +6.120902963e+02 +6.120902963e+02 +1.500002963e+02 +1.500002963e+02 -1.5702e-01 -4.3628e+00 +2.7049e+00 -3.3629e+00 -3.2936e+00 +1.7765e+00 -1.8334e+00 +3.2837e+00 +2.1043e+00 -1.0787e+00 -4.4413e+00 -2.1662e+00 -4.2712e+00 -4.1414e+00 -4.1033e+00 -2.9353e+00 -1.5817e+00 +4.1117e-01 -3.2295e+00 +4.5505e-02
263 +3.791866228e+02 +3.791866228e+02 -8.290337716e+01 -8.290337716e+01 +2.2778e-01 -3.2840e+00 -8.3106e-01 -2.5113e+00 -1.5469e+00 +9.6093e-01 +3.5423e+00 +1.7825e+00 +3.1799e+00 +5.8861e-01 -3.1206e+00 -3.8759e+00 -1.3624e+00 -5.0000e+00 -2.8913e+00 -3.8883e+00 +1.3288e+00 +1.8856e+00 -3.7544e+00 +2.5031e+00
556 +2.179376624e+02 +2.179376624e+02 -2.441523376e+02 -2.441523376e+02 -1.5769e-01 -7.2555e-01 -4.5977e-01 -2.0538e+00 +1.0120e+00 +2.8788e+00 +3.6219e+00 +1.6657e+00 +1.1841e+00 +6.5331e-01 -2.1842e+00 -4.5321e+00 +3.3243e-01 -5.0000e+00 -2.0797e+00 -4.3165e+00 +4.8746e-01 +2.1832e+00 -2.1879e+00 +2.1318e+00
1533 +1.393888113e+02 +1.393888113e+02 -3.227011887e+02 -3.227011887e+02 -1.2330e+00 -4.2288e-01 +3.0659e-01 -9.4190e-01 +9.5919e-01 +2.2342e+00 +3.8134e+00 +1.9899e+00 +2.0559e+00 -1.0590e+00 -2.2572e+00 -4.2130e+00 -1.1369e+00 -4.6616e+00 -1.3339e+00 -3.0608e+00 -3.9102e-01 +2.5639e+00 -2.2179e+00 +1.1114e+00
5304 +9.609783011e+01 +9.609783011e+01 -3.659921699e+02 -3.659921699e+02 -1.3783e+00 -6.6202e-01 +5.2495e-01 -1.9883e-01 +9.5216e-01 +2.1619e+00 +3.9700e+00 +1.9124e+00 +3.0584e+00 -1.0206e+00 -3.3431e+00 -4.3103e+00 -5.2939e-01 -4.6394e+00 -1.3486e+00 -3.4840e+00 +4.4922e-01 +3.3791e+00 -2.0637e+00 +1.8055e+00
9944 +6.258825833e+01 +6.258825833e+01 -3.995017417e+02 -3.995017417e+02 -1.3459e+00 -7.4140e-01 +5.7229e-01 -1.4269e-01 +9.6319e-01 +2.1761e+00 +4.0091e+00 +1.9043e+00 +2.4349e+00 -1.0399e+00 -3.3091e+00 -4.4001e+00 -5.5454e-01 -3.4750e+00 -1.3937e+00 -3.4888e+00 -6.8524e-01 +3.3921e+00 -2.5024e+00 +1.8090e+00
13969 +3.750828916e+01 +3.750828916e+01 -4.245817108e+02 -4.245817108e+02 -1.3549e+00 +5.3361e-01 +5.6490e-01 -1.5049e-01 +9.0035e-01 +2.1900e+00 +3.7752e+00 +1.9045e+00 +2.4727e+00 -1.0338e+00 -3.2707e+00 -4.2795e+00 -5.4748e-01 -2.9464e+00 -1.3935e+00 -3.4631e+00 -3.4552e-01 +3.3529e+00 -2.4474e+00 +1.8243e+00
19058 +2.510603098e+01 +2.510603098e+01 -4.369839690e+02 -4.369839690e+02 -1.3460e+00 +1.3330e+00 +5.6846e-01 -1.4578e-01 +8.8227e-01 +2.1693e+00 +3.2867e+00 +1.8949e+00 +2.3746e+00 -1.0461e+00 -3.2902e+00 -4.3401e+00 -6.0794e-01 -2.9664e+00 -1.3962e+00 -3.4691e+00 -3.3468e-01 +3.3628e+00 -2.4332e+00 +1.8186e+00
32822 +1.572426570e+01 +1.572426570e+01 -4.463657343e+02 -4.463657343e+02 -1.3548e+00 +2.2924e+00 +5.6707e-01 -1.4494e-01 +2.2930e+00 +2.1807e+00 +3.2098e+00 +1.8852e+00 +2.3818e+00 +4.0394e-02 -3.3522e+00 -4.3096e+00 -6.2171e-01 -2.9687e+00 -1.3804e+00 -3.4723e+00 -3.4212e-01 +3.3652e+00 -2.4339e+00 +1.8202e+00
