% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.897657888e+03 +1.897657888e+03 +1.990597888e+03 +1.990597888e+03 +3.8848e+00 +2.6056e+00 -3.1430e+00 +7.8992e-01 -2.2357e+00 +1.3219e+00 -1.1084e+00 -3.8231e+00 +6.9843e-01 -4.7765e-01 +3.2238e+00 -6.6809e-01 +3.7866e+00 +1.5951e-01 +3.5950e+00 +2.1897e+00 +1.0717e+00 -2.6377e+00 +2.2244e+00 +2.7975e+00
16 +1.197106229e+03 +1.197106229e+03 +1.290046229e+03 +1.290046229e+03 -1.5065e+00 -8.9762e-01 -4.3569e+00 +4.2336e+00 +1.4761e+00 +4.7173e+00 +3.7476e+00 -4.0150e+00 +2.1125e+00 +2.9717e+00 -3.5283e+00 +2.7689e+00 +4.7356e+00 +1.0774e+00 -1.2734e-01 -2.3946e-01 +2.8277e+00 -1.1899e+00 +4.4867e+00 +1.6056e+00
28 +9.450513792e+02 +9.450513792e+02 +1.037991379e+03 +1.037991379e+03 +4.9813e+00 -8.2413e-01 -1.3968e+00 -2.5680e+00 +2.9313e+00 +3.6219e-01 +1.6161e+00 +2.4952e+00 +4.6757e+00 +4.4991e+00 +1.9896e+00 -4.8111e+00 +1.3850e+00 +1.8543e-02 +4.2936e+00 +1.5824e-01 +4.8961e+00 +1.1030e+00 +4.4559e+00 +3.7590e+00
62 +6.150913522e+02 +6.150913522e+02 +7.080313522e+02 +7.080313522e+02 +1.3509e+00 -1.5185e-01 -1.4575e+00 +3.5814e+00 -2.0676e+00 +3.6062e+00 +1.0770e+00 -1.9347e+00 +3.5706e-01 +4.6738e+00 -1.7408e+00 -4.1917e+00 +1.8808e+00 -1.0461e-01 -1.8464e+00 +3.6262e-01 +3.3335e+00 -2.1688e+00 +1.4979e-01 +2.0431e+00
203 +2.572025536e+02 +2.572025536e+02 +3.501425536e+02 +3.501425536e+02 +3.8848e+00 +1.9472e+00 -1.0378e+00 +6.3965e-01 -3.2876e-02 +3.3242e+00 -4.3803e-01 -3.8231e+00 +5.3674e+00 +1.0648e+00 -6.9579e-01 -6.6809e-01 +1.3854e-01 +1.5951e-01 +3.5950e+00 -6.0983e-01 +3.7593e+00 -1.8521e+00 +2.2244e+00 +1.4464e+00
905 +2.051245241e+02 +2.051245241e+02 +2.980645241e+02 +2.980645241e+02 -1.3244e+00 -2.5538e+00 -3.0565e+00 +2.3580e+00 +3.3102e+00 +5.7352e+00 +6.5462e-01 +1.4576e+00 +1.3612e+00 +3.8121e+00 +8.7902e-01 -5.5293e+00 -1.0986e+00 +1.7371e+00 +2.6676e+00 +1.0596e+00 +2.3772e+00 -2.3837e+00 +5.1491e+00 +1.4581e+00
1124 +1.518346528e+02 +1.518346528e+02 +2.447746528e+02 +2.447746528e+02 -4.3650e-01 -3.1851e+00 -6.4178e-01 +2.9592e+00 +1.5704e+00 +3.3135e+00 -3.3290e-01 -1.7509e-01 +3.8504e+00 +2.3791e+00 +1.2181e+00 -9.2054e-01 -1.9415e+00 +4.3375e-01 -9.0501e-02 +1.5921e+00 +4.6965e+00 -2.8985e+00 +1.7620e+00 +9.0593e-01
1941 +8.454351619e+01 +8.454351619e+01 +1.774835162e+02 +1.774835162e+02 -1.6968e+00 -3.0235e+00 -2.1945e+00 +3.6147e+00 +2.0123e+00 +4.1482e+00 +7.2522e-01 -3.2259e-01 +6.0838e+00 +5.0047e-01 -6.5146e-02 -1.2779e+00 -2.3287e+00 -4.7471e-01 +2.4955e+00 +3.0927e+00 +3.6541e+00 -1.8559e+00 +6.4532e+00 +1.8553e-01
2506 +6.124972773e+01 +6.124972773e+01 +1.541897277e+02 +1.541897277e+02 -4.7789e-01 -2.0198e+00 -1.7434e+00 +4.7534e+00 +1.1011e+00 +4.1710e+00 +1.2483e+00 -2.3749e-01 +2.4913e+00 +2.2959e+00 +1.3241e+00 -2.0805e+00 -1.5037e+00 -1.6449e-01 +2.5316e+00 +1.4124e+00 +4.3809e+00 -3.0504e+00 +2.9303e+00 -1.3005e+00
3405 +3.648570274e+01 +3.648570274e+01 +1.294257027e+02 +1.294257027e+02 +5.5656e-02 -1.9924e+00 -1.5981e+00 +3.4680e+00 +1.4925e+00 +3.5846e+00 +6.2184e-01 -2.4289e+00 +1.8616e+00 +2.6540e+00 +1.6778e+00 -3.7338e+00 -2.0103e+00 +1.7737e+00 +1.6302e+00 +3.7769e+00 +4.8904e+00 -3.5107e+00 +5.8971e-01 +8.1398e-01
