% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.567900060e+05 +1.567900060e+05 +1.562435060e+05 +1.562435060e+05 -1.3111e+00 -4.1851e+00 +4.6568e+00 +3.9201e+00 -4.2975e+00 -1.5898e+00 -2.4882e+00 -1.6015e+00 -1.7783e+00 -1.6385e+00 +4.2035e-01 -4.2219e-01 -4.1720e+00 -1.0725e+00 +4.3361e+00 +2.8162e+00 +4.7022e+00 -3.2224e-01 +3.1901e+00 +2.6993e-01
4 +7.592891812e+04 +7.592891812e+04 +7.538241812e+04 +7.538241812e+04 -1.9252e+00 +4.1821e+00 +1.8133e+00 +4.4740e+00 -1.3829e+00 -2.7232e+00 -1.0059e+00 -4.0289e+00 -1.5831e+00 +9.2764e-01 +2.3343e+00 +2.2083e+00 -2.3442e+00 -3.1431e+00 +1.7544e+00 -6.5294e-01 +4.3175e-01 -2.8616e+00 +1.1139e+00 -1.7655e+00
38 +5.313350480e+04 +5.313350480e+04 +5.258700480e+04 +5.258700480e+04 +1.3863e+00 +2.7150e+00 -2.8666e+00 -3.3189e+00 -4.4355e+00 -4.5214e+00 -4.5632e+00 -1.3415e+00 -7.4389e-01 -5.2378e-01 -2.9182e+00 -7.0684e-02 +2.4429e+00 -7.9074e-02 +1.3498e+00 -2.4370e+00 +3.5573e+00 +2.2708e+00 -3.6661e+00 +2.7203e+00
77 +2.790497698e+04 +2.790497698e+04 +2.735847698e+04 +2.735847698e+04 +5.0000e+00 +7.3782e-01 -2.9756e+00 -2.0241e+00 +2.1208e+00 -3.5720e+00 -1.3332e-01 -1.2181e+00 -1.8900e+00 -1.0569e+00 -2.7047e+00 +2.7423e+00 +3.9621e+00 -1.5691e-01 +2.8560e+00 -8.2694e-01 +2.5866e+00 +2.6966e-01 -3.7191e+00 +1.3350e+00
135 +2.086582739e+04 +2.086582739e+04 +2.031932739e+04 +2.031932739e+04 +2.8573e+00 +2.9806e+00 -5.0000e+00 -5.8854e-01 +1.7478e+00 +0.0000e+00 -3.0138e+00 -3.4634e+00 -3.5268e+00 -1.5961e+00 +7.4739e-01 -2.0834e+00 +2.7574e+00 +6.2836e-01 +3.4264e+00 -2.0060e+00 +1.0420e+00 -1.4568e+00 +0.0000e+00 +3.3291e+00
195 +1.478677489e+04 +1.478677489e+04 +1.424027489e+04 +1.424027489e+04 +2.7100e+00 +2.5517e+00 -2.0098e-01 -1.1299e+00 +1.7022e+00 +0.0000e+00 -7.1653e-01 -2.1548e+00 -2.9500e-01 -4.3839e-01 +2.9033e-01 -1.4832e-01 +3.9486e+00 -2.7249e-01 +0.0000e+00 +0.0000e+00 +2.1614e+00 +1.0276e+00 -3.3028e+00 +2.3494e+00
313 +7.077373792e+03 +7.077373792e+03 +6.530873792e+03 +6.530873792e+03 +3.4458e+00 +3.8868e+00 +1.0948e+00 -3.4204e-01 +3.0638e+00 +2.5233e+00 -1.0045e+00 -1.5138e+00 -1.8633e+00 -2.9719e-01 +2.9972e+00 -7.6551e-02 +1.3942e-02 -6.2400e-01 +2.9766e+00 +2.0555e-01 +8.4751e-01 -2.5305e-01 +0.0000e+00 +1.3225e+00
554 +5.623427101e+03 +5.623427101e+03 +5.076927101e+03 +5.076927101e+03 +3.7349e+00 +2.7989e+00 +1.0097e+00 +9.9288e-01 +1.8034e+00 -5.2560e-02 -2.0433e+00 +3.3535e-01 -1.9943e+00 -7.1580e-01 +1.0502e-01 +2.5390e+00 +3.3362e+00 -7.8494e-01 +1.8021e+00 -1.0246e+00 +1.5241e+00 -2.5230e-01 -2.9922e+00 +2.7091e+00
764 +2.347463796e+03 +2.347463796e+03 +1.800963796e+03 +1.800963796e+03 +2.7558e+00 +2.1070e+00 +3.5937e+00 +1.7620e+00 +3.9339e+00 -2.3438e-02 -3.3783e+00 +2.1178e-01 -2.8092e+00 +3.2256e-01 +1.8347e+00 +1.4056e+00 +6.5885e-01 -1.6178e+00 +1.8633e+00 +2.4495e-01 +6.1558e-01 -1.2423e+00 -2.6950e+00 +1.4665e+00
810 +1.288891036e+03 +1.288891036e+03 +7.423910364e+02 +7.423910364e+02 +3.1369e+00 +1.9662e+00 +3.2866e+00 +2.2896e+00 +3.6673e+00 -8.4971e-01 -3.0184e+00 -2.4770e-01 -2.1792e+00 +1.1404e+00 +2.6769e+00 +8.6071e-01 +3.9346e-01 -1.5589e+00 +1.6656e+00 -3.2409e-02 +5.0908e-01 -1.5135e+00 -7.5129e-01 +1.3652e+00
1112 +6.588117552e+02 +6.588117552e+02 +1.123117552e+02 +1.123117552e+02 +1.4635e+00 +2.1734e+00 +3.1408e+00 +2.3394e+00 +3.3965e+00 -8.7528e-01 -2.9738e+00 -6.0236e-01 -2.1775e+00 +1.6601e+00 +2.7348e+00 +7.5497e-01 +2.4644e-03 -1.0071e+00 +1.1265e+00 -2.2183e+00 +5.5303e-01 -1.3354e+00 -6.1543e-01 +1.0819e+00
1167 +6.299094126e+02 +6.299094126e+02 +8.340941258e+01 +8.340941258e+01 +3.0312e+00 +2.2150e+00 +2.7518e+00 -2.6343e+00 +2.7770e+00 +1.9220e+00 -2.0503e+00 -7.0005e-01 -1.7806e+00 +1.6473e+00 +2.6120e+00 +0.0000e+00 +4.7100e-01 -1.1988e+00 +7.0582e-01 -2.5746e+00 +4.8131e-01 -1.5678e+00 -6.0144e-01 +1.0206e+00
1350 +1.116404699e+02 +1.116404699e+02 -4.348595301e+02 -4.348595301e+02 +2.1657e+00 +2.5837e+00 +2.0695e+00 -2.4738e+00 +2.2253e+00 +5.7107e-01 -2.3306e+00 -4.2105e-01 -1.9194e+00 +2.0901e+00 +2.5388e+00 +5.5738e-01 +1.6277e+00 -2.0082e+00 +7.3309e-01 -2.6563e+00 +1.0248e-01 -1.9239e+00 -1.3155e+00 +1.2263e+00
1751 +4.758471288e+01 +4.758471288e+01 -4.989152871e+02 -4.989152871e+02 +2.1183e+00 +2.7198e+00 +1.7179e+00 -1.2189e+00 +2.4714e+00 -1.4858e+00 -1.5825e+00 -5.0209e-01 -1.9368e+00 +2.0973e+00 +1.8633e+00 +4.3500e-01 +2.6712e+00 -6.4702e-01 +6.8426e-01 -2.6757e+00 +1.0296e-01 -1.3587e+00 -1.8508e+00 +1.4786e+00
1772 +2.014830970e+01 +2.014830970e+01 -5.263516903e+02 -5.263516903e+02 +2.5827e+00 +2.6471e+00 +1.5350e+00 -9.7152e-01 +1.6668e+00 -3.2355e-01 -1.3533e+00 -5.4218e-01 -2.1426e+00 +2.1128e+00 +2.0327e+00 -3.3656e-01 +2.0383e+00 -1.0515e+00 +6.8675e-01 -2.0033e+00 +4.1020e-01 -2.0300e+00 -2.0224e+00 +1.6018e+00
1831 +1.090245582e+01 +1.090245582e+01 -5.355975442e+02 -5.355975442e+02 +2.6021e+00 +2.5924e+00 +1.5840e+00 -1.0799e+00 +1.3282e+00 -5.3639e-01 -1.4513e+00 -7.7766e-01 -2.1571e+00 +1.9765e+00 +1.9635e+00 -2.2513e-01 +1.6568e+00 -3.5808e-01 +6.8610e-01 -2.2916e+00 +2.8792e-01 -2.0986e+00 -1.3331e+00 +1.8623e+00
2031 +8.134440656e+00 +8.134440656e+00 -5.383655593e+02 -5.383655593e+02 +2.6023e+00 +2.5711e+00 +1.5612e+00 -1.1254e+00 +8.0386e-01 +2.5209e-01 -1.6063e+00 -6.5948e-01 -2.0008e+00 +1.9940e+00 +2.0942e+00 +1.7546e-01 +8.0415e-01 -3.9555e-01 +6.8594e-01 -2.3805e+00 +3.7748e-01 -1.9875e+00 -1.2301e+00 +1.6220e+00
2235 +4.542147782e+00 +4.542147782e+00 -5.419578522e+02 -5.419578522e+02 +2.0639e+00 +2.6247e+00 +1.6212e+00 -2.9975e-01 +2.2235e+00 -9.3173e-01 -1.5894e+00 +4.9175e-01 -1.8566e+00 +1.9445e+00 +1.7908e+00 +1.1074e-02 +2.5385e+00 -2.1537e-01 +1.2859e+00 -2.2641e+00 +9.9520e-01 -2.3410e+00 -1.5199e+00 +1.6269e+00
