% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.482089900e+05 +2.482089900e+05 +2.476624900e+05 +2.476624900e+05 -4.1016e+00 +3.8552e+00 +1.5903e+00 +4.0512e+00 +1.6637e+00 +4.5206e+00 +1.9875e+00 -2.0843e-01 +3.6756e+00 -1.1236e-01 -2.0416e+00 +1.0230e+00 -5.9412e-02 -1.8861e+00 -1.6427e+00 +4.6859e+00 -4.2768e+00 -3.5448e+00 -2.4674e+00 +2.9670e+00
2 +5.643725743e+04 +5.643725743e+04 +5.589075743e+04 +5.589075743e+04 +3.0863e+00 -2.2315e+00 -7.6464e-02 +1.8014e+00 -4.4474e+00 -3.1717e+00 +9.9577e-01 +1.6831e-01 +2.0521e+00 +2.2682e+00 +2.3140e+00 -4.3420e+00 -5.6446e-01 -3.6653e+00 -1.6471e+00 -5.9800e-01 +3.5759e+00 +3.0358e-01 -2.7540e+00 +2.5708e+00
14 +3.399740721e+04 +3.399740721e+04 +3.345090721e+04 +3.345090721e+04 -1.9629e+00 -1.3011e+00 +1.1211e+00 -1.4382e+00 +6.0032e-02 -1.1806e+00 -6.9071e-01 +2.3398e+00 +2.7589e+00 +3.3717e+00 +4.0709e+00 +7.7139e-01 +2.3413e+00 -6.8133e-03 -1.5617e+00 -2.9297e+00 +4.0915e+00 +1.8107e-01 -2.4230e+00 +2.8091e+00
84 +2.417594173e+04 +2.417594173e+04 +2.362944173e+04 +2.362944173e+04 +1.7351e+00 +1.2729e+00 -7.5391e-01 -5.0000e+00 +1.7162e+00 +3.1057e+00 -2.9919e+00 -1.9454e+00 +7.5711e-01 -3.1198e+00 +1.0753e+00 +1.3752e+00 +1.8448e-01 +0.0000e+00 +2.5300e+00 +1.3488e-01 +6.2984e-01 -2.6784e+00 -3.0181e+00 -1.0723e-01
148 +1.510082064e+04 +1.510082064e+04 +1.455432064e+04 +1.455432064e+04 +3.3967e+00 -9.4245e-01 -1.0376e+00 -4.1637e+00 +1.8796e+00 +3.7369e+00 -3.6488e+00 +0.0000e+00 +9.3504e-03 -6.3735e-01 +1.0088e+00 +1.7157e+00 -1.9039e+00 -3.4646e+00 +5.1024e-01 -1.8867e+00 +4.9892e-01 -3.5748e+00 -1.2866e+00 +5.2158e-01
307 +6.890111033e+03 +6.890111033e+03 +6.343611033e+03 +6.343611033e+03 +2.8375e+00 -3.0763e-01 -2.7150e-01 -1.2891e+00 +3.4123e+00 +3.7796e+00 -3.4779e+00 +2.9261e-01 -1.5301e+00 -1.1104e+00 +8.6184e-01 +1.8547e+00 -4.5103e-01 -7.4760e-01 +8.3650e-01 -3.3261e+00 +1.2356e-02 -2.4122e+00 +0.0000e+00 +2.7309e+00
331 +3.981225878e+03 +3.981225878e+03 +3.434725878e+03 +3.434725878e+03 +2.0365e+00 -1.5645e+00 -7.4377e-01 -2.5995e+00 +0.0000e+00 -1.3400e-02 -3.2869e+00 +1.0735e-01 -1.0928e+00 -1.5230e+00 -2.1369e-02 +3.0002e+00 -8.3313e-01 -9.5861e-01 +2.0448e+00 -2.4944e+00 -1.6632e-01 -1.1371e+00 -1.4864e+00 +2.7745e+00
383 +1.157826933e+03 +1.157826933e+03 +6.113269327e+02 +6.113269327e+02 +2.8752e+00 -3.3612e-01 +1.2444e-01 -2.0000e+00 +2.6270e+00 -2.1706e-01 -2.7111e+00 -1.0452e+00 -1.4932e+00 -3.1526e-01 +1.3990e+00 +1.5057e+00 -4.4698e-01 -2.3353e+00 +2.4743e+00 -2.6405e+00 +1.1067e+00 -1.5760e+00 -1.8063e+00 +1.4208e+00
729 +3.330168898e+02 +3.330168898e+02 -2.134831102e+02 -2.134831102e+02 +2.5816e+00 -3.6290e-01 +7.8855e-01 -2.4282e+00 +2.7695e+00 -9.4839e-03 -1.9166e+00 -1.3276e+00 -1.5530e+00 +1.5969e+00 +1.7885e+00 +6.6169e-01 +1.2289e+00 -1.4968e+00 +2.0451e+00 -1.5968e+00 +2.2819e+00 -5.4271e-01 -1.7290e+00 +2.2905e+00
923 +1.900140567e+02 +1.900140567e+02 -3.564859433e+02 -3.564859433e+02 +2.8251e+00 -3.1403e-01 +7.2019e-01 -7.5787e-01 +2.5709e+00 +4.7354e-01 -1.9168e+00 +1.9596e-02 -1.9138e+00 +2.2204e-01 +2.2012e+00 +6.8028e-01 -4.8251e-02 -1.8126e+00 +1.9740e+00 -1.7768e+00 +8.7320e-01 -1.3671e+00 -2.2778e+00 +2.2260e+00
